tuple_id,act_dep_time,act_arr_time
827,10:19 a.m.,1:19 p.m.
828,10:10 a.m.,1:27 p.m.
829,8:12 a.m.,9:56 a.m.
830,7:25 a.m.,9:45 a.m.
831,4:29 p.m.,7:39 p.m.
832,10:55 a.m.,1:40 p.m.
833,2:48 p.m.,7:10 p.m.
834,8:00 a.m.,11:32 a.m.
835,2:46 p.m.,4:47 p.m.
836,12:12 p.m.,4:09 p.m.
837,11:56 a.m.,1:14 p.m.
838,6:08 a.m.,9:05 a.m.
839,11:30 a.m.,5:05 p.m.
840,6:02 a.m.,10:27 a.m.
841,8:40 a.m.,10:56 a.m.
842,10:18 a.m.,11:56 a.m.
843,2:04 p.m.,3:20 p.m. (Runway)
844,7:49 a.m.,1:30 p.m.
845,12:35 p.m.,3:21 p.m.
846,12:13 p.m.,2:10 p.m.
847,2:26 p.m.,5:42 p.m.
848,11:51 a.m.,1:15 p.m.
849,5:22 p.m.,8:03 p.m.
850,8:25 p.m.,8:56 p.m.
851,11:05 a.m.,2:46 p.m.
852,1:32 p.m.,5:34 p.m.
853,3:36 p.m.,3:33 p.m.
854,7:21 a.m.,10:36 a.m.
855,,
856,6:55 p.m.,8:53 p.m.
857,,
858,2:10 p.m.,7:58 p.m.
859,9:14 a.m.,12:09 p.m.
860,6:56 a.m.,7:51 a.m.
861,7:30 a.m.,9:31 a.m.
862,5:08 p.m.,7:55 p.m.
863,4:28 p.m.,6:38 p.m.
864,4:15 p.m.,7:36 p.m.
865,8:23 p.m.,9:53 p.m.
866,10:20 a.m.,6:34 p.m.
867,7:07 a.m.,10:47 a.m.
868,11:01 a.m.,3:04 p.m.
869,1:31 p.m.,4:23 p.m.
870,12:41 p.m.,2:50 p.m.
871,1:48 p.m.,4:17 p.m.
872,,
873,,
874,,
875,,
876,7:22 a.m.,10:04 a.m.
877,8:51 a.m.,11:44 a.m.
878,8:26 a.m.,9:13 a.m.
879,,
880,3:01 p.m.,4:59 p.m.
881,7:27 a.m.,8:45 a.m.
882,,
883,,
884,1:32 p.m.,8:02 a.m.
885,11:15 a.m.,2:00 p.m.
886,8:39 p.m.,9:20 p.m.
887,2:52 p.m.,4:44 p.m.
888,2:48 p.m.,7:10 p.m.
889,9:16 a.m.,11:45 a.m.
890,2:44 p.m.,3:43 p.m.
891,3:27 p.m.,5:43 p.m.
892,7:22 a.m.,11:06 a.m.
893,12:10 p.m.,1:43 p.m.
894,8:04 a.m.,11:01 a.m.
895,8:52 a.m.,12:09 p.m.
896,1:19 p.m.,3:13 p.m.
897,8:56 a.m.,10:16 a.m.
898,3:36 p.m.,6:43 p.m.
899,8:04 a.m.,8:06 a.m.
900,11:40 a.m.,4:56 p.m.
901,4:12 p.m.,6:15 p.m.
902,11:52 a.m.,2:27 p.m.
903,7:39 a.m.,11:06 a.m.
904,3:31 p.m.,5:26 p.m.
905,11:43 a.m.,5:38 p.m.
906,10:54 a.m.,12:50 p.m.
907,6:57 a.m.,7:40 a.m.
908,3:58 p.m.,6:36 p.m.
909,6:10 a.m.,6:19 a.m.
910,7:39 a.m.,11:12 a.m.
911,7:31 a.m.,3:14 p.m.
912,7:16 a.m.,9:22 a.m.
913,6:56 p.m.,7:35 p.m.
914,,
915,12:14 p.m.,2:01 p.m.
916,,
917,,
918,7:56 a.m.,9:09 a.m.
919,,
920,,
921,,
922,6:09 a.m.,9:00 a.m.
923,10:19 a.m.,11:50 a.m.
924,2:04 p.m.,3:19 p.m.
925,6:57 a.m.,7:40 a.m.
926,12:56 p.m.,3:20 p.m.
927,4:02 p.m.,5:09 p.m.
928,10:11 a.m.,1:11 p.m.
929,11:52 a.m.,2:17 p.m.
930,11:06 a.m.,2:36 p.m.
931,6:55 p.m.,8:53 p.m.
932,12:12 p.m.,3:10 p.m.
933,7:15 p.m. (Estimated),12:21 a.m. (Estimated)
934,,
935,4:46 p.m.,6:36 p.m.
936,4:37 p.m.,7:26 p.m.
937,,
938,,
939,7:31 a.m.,10:45 a.m.
940,11:02 a.m.,2:52 p.m.
941,1:48 p.m.,4:18 p.m.
942,1:48 p.m.,4:17 p.m.
943,4:28 p.m. (Estimated runway),12:01 a.m. (Estimated runway)
944,8:29 p.m. (Estimated runway),11:35 p.m. (Estimated runway)
945,8:52 a.m.,11:40 a.m.
946,2:43 p.m.,5:28 p.m.
947,,
948,,
949,,
950,,
951,11:47 a.m.,2:02 p.m.
952,8:39 p.m.,9:19 p.m. (Estimated)
953,9:43 a.m.,12:10 p.m.
954,8:18 a.m.,11:26 a.m.
955,7:23 a.m.,11:04 a.m.
956,,
957,,
958,12:11 p.m.,1:40 p.m.
959,,
960,,
961,8:07 a.m.,1:27 p.m.
962,3:38 p.m.,6:36 p.m.
963,,
964,,
965,9:01 a.m.,10:47 a.m.
966,10:55 a.m.,12:48 p.m.
967,6:10 a.m.,6:19 a.m.
968,7:40 a.m.,11:00 a.m.
969,7:32 a.m.,3:09 p.m.
970,7:16 a.m.,9:22 a.m.
971,6:56 a.m.,7:49 a.m.
972,7:31 a.m.,9:26 a.m.
973,6:47 p.m.,7:25 p.m.
974,7:39 a.m.,10:43 a.m.
975,11:45 a.m.,4:57 p.m.
976,8:51 a.m.,9:44 a.m.
977,1:48 p.m.,4:20 p.m.
978,1:19 p.m.,2:49 p.m.
979,8:29 p.m.,11:35 p.m.
980,7:25 p.m.,12:02 a.m.
981,5:38 p.m.,7:43 p.m.
982,4:12 p.m.,6:11 p.m.
983,7:27 p.m.,8:46 p.m.
984,7:21 a.m.,10:29 a.m.
985,3:36 p.m.,3:26 p.m.
986,6:10 a.m.,6:09 a.m.
987,7:39 a.m.,10:52 a.m.
988,6:56 p.m.,8:38 p.m.
989,3:36 p.m.,6:30 p.m.
990,7:02 a.m.,9:32 a.m.
991,6:40 a.m.,9:28 a.m.
992,8:48 a.m.,11:58 a.m.
993,9:00 a.m.,9:43 a.m.
994,7:45 p.m.,10:30 p.m.*
995,Not Available,Not Available
996,11:54 a.m.,3:16 p.m.
997,Contact Airline,Contact Airline
998,11:20 a.m.,4:56 p.m.
999,Not Available,Dec 02 Not Available
1000,6:09 a.m.,7:17 a.m.
1001,12:10 p.m.,2:50 p.m.
1002,Contact Airline,Contact Airline
1003,7:04 a.m.,9:45 a.m.
1004,8:24 a.m.,9:56 a.m.
1005,4:16 p.m.,7:39 p.m.
1006,2:48 p.m.,7:10 p.m.
1007,11:54 a.m.,4:09 p.m.
1008,5:58 a.m.,9:05 a.m.
1009,Contact Airline,Contact Airline
1010,6:02 a.m.,10:27 a.m.
1011,8:40 a.m.,10:56 a.m.
1012,10:42 a.m.,1:40 p.m.
1013,7:51 a.m.,11:01 a.m.
1014,10:10 a.m.,11:56 a.m.
1015,7:28 a.m.,8:06 a.m.
1016,1:48 p.m.,3:30 p.m.
1017,9:59 a.m.,1:27 p.m.
1018,11:47 a.m.,2:10 p.m.
1019,Contact Airline,Contact Airline
1020,7:22 a.m.,11:06 a.m.
1021,11:33 a.m.,2:27 p.m.
1022,10:46 a.m.,2:46 p.m.
1023,7:08 a.m.,10:36 a.m.
1024,8:00 a.m.,11:32 a.m.
1025,6:40 p.m.,8:53 p.m.
1026,Contact Airline,Dec 02 Contact Airline
1027,2:37 p.m.,7:58 p.m.
1028,9:14 a.m.,12:09 p.m.
1029,5:59 a.m.,7:51 a.m.
1030,7:10 a.m.,9:31 a.m.
1031,Contact Airline,Contact Airline
1032,8:01 p.m.,9:53 p.m.
1033,Contact Airline,Contact Airline
1034,10:47 a.m.,3:04 p.m.
1035,1:47 p.m.,4:23 p.m.
1036,Not Available,Dec 02 Not Available
1037,Not Available,Not Available
1038,Not Available,Dec 02 Not Available
1039,Not Available,Not Available
1040,6:56 a.m.,10:04 a.m.
1041,8:31 a.m.,11:44 a.m.
1042,2:42 p.m.,5:42 p.m.
1043,8:35 a.m.,9:13 a.m.
1044,Not Available,Not Available
1045,3:01 p.m.,4:59 p.m.
1046,7:41 a.m.,8:45 a.m.
1047,1:50 p.m.,8:02 a.m.
1048,Contact Airline,Contact Airline
1049,8:30 p.m.,9:19 p.m.*
1050,Contact Airline,Contact Airline
1051,Contact Airline,Contact Airline
1052,2:32 p.m.,3:43 p.m.
1053,3:00 p.m.,5:43 p.m.
1054,7:10 a.m.,11:06 a.m.
1055,Contact Airline,Contact Airline
1056,12:01 p.m.,1:43 p.m.
1057,Contact Airline,Contact Airline
1058,1:06 p.m.,3:13 p.m.
1059,8:07 a.m.,1:30 p.m.
1060,8:32 a.m.,10:16 a.m.
1061,3:09 p.m.,6:43 p.m.
1062,3:52 p.m.,6:15 p.m.
1063,3:31 p.m.,5:26 p.m.
1064,Contact Airline,Contact Airline
1065,10:35 a.m.,12:50 p.m.
1066,7:05 a.m.,3:14 p.m.
1067,6:41 a.m.,7:40 a.m.
1068,3:58 p.m.,6:36 p.m.
1069,5:56 a.m.,6:19 a.m.
1070,7:14 a.m.,11:12 a.m.
1071,7:16 a.m.,9:22 a.m.
1072,7:42 p.m.,10:29 p.m.
1073,6:54 a.m.,9:28 a.m.
1074,8:49 a.m.,11:58 a.m.
1075,9:01 a.m.,9:43 a.m.
1076,7:59 p.m.,
1077,12:12 p.m.,3:16 p.m.
1078,3:50 p.m.,5:17 p.m.
1079,12:37 p.m.,3:31 p.m.
1080,10:53 a.m.,11:21 a.m.
1081,,
1082,6:10 a.m.,7:17 a.m.
1083,12:58 a.m.,5:26 a.m.
1084,4:10 p.m.,6:25 p.m.
1085,7:56 a.m.,9:09 a.m.
1086,10:35 a.m.,1:19 p.m.
1087,10:11 a.m.,1:18 p.m.
1088,8:26 a.m.,9:56 a.m.
1089,7:25 a.m.,9:45 a.m.
1090,4:30 p.m.,7:39 p.m.
1091,10:55 a.m.,1:40 p.m.
1092,2:59 p.m.,7:10 p.m.
1093,8:18 a.m.,11:32 a.m.
1094,3:04 p.m.,5:00 p.m.
1095,12:13 p.m.,4:09 p.m.
1096,12:06 p.m.,1:14 p.m.
1097,6:09 a.m.,9:05 a.m.
1098,11:45 a.m.,5:03 p.m.
1099,6:17 a.m.,10:27 a.m.
1100,9:01 a.m.,10:56 a.m.
1101,10:19 a.m.,11:50 a.m.
1102,2:04 p.m.,3:19 p.m.
1103,8:07 a.m.,1:30 p.m.
1104,12:56 p.m.,3:21 p.m.
1105,12:14 p.m.,2:01 p.m.
1106,2:43 p.m.,5:42 p.m.
1107,12:08 p.m.,1:14 p.m.
1108,5:38 p.m.,8:03 p.m.
1109,8:36 p.m.,9:38 p.m.
1110,11:06 a.m.,2:46 p.m.
1111,1:43 p.m.,5:34 p.m.
1112,3:36 p.m.,3:25 p.m.
1113,7:22 a.m.,10:29 a.m.
1114,,
1115,6:56 p.m.,8:43 p.m.
1116,,
1117,2:38 p.m.,7:58 p.m.
1118,9:58 a.m.,12:09 p.m.
1119,6:57 a.m.,7:51 a.m.
1120,7:31 a.m.,9:29 a.m.
1121,5:09 p.m.,7:53 p.m.
1122,4:46 p.m.,6:35 p.m.
1123,4:37 p.m.,7:36 p.m.
1124,8:23 p.m.,9:49 p.m.
1125,10:37 a.m.,6:34 p.m.
1126,7:31 a.m.,10:45 a.m.
1127,11:02 a.m.,3:04 p.m.
1128,1:48 p.m.,4:23 p.m.
1129,12:42 p.m.,2:52 p.m.
1130,2:01 p.m.,4:17 p.m.
1131,,
1132,,
1133,,
1134,,
1135,7:23 a.m.,10:04 a.m.
1136,8:52 a.m.,11:44 a.m.
1137,8:37 a.m.,9:13 a.m.
1138,,
1139,3:17 p.m.,4:59 p.m.
1140,7:41 a.m.,8:45 a.m.
1141,,
1142,,
1143,1:45 p.m.,8:02 a.m.
1144,11:47 a.m.,2:02 p.m.
1145,8:40 p.m.,9:11 p.m.
1146,3:04 p.m.,4:24 p.m.
1147,2:59 p.m.,7:10 p.m.
1148,9:43 a.m.,12:12 p.m.
1149,2:44 p.m.,3:36 p.m.
1150,3:28 p.m.,5:34 p.m.
1151,7:23 a.m.,11:07 a.m.
1152,12:11 p.m.,1:43 p.m.
1153,8:05 a.m.,11:00 a.m.
1154,9:05 a.m.,12:09 p.m.
1155,1:20 p.m.,3:01 p.m.
1156,8:56 a.m.,10:10 a.m.
1157,3:38 p.m.,6:43 p.m.
1158,8:04 a.m.,7:57 a.m.
1159,11:41 a.m.,4:56 p.m.
1160,4:12 p.m.,6:09 p.m.
1161,11:52 a.m.,2:27 p.m.
1162,7:40 a.m.,11:06 a.m.
1163,4:02 p.m.,5:26 p.m.
1164,11:55 a.m.,6:17 p.m.
1165,10:55 a.m.,12:48 p.m.
1166,6:58 a.m.,7:32 a.m.
1167,4:15 p.m.,6:36 p.m.
1168,6:11 a.m.,6:19 a.m.
1169,7:40 a.m.,11:12 a.m.
1170,7:32 a.m.,3:14 p.m.
1171,,
1172,6:54 a.m.,9:09 a.m.
1173,7:42 p.m.,10:23 p.m.
1174,,
1175,,
1176,6:10 a.m.,7:10 a.m.
1177,8:26 a.m.,9:54 a.m.
1178,7:25 a.m.,9:45 a.m.
1179,,
1180,5:38 p.m.,7:55 p.m.
1181,6:09 a.m.,9:00 a.m.
1182,,
1183,,
1184,10:19 a.m.,11:50 a.m.
1185,6:57 a.m.,7:40 a.m.
1186,12:42 p.m.,2:52 p.m.
1187,12:56 p.m.,3:20 p.m.
1188,12:08 p.m.,1:14 p.m.
1189,11:06 a.m.,2:36 p.m.
1190,,
1191,3:36 p.m.,3:33 p.m.
1192,,
1193,Not Available,Not Available
1194,2:38 p.m.,7:53 p.m.
1195,9:14 a.m.,12:09 p.m.
1196,8:23 p.m.,9:49 p.m.
1197,,
1198,11:01 a.m.,3:04 p.m.
1199,,
1200,12:10 a.m. (Estimated runway),5:42 a.m. (Estimated runway)
1201,2:43 p.m.,5:28 p.m.
1202,8:26 a.m.,9:13 a.m.
1203,3:17 p.m.,4:55 p.m.
1204,7:41 a.m.,8:41 a.m.
1205,,
1206,,
1207,11:47 a.m.,2:02 p.m.
1208,3:04 p.m.,4:24 p.m.
1209,9:43 a.m.,12:10 p.m.
1210,2:44 p.m.,3:43 p.m.
1211,7:23 a.m.,11:07 a.m.
1212,Not Available,Not Available
1213,,
1214,,
1215,,
1216,1:19 p.m.,3:13 p.m.
1217,7:49 a.m.,1:30 p.m.
1218,3:38 p.m.,6:36 p.m.
1219,6:56 p.m.,7:35 p.m.
1220,,
1221,,
1222,,
1223,7:40 a.m.,10:49 a.m.
1224,7:16 a.m.,9:22 a.m.
1225,,
1226,6:54 a.m.,9:14 a.m.
1227,8:48 a.m.,11:30 a.m.
1228,9:00 a.m.,9:29 a.m.
1229,7:59 p.m.,10:31 p.m.
1230,3:50 p.m.,5:14 p.m.
1231,,
1232,11:41 a.m.,4:54 p.m.
1233,10:53 a.m.,11:11 a.m.
1234,11:29 p.m.,12/2/11 6:35 a.m.
1235,6:10 a.m.,7:04 a.m.
1236,,
1237,4:10 p.m.,6:25 p.m.
1238,,
1239,,
1240,10:11 a.m.,1:11 p.m.
1241,8:26 a.m.,9:56 a.m.
1242,7:25 a.m.,9:29 a.m.
1243,4:29 p.m.,7:37 p.m.
1244,10:54 a.m.,1:36 p.m.
1245,,
1246,,
1247,3:04 p.m.,4:43 p.m.
1248,12:13 p.m.,4:08 p.m.
1249,,
1250,6:09 a.m.,8:50 a.m.
1251,11:45 a.m.,5:00 p.m.
1252,,
1253,,
1254,10:19 a.m.,11:50 a.m.
1255,2:03 p.m.,3:13 p.m.
1256,8:07 a.m.,1:23 p.m.
1257,12:56 p.m.,3:09 p.m.
1258,12:14 p.m.,1:55 p.m.
1259,2:43 p.m.,5:22 p.m.
1260,12:07 p.m.,1:11 p.m.
1261,,
1262,,
1263,11:06 a.m.,2:39 p.m.
1264,1:43 p.m.,5:24 p.m.
1265,,
1266,7:22 a.m.,10:34 a.m.
1267,6:47 p.m.,7:25 p.m.
1268,6:56 p.m.,8:38 p.m.
1269,12:12 p.m.,3:04 p.m.
1270,,
1271,2:04 p.m.,7:20 p.m.
1272,,
1273,6:57 a.m.,7:49 a.m.
1274,7:31 a.m.,9:26 a.m.
1275,5:09 p.m.,7:43 p.m.
1276,7:39 a.m.,10:43 a.m.
1277,4:44 p.m.,6:28 p.m.
1278,4:37 p.m.,7:23 p.m.
1279,8:23 p.m.,9:47 p.m.
1280,,
1281,7:30 a.m.,10:43 a.m.
1282,11:02 a.m.,2:58 p.m.
1283,1:48 p.m.,4:20 p.m.
1284,12:42 p.m.,2:50 p.m.
1285,,
1286,12:11 a.m.,5:52 a.m.
1287,4:28 p.m.,12/2/11 12:01 a.m.
1288,9:06 p.m.,11:49 p.m.
1289,8:29 p.m.,11:35 p.m.
1290,7:23 a.m.,9:45 a.m.
1291,8:52 a.m.,11:33 a.m.
1292,8:37 a.m.,9:13 a.m.
1293,1:41 p.m.,3:29 p.m.
1294,,
1295,7:41 a.m.,8:33 a.m.
1296,,
1297,5:38 p.m.,6:19 p.m.
1298,1:50 p.m. (+8:00),7:50 a.m.
1299,11:47 a.m.,1:52 p.m.
1300,8:40 p.m.,9:12 p.m.
1301,3:04 p.m.,4:22 p.m.
1302,,
1303,,
1304,2:44 p.m.,3:36 p.m.
1305,3:28 p.m.,5:39 p.m.
1306,7:22 a.m.,11:04 a.m.
1307,12:11 p.m.,1:42 p.m.
1308,8:04 a.m.,10:58 a.m.
1309,,
1310,1:20 p.m.,2:49 p.m.
1311,8:55 a.m.,10:12 a.m.
1312,3:38 p.m.,6:30 p.m.
1313,8:04 a.m.,7:59 a.m.
1314,4:12 p.m.,6:11 p.m.
1315,11:52 a.m.,2:21 p.m.
1316,,
1317,11:55 a.m.,5:34 p.m.
1318,10:55 a.m.,12:37 p.m.
1319,6:58 a.m.,7:37 a.m.
1320,,
1321,6:11 a.m.,6:15 a.m.
1322,7:40 a.m.,10:52 a.m.
1323,7:32 a.m.,3:12 p.m.
1324,7:02aDec 1,9:32aDec 1
1325,7:14 p.m.,10:02 p.m.
1326,6:40aDec 1,9:28aDec 1
1327,8:48aDec 1,11:58aDec 1
1328,,
1329,7:45 p.m.,
1330,11:54aDec 1,3:16 p.m.
1331,3:28 p.m.,5:17 p.m.
1332,11:37aDec 1,3:31 p.m.
1333,,
1334,,
1335,6:09aDec 1,7:17aDec 1
1336,12:41aDec 1,5:26aDec 1
1337,3:58 p.m.,6:28 p.m.
1338,,
1339,10:19aDec 1,1:19 p.m.
1340,9:59aDec 1,1:27 p.m.
1341,8:12aDec 1,9:56aDec 1
1342,7:04aDec 1,9:45aDec 1
1343,4:16 p.m.,7:39 p.m.
1344,10:42aDec 1,1:40 p.m.
1345,2:48 p.m.,7:10 p.m.
1346,8:00aDec 1,11:32aDec 1
1347,2:46 p.m.,4:47 p.m.
1348,11:54aDec 1,4:09 p.m.
1349,11:56aDec 1,1:14 p.m.
1350,5:58aDec 1,9:05aDec 1
1351,11:30aDec 1,5:05 p.m.
1352,6:02aDec 1,10:27aDec 1
1353,8:40aDec 1,10:56aDec 1
1354,10:10aDec 1,11:56aDec 1
1355,1:48 p.m.,3:30 p.m.
1356,7:49aDec 1,1:30 p.m.
1357,12:35 p.m.,
1358,11:47aDec 1,2:10 p.m.
1359,2:42 p.m.,5:42 p.m.
1360,11:51aDec 1,1:15 p.m.
1361,5:22 p.m.,8:03 p.m.
1362,8:25 p.m.,
1363,10:46aDec 1,2:46 p.m.
1364,1:32 p.m.,5:34 p.m.
1365,3:27 p.m.,3:33 p.m.
1366,7:08aDec 1,10:36aDec 1
1367,,
1368,6:40 p.m.,8:53 p.m.
1369,,
1370,2:37 p.m.,7:58 p.m.
1371,9:14aDec 1,12:09 p.m.
1372,5:59aDec 1,7:51aDec 1
1373,7:10aDec 1,9:31aDec 1
1374,4:56 p.m.,7:55 p.m.
1375,4:28 p.m.,6:38 p.m.
1376,4:15 p.m.,7:36 p.m.
1377,8:01 p.m.,9:53 p.m.
1378,10:20aDec 1,6:34 p.m.
1379,7:07aDec 1,10:47aDec 1
1380,10:47aDec 1,3:04 p.m.
1381,1:31 p.m.,4:23 p.m.
1382,12:10 p.m.,2:50 p.m.
1383,1:48 p.m.,4:17 p.m.
1384,,
1385,,
1386,,
1387,,
1388,6:56aDec 1,10:04aDec 1
1389,8:31aDec 1,11:44aDec 1
1390,,
1391,3:01 p.m.,4:59 p.m.
1392,7:27aDec 1,8:45aDec 1
1393,,
1394,,
1395,1:32 p.m.,8:02aDec 1
1396,11:15aDec 1,2:00 p.m.
1397,8:30 p.m.,
1398,2:52 p.m.,4:44 p.m.
1399,2:48 p.m.,7:10 p.m.
1400,9:16aDec 1,
1401,2:32 p.m.,3:43 p.m.
1402,3:00 p.m.,5:43 p.m.
1403,7:10aDec 1,11:06aDec 1
1404,12:01 p.m.,1:43 p.m.
1405,7:51aDec 1,11:01aDec 1
1406,8:52aDec 1,12:09 p.m.
1407,1:06 p.m.,3:13 p.m.
1408,8:32aDec 1,10:16aDec 1
1409,3:09 p.m.,6:43 p.m.
1410,7:28aDec 1,8:06aDec 1
1411,11:20aDec 1,4:56 p.m.
1412,3:52 p.m.,6:15 p.m.
1413,11:33aDec 1,2:27 p.m.
1414,7:22aDec 1,11:06aDec 1
1415,3:31 p.m.,5:26 p.m.
1416,11:43aDec 1,5:38 p.m.
1417,10:35aDec 1,12:50 p.m.
1418,6:41aDec 1,7:40aDec 1
1419,3:58 p.m.,6:36 p.m.
1420,5:56aDec 1,6:19aDec 1
1421,7:14aDec 1,11:12aDec 1
1422,7:05aDec 1,3:14 p.m.
1423,,
1424,,
1425,,
1426,,
1427,7:14 p.m.,10:29 p.m.
1428,7:29 a.m.,9:14 a.m.
1429,11:56 a.m.,1:14 p.m.
1430,6:02 a.m.,10:27 a.m.
1431,7:15 p.m.,12:21 a.m.
1432,12:41 a.m.,5:26 a.m.
1433,8:40 a.m.,10:56 a.m.
1434,11:32 a.m.,3:31 p.m.
1435,3:31 p.m.,5:26 p.m.
1436,2:48 p.m.,7:10 p.m.
1437,9:14 a.m.,12:09 p.m.
1438,10:20 a.m.,6:34 p.m.
1439,10:19 a.m.,1:19 p.m.
1440,3:01 p.m.,4:59 p.m.
1441,8:25 p.m.,9:52 p.m.
1442,5:30 p.m.,6:40 p.m.
1443,3:58 p.m.,6:36 p.m.
1444,5:22 p.m.,8:03 p.m.
1445,8:00 a.m.,11:32 a.m.
1446,6:56 a.m.,7:51 a.m.
1447,2:44 p.m.,3:43 p.m.
1448,10:19 a.m.,1:19 p.m.
1449,3:27 p.m.,5:43 p.m.
1450,4:28 p.m.,6:38 p.m.
1451,6:02 a.m.,10:27 a.m.
1452,4:15 p.m.,7:36 p.m.
1453,8:42 a.m.,9:43 a.m.
1454,1:19 p.m.,3:13 p.m.
1455,7:21 a.m.,10:36 a.m.
1456,1:31 p.m.,4:23 p.m.
1457,12:41 p.m.,2:50 p.m.
1458,12:41 a.m.,5:26 a.m.
1459,11:32 a.m.,3:31 p.m.
1460,4:28 p.m. (Estimated runway),12:01 a.m. (Estimated runway)
1461,8:04 a.m.,8:06 a.m.
1462,9:06 p.m. (Estimated runway),11:49 p.m. (Estimated runway)
1463,4:12 p.m.,6:15 p.m.
1464,8:51 a.m.,11:44 a.m.
1465,7:58 p.m.,10:30 p.m. (Estimated)
1466,8:26 a.m.,9:13 a.m.
1467,11:43 a.m.,5:38 p.m.
1468,2:46 p.m.,4:47 p.m.
1469,10:20 a.m.,6:34 p.m.
1470,3:01 p.m.,4:59 p.m.
1471,7:25 a.m.,9:45 a.m.
1472,11:05 a.m.,2:46 p.m.
1473,8:56 a.m.,10:16 a.m.
1474,8:39 p.m.,9:19 p.m. (Estimated)
1475,6:10 a.m.,6:19 a.m.
1476,7:39 a.m.,11:12 a.m.
1477,2:48 p.m.,7:10 p.m.
1478,10:10 a.m.,1:27 p.m.
1479,12:11 p.m.,3:16 p.m.
1480,7:15 p.m. (Estimated),12:21 a.m. (Estimated)
1481,12:12 p.m.,4:09 p.m.
1482,,
1483,,
1484,,
1485,,
1486,,
1487,,
1488,7:16 a.m.,9:22 a.m.
1489,,
1490,6:54 a.m.,9:14 a.m.
1491,8:48 a.m.,11:30 a.m.
1492,9:00 a.m.,9:29 a.m.
1493,7:59 p.m.,10:31 p.m.
1494,3:50 p.m.,5:14 p.m.
1495,,
1496,11:41 a.m.,4:54 p.m.
1497,10:53 a.m.,11:11 a.m.
1498,11:29 p.m.,12/2/11 6:35 a.m.
1499,6:10 a.m.,7:04 a.m.
1500,,
1501,4:10 p.m.,6:25 p.m.
1502,,
1503,,
1504,10:11 a.m.,1:11 p.m.
1505,8:26 a.m.,9:56 a.m.
1506,7:25 a.m.,9:29 a.m.
1507,4:29 p.m.,7:37 p.m.
1508,10:54 a.m.,1:36 p.m.
1509,,
1510,,
1511,3:04 p.m.,4:43 p.m.
1512,12:13 p.m.,4:08 p.m.
1513,,
1514,6:09 a.m.,8:50 a.m.
1515,11:45 a.m.,5:00 p.m.
1516,,
1517,,
1518,10:19 a.m.,11:50 a.m.
1519,2:03 p.m.,3:13 p.m.
1520,8:07 a.m.,1:23 p.m.
1521,12:56 p.m.,3:09 p.m.
1522,12:14 p.m.,1:55 p.m.
1523,2:43 p.m.,5:22 p.m.
1524,12:07 p.m.,1:11 p.m.
1525,,
1526,,
1527,11:06 a.m.,2:39 p.m.
1528,1:43 p.m.,5:24 p.m.
1529,,
1530,7:22 a.m.,10:34 a.m.
1531,6:47 p.m.,7:25 p.m.
1532,6:56 p.m.,8:38 p.m.
1533,12:12 p.m.,3:04 p.m.
1534,,
1535,2:04 p.m.,7:20 p.m.
1536,,
1537,6:57 a.m.,7:49 a.m.
1538,7:31 a.m.,9:26 a.m.
1539,5:09 p.m.,7:43 p.m.
1540,7:39 a.m.,10:43 a.m.
1541,4:44 p.m.,6:28 p.m.
1542,4:37 p.m.,7:23 p.m.
1543,8:23 p.m.,9:47 p.m.
1544,,
1545,7:30 a.m.,10:43 a.m.
1546,11:02 a.m.,2:58 p.m.
1547,1:48 p.m.,4:20 p.m.
1548,12:42 p.m.,2:50 p.m.
1549,,
1550,12:11 a.m.,5:52 a.m.
1551,4:28 p.m.,12/2/11 12:01 a.m.
1552,9:06 p.m.,11:49 p.m.
1553,8:29 p.m.,11:35 p.m.
1554,7:23 a.m.,9:45 a.m.
1555,8:52 a.m.,11:33 a.m.
1556,8:37 a.m.,9:13 a.m.
1557,1:41 p.m.,3:29 p.m.
1558,,
1559,7:41 a.m.,8:33 a.m.
1560,,
1561,5:38 p.m.,6:19 p.m.
1562,1:50 p.m. (+8:00),7:50 a.m.
1563,11:47 a.m.,1:52 p.m.
1564,8:40 p.m.,9:12 p.m.
1565,3:04 p.m.,4:22 p.m.
1566,,
1567,,
1568,2:44 p.m.,3:36 p.m.
1569,3:28 p.m.,5:39 p.m.
1570,7:22 a.m.,11:04 a.m.
1571,12:11 p.m.,1:42 p.m.
1572,8:04 a.m.,10:58 a.m.
1573,,
1574,1:20 p.m.,2:49 p.m.
1575,8:55 a.m.,10:12 a.m.
1576,3:38 p.m.,6:30 p.m.
1577,8:04 a.m.,7:59 a.m.
1578,4:12 p.m.,6:11 p.m.
1579,11:52 a.m.,2:21 p.m.
1580,,
1581,11:55 a.m.,5:34 p.m.
1582,10:55 a.m.,12:37 p.m.
1583,6:58 a.m.,7:37 a.m.
1584,,
1585,6:11 a.m.,6:15 a.m.
1586,7:40 a.m.,10:52 a.m.
1587,7:32 a.m.,3:12 p.m.
1588,7:45 p.m.,
1589,7:14 p.m.,10:02 p.m.
1590,,
1591,,
1592,Contact Airline,Contact Airline
1593,,
1594,,
1595,12:41aDec 1,5:26aDec 1
1596,3:58 p.m.,6:28 p.m.
1597,10:19aDec 1,1:19 p.m.
1598,7:04aDec 1,9:45aDec 1
1599,2:48 p.m.,7:10 p.m.
