tuple_id,act_dep_time,act_arr_time
699,7:27 a.m.,8:45 a.m.
700,11:08 p.m.,5:11 a.m.
701,5:30 p.m.,6:40 p.m.
702,1:32 p.m.,8:02 a.m.
703,11:15 a.m.,2:00 p.m.
704,8:39 p.m.,9:20 p.m.
705,2:55 p.m.,4:44 p.m.
706,2:48 p.m.,7:10 p.m.
707,9:16 a.m.,11:56 a.m.
708,2:44 p.m.,3:43 p.m.
709,3:27 p.m.,5:43 p.m.
710,7:22 a.m.,11:06 a.m.
711,12:10 p.m.,1:43 p.m.
712,8:04 a.m.,11:01 a.m.
713,8:52 a.m.,12:09 p.m.
714,1:19 p.m.,3:13 p.m.
715,8:56 a.m.,10:16 a.m.
716,3:36 p.m.,6:43 p.m.
717,8:04 a.m.,8:06 a.m.
718,11:40 a.m.,4:56 p.m.
719,4:12 p.m.,6:15 p.m.
720,11:52 a.m.,2:27 p.m.
721,7:39 a.m.,11:06 a.m.
722,3:31 p.m.,5:26 p.m.
723,11:55 a.m.,5:38 p.m.
724,10:54 a.m.,12:50 p.m.
725,6:57 a.m.,7:40 a.m.
726,3:58 p.m.,6:36 p.m.
727,6:10 a.m.,6:19 a.m.
728,7:39 a.m.,11:12 a.m.
729,7:31 a.m.,3:14 p.m.
730,7:16 a.m.,9:32 a.m.
731,7:58 p.m.,10:30 p.m.
732,7:14 p.m.,10:29 p.m.
733,8:29 a.m.,11:58 a.m.
734,8:42 a.m.,9:43 a.m.
735,6:30 p.m.,7:25 p.m.
736,11:40 a.m.,4:56 p.m.
737,10:33 a.m.,11:21 a.m.
738,11:25 p.m.,6:55 a.m.
739,5:56 a.m.,7:17 a.m.
740,12:41 a.m.,5:26 a.m.
741,12:41 p.m.,2:50 p.m.
742,7:25 a.m.,9:45 a.m.
743,4:29 p.m.,7:39 p.m.
744,10:10 a.m.,1:27 p.m.
745,12:12 p.m.,4:09 p.m.
746,11:56 a.m.,1:14 p.m.
747,6:08 a.m.,9:05 a.m.
748,8:04 a.m.,11:01 a.m.
749,10:18 a.m.,11:56 a.m.
750,8:04 a.m.,8:06 a.m.
751,2:04 p.m.,3:30 p.m.
752,12:35 p.m.,3:21 p.m.
753,12:13 p.m.,2:10 p.m.
754,2:26 p.m.,5:42 p.m.
755,11:52 a.m.,2:27 p.m.
756,11:05 a.m.,2:46 p.m.
757,1:32 p.m.,5:34 p.m.
758,3:36 p.m.,3:33 p.m.
759,7:21 a.m.,10:36 a.m.
760,6:55 p.m.,8:53 p.m.
761,12:11 p.m.,3:16 p.m.
762,9:14 a.m.,12:09 p.m.
763,6:56 a.m.,7:51 a.m.
764,7:30 a.m.,9:31 a.m.
765,5:08 p.m.,7:55 p.m.
766,7:39 a.m.,11:06 a.m.
767,4:15 p.m.,7:36 p.m.
768,8:23 p.m.,9:53 p.m.
769,10:55 a.m.,1:40 p.m.
770,1:31 p.m.,4:23 p.m.
771,1:48 p.m.,4:17 p.m.
772,11:55 p.m.,5:50 a.m.
773,9:00 p.m.,12:15 a.m.
774,8:25 p.m.,11:50 p.m.
775,7:22 a.m.,10:04 a.m.
776,8:51 a.m.,11:44 a.m.
777,8:26 a.m.,9:13 a.m.
778,1:30 p.m.,3:50 p.m.
779,11:08 p.m.,5:11 a.m.
780,5:30 p.m.,6:40 p.m.
781,8:00 a.m.,11:32 a.m.
782,2:44 p.m.,3:43 p.m.
783,7:22 a.m.,11:06 a.m.
784,4:25 p.m.,12:29 a.m.
785,7:27 a.m.,8:45 a.m.
786,12:10 p.m.,1:43 p.m.
787,1:19 p.m.,3:13 p.m.
788,7:31 a.m.,3:14 p.m.
789,10:54 a.m.,12:50 p.m.
790,6:57 a.m.,7:40 a.m.
791,6:10 a.m.,6:19 a.m.
792,7:39 a.m.,11:12 a.m.
793,11:05 a.m.,2:46 p.m.
794,7:22 a.m.,10:04 a.m.
795,4:29 p.m.,7:39 p.m.
796,6:08 a.m.,9:05 a.m.
797,7:39 a.m.,11:06 a.m.
798,12:35 p.m.,3:21 p.m.
799,2:04 p.m.,3:30 p.m.
800,8:25 p.m.,11:50 p.m.
801,12:12 p.m.,4:09 p.m.
802,11:01 a.m.,3:04 p.m.
803,4:29 p.m.,7:39 p.m.
804,7:14 p.m.,10:29 p.m.
805,3:27 p.m.,5:43 p.m.
806,6:30 p.m.,7:25 p.m.
807,6:57 a.m.,7:40 a.m.
808,11:25 p.m.,6:55 a.m.
809,8:23 p.m.,9:53 p.m.
810,7:21 a.m.,10:36 a.m.
811,9:14 a.m.,12:09 p.m.
812,7:16 a.m.,9:32 a.m.
813,7:14 p.m.,10:29 p.m.
814,6:54 a.m.,9:28 a.m.
815,8:29 a.m.,11:58 a.m.
816,8:42 a.m.,9:43 a.m.
817,7:58 p.m.,10:30 p.m.
818,12:11 p.m.,3:16 p.m.
819,3:27 p.m.,5:17 p.m.
820,11:32 a.m.,3:31 p.m.
821,10:33 a.m.,11:21 a.m.
822,11:25 p.m.,6:55 a.m.
823,5:56 a.m.,7:17 a.m.
824,12:41 a.m.,5:26 a.m.
825,4:00 p.m.,6:28 p.m.
826,7:29 a.m.,9:14 a.m.
827,10:19 a.m.,1:19 p.m.
828,10:10 a.m.,1:27 p.m.
829,8:12 a.m.,9:56 a.m.
830,7:25 a.m.,9:45 a.m.
831,4:29 p.m.,7:39 p.m.
832,10:55 a.m.,1:40 p.m.
833,2:48 p.m.,7:10 p.m.
834,8:00 a.m.,11:32 a.m.
835,2:55 p.m.,4:47 p.m.
836,12:12 p.m.,4:09 p.m.
837,11:56 a.m.,1:14 p.m.
838,6:08 a.m.,9:05 a.m.
839,11:30 a.m.,5:05 p.m.
840,6:02 a.m.,10:27 a.m.
841,8:40 a.m.,10:56 a.m.
842,10:18 a.m.,11:56 a.m.
843,2:04 p.m.,3:30 p.m.
844,7:49 a.m.,1:30 p.m.
845,12:35 p.m.,3:21 p.m.
846,12:13 p.m.,2:10 p.m.
847,2:26 p.m.,5:42 p.m.
848,3:11 a.m.,1:15 p.m.
849,5:22 p.m.,8:03 p.m.
850,8:25 p.m.,9:52 p.m.
851,11:05 a.m.,2:46 p.m.
852,1:32 p.m.,5:34 p.m.
853,3:36 p.m.,3:33 p.m.
854,7:21 a.m.,10:36 a.m.
855,6:30 p.m.,7:25 p.m.
856,6:55 p.m.,8:53 p.m.
857,7:15 p.m.,12:21 a.m.
858,2:10 p.m.,7:58 p.m.
859,9:14 a.m.,12:09 p.m.
860,6:56 a.m.,7:51 a.m.
861,7:30 a.m.,9:31 a.m.
862,5:08 p.m.,7:55 p.m.
863,4:28 p.m.,6:38 p.m.
864,4:15 p.m.,7:36 p.m.
865,8:23 p.m.,9:53 p.m.
866,10:20 a.m.,6:34 p.m.
867,7:05 a.m.,10:47 a.m.
868,11:01 a.m.,3:04 p.m.
869,1:31 p.m.,4:23 p.m.
870,12:41 p.m.,2:50 p.m.
871,1:48 p.m.,4:17 p.m.
872,11:55 p.m.,5:50 a.m.
873,4:25 p.m.,12:29 a.m.
874,9:00 p.m.,12:15 a.m.
875,8:25 p.m.,11:50 p.m.
876,7:22 a.m.,10:04 a.m.
877,8:51 a.m.,11:44 a.m.
878,8:26 a.m.,9:13 a.m.
879,1:30 p.m.,3:50 p.m.
880,3:01 p.m.,4:59 p.m.
881,7:27 a.m.,8:45 a.m.
882,11:08 p.m.,5:11 a.m.
883,5:30 p.m.,6:40 p.m.
884,1:32 p.m.,8:02 a.m.
885,11:15 a.m.,2:00 p.m.
886,8:39 p.m.,9:20 p.m.
887,2:55 p.m.,4:44 p.m.
888,2:48 p.m.,7:10 p.m.
889,9:16 a.m.,11:56 a.m.
890,2:44 p.m.,3:43 p.m.
891,3:27 p.m.,5:43 p.m.
892,7:22 a.m.,11:06 a.m.
893,12:10 p.m.,1:43 p.m.
894,8:04 a.m.,11:01 a.m.
895,8:52 a.m.,12:09 p.m.
896,1:19 p.m.,3:13 p.m.
897,8:56 a.m.,10:16 a.m.
898,3:36 p.m.,6:43 p.m.
899,8:04 a.m.,8:06 a.m.
900,11:40 a.m.,4:56 p.m.
901,4:12 p.m.,6:15 p.m.
902,11:52 a.m.,2:27 p.m.
903,7:39 a.m.,11:06 a.m.
904,3:31 p.m.,5:26 p.m.
905,11:55 a.m.,5:38 p.m.
906,10:54 a.m.,12:50 p.m.
907,6:57 a.m.,7:40 a.m.
908,3:58 p.m.,6:36 p.m.
909,6:10 a.m.,6:19 a.m.
910,7:39 a.m.,11:12 a.m.
911,7:31 a.m.,3:14 p.m.
912,7:16 a.m.,9:32 a.m.
913,6:30 p.m.,7:25 p.m.
914,8:42 a.m.,9:43 a.m.
915,12:13 p.m.,2:10 p.m.
916,5:56 a.m.,7:17 a.m.
917,12:41 a.m.,5:26 a.m.
918,7:29 a.m.,9:14 a.m.
919,10:19 a.m.,1:19 p.m.
920,7:25 a.m.,9:45 a.m.
921,2:48 p.m.,7:10 p.m.
922,6:08 a.m.,9:05 a.m.
923,10:18 a.m.,11:56 a.m.
924,2:04 p.m.,3:30 p.m.
925,6:57 a.m.,7:40 a.m.
926,12:35 p.m.,3:21 p.m.
927,3:31 p.m.,5:26 p.m.
928,10:10 a.m.,1:27 p.m.
929,11:52 a.m.,2:27 p.m.
930,11:05 a.m.,2:46 p.m.
931,6:55 p.m.,8:53 p.m.
932,12:11 p.m.,3:16 p.m.
933,7:15 p.m.,12:21 a.m.
934,9:14 a.m.,12:09 p.m.
935,4:28 p.m.,6:38 p.m.
936,4:15 p.m.,7:36 p.m.
937,8:23 p.m.,9:53 p.m.
938,10:20 a.m.,6:34 p.m.
939,7:05 a.m.,10:47 a.m.
940,11:01 a.m.,3:04 p.m.
941,1:31 p.m.,4:23 p.m.
942,1:48 p.m.,4:17 p.m.
943,4:25 p.m.,12:29 a.m.
944,8:25 p.m.,11:50 p.m.
945,8:51 a.m.,11:44 a.m.
946,2:26 p.m.,5:42 p.m.
947,8:26 a.m.,9:13 a.m.
948,11:08 p.m.,5:11 a.m.
949,5:30 p.m.,6:40 p.m.
950,1:32 p.m.,8:02 a.m.
951,11:15 a.m.,2:00 p.m.
952,8:39 p.m.,9:20 p.m.
953,9:16 a.m.,11:56 a.m.
954,8:00 a.m.,11:32 a.m.
955,7:22 a.m.,11:06 a.m.
956,2:55 p.m.,4:47 p.m.
957,7:27 a.m.,8:45 a.m.
958,12:10 p.m.,1:43 p.m.
959,8:04 a.m.,11:01 a.m.
960,8:52 a.m.,12:09 p.m.
961,7:49 a.m.,1:30 p.m.
962,3:36 p.m.,6:43 p.m.
963,11:40 a.m.,4:56 p.m.
964,4:12 p.m.,6:15 p.m.
965,8:40 a.m.,10:56 a.m.
966,10:54 a.m.,12:50 p.m.
967,6:10 a.m.,6:19 a.m.
968,7:39 a.m.,11:12 a.m.
969,7:31 a.m.,3:14 p.m.
970,7:16 a.m.,9:32 a.m.
971,6:56 a.m.,7:51 a.m.
972,7:30 a.m.,9:31 a.m.
973,6:30 p.m.,7:25 p.m.
974,7:39 a.m.,11:06 a.m.
975,11:30 a.m.,5:05 p.m.
976,8:42 a.m.,9:43 a.m.
977,1:31 p.m.,4:23 p.m.
978,1:19 p.m.,3:13 p.m.
979,8:25 p.m.,11:50 p.m.
980,7:15 p.m.,12:21 a.m.
981,5:22 p.m.,8:03 p.m.
982,4:12 p.m.,6:15 p.m.
983,8:25 p.m.,9:52 p.m.
984,7:21 a.m.,10:36 a.m.
985,3:36 p.m.,3:33 p.m.
986,6:10 a.m.,6:19 a.m.
987,7:39 a.m.,11:12 a.m.
988,6:55 p.m.,8:53 p.m.
989,3:36 p.m.,6:43 p.m.
990,7:16 a.m.,9:32 a.m.
991,6:54 a.m.,9:28 a.m.
992,8:29 a.m.,11:58 a.m.
993,8:42 a.m.,9:43 a.m.
994,7:58 p.m.,10:30 p.m.
995,6:30 p.m.,7:25 p.m.
996,12:11 p.m.,3:16 p.m.
997,3:27 p.m.,5:17 p.m.
998,11:40 a.m.,4:56 p.m.
999,11:25 p.m.,6:55 a.m.
1000,5:56 a.m.,7:17 a.m.
1001,12:41 p.m.,2:50 p.m.
1002,4:00 p.m.,6:28 p.m.
1003,7:25 a.m.,9:45 a.m.
1004,8:12 a.m.,9:56 a.m.
1005,4:29 p.m.,7:39 p.m.
1006,2:48 p.m.,7:10 p.m.
1007,12:12 p.m.,4:09 p.m.
1008,6:08 a.m.,9:05 a.m.
1009,11:30 a.m.,5:05 p.m.
1010,6:02 a.m.,10:27 a.m.
1011,8:40 a.m.,10:56 a.m.
1012,10:55 a.m.,1:40 p.m.
1013,8:04 a.m.,11:01 a.m.
1014,10:18 a.m.,11:56 a.m.
1015,8:04 a.m.,8:06 a.m.
1016,2:04 p.m.,3:30 p.m.
1017,10:10 a.m.,1:27 p.m.
1018,12:13 p.m.,2:10 p.m.
1019,3:11 a.m.,1:15 p.m.
1020,7:39 a.m.,11:06 a.m.
1021,11:52 a.m.,2:27 p.m.
1022,11:05 a.m.,2:46 p.m.
1023,7:21 a.m.,10:36 a.m.
1024,8:00 a.m.,11:32 a.m.
1025,6:55 p.m.,8:53 p.m.
1026,7:15 p.m.,12:21 a.m.
1027,2:10 p.m.,7:58 p.m.
1028,9:14 a.m.,12:09 p.m.
1029,6:56 a.m.,7:51 a.m.
1030,7:30 a.m.,9:31 a.m.
1031,4:28 p.m.,6:38 p.m.
1032,8:23 p.m.,9:53 p.m.
1033,7:05 a.m.,10:47 a.m.
1034,11:01 a.m.,3:04 p.m.
1035,1:31 p.m.,4:23 p.m.
1036,11:55 p.m.,5:50 a.m.
1037,4:25 p.m.,12:29 a.m.
1038,9:00 p.m.,12:15 a.m.
1039,8:25 p.m.,11:50 p.m.
1040,7:22 a.m.,10:04 a.m.
1041,8:51 a.m.,11:44 a.m.
1042,2:26 p.m.,5:42 p.m.
1043,8:26 a.m.,9:13 a.m.
1044,1:30 p.m.,3:50 p.m.
1045,3:01 p.m.,4:59 p.m.
1046,7:27 a.m.,8:45 a.m.
1047,1:32 p.m.,8:02 a.m.
1048,11:15 a.m.,2:00 p.m.
1049,8:39 p.m.,9:20 p.m.
1050,2:55 p.m.,4:44 p.m.
1051,2:48 p.m.,7:10 p.m.
1052,2:44 p.m.,3:43 p.m.
1053,3:27 p.m.,5:43 p.m.
1054,7:22 a.m.,11:06 a.m.
1055,2:55 p.m.,4:47 p.m.
1056,12:10 p.m.,1:43 p.m.
1057,8:52 a.m.,12:09 p.m.
1058,1:19 p.m.,3:13 p.m.
1059,7:49 a.m.,1:30 p.m.
1060,8:56 a.m.,10:16 a.m.
1061,3:36 p.m.,6:43 p.m.
1062,4:12 p.m.,6:15 p.m.
1063,3:31 p.m.,5:26 p.m.
1064,11:55 a.m.,5:38 p.m.
1065,10:54 a.m.,12:50 p.m.
1066,7:31 a.m.,3:14 p.m.
1067,6:57 a.m.,7:40 a.m.
1068,3:58 p.m.,6:36 p.m.
1069,6:10 a.m.,6:19 a.m.
1070,7:39 a.m.,11:12 a.m.
1071,7:16 a.m.,9:32 a.m.
1072,7:14 p.m.,10:29 p.m.
1073,6:54 a.m.,9:28 a.m.
1074,8:29 a.m.,11:58 a.m.
1075,8:42 a.m.,9:43 a.m.
1076,7:58 p.m.,10:30 p.m.
1077,12:11 p.m.,3:16 p.m.
1078,3:27 p.m.,5:17 p.m.
1079,11:32 a.m.,3:31 p.m.
1080,10:33 a.m.,11:21 a.m.
1081,11:25 p.m.,6:55 a.m.
1082,5:56 a.m.,7:17 a.m.
1083,12:41 a.m.,5:26 a.m.
1084,4:00 p.m.,6:28 p.m.
1085,7:29 a.m.,9:14 a.m.
1086,10:19 a.m.,1:19 p.m.
1087,10:10 a.m.,1:27 p.m.
1088,8:12 a.m.,9:56 a.m.
1089,7:25 a.m.,9:45 a.m.
1090,4:29 p.m.,7:39 p.m.
1091,10:55 a.m.,1:40 p.m.
1092,2:48 p.m.,7:10 p.m.
1093,8:00 a.m.,11:32 a.m.
1094,2:55 p.m.,4:47 p.m.
1095,12:12 p.m.,4:09 p.m.
1096,11:56 a.m.,1:14 p.m.
1097,6:08 a.m.,9:05 a.m.
1098,11:30 a.m.,5:05 p.m.
1099,6:02 a.m.,10:27 a.m.
1100,8:40 a.m.,10:56 a.m.
1101,10:18 a.m.,11:56 a.m.
1102,2:04 p.m.,3:30 p.m.
1103,7:49 a.m.,1:30 p.m.
1104,12:35 p.m.,3:21 p.m.
1105,12:13 p.m.,2:10 p.m.
1106,2:26 p.m.,5:42 p.m.
1107,3:11 a.m.,1:15 p.m.
1108,5:22 p.m.,8:03 p.m.
1109,8:25 p.m.,9:52 p.m.
1110,11:05 a.m.,2:46 p.m.
1111,1:32 p.m.,5:34 p.m.
1112,3:36 p.m.,3:33 p.m.
1113,7:21 a.m.,10:36 a.m.
1114,6:30 p.m.,7:25 p.m.
1115,6:55 p.m.,8:53 p.m.
1116,7:15 p.m.,12:21 a.m.
1117,2:10 p.m.,7:58 p.m.
1118,9:14 a.m.,12:09 p.m.
1119,6:56 a.m.,7:51 a.m.
1120,7:30 a.m.,9:31 a.m.
1121,5:08 p.m.,7:55 p.m.
1122,4:28 p.m.,6:38 p.m.
1123,4:15 p.m.,7:36 p.m.
1124,8:23 p.m.,9:53 p.m.
1125,10:20 a.m.,6:34 p.m.
1126,7:05 a.m.,10:47 a.m.
1127,11:01 a.m.,3:04 p.m.
1128,1:31 p.m.,4:23 p.m.
1129,12:41 p.m.,2:50 p.m.
1130,1:48 p.m.,4:17 p.m.
1131,11:55 p.m.,5:50 a.m.
1132,4:25 p.m.,12:29 a.m.
1133,9:00 p.m.,12:15 a.m.
1134,8:25 p.m.,11:50 p.m.
1135,7:22 a.m.,10:04 a.m.
1136,8:51 a.m.,11:44 a.m.
1137,8:26 a.m.,9:13 a.m.
1138,1:30 p.m.,3:50 p.m.
1139,3:01 p.m.,4:59 p.m.
1140,7:27 a.m.,8:45 a.m.
1141,11:08 p.m.,5:11 a.m.
1142,5:30 p.m.,6:40 p.m.
1143,1:32 p.m.,8:02 a.m.
1144,11:15 a.m.,2:00 p.m.
1145,8:39 p.m.,9:20 p.m.
1146,2:55 p.m.,4:44 p.m.
1147,2:48 p.m.,7:10 p.m.
1148,9:16 a.m.,11:56 a.m.
1149,2:44 p.m.,3:43 p.m.
1150,3:27 p.m.,5:43 p.m.
1151,7:22 a.m.,11:06 a.m.
1152,12:10 p.m.,1:43 p.m.
1153,8:04 a.m.,11:01 a.m.
1154,8:52 a.m.,12:09 p.m.
1155,1:19 p.m.,3:13 p.m.
1156,8:56 a.m.,10:16 a.m.
1157,3:36 p.m.,6:43 p.m.
1158,8:04 a.m.,8:06 a.m.
1159,11:40 a.m.,4:56 p.m.
1160,4:12 p.m.,6:15 p.m.
1161,11:52 a.m.,2:27 p.m.
1162,7:39 a.m.,11:06 a.m.
1163,3:31 p.m.,5:26 p.m.
1164,11:55 a.m.,5:38 p.m.
1165,10:54 a.m.,12:50 p.m.
1166,6:57 a.m.,7:40 a.m.
1167,3:58 p.m.,6:36 p.m.
1168,6:10 a.m.,6:19 a.m.
1169,7:39 a.m.,11:12 a.m.
1170,7:31 a.m.,3:14 p.m.
1171,7:16 a.m.,9:32 a.m.
1172,6:54 a.m.,9:28 a.m.
1173,7:14 p.m.,10:29 p.m.
1174,8:42 a.m.,9:43 a.m.
1175,7:58 p.m.,10:30 p.m.
1176,5:56 a.m.,7:17 a.m.
1177,8:12 a.m.,9:56 a.m.
1178,7:25 a.m.,9:45 a.m.
1179,4:29 p.m.,7:39 p.m.
1180,5:22 p.m.,8:03 p.m.
1181,6:08 a.m.,9:05 a.m.
1182,11:30 a.m.,5:05 p.m.
1183,10:55 a.m.,1:40 p.m.
1184,10:18 a.m.,11:56 a.m.
1185,6:57 a.m.,7:40 a.m.
1186,12:41 p.m.,2:50 p.m.
1187,12:35 p.m.,3:21 p.m.
1188,3:11 a.m.,1:15 p.m.
1189,11:05 a.m.,2:46 p.m.
1190,1:32 p.m.,5:34 p.m.
1191,3:36 p.m.,3:33 p.m.
1192,6:55 p.m.,8:53 p.m.
1193,7:15 p.m.,12:21 a.m.
1194,2:10 p.m.,7:58 p.m.
1195,9:14 a.m.,12:09 p.m.
1196,8:23 p.m.,9:53 p.m.
1197,10:20 a.m.,6:34 p.m.
1198,11:01 a.m.,3:04 p.m.
1199,1:31 p.m.,4:23 p.m.
1200,11:55 p.m.,5:50 a.m.
1201,2:26 p.m.,5:42 p.m.
1202,8:26 a.m.,9:13 a.m.
1203,3:01 p.m.,4:59 p.m.
1204,7:27 a.m.,8:45 a.m.
1205,11:08 p.m.,5:11 a.m.
1206,5:30 p.m.,6:40 p.m.
1207,11:15 a.m.,2:00 p.m.
1208,2:55 p.m.,4:44 p.m.
1209,9:16 a.m.,11:56 a.m.
1210,2:44 p.m.,3:43 p.m.
1211,7:22 a.m.,11:06 a.m.
1212,4:25 p.m.,12:29 a.m.
1213,12:10 p.m.,1:43 p.m.
1214,8:04 a.m.,11:01 a.m.
1215,8:52 a.m.,12:09 p.m.
1216,1:19 p.m.,3:13 p.m.
1217,7:49 a.m.,1:30 p.m.
1218,3:36 p.m.,6:43 p.m.
1219,6:30 p.m.,7:25 p.m.
1220,11:40 a.m.,4:56 p.m.
1221,4:12 p.m.,6:15 p.m.
1222,6:10 a.m.,6:19 a.m.
1223,7:39 a.m.,11:12 a.m.
1224,7:16 a.m.,9:32 a.m.
1225,7:14 p.m.,10:29 p.m.
1226,6:54 a.m.,9:28 a.m.
1227,8:29 a.m.,11:58 a.m.
1228,8:42 a.m.,9:43 a.m.
1229,7:58 p.m.,10:30 p.m.
1230,3:27 p.m.,5:17 p.m.
1231,11:32 a.m.,3:31 p.m.
1232,11:40 a.m.,4:56 p.m.
1233,10:33 a.m.,11:21 a.m.
1234,11:25 p.m.,6:55 a.m.
1235,5:56 a.m.,7:17 a.m.
1236,12:41 a.m.,5:26 a.m.
1237,4:00 p.m.,6:28 p.m.
1238,7:29 a.m.,9:14 a.m.
1239,10:19 a.m.,1:19 p.m.
1240,10:10 a.m.,1:27 p.m.
1241,8:12 a.m.,9:56 a.m.
1242,7:25 a.m.,9:45 a.m.
1243,4:29 p.m.,7:39 p.m.
1244,10:55 a.m.,1:40 p.m.
1245,2:48 p.m.,7:10 p.m.
1246,8:00 a.m.,11:32 a.m.
1247,2:55 p.m.,4:47 p.m.
1248,12:12 p.m.,4:09 p.m.
1249,11:56 a.m.,1:14 p.m.
1250,6:08 a.m.,9:05 a.m.
1251,11:30 a.m.,5:05 p.m.
1252,6:02 a.m.,10:27 a.m.
1253,8:40 a.m.,10:56 a.m.
1254,10:18 a.m.,11:56 a.m.
1255,2:04 p.m.,3:30 p.m.
1256,7:49 a.m.,1:30 p.m.
1257,12:35 p.m.,3:21 p.m.
1258,12:13 p.m.,2:10 p.m.
1259,2:26 p.m.,5:42 p.m.
1260,3:11 a.m.,1:15 p.m.
1261,5:22 p.m.,8:03 p.m.
1262,8:25 p.m.,9:52 p.m.
1263,11:05 a.m.,2:46 p.m.
1264,1:32 p.m.,5:34 p.m.
1265,3:36 p.m.,3:33 p.m.
1266,7:21 a.m.,10:36 a.m.
1267,6:30 p.m.,7:25 p.m.
1268,6:55 p.m.,8:53 p.m.
1269,12:11 p.m.,3:16 p.m.
1270,7:15 p.m.,12:21 a.m.
1271,2:10 p.m.,7:58 p.m.
1272,9:14 a.m.,12:09 p.m.
1273,6:56 a.m.,7:51 a.m.
1274,7:30 a.m.,9:31 a.m.
1275,5:08 p.m.,7:55 p.m.
1276,7:39 a.m.,11:06 a.m.
1277,4:28 p.m.,6:38 p.m.
1278,4:15 p.m.,7:36 p.m.
1279,8:23 p.m.,9:53 p.m.
1280,10:20 a.m.,6:34 p.m.
1281,7:05 a.m.,10:47 a.m.
1282,11:01 a.m.,3:04 p.m.
1283,1:31 p.m.,4:23 p.m.
1284,12:41 p.m.,2:50 p.m.
1285,1:48 p.m.,4:17 p.m.
1286,11:55 p.m.,5:50 a.m.
1287,4:25 p.m.,12:29 a.m.
1288,9:00 p.m.,12:15 a.m.
1289,8:25 p.m.,11:50 p.m.
1290,7:22 a.m.,10:04 a.m.
1291,8:51 a.m.,11:44 a.m.
1292,8:26 a.m.,9:13 a.m.
1293,1:30 p.m.,3:50 p.m.
1294,3:01 p.m.,4:59 p.m.
1295,7:27 a.m.,8:45 a.m.
1296,11:08 p.m.,5:11 a.m.
1297,5:30 p.m.,6:40 p.m.
1298,1:32 p.m.,8:02 a.m.
1299,11:15 a.m.,2:00 p.m.
1300,8:39 p.m.,9:20 p.m.
1301,2:55 p.m.,4:44 p.m.
1302,2:48 p.m.,7:10 p.m.
1303,9:16 a.m.,11:56 a.m.
1304,2:44 p.m.,3:43 p.m.
1305,3:27 p.m.,5:43 p.m.
1306,7:22 a.m.,11:06 a.m.
1307,12:10 p.m.,1:43 p.m.
1308,8:04 a.m.,11:01 a.m.
1309,8:52 a.m.,12:09 p.m.
1310,1:19 p.m.,3:13 p.m.
1311,8:56 a.m.,10:16 a.m.
1312,3:36 p.m.,6:43 p.m.
1313,8:04 a.m.,8:06 a.m.
1314,4:12 p.m.,6:15 p.m.
1315,11:52 a.m.,2:27 p.m.
1316,3:31 p.m.,5:26 p.m.
1317,11:55 a.m.,5:38 p.m.
1318,10:54 a.m.,12:50 p.m.
1319,6:57 a.m.,7:40 a.m.
1320,3:58 p.m.,6:36 p.m.
1321,6:10 a.m.,6:19 a.m.
1322,7:39 a.m.,11:12 a.m.
1323,7:31 a.m.,3:14 p.m.
1324,7:16 a.m.,9:32 a.m.
1325,7:14 p.m.,10:29 p.m.
1326,6:54 a.m.,9:28 a.m.
1327,8:29 a.m.,11:58 a.m.
1328,8:42 a.m.,9:43 a.m.
1329,7:58 p.m.,10:30 p.m.
1330,12:11 p.m.,3:16 p.m.
1331,3:27 p.m.,5:17 p.m.
1332,11:32 a.m.,3:31 p.m.
1333,10:33 a.m.,11:21 a.m.
1334,11:25 p.m.,6:55 a.m.
1335,5:56 a.m.,7:17 a.m.
1336,12:41 a.m.,5:26 a.m.
1337,4:00 p.m.,6:28 p.m.
1338,7:29 a.m.,9:14 a.m.
1339,10:19 a.m.,1:19 p.m.
1340,10:10 a.m.,1:27 p.m.
1341,8:12 a.m.,9:56 a.m.
1342,7:25 a.m.,9:45 a.m.
1343,4:29 p.m.,7:39 p.m.
1344,10:55 a.m.,1:40 p.m.
1345,2:48 p.m.,7:10 p.m.
1346,8:00 a.m.,11:32 a.m.
1347,2:55 p.m.,4:47 p.m.
1348,12:12 p.m.,4:09 p.m.
1349,11:56 a.m.,1:14 p.m.
1350,6:08 a.m.,9:05 a.m.
1351,11:30 a.m.,5:05 p.m.
1352,6:02 a.m.,10:27 a.m.
1353,8:40 a.m.,10:56 a.m.
1354,10:18 a.m.,11:56 a.m.
1355,2:04 p.m.,3:30 p.m.
1356,7:49 a.m.,1:30 p.m.
1357,12:35 p.m.,3:21 p.m.
1358,12:13 p.m.,2:10 p.m.
1359,2:26 p.m.,5:42 p.m.
1360,3:11 a.m.,1:15 p.m.
1361,5:22 p.m.,8:03 p.m.
1362,8:25 p.m.,9:52 p.m.
1363,11:05 a.m.,2:46 p.m.
1364,1:32 p.m.,5:34 p.m.
1365,3:36 p.m.,3:33 p.m.
1366,7:21 a.m.,10:36 a.m.
1367,6:30 p.m.,7:25 p.m.
1368,6:55 p.m.,8:53 p.m.
1369,7:15 p.m.,12:21 a.m.
1370,2:10 p.m.,7:58 p.m.
1371,9:14 a.m.,12:09 p.m.
1372,6:56 a.m.,7:51 a.m.
1373,7:30 a.m.,9:31 a.m.
1374,5:08 p.m.,7:55 p.m.
1375,4:28 p.m.,6:38 p.m.
1376,4:15 p.m.,7:36 p.m.
1377,8:23 p.m.,9:53 p.m.
1378,10:20 a.m.,6:34 p.m.
