crimeid_UK_CSV0000000000007276,monthvalue_UK_CSV0000000000007276,reportedby,fallswithin,longitude_UK_CSV0000000000007276,latitude_UK_CSV0000000000007276,locationvalue_UK_CSV0000000000007276,lsoacode,lsoaname,outcometype,crimeid_UK_CSV0000000000010195,monthvalue_UK_CSV0000000000010195,longitude_UK_CSV0000000000010195,latitude_UK_CSV0000000000010195,locationvalue_UK_CSV0000000000010195
f0f2df343b7ec3587e039f26e6b5c30b79707a7d20373547b186e2056096936e,2022-03,South Wales Police,South Wales Police,-3.328956,51.58943,On or near Further/Higher Educational Building,W01001264,Rhondda Cynon Taf 022F,Local resolution,,,,,
6386cfccd0ec899c81a4828ee73a285993c60a499df4422d41189e3ecc64f6b7,2022-03,South Wales Police,South Wales Police,-3.597717,51.544184,On or near MAESTEG ROAD,W01000974,Bridgend 006A,Local resolution,,,,,
6425e0d0ea64a930a766aae06a799459b0641090ddca32342af8bc890085102f,2022-03,South Wales Police,South Wales Police,-3.437279,51.713698,On or near Sports/Recreation Area,W01001150,Rhondda Cynon Taf 003B,Local resolution,,,,,
1f17bc544623e99f811d9d0984a9a50bf006bb5ae1bb780df6567c1a0486d420,2022-03,South Wales Police,South Wales Police,-3.95925,51.613196,On or near VICTORIA AVENUE,W01000749,Swansea 026A,Local resolution,,,,,
aee7409100852dcf43e548fa5f501a652e5c34a8878494ddc549f7fc719ed822,2022-03,South Wales Police,South Wales Police,-3.243421,51.495584,On or near KERRIGAN CLOSE,W01001748,Cardiff 027B,Local resolution,,,,,
2635bb1d3f184b1ad33309c4f4fc4c6c7b4d13e195e8ab83eb0cb96b0a9668f1,2022-03,South Wales Police,South Wales Police,-3.761646,51.613595,On or near SOMERSET PLACE,W01000900,Neath Port Talbot 014C,Local resolution,,,,,
ad55117dfcf91b928250258e059067fcf904d9ced528fd61100edc43e37ea47c,2022-03,South Wales Police,South Wales Police,-3.56047,51.494958,On or near A48,W01001037,Bridgend 013B,Local resolution,,,,,
c68049b6784deaa264ae36ddb53a415c3feda8c640879a5ce97a42639100daa0,2022-03,South Wales Police,South Wales Police,-3.457119,51.626583,On or near Supermarket,W01001201,Rhondda Cynon Taf 014B,Local resolution,,,,,
814e4489d863d5ac11b4639e07954e4f13273a922750139c654818469e5e38c9,2022-03,South Wales Police,South Wales Police,-3.576832,51.507383,On or near DERWEN ROAD,W01001021,Bridgend 014A,Local resolution,,,,,
5dc7bccc2499364833ae1434e658711c6bb2e1cf65a50485893b5c39f5bd1437,2022-03,South Wales Police,South Wales Police,-3.937728,51.618957,On or near SOMERSET PLACE,W01001938,Swansea 025E,Local resolution,,,,,
5004407a5ddbe3691d9150dc4b7908030f58f7ffc73b1aa0fab3ebebdb6c7560,2022-03,South Wales Police,South Wales Police,-3.357485,51.58378,On or near Park/Open Space,W01001182,Rhondda Cynon Taf 021A,Local resolution,,,,,
e835f07e9d6d49eb0113d3faf57833f53b64dc92a9622386a00d14cd26a85ab8,2022-03,South Wales Police,South Wales Police,-3.960775,51.617765,On or near Further/Higher Educational Building,W01000875,Swansea 026D,Local resolution,,,,,
9a94e4ff34ae2e7237570388f3c7ecbb102f8d7866aed4ca6385a6e7d2a4bb15,2022-03,South Wales Police,South Wales Police,-3.189542,51.526994,On or near TY-GLAS AVENUE,W01001791,Cardiff 005A,Local resolution,,,,,
4f6c9a69aabf47be4b66af1a8ff43aa13bfdcd0b55e94ba714baca8cefd55fe0,2022-03,South Wales Police,South Wales Police,-3.173965,51.476797,On or near BUTE STREET,W01001941,Cardiff 032G,Local resolution,,,,,
2384c814e17ee4b263e7971e8a8dcd30c2629a441244afe1dcb2b32cc1b0ed70,2022-03,South Wales Police,South Wales Police,-3.340467,51.604342,On or near CROSSBROOK STREET,W01001228,Rhondda Cynon Taf 021D,Local resolution,,,,,
3667d3602fe1766d6958bc196f60c5bb39ef764b69d6a4c9dea01ca75755fe98,2022-03,South Wales Police,South Wales Police,-3.620305,51.748173,On or near LLEWELLYN STREET,W01000926,Neath Port Talbot 003C,Local resolution,,,,,
8f3da2d402b7483af6178b9604975b17b9b3a820a045fa56e35e33b86b1f3c37,2022-03,South Wales Police,South Wales Police,-3.09616,51.519227,On or near CLOS GWLAD-YR-HAF,W01001880,Cardiff 013B,Local resolution,,,,,
48b6c6165e67c73a2a26fabeb29d229a34c22d172fc054f84b62d426168e0f1b,2022-03,South Wales Police,South Wales Police,-3.583443,51.541383,On or near MERFIELD CLOSE,W01000987,Bridgend 007B,Local resolution,,,,,
300a3731eeb20ee103cab8d8f42b40c4c386fc6a2e322cc2102bcbc3d0f941bd,2022-03,South Wales Police,South Wales Police,-3.482298,51.406347,On or near STALLCOURT AVENUE,W01001109,The Vale of Glamorgan 011C,Local resolution,,,,,
7deb7a22f70fe27fcea862438d62ffec624cb531fda49fdf3dc94bcc15f4c0dc,2022-03,South Wales Police,South Wales Police,-3.569039,51.512505,On or near PEN Y DDOL,W01000981,Bridgend 016B,Local resolution,,,,,
8b45479afb06fcf8414ff187d71520baf9cb0f11c8070b58ecf7cf7ddc700549,2022-03,South Wales Police,South Wales Police,-4.025531,51.624174,On or near LLYS-TEG,W01000768,Swansea 020A,Local resolution,,,,,
4bb7a6331aa763dea2f23931d230e586f9ff26322f7679f862c0b1cc88ab0d23,2022-03,South Wales Police,South Wales Police,-3.440853,51.581932,On or near Sports/Recreation Area,W01001255,Rhondda Cynon Taf 023E,Local resolution,,,,,
acfc7ebbed06ab63aff0f7802bb84614d5fd3c93af9f8971363a79657f5a05c1,2022-03,South Wales Police,South Wales Police,-3.699518,51.547663,On or near MIN-Y-COED,W01000933,Neath Port Talbot 019B,Local resolution,,,,,
c3596812208d30475448227879b9cf0386dd32e49ff13ea413bdb095dd34fc62,2022-03,South Wales Police,South Wales Police,-3.119903,51.520594,On or near Supermarket,W01001802,Cardiff 007A,Local resolution,,,,,
de38f0903407b0c2ee94c71950b6da2e7d6f2ba5bf1e6c291644699e82a256a8,2022-03,South Wales Police,South Wales Police,-3.264876,51.415604,On or near MAPLE CLOSE,W01001080,The Vale of Glamorgan 012F,Local resolution,,,,,
e3fdb25eb7403eb76a1629b982564405887a7e732208da43ac03d4fb06c323d2,2022-03,South Wales Police,South Wales Police,-3.761646,51.613595,On or near SOMERSET PLACE,W01000900,Neath Port Talbot 014C,Local resolution,,,,,
3a4dc6a0658a65cc49b217a5215f95520e7e09365036e8575802c6bb3d7e7649,2022-03,South Wales Police,South Wales Police,-3.340454,51.603398,On or near PENUEL LANE,W01001228,Rhondda Cynon Taf 021D,Local resolution,,,,,
319c6fceb6b14f00661bf4f6075127e958460a6c7fe35bbcbbac2e34ab61a53b,2022-03,South Wales Police,South Wales Police,-3.384318,51.741282,On or near Sports/Recreation Area,W01001293,Merthyr Tydfil 004B,Local resolution,,,,,
1b0ea6ca64d3a48712e00c0448aef506a058b1a60d3e98da2ffe90d2286c5e62,2022-03,South Wales Police,South Wales Police,-3.444734,51.712806,On or near VICTORIA SQUARE,W01001150,Rhondda Cynon Taf 003B,Local resolution,,,,,
c01bcd889791431157ea352a399269e0e22c2d326a22e5b8befc79540bfb9c65,2022-03,South Wales Police,South Wales Police,-3.179139,51.480314,On or near Nightclub,W01001941,Cardiff 032G,Local resolution,,,,,
28873309d8a1223beff356649e2feb7d61c1c0765d9b36c15bf9a4531983d703,2022-03,South Wales Police,South Wales Police,-3.18883,51.479192,On or near A4119,W01001862,Cardiff 042D,Local resolution,,,,,
e592ba0a8aa6ad6b60cfb30ce60662386945b3b83e30ae4822caba86fd6b59cd,2022-03,South Wales Police,South Wales Police,-3.77559,51.681411,On or near DULAIS DRIVE,W01000887,Neath Port Talbot 005A,Local resolution,,,,,
85d65f87280b3f31dd6683ec33e7b3aea77dd24b23783dab121adad5781c1c5a,2022-03,South Wales Police,South Wales Police,-3.37217,51.75716,On or near Pedestrian Subway,W01001310,Merthyr Tydfil 002E,Local resolution,,,,,
ab92b2459211592c72a6cbc11dc93edff387b85c89ce1db0d5be67f9e6fe103e,2022-03,South Wales Police,South Wales Police,-3.192313,51.480217,On or near MANDEVILLE STREET,W01001862,Cardiff 042D,Local resolution,,,,,
e4994d2983e64b40d0f883a4aec61471b8a69160ef07bf86b25beeb10bb94f8b,2022-03,South Wales Police,South Wales Police,-3.98468,51.618038,On or near Petrol Station,W01000861,Swansea 027D,Local resolution,,,,,
1ab888d99db9de4491ba8c238503bb98113fa15c8e980a65a22e1993eddb2a1b,2022-03,South Wales Police,South Wales Police,-3.434349,51.638436,On or near GRAIG STREET,W01001275,Rhondda Cynon Taf 013C,Local resolution,,,,,
e499e6f7a87a9318cc627d3c9ebcbf19c9fbe3bae1fdc7bc1c14a8c679448179,2022-03,South Wales Police,South Wales Police,-3.58101,51.541488,On or near RHODFA FRENHINES,W01000987,Bridgend 007B,Local resolution,,,,,
49c85411e0b386c72196b33de41d6565197f8b87759de3cc6e87fcc020368e28,2022-03,South Wales Police,South Wales Police,-3.940654,51.619817,On or near Nightclub,W01001955,Swansea 025F,Local resolution,,,,,
eb2ceb4116fa991d3d3ef38df02553ffec34e4d0b3041363b587ead484e847bb,2022-03,South Wales Police,South Wales Police,-3.150514,51.482172,On or near MARION STREET,W01001872,Cardiff 038B,Local resolution,,,,,
7fabca9c02a867ab78aeaf19d2daecb320ea332b75293c4696a326e6ec85b511,2022-03,South Wales Police,South Wales Police,-4.033508,51.619369,On or near Sports/Recreation Area,W01000771,Swansea 020D,Local resolution,,,,,
aef8e84a7a9401626a664383aa094ff1b71e8c1c0c5beaaa6265ef38fd9ad4fe,2022-03,South Wales Police,South Wales Police,-3.103346,51.526722,On or near KINGFISHER CLOSE,W01001878,Cardiff 011B,Local resolution,,,,,
c463f531bd5c0a4a12a61e8ca3e05ecb5e57b5c26b883cabfc04d11aa3fe64b1,2022-03,South Wales Police,South Wales Police,-4.000738,51.618566,On or near PARK WAY,W01000856,Swansea 022D,Local resolution,,,,,
c3f2ac933dd685073a3398d1c7913a396ab82123349775b253511148e4130685,2022-03,South Wales Police,South Wales Police,-3.191674,51.539103,On or near CAVENDISH CLOSE,W01001796,Cardiff 002C,Local resolution,,,,,
2d5e8d31533fdc3d9391e627f8480a8608f9cb100ab3b0a4363b1b3aa188ddf1,2022-03,South Wales Police,South Wales Police,-3.793147,51.595241,On or near MARSH STREET,W01000886,Neath Port Talbot 017C,Local resolution,,,,,
e797871ead59ce26eac756f6f7f8fa0cc54fe14f07b980a1476dcf3b2311b6d9,2022-03,South Wales Police,South Wales Police,-3.363821,51.726272,On or near Sports/Recreation Area,W01001314,Merthyr Tydfil 005A,Local resolution,,,,,
e940196044f5494ab253adb8a8c5fca544162555b677af583f214f12aefbf8f9,2022-03,South Wales Police,South Wales Police,-3.699518,51.547663,On or near MIN-Y-COED,W01000933,Neath Port Talbot 019B,Local resolution,,,,,
371d97114316ba7744d20e9395446b1c75d9d28d2cc4f74d604b27fba1a117bf,2022-03,South Wales Police,South Wales Police,-3.383139,51.767624,On or near WELLINGTONIA CLOSE,W01001299,Merthyr Tydfil 008A,Local resolution,,,,,
80703003c78c4a6b136e8fe83b648f55a0f330313ed7d4a705818ba9fac30bdc,2022-03,South Wales Police,South Wales Police,-3.571652,51.517667,On or near Hospital,W01001038,Bridgend 011C,Local resolution,,,,,
765d8554716c85d5d5dfb393ced27f33b7f4cd4867f1d0d5a449e6830490be49,2022-03,South Wales Police,South Wales Police,-3.376848,51.745677,On or near Supermarket,W01001315,Merthyr Tydfil 004D,Local resolution,,,,,
4bb73710f9dadcb5c5cd9373a31d6b855f178c9d7be6e709293b77e39271b7f0,2022-03,South Wales Police,South Wales Police,-3.710454,51.615782,On or near VARTEG ROW,W01000898,Neath Port Talbot 014A,Local resolution,,,,,
c415696c8bab25a525438c1c5aff897163113aab509aa2a809804c712d77b232,2022-03,South Wales Police,South Wales Police,-3.154387,51.484436,On or near SPLOTT ROAD,W01001696,Cardiff 036C,Local resolution,,,,,
316af099507e847de7856ce5fb7ff6e06cc0571870d20a614ab849b247abd55d,2022-03,South Wales Police,South Wales Police,-3.374851,51.743839,On or near COEDCAE'R CWRT,W01001315,Merthyr Tydfil 004D,Local resolution,,,,,
cd3230e24673b92c6f1a9631002ceb3fd58927f7a7c4dea3ed21d86152c512a8,2022-03,South Wales Police,South Wales Police,-3.577491,51.508129,On or near MARKET STREET,W01001021,Bridgend 014A,Local resolution,,,,,
1472801d242d3608d6d3a96bc20d7020e42fc70ee14d17a2b8ed0b282d8772f2,2022-03,South Wales Police,South Wales Police,-3.328956,51.58943,On or near Further/Higher Educational Building,W01001264,Rhondda Cynon Taf 022F,Local resolution,,,,,
2617e45b62db041ab39a89a004350b315186fe3e808b28cac901789cc78115d2,2022-03,South Wales Police,South Wales Police,-3.497761,51.52349,On or near HEOL-Y-GROES,W01001004,Bridgend 009A,Local resolution,,,,,
a4a40d4240b760ddea05bc673f4ba5f5ad68ce61b00d605c691f5f2ea25762de,2022-03,South Wales Police,South Wales Police,-3.150514,51.482172,On or near MARION STREET,W01001872,Cardiff 038B,Local resolution,,,,,
40052118fee6a89433cae0203ced3ae56d3d4923c6ba69a38036338ecaeab720,2022-03,South Wales Police,South Wales Police,-3.356142,51.559985,On or near AEL-Y-BRYN,W01001278,Rhondda Cynon Taf 028E,Local resolution,,,,,
d6412a5509bef70160849439070cc5da911c41b477f256095ed7e663af54f276,2022-03,South Wales Police,South Wales Police,-3.191674,51.539103,On or near CAVENDISH CLOSE,W01001796,Cardiff 002C,Local resolution,,,,,
1506d99d220d484228806f549a067757e69a443bb9d0e832d127b49fc9cb362a,2022-03,South Wales Police,South Wales Police,-3.313264,51.58289,On or near FRANCIS STREET,W01001184,Rhondda Cynon Taf 026A,Local resolution,,,,,
cd5fd9c0b89ca7de50827396ed61dd66ed099960b6145e015bfc3d9dd4ea2c57,2022-03,South Wales Police,South Wales Police,-3.967453,51.616862,On or near GWYDR CRESCENT,W01000874,Swansea 024F,Local resolution,,,,,
82b1da4c70032c6a91e86934e9e6a4dc27bd6d72de8cf573255c97846d6a73e0,2022-03,South Wales Police,South Wales Police,-3.377727,51.747905,On or near ROBERTS LANE,W01001315,Merthyr Tydfil 004D,Local resolution,,,,,
5a2d065179230b1f4aeadfd8e720efea10d635733efa8f3b5d7df26d0084353c,2022-03,South Wales Police,South Wales Police,-3.37347,51.674888,On or near OAKLAND STREET,W01001211,Rhondda Cynon Taf 008C,Local resolution,,,,,
bfe0420bb275f63731f62604c0fd963aeece24839b74e191eeb344d5627274b4,2022-03,South Wales Police,South Wales Police,-3.816323,51.601476,On or near FFORDD DEG,W01000962,Neath Port Talbot 016D,Local resolution,,,,,
657e80a3a51a884b5a127b550a7bde3f4e46c4ac2482e3d44463a455ebdd9ea2,2022-03,South Wales Police,South Wales Police,-3.504516,51.657421,On or near Sports/Recreation Area,W01001270,Rhondda Cynon Taf 010B,Local resolution,,,,,
4fd325e75f118142515b138c26fb8ee4e233abc60a6c50c8f8ba63b94bc231c7,2022-03,South Wales Police,South Wales Police,-3.942039,51.627213,On or near MATTHEW STREET,W01001955,Swansea 025F,Local resolution,,,,,
f7ce229fdabdc3038a154c22b7c18823b191c601ac8bb4a160d988fbb0cc23af,2022-03,South Wales Police,South Wales Police,-3.1304,51.487583,On or near HIND CLOSE,W01001875,Cardiff 037C,Local resolution,,,,,
507a04c6930d74173c2245d7ec7d90bcd5286cb3de7bd483b37a4c3c7bac36de,2022-03,South Wales Police,South Wales Police,-3.485049,51.674879,On or near CERIDWEN STREET,W01001202,Rhondda Cynon Taf 009C,Local resolution,,,,,
54dfb4a497bc8e33467c10105f4fd357122ad40c05d399186a391cfdef27c4c9,2022-03,South Wales Police,South Wales Police,-3.17929,51.48114,On or near Shopping Area,W01001939,Cardiff 032F,Local resolution,,,,,
1d29521e6dac074bf500e4f27386e42b3c8ae6a5a2424b66f245566aeb896436,2022-03,South Wales Police,South Wales Police,-3.182845,51.481068,On or near HEOL Y CASTELL,W01001939,Cardiff 032F,Local resolution,,,,,
ddb5dba70b78ea2d11bf9951f60484c4e66d52cd2f35041c6b0c7bdb62180e51,2022-03,South Wales Police,South Wales Police,-3.179139,51.480314,On or near Nightclub,W01001941,Cardiff 032G,Local resolution,,,,,
00353f0c56f477811c12265343197d0e442d79563d2b084a9649b4da719002d7,2022-03,South Wales Police,South Wales Police,-3.641143,51.735565,On or near DUNRAVEN STREET,W01000893,Neath Port Talbot 003A,Local resolution,,,,,
52a9dfa08badffbba9c40ae60b972c6a0d4e7a9d16103697935389b3a60864eb,2022-03,South Wales Police,South Wales Police,-3.243421,51.495584,On or near KERRIGAN CLOSE,W01001748,Cardiff 027B,Local resolution,,,,,
c1277298559c47bfb2842303aa0e231e76acc4853a8f2019e499d734ae9aa48e,2022-03,South Wales Police,South Wales Police,-3.826428,51.641694,On or near BRYN TEG,W01000896,Neath Port Talbot 013C,Local resolution,,,,,
9f5a6c1f544076fbf68c0c024c5b2c7d718f7f5a3a98a05f51c9b67c713f52a2,2022-03,South Wales Police,South Wales Police,-3.437279,51.713698,On or near Sports/Recreation Area,W01001150,Rhondda Cynon Taf 003B,Local resolution,,,,,
034baea75291916456b8703f07fbae59bdb6fde49df72d6a2a30e971eccacdc0,2022-03,South Wales Police,South Wales Police,-3.939532,51.61926,On or near WIND STREET,W01001938,Swansea 025E,Local resolution,,,,,
8507d960ea56d6065628ef231dc3721c20ab6b947f7930cdabd086ef7340d3fc,2022-03,South Wales Police,South Wales Police,-3.646402,51.598435,On or near CELTIC VIEW,W01001020,Bridgend 002E,Local resolution,,,,,
dc9b6419a905e39e2055b10d2b15b1e9b354be9c14613622647789b23292dfc5,2022-03,South Wales Police,South Wales Police,-3.699518,51.547663,On or near MIN-Y-COED,W01000933,Neath Port Talbot 019B,Local resolution,,,,,
abd9ab39cdfc30a97957a489e80e36bbc0583dd4fdde5013f686407f708c22ee,2022-03,South Wales Police,South Wales Police,-3.344542,51.698206,On or near STRYD CAE DERW,W01001304,Merthyr Tydfil 006D,Local resolution,,,,,
c88f71df7980857ecd586e60bb0e9ba933aece6152f02ef1ce0c0890765188c6,2022-03,South Wales Police,South Wales Police,-3.19226,51.481504,On or near CLOS DEWI SAINT,W01001857,Cardiff 042C,Local resolution,,,,,
05daf3cb06e0034abf393de51dd0f4789ee3a87624913c8ed42eb415155cb03f,2022-03,South Wales Police,South Wales Police,-3.569006,51.522451,On or near HEOL WEST PLAS,W01001008,Bridgend 011B,Local resolution,,,,,
1fbf95675da93b88f625d6f2e63b5f12f6c0e475fabde312d596485514d60ab5,2022-03,South Wales Police,South Wales Police,-3.290247,51.399394,On or near VALE STREET,W01001102,The Vale of Glamorgan 013F,Local resolution,,,,,
341f4ab22fbfa6abe7835d7e06adc0460c7ece70320b81659a264af39f024c40,2022-03,South Wales Police,South Wales Police,-3.444882,51.71516,On or near GLOUCESTER STREET,W01001147,Rhondda Cynon Taf 004A,Local resolution,,,,,
2adafe7e59e214329ea96de21cd9ded654e0dcfe37605a0678559ff636561a8a,2022-03,South Wales Police,South Wales Police,-3.193755,51.501235,On or near PEN-Y-BRYN PLACE,W01001755,Cardiff 025A,Local resolution,,,,,
ac47e71363c6bb25bcbc36720ebb83ae22cac944236863d71701caa5bfb1302b,2022-03,South Wales Police,South Wales Police,-3.372765,51.753862,On or near DOL FIERI,W01001305,Merthyr Tydfil 003C,Local resolution,,,,,
ad4f5c9dd5af849f5f293a7d41ae336350fd08d6721c6b6dc2ec43c42cde101f,2022-03,South Wales Police,South Wales Police,-3.451681,51.46241,On or near Parking Area,W01001082,The Vale of Glamorgan 002A,Local resolution,,,,,
2ed665ed21b0821e718cd2e86f1a0441e0e7bb98aea65060f3b3acb7ae3ecad1,2022-03,South Wales Police,South Wales Police,-3.418355,51.616771,On or near Sports/Recreation Area,W01001230,Rhondda Cynon Taf 017C,Local resolution,,,,,
f6d34e8c21651804de413b7600284a1b996b7e89440f545dc216b36b120addf9,2022-03,South Wales Police,South Wales Police,-3.345472,51.658335,On or near Parking Area,W01001144,Rhondda Cynon Taf 012B,Local resolution,,,,,
1047ab6e68d9bc84dbba41416330c90284d592d30e7bd4e07289d8c9356797e1,2022-03,South Wales Police,South Wales Police,-3.97707,51.657958,On or near FLATHOLM PLACE,W01000836,Swansea 011E,Local resolution,,,,,
5dc8dbc92aa9eaff2f9956aed7a5d29bc21b143df94fcd4e6c53ccbf2c61f426,2022-03,South Wales Police,South Wales Police,-3.379023,51.683887,On or near B4275,W01001204,Rhondda Cynon Taf 006A,Local resolution,,,,,
bd031eb81c61c8195c00825b9b04ae6d761026aca9a0b4f4d8aed898acd99599,2022-03,South Wales Police,South Wales Police,-3.358701,51.557267,On or near WINGFIELD AVENUE,W01001158,Rhondda Cynon Taf 028B,Local resolution,,,,,
0ce4e043261b88b01abb8a209cb69d382a6a537c835506d75f3caccb10ad57ba,2022-03,South Wales Police,South Wales Police,-3.281912,51.401014,On or near EAST STREET,W01001101,The Vale of Glamorgan 013E,Local resolution,,,,,
d0a68ddf8becba481ba4f676ec1ec018927c50585961a54e632ac3b6432bb9c2,2022-03,South Wales Police,South Wales Police,-3.495445,51.653292,On or near WINDSOR PLACE,W01001216,Rhondda Cynon Taf 011D,Local resolution,,,,,
d97acfe3a5fd098381b4f7dc768b1064b8cb5fadda4ccfbcc3cdadf30ce8e7e2,2022-03,South Wales Police,South Wales Police,-3.392813,51.551022,On or near Parking Area,W01001242,Rhondda Cynon Taf 030D,Local resolution,,,,,
82ebe150cb01d8f0bec8b0fc8909e28d539d9c7889f7504d64d2d0ca68c739dc,2022-03,South Wales Police,South Wales Police,-3.191674,51.539103,On or near CAVENDISH CLOSE,W01001796,Cardiff 002C,Local resolution,,,,,
c565d07e96f93c959c2d5fd81190b9b0225f69d007fa94ddb4a6256f29ed4f81,2022-03,South Wales Police,South Wales Police,-3.384489,51.747817,On or near COFFINS ROW,W01001307,Merthyr Tydfil 004C,Local resolution,,,,,
3d740ba55f6d24c756c83d208554e7b52852301a104871ad7afd3df9a12bab36,2022-03,South Wales Police,South Wales Police,-3.574391,51.571134,On or near HEOL PANDY,W01001009,Bridgend 004C,Local resolution,,,,,
0d89cc24b6ae69842b71374ea06fb3882088cf3f5e218a3daa148bb3b054e9c0,2022-03,South Wales Police,South Wales Police,-3.628612,51.746332,On or near Sports/Recreation Area,W01000925,Neath Port Talbot 003B,Local resolution,,,,,
4404ac965691b2fb3dcc309cdd9f587c5dd35ae500be355a5fecc2f1d7c7248b,2022-03,South Wales Police,South Wales Police,-3.116717,51.518224,On or near Sports/Recreation Area,W01001866,Cardiff 016A,Local resolution,,,,,
c5e5f5c9c6084f1480c830a6d82271bb1e471d0b87c7a43d1e9bd32d45e5673f,2022-03,South Wales Police,South Wales Police,-3.82331,51.634225,On or near VICTORIA STREET,W01000897,Neath Port Talbot 013D,Local resolution,,,,,
f91c8cc8d57d3150d3bc2938f0422113a832878c8000d6eb8e404b902a971ca6,2022-03,South Wales Police,South Wales Police,-3.704103,51.48161,On or near FENTON PLACE,W01001046,Bridgend 018C,Local resolution,,,,,
d1b89fc9a8268fa62d2cd5a92c4b77215437b7b21fa9f989ca1f31f32fec93bb,2022-03,South Wales Police,South Wales Police,-3.805184,51.661356,On or near ALFRED STREET,W01000939,Neath Port Talbot 008D,Local resolution,,,,,
c1e7f5b9a65ce3960b7595fc6b8f30001b49635758f5506849bbab86e70eb61e,2022-03,South Wales Police,South Wales Police,-3.343001,51.605051,On or near TYFICA ROAD,W01001228,Rhondda Cynon Taf 021D,Local resolution,,,,,
8a9312d699f7a8f23963774ca189bf970b1aabcc69a6142c000338f24332fc0e,2022-03,South Wales Police,South Wales Police,-3.941168,51.663647,On or near HILL VIEW CRESCENT,W01000817,Swansea 009A,Local resolution,,,,,
6e7bf429757dd097fdd2066f27514296646addb9ebdc101b8615523f66d9117c,2022-03,South Wales Police,South Wales Police,-3.700064,51.546836,On or near LLWYN ARIAN,W01000933,Neath Port Talbot 019B,Local resolution,,,,,
e978229a381f607cce2fe43431e90631d1f674d1d82e5b1a7bb7d18f9600397a,2022-03,South Wales Police,South Wales Police,-3.80613,51.663347,On or near THE PARADE,W01000939,Neath Port Talbot 008D,Local resolution,,,,,
3011488ef36e350a2d88ffa0c5627a2746dbf9a66c52967296af5b81fbc74752,2022-03,South Wales Police,South Wales Police,-3.805781,51.657472,On or near WINDSOR ROAD,W01000935,Neath Port Talbot 008B,Local resolution,,,,,
1956c11b62f4b587adb8661fa5a0e70e50a835cbdfae6fbde06e36eb7c165a72,2022-03,South Wales Police,South Wales Police,-3.229452,51.486101,On or near ELY ROAD,W01001754,Cardiff 031D,Local resolution,,,,,
f08342552a01377a84baf04be34ae093854e66b553cc63affc0e12e9796586d6,2022-03,South Wales Police,South Wales Police,-3.965134,51.611649,On or near Parking Area,W01000873,Swansea 026C,Local resolution,,,,,
cd30e833a7566f520ae0cc2fe0a49fee402a52863946a2ece925a1a2e1f6629e,2022-03,South Wales Police,South Wales Police,-3.822445,51.800927,On or near SAMUELS ROAD,W01000919,Neath Port Talbot 020A,Local resolution,,,,,
fc44e292fa5b11ca0dbe01e6b7360792f00904c8f0a939c33e8daf1cac7afb19,2022-03,South Wales Police,South Wales Police,-3.178576,51.478594,On or near Nightclub,W01001941,Cardiff 032G,Local resolution,,,,,
8b9069ce505b2723c876f01b7d2b1ccf8aab859340f116547f35723c201674a3,2022-03,South Wales Police,South Wales Police,-3.949427,51.624645,On or near Further/Higher Educational Building,W01000746,Swansea 025C,Local resolution,,,,,
cd818c27aab97976be3dea948b56fdb72adf17eb86714b9eeffb0f784a63ccf8,2022-03,South Wales Police,South Wales Police,-3.941168,51.663647,On or near HILL VIEW CRESCENT,W01000817,Swansea 009A,Local resolution,,,,,
78b71bd15c2890e5eeb048579e9a5ca4454c0126ceb5f40152fcadcd37b2077a,2022-03,South Wales Police,South Wales Police,-3.927608,51.662378,On or near HARRIS STREET,W01000814,Swansea 008E,Local resolution,,,,,
17f0b5a13ed3d08acc138e33a8ba81674f4e9bc6b1c4671ebaf975308b82315b,2022-03,South Wales Police,South Wales Police,-3.248672,51.47214,On or near PANT-Y-DERI CLOSE,W01001703,Cardiff 045B,Local resolution,,,,,
cff56da2fcec966b25107998d140416b196c9b7528f2c2ec843104eb482780d3,2022-03,South Wales Police,South Wales Police,-3.889118,51.674909,On or near CORD FEDWEN,W01000796,Swansea 006B,Local resolution,,,,,
82e9bc566bd53ef22fc779298dadba94cad29010459003187a037c9d0f7900af,2022-03,South Wales Police,South Wales Police,-4.022355,51.624229,On or near CURRY CLOSE,W01000770,Swansea 020C,Local resolution,,,,,
9973f2a047175b842512fccd377dd4b7842e1af29559fafd26c1f3da5cf5fba3,2022-03,South Wales Police,South Wales Police,-3.148475,51.510481,On or near Pedestrian Subway,W01001811,Cardiff 009A,Local resolution,,,,,
6e858ac17268d875fd6a563016ef5602baef52773ea09c320d83be96a82a2e86,2022-03,South Wales Police,South Wales Police,-3.946517,51.617733,On or near Bus/Coach Station,W01001955,Swansea 025F,Local resolution,,,,,
c87efb77d5c21de26344fe2836a7c1db3980244ef850485dc39d800bd076481d,2022-03,South Wales Police,South Wales Police,-3.365298,51.558413,On or near CASTELLAU ROAD,W01001158,Rhondda Cynon Taf 028B,Local resolution,,,,,
f3210e8e8c926c5939da026734d2d6cae818bf05aca20df4d2b14138a874fa89,2022-03,South Wales Police,South Wales Police,-3.933516,51.623514,On or near PENTREGUINEA ROAD,W01000850,Swansea 021B,Local resolution,,,,,
3099762d5d7a1e79e30f370b076fcf8a7353581d714b9b8cbaf33b3b9f84a917,2022-03,South Wales Police,South Wales Police,-3.562601,51.532832,No location,W01001939,Cardiff 032F,Local resolution,,,,,
