order_id,customer_id,location_code,location_id,total_cost,shipping_length,region_code,region_name,package_length,package_area
ORD-001236,523980,W00003319,W06000009,256789.997432,28036.7534065,F2,Rural hamlets and isolated dwellings in a sparse setting,0.334049443032613,0.0016213546387759
ORD-98234,528401BXT,E00049528,E08000027,67432.184702,1162.88688256,A1,Urban major conurbation,0.0130764645936708,6.43689483224552e-06
OID78356,528401BXT,E00107171,E07000064,10549.3267802,1465.6539911,E1,Rural village,0.0159674602934646,1.15718045966799e-05
ORD-98234,A2B-673849,E00176707,E08000012,256789.997432,1152.65247357,A1,Urban major conurbation,0.0142731812667556,7.02873964347391e-06
ORD002314,78521,W00007006,W06000018,278530.459203,713.74413219075,C1,Urban city and town,0.0083563549322282,3.34352857174043e-06
845927,282838,E00152055,E07000199,"$252,894.07",994.824273009127,C1,Urban city and town,0.0113544211202195,5.25173615777402e-06
O584012,CSTMR-123456,E00170603,E08000035,18746.493281,563.279661771562,A1,Urban major conurbation,0.0068689761906897,2.45132581284068e-06
#96585,CUSTID12345,E00007982,E09000011,18746.493281,1878.17039284,A1,Urban major conurbation,0.0213451252498755,7.82611613181822e-06
48219,45678,E00110549,E07000072,"$1,800,719.56",3125.83955204,E1,Rural village,0.0374726340358561,4.72694154885753e-05
#96585,CST-20231019,E00123769,E07000110,"$1,800,719.56",19858.3094763,F1,Rural hamlets and isolated dwellings,0.222897493731647,0.0007814777860854
ORD-965374,CUSTID12345,W00009359,W06000015,6547891.34275,1377.12528323,C1,Urban city and town,0.016076606804656,6.57516074904014e-06
10492,CST574839,E00147739,E06000051,179.99,2882.34615127,C2,Urban city and town in a sparse setting,0.0366477864857017,3.84920867377732e-05
95031,312B57,E00009909,E09000014,278530.459203,880.534905428046,A1,Urban major conurbation,0.0104080817755843,2.68409163457787e-06
ODR102948,48392,E00168953,E07000081,"$31,500.00",946.721408924753,C1,Urban city and town,0.0111382009525146,4.11491566136577e-06
ODR987654,8923746258361,E00121422,E07000104,892463.212980,3444.01722905,C1,Urban city and town,0.0428259348516568,5.23852352596489e-05
10492,78245,E00046039,E08000025,52437.64,1983.79604828,A1,Urban major conurbation,0.0242862614761895,2.29834481557514e-05
ORD-98765,48392,E00159028,E07000221,52437.64,10199.9246333,E1,Rural village,0.123741162836591,0.000245577076121
10492,50439,E00150082,E07000193,378194.367092,2091.88179262,C1,Urban city and town,0.0263696907967543,2.03129225706493e-05
ORD-98234,99123,E00024374,E08000001,18273.450912,924.736726251101,A1,Urban major conurbation,0.0111204288230877,4.62100847225837e-06
ORD789321,AB123456C,E00125048,E07000114,"$252,894.07",1034.64683151,C1,Urban city and town,0.0126218708267003,4.17777652165822e-06
ORD-001236,45678,E00105454,E06000047,8547312.62,1803.88865507,C1,Urban city and town,0.0240440815419471,1.46748152786377e-05
OID78356,CUST20231234,E00173613,E06000032,179.99,1000.86622272,C1,Urban city and town,0.0115137909676882,5.68436254878482e-06
ORD98247,A29374612,E00051675,E08000029,8547312.62,1135.31199613,A1,Urban major conurbation,0.0142687376345852,6.41474954500236e-06
845927,32A880NR,E00165128,E07000238,256789.997432,1058.48886386,C1,Urban city and town,0.0130051979005854,4.31413922655065e-06
#96585,ID23597,W00009169,W06000015,256789.997432,1573.16928248,C1,Urban city and town,0.0170211579318343,1.10943228299868e-05
#RD20231020,78245,E00047320,E08000025,892463.212980,1883.28500238,A1,Urban major conurbation,0.0216910729067417,1.87647685305164e-05
4598,348276,E00091982,E07000012,15005000.75,1838.97753605,D1,Rural town and fringe,0.0220994137618367,1.13047915311634e-05
OID78356,A693X47B,E00157850,E07000217,63000.55,1927.09275778,A1,Urban major conurbation,0.0232515852112007,1.45549175298097e-05
4598,CST-20231019,E00034400,E08000012,15876.459120,820.451903852408,A1,Urban major conurbation,0.0095560321943357,3.72333338680661e-06
ODR987654,ID23597,E00089063,E07000004,89420.15,3092.83879854,C1,Urban city and town,0.0374155130152235,3.63311525180846e-05
A97853,8923746258361,E00060431,E06000001,18746.493281,2027.18886038,C1,Urban city and town,0.0244594400570096,2.00269950509339e-05
8349B1,99123,E00123111,E07000108,25489.7593209,1382.75504209,C1,Urban city and town,0.0182655492741373,6.33974282843717e-06
B374785,99123,E00151765,E07000198,278530.459203,1910.22190888,C1,Urban city and town,0.0224051630241446,1.26852254891525e-05
ORD-98765,A73920,E00142726,E07000171,8547312.62,2634.55798064,C1,Urban city and town,0.0331237264772096,2.47474437762683e-05
#96585,ID23597,E00145218,E07000177,15005000.75,11052.2929961,E1,Rural village,0.140070890917935,0.0006063073565402
ORD-75931,ID23597,E00030801,E08000009,15876.459120,2916.9208712,A1,Urban major conurbation,0.0384103539089687,1.79887596079817e-05
ORD98247,CST574839,E00117726,E07000093,89420.15,1876.92091692,C1,Urban city and town,0.0224310096679503,1.66062626333005e-05
OID78356,78521,E00001419,E09000003,8547312.62,929.326705045238,A1,Urban major conurbation,0.0106622315188945,4.75600384472659e-06
ODR102948,ID23597,E00167693,E07000226,15876.459120,4478.56787094,C1,Urban city and town,0.0502833881045302,5.48019682020992e-05
A123B456,345XYZ999,E00104838,E06000047,303145.759214,1269.60255736,C1,Urban city and town,0.0156390458142925,6.39641235916116e-06
ORD12345,A29374612,E00058469,E08000035,892463.212980,4555.2760971,A1,Urban major conurbation,0.0578170670717486,0.0001235682450967
ORD12345,312874,E00035452,E08000014,78534.67321,1407.20079551,C1,Urban city and town,0.0162881727980921,9.94404559433786e-06
A37446,CUST567890,E00132384,E07000137,18273.450912,2955.31507908,C1,Urban city and town,0.03589585148366,2.46018921079407e-05
8349B1,A839BX,E00104506,E06000047,303145.759214,1546.2152489,A1,Urban major conurbation,0.0195222269288458,1.3866100066352e-05
8349B1,ID23597,E00075513,E06000025,256789.997432,767.684952063995,C1,Urban city and town,0.0093511244658191,3.86156908277157e-06
ORD19859,99123,E00094871,E06000052,$48320.57,1755.14248543,C1,Urban city and town,0.0215231353342151,7.65042591359676e-06
10492,312B57,E00062719,E06000006,78534.67321,1565.76690058,C1,Urban city and town,0.0196171944330572,1.32515624402019e-05
ORD-9857,A38265,E00054594,E08000032,89420.15,1547.88733898,A1,Urban major conurbation,0.0187623112647034,1.18804085660816e-05
