indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,82.0,"Percent of children, crude",1,Percent of poverty level,6.0,200%-399%,5.3,2013-2015,110.0,nder 18 years,0.0,16.2,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,92.0,"Percent of children, crude",1,Percent of poverty level,7.0,200%-399%,5.3,2014-2016,12.0,Uvnder 18 years,0.0,15.3,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,94.0,"Percent of children, crude",1,Percent of poverty level,15.0,200%-399%,5.3,2015-2017,13.0,Uner 18 years,0.0,15.5,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,8.0,"Percent of children, crude",1,Percent of poverty level,56.0,200%-399%,5.3,2016-2018,14.0,Under 1r8 years,0.0,14.8,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Percent of poverty level,10.0,400% or more,5.4,1997-1999***,1.0,Under 18 yaears,0.0,20.3,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,74.0,"Percent of children, crude",1,Percent of poverty level,97.0,400% or more,5.4,2000-2002***,2.0,Under 18 yaers,0.0,21.1,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Percent of poverty level,25.0,400% or more,5.4,2003-205,3.0,Uhnder 18 years,0.0,19.7,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Percent of poverty level,86.0,400% or more,5.4,200-62008,4.0,Under 1 years,0.0,20.0,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,44.0,"Percent of children, crude",1,Percent of poverty level,95.0,400% or more,5.4,007-2009,5.0,Under1 8 years,0.0,20.3,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,96.0,"Percent of children, crude",1,Percent of poverty level,50.0,400% or more,5.4,2008-2010,72.0,Uynder 18 years,0.0,20.3,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,43.0,"Percent of children, crude",1,Percent of poverty level,96.0,400% or more,5.4,2009-2011,50.0,Under 1p8 years,0.0,20.1,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,77.0,"Percent of children, crude",1,Peracent of poverty level,5.0,400% or more,5.4,2010-2012,48.0,Undre 18 years,0.0,20.2,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,20.0,"Percent of children, crude",1,Percent of poverty level,84.0,400% or more,5.4,2011-2013,75.0,nUder 18 years,0.0,19.4,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,30.0,"Percent of children, crude",1,Percent of poverty level,43.0,400% or more,5.4,2012-2014,10.0,Under 18 yaers,0.0,18.9,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,48.0,"Percent of children, crude",1,Percent of poverty level,93.0,400% or more,5.4,2013-2015,81.0,Under 18 yeajrs,0.0,18.1,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,70.0,"Percent of children, crude",1,Percent of poverty level,80.0,400% or more,5.4,2014-2016,37.0,nUder 18 years,0.0,17.8,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,75.0,"Percent of children, crude",1,Percent of poverty level,37.0,400% or more,5.4,2015-2017,13.0,Under1 8 years,0.0,17.4,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,106.0,"Percent of children, crude",1,Percent o fpoverty level,5.0,400% or more,5.4,2016-2018,14.0,sUnder 18 years,0.0,16.8,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,ealth insurance status at the time of interview,6.0,Insured,6.1,1997-1999***,1.0,Under 18 years,0.0,18.0,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,11.0,"Percent of children, crude",1,Health insurance statuse at the time of interview,6.0,Insured,6.1,20y00-2002,2.0,Under 18 years,0.0,18.3,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,12.0,"Percent of children, crude",1,Health insurance sttus at the time of interview,6.0,Insured,6.1,2003-200j5,3.0,Under 18 years,0.0,17.7,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,107.0,"Percent of children, crude",1,Health insurance tatus at the time of interview,6.0,Insured,6.1,200-62008,4.0,Under 18 years,0.0,17.0,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,55.0,"Percent of children, crude",1,Health insurance status atthe time of interview,6.0,Insured,6.1,2007-2g009,5.0,Under 18 years,0.0,16.9,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,10.0,"Percent of children, crude",1,Healrth insurance status at the time of interview,6.0,Insured,6.1,2008-2010,48.0,Under 18 years,0.0,17.3,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,71.0,"Percent of children, crude",1,Health insurance staus at the time of interview,6.0,Insured,6.1,2009-2011,9.0,Under 18 years,0.0,17.2,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,46.0,"Percent of children, crude",1,Health insurance status at the time of intreview,6.0,Insured,6.1,2010-2012,93.0,Under 18 years,0.0,17.0,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Health insurance stats at the time of interview,6.0,Insured,6.1,2011-2013,33.0,Under 18 years,0.0,16.7,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,79.0,"Percent of children, crude",1,Health insurance status at the time of ixnterview,6.0,Insured,6.1,2012-2014,77.0,Under 18 years,0.0,16.1,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,85.0,"Percent of children, crude",1,Health insurance status at the time ofinterview,6.0,Insured,6.1,2013-2015,109.0,Under 18 years,0.0,15.7,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,72.0,"Percent of children, crude",1,Health insurance status at dthe time of interview,6.0,Insured,6.1,2014-2016,64.0,Under 18 years,0.0,15.2,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Health insurance statusa t the time of interview,6.0,Insured,6.1,2015-2017,13.0,Under 18 years,0.0,15.4,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,76.0,"Percent of children, crude",1,Health insurance status at he time of interview,6.0,Insured,6.1,2016-2018,14.0,Under 18 years,0.0,14.8,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,102.0,"Percent of children, crude",1,Health insrance status at the time of interview,6.0,Insured: Private,6.11,1997-999,1.0,Under 18 years,0.0,18.8,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,98.0,"Percent of children, crude",1,Health insurancue status at the time of interview,6.0,Insured: Private,6.11,2000-2002***,2.0,Under 18 years,0.0,19.2,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,30.0,"Percent of children, crude",1,Heath insurance status at the time of interview,6.0,Insured: Private,6.11,2003-2005,48.0,Under 18 years,0.0,18.5,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,68.0,"Percent of children, crude",1,Health insurance status uat the time of interview,6.0,Insured: Private,6.11,2006-20b08,4.0,Under 18 years,0.0,18.4,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,100.0,"Percent of children, crude",1,Health insurance status amt the time of interview,6.0,Insured: Private,6.11,m2007-2009,5.0,Under 18 years,0.0,18.6,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,36.0,"Percent of children, crude",1,Health insurance status at the time of intrview,6.0,Insured: Private,6.11,200b8-2010,6.0,Under 18 years,0.0,19.0,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,86.0,"Percent of children, crude",1,Health insurance tsatus at the time of interview,6.0,Insured: Private,6.11,2009-2011,66.0,Under 18 years,0.0,18.6,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Healht insurance status at the time of interview,6.0,Insured: Private,6.11,2010-2012,26.0,Under 18 years,0.0,18.7,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,16.0,"Percent of children, crude",1,Health insurance status at he time of interview,6.0,Insured: Private,6.11,2011-2013,63.0,Under 18 years,0.0,18.1,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,9.0,"Percent of children, crude",1,Health insurance staus at the time of interview,6.0,Insured: Private,6.11,2012-2014,95.0,Under 18 years,0.0,17.7,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,70.0,"Percent of children, crude",1,Health insurance status at the time of interview,69.0,Insured: Private,6.11,2013-2015,111.0,Under 18 years,0.0,16.9,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,35.0,"Percent of children, crude",1,Health insurance statusat the time of interview,6.0,Insured: Private,6.11,2014-2016,91.0,Under 18 years,0.0,16.1,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Health insurance status a tthe time of interview,6.0,Insured: Private,6.11,2015-2017,13.0,Under 18 years,0.0,16.3,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,85.0,"Percent of children, crude",1,Health insurance staus at the time of interview,6.0,Insured: Privae,6.11,2016-2018,14.0,Under 18 years,0.0,15.8,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,24.0,"Percent of children, crude",1,Heaulth insurance status at the time of interview,6.0,Insured: Medicaid,6.12,197-1999,1.0,Under 18 years,0.0,15.0,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,50.0,"Percent of children, crude",1,Health insurance status att the time of interview,6.0,Insured: Medicaid,6.12,2000-2020,2.0,Under 18 years,0.0,16.0,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,62.0,"Percent of children, crude",1,Health insurance status at th time of interview,6.0,Insured: Medicaid,6.12,2003-2l005,3.0,Under 18 years,0.0,16.1,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,48.0,"Percent of children, crude",1,Health insurance status at the tmie of interview,6.0,Insured: Medicaid,6.12,2006-f2008,4.0,Under 18 years,0.0,14.5,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Health insurance status at the tim of interview,6.0,Insured: Medicaid,6.12,2007-2090,5.0,Under 18 years,0.0,13.9,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,15.0,"Percent of children, crude",1,Health insurace status at the time of interview,6.0,Insured: Medicaid,6.12,2008-2001,6.0,Under 18 years,0.0,14.5,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,65.0,"Percent of children, crude",1,Health insurance status at the time o finterview,6.0,Insured: Medicaid,6.12,2009-2011,24.0,Under 18 years,0.0,14.9,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,84.0,"Percent of children, crude",1,Health insurance status at the time of interveiw,6.0,Insured: Meduicaid,6.12,2010-2012,105.0,Under 18 years,0.0,14.6,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,43.0,"Percent of children, crude",1,Health insuracne status at the time of interview,6.0,Insured: Medicaid,6.12,2011-2013,86.0,Under 18 years,0.0,14.7,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,54.0,"Percent of children, crude",1,Health insurance tsatus at the time of interview,6.0,Insured: Medicaid,6.12,2012-2014,97.0,Under 18 years,0.0,13.8,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,88.0,"Percent of children, crude",1,Health insurancet status at the time of interview,6.0,Insured: Medicaid,6.12,2013-2015,68.0,Under 18 years,0.0,14.1,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,35.0,"Percent of children, crude",1,Health insurance status at the time f interview,6.0,Insured: Medicaid,6.12,2014-2016,26.0,Under 18 years,0.0,14.0,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,54.0,"Percent of children, crude",1,ealth insurance status at the time of interview,6.0,Insured: Medicaid,6.12,2015-2017,13.0,Under 18 years,0.0,14.0,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,28.0,"Percent of children, crude",1,Health insuracne status at the time of interview,6.0,Insured: Medicaid,6.12,2016-2018,14.0,Under 18 years,0.0,13.5,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Health insurance status atz the time of interview,6.0,Unisnured,6.2,1997-19a99,1.0,Under 18 years,0.0,14.3,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,35.0,"Percent of children, crude",1,Health insurace status at the time of interview,6.0,Uninsured,6.2,2000-202,2.0,Under 18 years,0.0,12.6,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,87.0,"Percent of children, crude",1,Health insurance stautus at the time of interview,6.0,Uninsured,6.2,2003-w2005,3.0,Under 18 years,0.0,13.5,0.7,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,62.0,"Percent of children, crude",1,Health insurance status at the tixme of interview,6.0,Uninsured,6.2,2x006-2008,4.0,Under 18 years,0.0,12.4,0.8,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,98.0,"Percent of children, crude",1,Health insurance status at the time o finterview,6.0,Uninsured,6.2,2007-2w009,5.0,Under 18 years,0.0,13.9,1.0,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,22.0,"Percent of children, crude",1,Health insurance status at thet ime of interview,6.0,Uninsured,6.2,2008-2010,35.0,Under 18 years,0.0,14.1,0.9,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,29.0,"Percent of children, crude",1,Health insuyrance status at the time of interview,6.0,Uninsured,6.2,2009-2011,37.0,Under 18 years,0.0,15.0,0.9,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,90.0,"Percent of children, crude",1,Health insurahnce status at the time of interview,6.0,Uninsured,6.2,2010-2012,49.0,Under 18 years,0.0,14.3,0.8,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,20.0,"Percent of children, crude",1,Health isurance status at the time of interview,6.0,Uninsured,6.2,2011-2013,59.0,Under 18 years,0.0,14.1,0.9,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,51.0,"Percent of children, crude",1,Health insurance status atthe time of interview,6.0,Uninsured,6.2,2012-2014,97.0,Under 18 years,0.0,14.8,0.9,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,80.0,"Percent of children, crude",1,Health insurance status at the time of intreview,6.0,Uninsured,6.2,2013-2015,27.0,Under 18 years,0.0,14.1,1.0,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,12.0,"Percent of children, crude",1,Health insurance status at the tie of interview,6.0,Uninsured,6.2,2014-2016,12.0,Under 18 years,0.0,13.1,1.0,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,71.0,"Percent of children, crude",1,Health insurance status at the time of interaview,6.0,Uninsured,6.2,2015-2017,13.0,Under 18 years,0.0,11.0,0.9,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,103.0,"Percent of children, crude",1,Health insurance status t the time of interview,6.0,Uninsured,6.2,2016-2018,14.0,Under 18 years,0.0,12.8,1.1,*
Health conditions among children under age 18,Ear infections among persons under 18 years,8.0,"Percent of children, crude",1,Totpal,0.0,Under 18 years,100.0,l1997-1999,1.0,Under 18 years,0.0,7.1,0.2,*
Health conditions among children under age 18,Ear infections among persons under 18 years,8.0,"Percent of children, crude",1,Totla,0.0,Under 18 years,11.0,2000-2002***,2.0,Under 18 years,0.0,6.7,0.2,*
Health conditions among children under age 18,Ear infections among persons under 18 years,8.0,"Percent of children, crude",1,Toal,0.0,Under 18 years,53.0,200-2005,3.0,Under 18 years,0.0,5.8,0.1,*
Health conditions among children under age 18,Ear infections among persons under 18 years,8.0,"Percent of children, crude",1,Totqal,18.0,Under 18 yers,0.0,0206-2008,4.0,Under 1 years,0.0,5.5,0.2,*
Health conditions among children under age 18,Ear ainfections among persons under 18 years,8.0,"Percent of children, crude",1,Tootal,0.0,Under 18 years,98.0,2007-209,5.0,Under 18 years,0.0,5.5,0.2,*
Health conditions among children under age 18,Ear infections among eprsons under 18 years,8.0,"Percent of children, crude",1,Totla,0.0,Under 18 years,32.0,2008-2010,68.0,Under 18 years,0.0,5.7,0.2,*
Health conditions among children under age 18,Ear infections among persons under 18 years,8.0,"Percent of children, crude",1,Tuotal,0.0,Under 18 years,7.0,2009-2011,80.0,Under 18 years,0.0,5.6,0.2,*
Health conditions among children under age 18,Ear infections among persons unvder 18 years,8.0,"Percent of children, crude",1,Totaal,0.0,Under 18 years,51.0,2010-2012,35.0,Under 18 years,0.0,5.6,0.2,*
Health conditions among children under age 18,Ear infections among persons undre 18 years,8.0,"Percent of children, crude",1,Toal,0.0,Under 18 years,35.0,2011-2013,56.0,Under 18 years,0.0,5.6,0.1,*
Health conditions among children under age 18,Ear infections amng persons under 18 years,8.0,"Percent of children, crude",1,oTtal,0.0,Under 18 years,40.0,2012-2014,84.0,Under 18 years,0.0,5.2,0.1,*
Health conditions among children under age 18,Ear infections among persons under 18 years,8.0,"Percent of children, crude",1,Totapl,0.0,Under 18 years,35.0,2013-2015,26.0,Under 18 years,0.0,5.0,0.2,*
Health conditions among children under age 18,Ear inections among persons under 18 years,8.0,"Percent of children, crude",1,Ttoal,0.0,Under 18 years,52.0,2014-2016,12.0,Under 18 years,0.0,4.6,0.2,*
Health conditions among children under age 18,Ear infections amongpersons under 18 years,8.0,"Percent of children, crude",1,oTtal,0.0,Under 18 years,57.0,2015-2017,13.0,Under 18 years,0.0,4.4,0.1,*
Health conditions among children under age 18,Ear infections amongpersons under 18 years,8.0,"Percent of children, crude",1,Totla,0.0,Under 18 years,18.0,2016-2018,14.0,Under 18 years,0.0,4.4,0.2,*
Health conditions among children under age 18,Ear infections among persons under1 8 years,8.0,"Percent of children, crude",1,Age,33.0,0-4 years,75.1,c1997-1999,1.0,0-4 ysears,1.0,13.7,0.4,*
Health conditions among children under age 18,Ear infections among persons under 18 years,8.0,"Percent of children, crude",1,nAge,25.0,0-4 years,20.1,2t000-2002,2.0,0-4w years,1.0,12.8,0.4,*
Health conditions among children under age 18,Ear infections among persons under 1 years,8.0,"Percent of children, crude",1,nAge,67.0,0-4 years,54.1,200-2005,3.0,0-4years,1.0,11.0,0.4,*
Health conditions among children under age 18,Ear infections among pesons under 18 years,8.0,"Percent of children, crude",1,ge,78.0,0-4 years,66.1,2006-20x08,4.0,-04 years,1.0,10.4,0.4,*
Health conditions among children under age 18,Ear infections among persons uner 18 years,8.0,"Percent of children, crude",1,Adge,46.0,0-4 years,46.1,2007-2m009,5.0,0-4 yaers,1.0,10.5,0.4,*
Health conditions among children under age 18,Ear infecions among persons under 18 years,8.0,"Percent of children, crude",1,rAge,33.0,0-4 years,69.1,2008-2010,6.0,0-4 yars,1.0,11.0,0.5,*
Health conditions among children under age 18,Ear inafections among persons under 18 years,8.0,"Percent of children, crude",1,Aeg,74.0,0-4 years,70.1,2009-2011,49.0,-4 years,1.0,10.4,0.4,*
Health conditions among children under age 18,Ear infecdtions among persons under 18 years,8.0,"Percent of children, crude",1,Aeg,2.0,0-4 years,58.1,2010-2012,17.0,0- 4years,1.0,10.5,0.4,*
Health conditions among children under age 18,Ear infections among persons under 18 yeras,8.0,"Percent of children, crude",1,Acge,42.0,0-4 years,27.1,2011-2013,18.0,-4 years,1.0,10.2,0.4,*
Health conditions among children under age 18,Ear nifections among persons under 18 years,8.0,"Percent of children, crude",1,nAge,6.0,0-4 years,10.1,2012-2014,15.0,0-4 yers,1.0,9.7,0.4,*
Health conditions among children under age 18,Ear infection among persons under 18 years,8.0,"Percent of children, crude",1,ge,5.0,0-4 years,83.1,2013-2015,107.0,0-4 yealrs,1.0,9.2,0.4,*
Health conditions among children under age 18,Ear ifections among persons under 18 years,8.0,"Percent of children, crude",1,Ague,32.0,0-4 years,6.1,2014-2016,12.0,04 years,1.0,8.9,0.4,*
Health conditions among children under age 18,Ear infections among persons under 18 yars,8.0,"Percent of children, crude",1,tAge,49.0,0-4 years,33.1,2015-2017,13.0,-4 years,1.0,8.5,0.4,*
Health conditions among children under age 18,Ear infections among persosn under 18 years,8.0,"Percent of children, crude",1,ge,24.0,0-4 years,89.1,2016-2018,14.0,0-i4 years,1.0,8.6,0.4,*
Health conditions among children under age 18,Ear infections among persons under 18q years,8.0,"Percent of children, crude",1,Ayge,100.0,5-17 years,25.2,1997-1999,1.0,5-17 ears,2.0,4.8,0.2,*
Health conditions among children under age 18,Ear infections among personsu nder 18 years,8.0,"Percent of children, crude",1,ge,59.0,5-17 years,73.2,2000-202,2.0,5-17 yeas,2.0,4.5,0.1,*
Health conditions among children under age 18,Ear infections among persons under 18 yeras,8.0,"Percent of children, crude",1,Ange,82.0,5-17 years,46.2,2003-2050,3.0,-17 years,2.0,3.8,0.1,*
Health conditions among children under age 18,Ear infections among persons under 18 years,8.0,"Percent of children, crude",1,mAge,61.0,5-17 years,27.2,006-2008,4.0,5-17 yeasr,2.0,3.6,0.2,*
Health conditions among children under age 18,Earinfections among persons under 18 years,8.0,"Percent of children, crude",1,Ae,47.0,5-17 years,2.2,2007-20u09,5.0,5-1 7years,2.0,3.5,0.2,*
Health conditions among children under age 18,Ear infections uamong persons under 18 years,8.0,"Percent of children, crude",1,Aeg,14.0,5-17 years,74.2,2008-2010,70.0,5-17 yeabrs,2.0,3.5,0.2,*
Health conditions among children under age 18,Ear infections among persons under 18 yfears,8.0,"Percent of children, crude",1,Ae,42.0,5-17 years,40.2,2009-2011,105.0,5-17j years,2.0,3.7,0.2,*
Health conditions among children under age 18,Ear infections among persons under y18 years,8.0,"Percent of children, crude",1,Aeg,16.0,5-17 years,93.2,2010-2012,36.0,51-7 years,2.0,3.7,0.1,*
Health conditions among children under age 18,Ear infections awmong persons under 18 years,8.0,"Percent of children, crude",1,gAe,32.0,5-17 years,3.2,2011-2013,78.0,517 years,2.0,3.9,0.1,*
Health conditions among children under age 18,Ear infections among persns under 18 years,8.0,"Percent of children, crude",1,cAge,1.0,5-17 years,50.2,2012-2014,79.0,5-x17 years,2.0,3.6,0.1,*
Health conditions among children under age 18,Ear infections among persos under 18 years,8.0,"Percent of children, crude",1,Agve,82.0,5-17 years,18.2,2013-2015,99.0,5-17 yars,2.0,3.4,0.1,*
Health conditions among children under age 18,Ear infections among persons under 1 years,8.0,"Percent of children, crude",1,Age,69.0,5-17 years,92.2,2014-2016,12.0,5-71 years,2.0,3.1,0.1,*
Health conditions among children under age 18,Ear infections among persons under18 years,8.0,"Percent of children, crude",1,Aeg,32.0,5-17 years,87.2,2015-2017,13.0,5-17l years,2.0,2.9,0.1,*
Health conditions among children under age 18,Ear infections among persnos under 18 years,8.0,"Percent of children, crude",1,ge,19.0,5-17 years,81.2,2016-2018,14.0,5-71 years,2.0,2.9,0.2,*
Health conditions among children under age 18,Ear infections among persons under 1 8years,8.0,"Percent of children, crude",1,ge,45.0,5-9 years,12.21,1997-t1999,1.0,5-9 years,2.1,7.1,0.3,*
Health conditions among children under age 18,Ear infections camong persons under 18 years,8.0,"Percent of children, crude",1,ge,27.0,5-9 years,54.21,20002002,2.0,59- years,2.1,6.9,0.3,*
Health conditions among children under age 18,Ear infections among persons under 18y ears,8.0,"Percent of children, crude",1,Aeg,67.0,5-9 years,76.21,2030-2005,3.0,5-9y ears,2.1,5.7,0.3,*
Health conditions among children under age 18,Ear infectionfs among persons under 18 years,8.0,"Percent of children, crude",1,ge,26.0,5-9 years,99.21,2w006-2008,4.0,-59 years,2.1,5.8,0.4,*
Health conditions among children under age 18,Ear nfections among persons under 18 years,8.0,"Percent of children, crude",1,Agme,45.0,5-9 years,1.21,207-2009,5.0,5-p9 years,2.1,5.6,0.4,*
Health conditions among children under age 18,Ear infectins among persons under 18 years,8.0,"Percent of children, crude",1,Aeg,56.0,5-9 years,1.21,2008-2010,44.0,5-9 yearhs,2.1,5.8,0.4,*
Health conditions among children under age 18,Ear infections among persons unedr 18 years,8.0,"Percent of children, crude",1,cAge,50.0,5-9 years,44.21,2009-2011,20.0,5-9 years,2.1,6.0,0.3,*
Health conditions among children under age 18,Era infections among persons under 18 years,8.0,"Percent of children, crude",1,Aeg,11.0,5-9 years,92.21,2010-2012,91.0,5-9 ears,2.1,6.0,0.3,*
Health conditions among children under age 18,Ear infections among persons under r18 years,8.0,"Percent of children, crude",1,Agre,54.0,5-9 years,72.21,2011-2013,63.0,5-9v years,2.1,6.1,0.3,*
Health conditions among children under age 18,Ear infections among persons under 18 yearns,8.0,"Percent of children, crude",1,Agpe,87.0,5-9 years,40.21,2012-2014,46.0,-9 years,2.1,5.7,0.3,*
Health conditions among children under age 18,Ear infections agmong persons under 18 years,8.0,"Percent of children, crude",1,ge,62.0,5-9 years,70.21,2013-2015,61.0,5-9 yars,2.1,5.2,0.3,*
Health conditions among children under age 18,Ear infections among persons udner 18 years,8.0,"Percent of children, crude",1,Age,67.0,5-9 years,74.21,2014-2016,12.0,59 years,2.1,4.4,0.3,*
Health conditions among children under age 18,Ear infections among persons udner 18 years,8.0,"Percent of children, crude",1,Aeg,1.0,5-9 years,19.21,2015-2017,13.0,5-9t years,2.1,4.1,0.2,*
Health conditions among children under age 18,Ear infections among ipersons under 18 years,8.0,"Percent of children, crude",1,Atge,60.0,5-9 years,30.21,2016-2018,14.0,5-9 yeras,2.1,4.3,0.3,*
Health conditions among children under age 18,Ear infections among persons under 18 years,21.0,"Percent of children, crude",1,ge,72.0,10-17 years,17.22,199-1999,1.0,10-71 years,2.2,3.2,0.2,*
Health conditions among children under age 18,Ear ifnections among persons under 18 years,8.0,"Percent of children, crude",1,Aeg,92.0,10-17 years,85.22,200-02002,2.0,10-17y ears,2.2,2.9,0.1,*
Health conditions among children under age 18,Ear infections among persons under 18 years,106.0,"Percent of children, crude",1,ge,61.0,10-17 years,55.22,203-2005,3.0,10-17 yeaars,2.2,2.7,0.2,*
Health conditions among children under age 18,Ear infections among persons under 81 years,8.0,"Percent of children, crude",1,Ayge,101.0,10-17 years,1.22,20j06-2008,4.0,10-17 yqears,2.2,2.3,0.2,*
Health conditions among children under age 18,Ear infections among persons under 18 years,8.0,"Percent of children, crude",1,Aeg,84.0,10-17 years,59.22,0207-2009,5.0,10-17 yaers,2.2,2.2,0.2,*
Health conditions among children under age 18,Ear infections among pesons under 18 years,8.0,"Percent of children, crude",1,Aeg,47.0,10-17 years,88.22,200r8-2010,6.0,10-17 yars,2.2,2.1,0.1,*
Health conditions among children under age 18,Ear infections among lpersons under 18 years,8.0,"Percent of children, crude",1,ge,76.0,10-17 years,38.22,2009-2011,23.0,10-17 yeas,2.2,2.2,0.1,*
