expense_type,transaction_date,security_operation,latitude,longitude,employee_gender,employee_age_range,selfdefined_ethnicity,officially_recorded_ethnicity,regulation,search_target,resultof_search
Fuel,2022-06-25T14:30:00+00:00,False,51.582939,-0.22703,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2023-08-15T09:30:00+00:00,False,51.454372,-0.116725,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2023-09-21T10:30:00+00:00,False,51.518181,-0.119946,Male,over 34,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Travel,2022-07-15T10:30:00+00:00,False,51.462273,0.038849,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-11-15T08:30:00+00:00,False,51.337635,-0.115943,Male,10-17,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-05-15T14:45:00+00:00,False,51.463953,0.158044,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-07-15T09:45:00+00:00,False,51.463242,-0.111306,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Fuel,2022-05-15T14:30:00+00:00,False,51.532824,0.033536,Male,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2022-05-15T14:45:00+00:00,False,51.477462,-0.17391,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-07-15T09:30:00+00:00,False,51.378096,-0.101651,Male,10-17,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-11-15T08:30:00+00:00,False,51.542422,0.148862,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-08-21T14:45:00+00:00,False,51.45825,-0.013297,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-14T13:25:00+00:00,False,51.466474,-0.161333,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-08-21T14:45:00+00:00,False,51.534469,0.078698,Male,18-24,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Travel,2023-09-21T10:30:00+00:00,False,51.395865,0.09975,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2022-11-10T09:30:00+00:00,False,51.565051,-0.125054,Male,10-17,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-04-12T14:20:00+00:00,False,51.511749,-0.013939,Male,over 34,White - Any other White background,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Prosecution
Travel,2020-07-15T09:45:00+01:00,False,51.399954,0.016969,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2020-07-11T09:30:00+00:00,False,51.493521,-0.100216,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2022-01-15T10:00:00+00:00,False,51.554335,0.004202,Male,over 34,Asian/Asian British - Chinese,Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Conviction
Travel,2023-08-15T09:30:00+00:00,False,51.463466,-0.102866,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-04-28T09:45:00+00:00,False,51.521765,-0.02231,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2020-07-14T13:30:00+00:00,False,51.461004,-0.115876,Female,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-07-21T14:45:00+00:00,False,51.597143,-0.263411,Male,25-34,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2022-05-15T10:30:00+00:00,False,51.489033,0.076947,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-05-10T18:45:00+00:00,False,51.463466,-0.102866,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-15T14:45:00+00:00,False,51.558988,-0.250049,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-11-10T09:30:00+00:00,False,51.463466,-0.102866,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Prosecution
Fuel,2022-04-24T10:15:00+00:00,False,51.45311,-0.378137,Male,25-34,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Fine Receipt
Fuel,2022-04-12T14:20:00+00:00,False,51.50343,-0.079732,Male,18-24,Mixed/Multiple ethnic groups - White and Black African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-01-15T10:00:00+00:00,False,51.548628,0.071338,Male,18-24,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Fuel,2022-05-10T14:30:00+00:00,False,51.532539,0.054517,Male,over 34,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Discovery
Travel,2020-07-15T09:45:00+01:00,False,51.49853,-0.113047,Female,25-34,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Discovery
Travel,2022-05-14T13:25:00+00:00,False,51.447041,-0.116019,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-10T18:45:00+00:00,False,51.539189,-0.142008,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-08-15T10:20:00+00:00,False,51.499062,-0.096989,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-08-15T10:20:00+00:00,False,51.616464,-0.084571,Male,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Travel,2022-11-10T09:30:00+00:00,False,51.488644,-0.349538,Male,10-17,Asian/Asian British - Indian,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2023-09-21T10:30:00+00:00,False,51.52654,-0.100139,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Travel,2022-05-15T14:30:00+00:00,False,51.587683,-0.0821,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Fuel,2022-04-14T11:30:00+00:00,False,51.577076,-0.239526,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-01-15T14:00:00+00:00,False,51.359182,-0.124941,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Travel,2022-05-15T14:30:00+00:00,False,51.534406,-0.116177,Male,18-24,Other ethnic group - Not stated,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Travel,2022-06-25T14:30:00+00:00,False,51.560573,-0.253263,Male,over 34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-11-15T08:30:00+00:00,False,51.489485,0.117504,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-05-15T14:30:00+00:00,False,51.497135,-0.242031,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Discovery
Travel,2022-04-12T14:20:00+00:00,False,51.33598,0.029881,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-08-21T14:45:00+00:00,False,51.511456,-0.1307,Female,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-04-14T11:30:00+00:00,False,51.490508,-0.07483,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Discovery
Travel,2022-08-15T10:20:00+00:00,False,51.52815,-0.331329,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2020-07-15T09:45:00+01:00,False,51.373426,-0.109229,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-04-14T11:30:00+00:00,False,51.378532,-0.108559,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-04-12T14:20:00+00:00,False,51.398736,0.018799,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-08-15T10:20:00+00:00,False,51.5005,-0.009212,Male,18-24,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-11-10T09:30:00+00:00,False,51.466273,-0.077564,Male,25-34,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-08-21T14:45:00+00:00,False,51.569995,-0.123235,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-07-21T14:45:00+00:00,False,51.569142,0.081924,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-11-10T09:30:00+00:00,False,51.567898,-0.133277,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Travel,2022-11-15T08:30:00+00:00,False,51.38442,-0.109006,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-05-10T18:45:00+00:00,False,51.541559,-0.227168,Female,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-05-15T14:45:00+00:00,False,51.595813,0.021794,Male,18-24,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-07-15T08:45:00+00:00,False,51.378427,-0.102657,Male,18-24,Other ethnic group - Not stated,White,Criminal Justice and Public Order Act 1994 (section 60),Anything to threaten or harm anyone,Prosecution
Fuel,2022-07-15T08:45:00+00:00,False,51.367255,0.041938,Male,over 34,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-11-15T08:30:00+00:00,False,51.558159,-0.008051,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-06-25T14:30:00+00:00,False,51.463466,-0.102866,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-07-15T09:45:00+00:00,False,51.538565,0.006177,Male,over 34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-04-28T09:45:00+00:00,False,51.599585,-0.251088,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Fine Receipt
Travel,2022-11-15T08:30:00+00:00,False,51.49225,0.051005,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-05-15T10:30:00+00:00,False,51.643445,-0.255023,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-07-21T14:45:00+00:00,False,51.487341,-0.099004,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2020-07-11T09:30:00+00:00,False,51.60134,0.210545,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-11-15T08:30:00+00:00,False,51.349371,-0.19364,Male,18-24,White - Any other White background,Other,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Discovery
Travel,2022-05-15T10:30:00+00:00,False,51.504562,-0.420186,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-04-28T09:45:00+00:00,False,51.513539,-0.065601,Male,over 34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-07-15T09:30:00+00:00,False,51.516984,-0.068395,Male,25-34,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Hotel,2020-05-15T08:30:00+00:00,False,51.523661,-0.181172,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-01-15T08:45:00+00:00,False,51.530075,-0.295721,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2023-09-21T10:30:00+00:00,False,51.431387,-0.235752,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-01-15T10:00:00+00:00,False,51.549497,0.044333,Male,25-34,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Travel,2022-07-15T09:45:00+00:00,False,51.535421,-0.068495,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Travel,2023-08-15T09:30:00+00:00,False,51.463466,-0.102866,Male,25-34,Mixed/Multiple ethnic groups - Any other Mixed/Multiple ethnic background,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Travel,2022-01-15T10:00:00+00:00,False,51.521147,-0.194202,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-11-15T08:30:00+00:00,False,51.465733,-0.116315,Male,over 34,Black/African/Caribbean/Black British - African,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-07-15T08:45:00+00:00,False,51.529141,-0.122017,Female,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-10T14:30:00+00:00,False,51.516742,-0.373125,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2020-05-15T08:30:00+00:00,False,51.602585,-0.000259,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-04-28T09:45:00+00:00,False,51.410109,0.026231,Male,25-34,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-15T14:45:00+00:00,False,51.508708,-0.123074,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-15T14:30:00+00:00,False,51.536461,-0.249413,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-06-25T14:30:00+00:00,False,51.529101,-0.211577,Male,18-24,Other ethnic group - Not stated,Other,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-04-14T11:30:00+00:00,False,51.425755,-0.171656,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-08-21T14:45:00+00:00,False,51.456725,0.150549,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2022-01-15T08:45:00+00:00,False,51.517199,-0.172739,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-15T10:30:00+00:00,False,51.441119,-0.064921,Male,10-17,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-08-21T14:45:00+00:00,False,51.577576,-0.084878,Female,over 34,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-04-24T10:15:00+00:00,False,51.546371,-0.076007,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Discovery
Fuel,2022-06-25T14:30:00+00:00,False,51.528433,-0.027399,Male,18-24,Asian/Asian British - Bangladeshi,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-08-21T14:45:00+00:00,False,51.567662,-0.061082,Male,18-24,Black/African/Caribbean/Black British - Caribbean,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Fine Receipt
Travel,2022-05-15T14:45:00+00:00,False,51.529003,-0.445103,Male,18-24,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-11-10T09:30:00+00:00,False,51.549497,0.044333,Male,18-24,Other ethnic group - Not stated,Asian,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Prosecution
Travel,2022-05-15T14:45:00+00:00,False,51.502791,-0.116905,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-15T14:45:00+00:00,False,51.575412,0.056825,Male,18-24,Asian/Asian British - Any other Asian background,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-06-25T14:30:00+00:00,False,51.558994,0.070987,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Fine Receipt
Travel,2022-05-14T13:25:00+00:00,False,51.517666,0.012998,Female,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-05-15T14:45:00+00:00,False,51.494753,0.121119,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2020-07-15T09:45:00+01:00,False,51.653611,-0.089525,Male,10-17,Mixed/Multiple ethnic groups - White and Black African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-10T18:45:00+00:00,False,51.463466,-0.102866,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-07-15T10:30:00+00:00,False,51.516832,0.014936,Male,over 34,Black/African/Caribbean/Black British - Caribbean,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-01-15T10:00:00+00:00,False,51.564335,-0.132023,Male,over 34,White - Irish,White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Discovery
Travel,2022-04-28T09:45:00+00:00,False,51.407614,-0.010244,Male,10-17,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Fuel,2022-07-15T09:45:00+00:00,False,51.463466,-0.102866,Male,25-34,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Fine Receipt
Travel,2022-07-23T14:30:00+00:00,False,51.613052,0.121184,Male,10-17,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-01-15T14:00:00+00:00,False,51.542028,-0.488815,Male,over 34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2023-09-21T10:30:00+00:00,False,51.494542,-0.083952,Male,18-24,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Prosecution
Travel,2022-01-15T10:00:00+00:00,False,51.492519,-0.200333,Male,18-24,Other ethnic group - Not stated,Other,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-05-15T14:45:00+00:00,False,51.565742,0.124623,Male,18-24,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Prosecution
Travel,2022-08-21T14:45:00+00:00,False,51.464036,-0.177397,Male,18-24,Black/African/Caribbean/Black British - Any other Black/African/Caribbean background,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2023-09-21T10:30:00+00:00,False,51.49756,0.153609,Male,25-34,Other ethnic group - Any other ethnic group,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2022-01-15T14:00:00+00:00,False,51.463466,-0.102866,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-07-23T14:30:00+00:00,False,51.479184,0.180078,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Discovery
Travel,2022-05-14T13:25:00+00:00,False,51.4638,-0.014452,Male,10-17,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-07-15T08:45:00+00:00,False,51.49564,-0.202745,Male,over 34,Mixed/Multiple ethnic groups - White and Black Caribbean,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2022-07-15T10:30:00+00:00,False,51.463466,-0.102866,Male,10-17,White - Any other White background,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Prosecution
Travel,2022-07-15T09:30:00+00:00,False,51.494753,0.121119,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-08-15T10:20:00+00:00,False,51.409301,-0.121769,Male,25-34,Other ethnic group - Not stated,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Fine Receipt
Travel,2022-06-25T14:30:00+00:00,False,51.560028,-0.063283,Male,18-24,Other ethnic group - Not stated,Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Conviction
Fuel,2022-05-15T10:30:00+00:00,False,51.538543,-0.000429,Male,over 34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Fuel,2022-01-15T10:00:00+00:00,False,51.434164,-0.012025,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Fuel,2022-05-14T13:25:00+00:00,False,51.463466,-0.102866,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Travel,2022-08-21T14:45:00+00:00,False,51.517558,-0.028287,Male,over 34,Asian/Asian British - Bangladeshi,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Discovery
Travel,2022-05-10T14:30:00+00:00,False,51.618717,-0.344491,Male,25-34,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
Travel,2022-07-15T09:30:00+00:00,False,51.434956,-0.393268,Male,18-24,White - English/Welsh/Scottish/Northern Irish/British,White,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Investigation report
Fuel,2022-04-28T09:45:00+00:00,False,51.427454,-0.152672,Male,25-34,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Discovery
Travel,2022-05-10T18:45:00+00:00,False,51.448103,0.118812,Male,10-17,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Hotel,2022-07-23T14:30:00+00:00,False,51.532989,-0.07373,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Travel,2020-07-15T09:45:00+01:00,False,51.544069,-0.483224,Male,25-34,White - English/Welsh/Scottish/Northern Irish/British,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-05-10T18:45:00+00:00,False,51.500288,-0.065312,Male,18-24,Other ethnic group - Not stated,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2022-01-15T14:00:00+00:00,False,51.388663,-0.120099,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Prosecution
Fuel,2022-04-24T10:15:00+00:00,False,51.536545,0.021157,Male,18-24,Asian/Asian British - Pakistani,Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-05-15T10:30:00+00:00,False,51.472297,-0.093495,Male,10-17,Black/African/Caribbean/Black British - African,Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Prosecution
Travel,2022-01-15T08:45:00+00:00,False,51.42635,-0.136304,Male,18-24,Other ethnic group - Not stated,Black,Police and Criminal Evidence Act 1984 (section 1),Evidence of offences under the Act,Prosecution
Travel,2022-11-10T09:30:00+00:00,False,51.542281,-0.254381,Male,18-24,Black/African/Caribbean/Black British - African,Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Prosecution
Fuel,2020-07-15T09:45:00+01:00,False,51.544384,0.085005,Male,25-34,White - Any other White background,White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Investigation report
