indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,89.0,"Percent of children, crude",1,otal,0.0,Under 18 years,3.0,2016-2018,14.0,Under 18 years,0.0,14.7,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,65.0,"Percent of children, crude",1,Agte,1.0,0-4 years,74.1,1997-1999***,1.0,0-4 yeas,1.0,10.7,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,ge,63.0,0-4 years,12.1,0200-2002,2.0,-4 years,1.0,10.4,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,9.0,"Percent of children, crude",1,gAe,60.0,0-4 years,97.1,200-2005,3.0,04 years,1.0,10.1,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,9.0,"Percent of children, crude",1,ge,33.0,0-4 years,10.1,2006-208,4.0,0-4 yers,1.0,10.5,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,64.0,"Percent of children, crude",1,Ae,8.0,0-4 years,69.1,2007-2090,5.0,0-4y ears,1.0,10.1,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,11.0,"Percent of children, crude",1,gAe,46.0,0-4 years,1.1,2008-2010,6.0,0-4y ears,1.0,10.6,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,8.0,"Percent of children, crude",1,Ae,98.0,0-4 years,27.1,2009-2011,45.0,0-4w years,1.0,10.8,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,103.0,"Percent of children, crude",1,gAe,38.0,0-4 years,27.1,2010-2012,58.0,0-4 yeas,1.0,11.0,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,46.0,"Percent of children, crude",1,Aeg,73.0,0-4 years,1.1,2011-2013,42.0,0-4 yeabrs,1.0,10.6,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,81.0,"Percent of children, crude",1,tAge,38.0,0-4 years,91.1,2012-2014,68.0,0-4 yers,1.0,9.6,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Age,95.0,0-4 years,86.1,2013-2015,54.0,04 years,1.0,9.1,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,17.0,"Percent of children, crude",1,ge,33.0,0-4 years,55.1,2014-2016,12.0,-4 years,1.0,8.7,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,8.0,"Percent of children, crude",1,Alge,29.0,0-4 years,31.1,2015-2017,13.0,0-x4 years,1.0,8.6,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,54.0,"Percent of children, crude",1,Aeg,6.0,0-4 years,89.1,2016-2018,14.0,0- 4years,1.0,8.0,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,77.0,"Percent of children, crude",1,Aeg,96.0,5-17 years,77.2,197-1999,1.0,5-17 years,2.0,19.9,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,101.0,"Percent of children, crude",1,Aeg,78.0,5-17 years,40.2,20002002,2.0,5-1 years,2.0,20.3,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,26.0,"Percent of children, crude",1,ge,44.0,5-17 years,68.2,200-2005,3.0,5-17 yeaprs,2.0,20.0,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,56.0,"Percent of children, crude",1,ge,97.0,5-17 years,31.2,006-2008,4.0,5-17 years,2.0,18.9,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,14.0,"Percent of children, crude",1,Aeg,30.0,5-17 years,74.2,2007-w2009,5.0,5-17 yeasr,2.0,19.2,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,21.0,"Percent of children, crude",1,Aeg,59.0,5-17 years,40.2,2008-2010,105.0,5-17 yeasr,2.0,19.6,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,17.0,"Percent of children, crude",1,gAge,63.0,5-17 years,86.2,2009-2011,79.0,5-17 yearss,2.0,19.5,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,52.0,"Percent of children, crude",1,Aeg,94.0,5-17 years,14.2,2010-2012,23.0,51-7 years,2.0,19.1,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,106.0,"Percent of children, crude",1,ge,1.0,5-17 years,94.2,2011-2013,51.0,5-17 years,2.0,18.8,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,ge,44.0,5-17 years,32.2,2012-2014,100.0,n5-17 years,2.0,18.4,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,102.0,"Percent of children, crude",1,ge,71.0,5-17 years,52.2,2013-2015,22.0,5-17 yeas,2.0,18.0,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,101.0,"Percent of children, crude",1,gAe,43.0,5-17 years,87.2,2014-2016,12.0,5-17 ears,2.0,17.5,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,55.0,"Percent of children, crude",1,Asge,26.0,5-17 years,85.2,2015-2017,13.0,5-17 yeas,2.0,17.6,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,61.0,"Percent of children, crude",1,ge,65.0,5-17 years,10.2,2016-2018,14.0,5-17 years,2.0,17.2,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,27.0,"Percent of children, crude",1,Aeg,62.0,5-9 years,99.21,1997-1999***,1.0,5-9 eyars,2.1,17.3,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,63.0,"Percent of children, crude",1,ge,92.0,5-9 years,68.21,0200-2002,2.0,5-9 yuears,2.1,18.1,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,89.0,"Percent of children, crude",1,Acge,24.0,5-9 years,4.21,003-2005,3.0,5-9 yearcs,2.1,17.9,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,70.0,"Percent of children, crude",1,cAge,46.0,5-9 years,59.21,2006-208,4.0,5-9 years,2.1,17.4,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,uAge,87.0,5-9 years,63.21,200-72009,5.0,5-9 yaers,2.1,17.3,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,73.0,"Percent of children, crude",1,Aeg,92.0,5-9 years,62.21,2008-2010,32.0,5-9 yeasr,2.1,17.8,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,58.0,"Percent of children, crude",1,Ae,73.0,5-9 years,1.21,2009-2011,91.0,-9 years,2.1,17.4,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,76.0,"Percent of children, crude",1,Age,28.0,5-9 years,60.21,2010-2012,77.0,5-9 ears,2.1,16.7,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,34.0,"Percent of children, crude",1,Amge,19.0,5-9 years,33.21,2011-2013,46.0,5-9 yeras,2.1,16.6,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,82.0,"Percent of children, crude",1,Ae,44.0,5-9 years,92.21,2012-2014,98.0,5-9years,2.1,16.7,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,93.0,"Percent of children, crude",1,Aeg,8.0,5-9 years,14.21,2013-2015,102.0,5- 9years,2.1,16.7,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,75.0,"Percent of children, crude",1,Ae,5.0,5-9 years,61.21,2014-2016,12.0,5-9 yars,2.1,16.0,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,56.0,"Percent of children, crude",1,Ae,77.0,5-9 years,51.21,2015-2017,13.0,59- years,2.1,15.5,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,48.0,"Percent of children, crude",1,ge,5.0,5-9 years,73.21,2016-2018,14.0,5-9 yepars,2.1,14.8,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,49.0,"Percent of children, crude",1,Agge,10.0,10-17 years,19.22,199-1999,1.0,10-g17 years,2.2,21.6,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,82.0,"Percent of children, crude",1,Aeg,1.0,10-17 years,89.22,2000-002,2.0,10-71 years,2.2,21.7,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,71.0,"Percent of children, crude",1,gAe,60.0,10-17 years,62.22,200w3-2005,3.0,0-17 years,2.2,21.2,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,47.0,"Percent of children, crude",1,Agse,84.0,10-17 years,49.22,200r6-2008,4.0,10-17 ears,2.2,19.7,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,93.0,"Percent of children, crude",1,Ae,9.0,10-17 years,69.22,2007-2090,5.0,10-17 eyars,2.2,20.4,0.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,59.0,"Percent of children, crude",1,ge,66.0,10-17 years,8.22,2008-2010,84.0,10-17 yers,2.2,20.7,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,104.0,"Percent of children, crude",1,Agoe,18.0,10-17 years,93.22,2009-2011,95.0,d10-17 years,2.2,20.8,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,99.0,"Percent of children, crude",1,Agie,79.0,10-17 years,63.22,2010-2012,64.0,10-17 kyears,2.2,20.6,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,53.0,"Percent of children, crude",1,gAe,90.0,10-17 years,4.22,2011-2013,17.0,10-17 yars,2.2,20.2,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,24.0,"Percent of children, crude",1,Agye,97.0,10-17 years,65.22,2012-2014,67.0,10-17 yaers,2.2,19.4,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,90.0,"Percent of children, crude",1,Agxe,30.0,10-17 years,94.22,2013-2015,83.0,10-17 years,2.2,18.9,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,50.0,"Percent of children, crude",1,sAge,90.0,10-17 years,72.22,2014-2016,95.0,10-17years,2.2,18.5,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,57.0,"Percent of children, crude",1,Ae,32.0,10-17 years,31.22,2015-2017,13.0,10-17 ears,2.2,18.9,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,53.0,"Percent of children, crude",1,Agke,22.0,10-17 years,25.22,2016-2018,14.0,1-017 years,2.2,18.7,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,26.0,"Percent of children, crude",1,lSex,2.0,Male,5.1,1997-1999***,1.0,Under 18 years,0.0,18.6,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,28.0,"Percent of children, crude",1,ex,2.0,Male,26.1,200-2002,2.0,Under 18 years,0.0,18.8,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,11.0,"Percent of children, crude",1,Snex,2.0,Male,9.1,20032-005,3.0,Under 18 years,0.0,18.9,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,47.0,"Percent of children, crude",1,Sxe,100.0,Mael,2.1,20n06-2008,4.0,Under 18 yedars,0.0,17.9,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,17.0,"Percent of children, crude",1,eSx,2.0,Male,93.1,2007-2009***,5.0,Under 18 years,0.0,18.1,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,94.0,"Percent of children, crude",1,Sxe,2.0,Male,28.1,2008-2010,54.0,Under 18 years,0.0,18.7,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,106.0,"Percent of children, crude",1,Sefx,2.0,Male,92.1,2009-2011,87.0,Under 18 years,0.0,18.4,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Secx,2.0,Male,6.1,2010-2012,61.0,Under 18 years,0.0,18.3,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Sx,42.0,Mael,2.1,2011-2013,14.0,Under 18 ywears,0.0,17.8,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Sxe,2.0,Male,51.1,2012-2014,93.0,Under 18 years,0.0,17.7,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,46.0,"Percent of children, crude",1,Sxe,2.0,Male,47.1,2013-2015,109.0,Under 18 years,0.0,17.3,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,40.0,"Percent of children, crude",1,Sxe,2.0,Male,68.1,2014-2016,89.0,Under 18 years,0.0,16.8,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,50.0,"Percent of children, crude",1,Sex,87.0,nMale,2.1,2015-2017,13.0,Underq 18 years,0.0,16.9,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,99.0,"Percent of children, crude",1,eSx,2.0,Male,8.1,2016-2018,14.0,Under 18 years,0.0,16.3,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,79.0,"Percent of children, crude",1,ex,2.0,Female,67.2,1997-1999***,1.0,Under 18 years,0.0,16.3,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,60.0,"Percent of children, crude",1,Sxe,2.0,Female,71.2,2000-s2002,2.0,Under 18 years,0.0,16.5,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,104.0,"Percent of children, crude",1,Sxe,2.0,Female,53.2,2003-205,3.0,Under 18 years,0.0,15.6,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,86.0,"Percent of children, crude",1,Stex,2.0,Female,100.2,2006-208,4.0,Under 18 years,0.0,15.1,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,34.0,"Percent of children, crude",1,Spex,2.0,Female,89.2,007-2009,5.0,Under 18 years,0.0,15.1,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,84.0,"Percent of children, crude",1,ex,2.0,Female,39.2,2008-2010,67.0,Under 18 years,0.0,15.3,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,46.0,"Percent of children, crude",1,Sjex,2.0,Female,79.2,2009-2011,73.0,Under 18 years,0.0,15.6,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,58.0,"Percent of children, crude",1,eSx,2.0,Female,7.2,2010-2012,44.0,Under 18 years,0.0,15.4,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,87.0,"Percent of children, crude",1,ex,2.0,Female,79.2,2011-2013,109.0,Under 18 years,0.0,15.2,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,72.0,"Percent of children, crude",1,lSex,2.0,Female,71.2,2012-2014,56.0,Under 18 years,0.0,14.2,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,67.0,"Percent of children, crude",1,tSex,2.0,Female,15.2,2013-2015,16.0,Under 18 years,0.0,13.9,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,36.0,"Percent of children, crude",1,ex,2.0,Female,72.2,2014-2016,12.0,Under 18 years,0.0,13.4,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,48.0,"Percent of children, crude",1,gSex,2.0,Female,81.2,2015-2017,13.0,Under 18 years,0.0,13.4,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,73.0,"Percent of children, crude",1,Seix,2.0,Female,63.2,2016-2018,14.0,Under 18 years,0.0,13.0,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Raec,3.0,White only,94.1,197-1999,1.0,Under 18 years,0.0,17.9,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,32.0,"Percent of children, crude",1,Raec,3.0,White only,41.1,2000-2002,24.0,Under 18 years,0.0,18.5,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,13.0,"Percent of children, crude",1,Rae,3.0,White only,17.1,2003-005,3.0,Under 18 years,0.0,17.8,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,94.0,"Percent of children, crude",1,oRace,3.0,White only,81.1,200j6-2008,4.0,Under 18 years,0.0,17.1,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,71.0,"Percent of children, crude",1,Rcae,3.0,White only,43.1,200-72009,5.0,Under 18 years,0.0,17.2,0.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,50.0,"Percent of children, crude",1,Rcae,3.0,White only,29.1,2008-2010,72.0,Under 18 years,0.0,17.5,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,107.0,"Percent of children, crude",1,Racse,3.0,White only,73.1,2009-2011,57.0,Under 18 years,0.0,17.3,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,85.0,"Percent of children, crude",1,Racfe,3.0,White only,89.1,2010-2012,11.0,Under 18 years,0.0,17.3,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,80.0,"Percent of children, crude",1,Racee,3.0,White only,59.1,2011-2013,33.0,Under 18 years,0.0,16.8,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,38.0,"Percent of children, crude",1,aRce,3.0,White only,25.1,2012-2014,80.0,Under 18 years,0.0,16.2,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,48.0,"Percent of children, crude",1,Rae,92.0,White only,3.1,2013-2015,78.0,Unde r18 years,0.0,15.7,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,16.0,"Percent of children, crude",1,Racve,3.0,White only,39.1,2014-2016,12.0,Under 18 years,0.0,15.1,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,76.0,"Percent of children, crude",1,Raec,3.0,White only,67.1,2015-2017,13.0,Under 18 years,0.0,15.3,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,41.0,"Percent of children, crude",1,Rafce,3.0,White only,84.1,2016-2018,14.0,Under 18 years,0.0,14.8,0.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,aRce,3.0,Black or African American only,47.2,1997-999,1.0,Under 18 years,0.0,16.2,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,66.0,"Percent of children, crude",1,ace,3.0,Black or African American only,7.2,2000-002,2.0,Undre 18 years,0.0,15.6,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,102.0,"Percent of children, crude",1,Racqe,3.0,Black or African American only,69.2,2003-2050,3.0,Under 18 years,0.0,15.2,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,82.0,"Percent of children, crude",1,Rce,3.0,Black or African American only,30.2,u2006-2008,4.0,Under 18 years,0.0,14.1,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Raec,3.0,Black or African American only,94.2,200y7-2009,5.0,Under 18 yaers,0.0,14.2,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,83.0,"Percent of children, crude",1,uRace,3.0,Black or African American only,102.2,2008-2010,99.0,Under 18 years,0.0,15.2,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,22.0,"Percent of children, crude",1,Rmace,3.0,Black or African American only,58.2,2009-2011,38.0,Under 1n8 years,0.0,15.6,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,24.0,"Percent of children, crude",1,aRce,3.0,Black or African American only,19.2,2010-2012,48.0,Under 18 years,0.0,15.2,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,92.0,"Percent of children, crude",1,Rache,3.0,Black or African American only,28.2,2011-2013,77.0,Under 18 years,0.0,15.4,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,9.0,"Percent of children, crude",1,Raec,3.0,Black or African American only,41.2,2012-2014,71.0,Under 1n8 years,0.0,14.8,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,41.0,"Percent of children, crude",1,Racle,3.0,Black or African American only,26.2,2013-2015,100.0,Under 18 years,0.0,15.1,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,86.0,"Percent of children, crude",1,jRace,3.0,Black or African American only,35.2,2014-2016,88.0,Under 18 years,0.0,14.8,0.6,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,44.0,"Percent of children, crude",1,ace,3.0,Black or African American only,89.2,2015-2017,13.0,Under 18 years,0.0,14.5,0.7,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,37.0,"Percent of children, crude",1,xRace,3.0,Black or African American only,86.2,2016-2018,14.0,Under 18 years,0.0,14.0,0.7,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,27.0,"Percent of children, crude",1,Race,83.0,American Indian or Alaska Native only,72.3,19c97-1999,1.0,Under 18v years,0.0,15.2,2.7,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,32.0,"Percent of children, crude",1,Race,57.0,American Indian or Alaska Native only,99.3,2000-2002***,2.0,Under 18 ywears,0.0,16.4,2.9,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Race,96.0,American Indian or Alaska Native only,4.3,2003q-2005,3.0,Under 18years,0.0,16.5,2.7,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,60.0,"Percent of children, crude",1,Race,99.0,American Indian or Alaska Native only,36.3,2006-2080,4.0,Undr 18 years,0.0,13.9,2.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,95.0,"Percent of children, crude",1,Race,51.0,American Indian or Alaska Native only,72.3,2007-2k009,5.0,Under b18 years,0.0,13.0,2.8,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,25.0,"Percent of children, crude",1,Race,97.0,American Indian or Alaska Native only,78.3,2008-2010,61.0,nUder 18 years,0.0,15.4,3.0,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,95.0,"Percent of children, crude",1,Race,81.0,American Indian or Alaska Native only,40.3,2009-2011,63.0,Underc 18 years,0.0,14.8,2.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,33.0,"Percent of children, crude",1,Race,25.0,American Indian or Alaska Native only,78.3,2010-2012,82.0,Under 18 yeas,0.0,15.8,2.4,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,96.0,"Percent of children, crude",1,Race,10.0,American Indian or Alaska Native only,101.3,2011-2013,27.0,Under 81 years,0.0,14.9,2.2,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,63.0,"Percent of children, crude",1,Race,84.0,American Indian or Alaska Native only,27.3,2012-2014,37.0,Under 18years,0.0,16.1,2.0,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,12.0,"Percent of children, crude",1,Race,45.0,American Indian or Alaska Native only,31.3,2013-2015,104.0,Under 18 yevars,0.0,12.9,1.9,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,13.0,"Percent of children, crude",1,Rcae,3.0,American Indian or Alaska Native only,71.3,2014-2016,12.0,Unde r18 years,0.0,14.5,2.5,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,69.0,"Percent of children, crude",1,Race,43.0,American Indian or Alaska Native only,90.3,2015-2017,13.0,Uner 18 years,0.0,12.1,2.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,27.0,"Percent of children, crude",1,Race,17.0,American Indian or Alaska Native only,78.3,2016-2018,14.0,Under 18years,0.0,9.9,2.1,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,16.0,"Percent of children, crude",1,Race,21.0,Asian only,48.4,199h7-1999,1.0,Under 18 yeas,0.0,15.3,1.3,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,10.0,"Percent of children, crude",1,Race,32.0,Asian only,83.4,200-02002,2.0,Uder 18 years,0.0,12.6,1.2,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,77.0,"Percent of children, crude",1,Race,80.0,Asian only,14.4,200c3-2005,3.0,Unedr 18 years,0.0,11.3,1.1,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,8.0,"Percent of children, crude",1,Race,35.0,Asian only,68.4,2006k-2008,4.0,Under 18 yeas,0.0,13.0,1.1,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,7.0,"Percent of children, crude",1,Race,101.0,Asian only,80.4,007-2009,5.0,Unde r18 years,0.0,13.2,1.1,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,45.0,"Percent of children, crude",1,Racde,54.0,Asian only,3.4,2008-2010,103.0,Undr 18 years,0.0,13.1,1.0,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,73.0,"Percent of children, crude",1,Rcae,35.0,Asian only,3.4,2009-2011,73.0,nUder 18 years,0.0,14.1,1.1,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,34.0,"Percent of children, crude",1,Race,40.0,Asian only,72.4,2010-2012,40.0,Under18 years,0.0,14.2,1.0,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,34.0,"Percent of children, crude",1,Rcae,8.0,Asian only,3.4,2011-2013,95.0,Uner 18 years,0.0,14.1,0.9,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,41.0,"Percent of children, crude",1,Race,80.0,Asian only,79.4,2012-2014,68.0,Under 8 years,0.0,13.4,0.8,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,57.0,"Percent of children, crude",1,Ramce,51.0,Asian only,3.4,2013-2015,35.0,Under 18 cyears,0.0,12.2,0.8,*
Health conditions among children under age 18,Hay fever or respiratory allergy among persons under 18 years,98.0,"Percent of children, crude",1,Rae,3.0,Asian only,3.4,2014-2016,12.0,Under 18 yeawrs,0.0,11.5,0.9,*
