indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured,6.1,2010-2012,8,Under 18 years,0.0,10.2,0.2,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured,6.1,2011-2013,9,Under 18 years,0.0,10.4,0.2,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured,6.1,2012-2014,10,Under 18 years,0.0,10.6,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured,6.1,2013-2015,11,Under 18 years,0.0,10.7,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured,6.1,2014-2016,12,Under 18 years,0.0,10.9,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured,6.1,2015-2017,13,Under 18 years,0.0,11.1,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured,6.1,2016-2018,14,Under 18 years,0.0,11.0,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Private,6.11,1997-1999,1,Under 18 years,0.0,5.9,0.2,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Private,6.11,2000-2002,2,Under 18 years,0.0,7.0,0.2,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Private,6.11,2003-2005,3,Under 18 years,0.0,7.0,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",0,Health insurance status at the time of interview,6,Insured: Private,6.11,2006-2008,4,Under 18 years,0.0,7.3,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",0,Health insurance status at the time of interview,6,Insured: Private,6.11,2007-2009,5,Under 18 years,0.0,7.6,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Private,6.11,2008-2010,6,Under 18 years,0.0,7.7,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Private,6.11,2009-2011,7,Under 18 years,0.0,8.1,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Private,6.11,2010-2012,8,Under 18 years,0.0,8.4,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Private,6.11,2011-2013,9,Under 18 years,0.0,9.0,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Private,6.11,2012-2014,10,Under 18 years,0.0,8.7,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",0,Health insurance status at the time of interview,6,Insured: Private,6.11,2013-2015,11,Under 18 years,0.0,9.1,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Private,6.11,2014-2016,12,Under 18 years,0.0,9.1,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Private,6.11,2015-2017,13,Under 18 years,0.0,9.5,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Private,6.11,2016-2018,14,Under 18 years,0.0,9.2,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Medicaid,6.12,1997-1999,1,Under 18 years,0.0,10.5,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",0,Health insurance status at the time of interview,6,Insured: Medicaid,6.12,2000-2002,2,Under 18 years,0.0,10.7,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Medicaid,6.12,2003-2005,3,Under 18 years,0.0,10.3,0.4,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Medicaid,6.12,2006-2008,4,Under 18 years,0.0,12.2,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Medicaid,6.12,2007-2009,5,Under 18 years,0.0,12.7,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Medicaid,6.12,2008-2010,6,Under 18 years,0.0,13.8,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Medicaid,6.12,2009-2011,7,Under 18 years,0.0,13.1,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Medicaid,6.12,2010-2012,8,Under 18 years,0.0,13.1,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Medicaid,6.12,2011-2013,9,Under 18 years,0.0,12.6,0.4,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Medicaid,6.12,2012-2014,10,Under 18 years,0.0,13.3,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Medicaid,6.12,2013-2015,11,Under 18 years,0.0,13.2,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Medicaid,6.12,2014-2016,12,Under 18 years,0.0,13.4,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Medicaid,6.12,2015-2017,13,Under 18 years,0.0,13.3,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Insured: Medicaid,6.12,2016-2018,14,Under 18 years,0.0,13.8,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Uninsured,6.2,1997-1999,1,Under 18 years,0.0,4.8,0.4,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Uninsured,6.2,2000-2002,2,Under 18 years,0.0,5.4,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Uninsured,6.2,2003-2005,3,Under 18 years,0.0,6.1,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",0,Health insurance status at the time of interview,6,Uninsured,6.2,2006-2008,4,Under 18 years,0.0,5.8,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Uninsured,6.2,2007-2009,5,Under 18 years,0.0,6.1,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Uninsured,6.2,2008-2010,6,Under 18 years,0.0,6.0,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",0,Health insurance status at the time of interview,6,Uninsured,6.2,2009-2011,7,Under 18 years,0.0,5.8,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Uninsured,6.2,2010-2012,8,Under 18 years,0.0,6.2,0.7,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Uninsured,6.2,2011-2013,9,Under 18 years,0.0,5.8,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Uninsured,6.2,2012-2014,10,Under 18 years,0.0,5.9,0.7,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Uninsured,6.2,2013-2015,11,Under 18 years,0.0,4.9,0.7,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Uninsured,6.2,2014-2016,12,Under 18 years,0.0,5.8,0.8,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",0,Health insurance status at the time of interview,6,Uninsured,6.2,2015-2017,13,Under 18 years,0.0,6.2,0.8,*
Health conditions among children under age 18,ADHD among persons under 18 years,3,"Percent of children, crude",1,Health insurance status at the time of interview,6,Uninsured,6.2,2016-2018,14,Under 18 years,0.0,6.9,0.9,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-17 years,1.2,1997-1999,1,5-17 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-17 years,1.2,2000-2002,2,5-17 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-17 years,1.2,2003-2005,3,5-17 years,0.0,5.1,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-17 years,1.2,2006-2008,4,5-17 years,0.0,5.4,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-17 years,1.2,2007-2009,5,5-17 years,0.0,5.5,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-17 years,1.2,2008-2010,6,5-17 years,0.0,5.8,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-17 years,1.2,2009-2011,7,5-17 years,0.0,5.8,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-17 years,1.2,2010-2012,8,5-17 years,0.0,5.8,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",0,Age,1,5-17 years,1.2,2011-2013,9,5-17 years,0.0,5.5,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-17 years,1.2,2012-2014,10,5-17 years,0.0,5.4,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-17 years,1.2,2013-2015,11,5-17 years,0.0,5.7,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-17 years,1.2,2014-2016,12,5-17 years,0.0,5.6,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-17 years,1.2,2015-2017,13,5-17 years,0.0,5.7,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-17 years,1.2,2016-2018,14,5-17 years,2.0,5.6,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-9 years,1.21,1997-1999,1,5-9 years,2.1,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-9 years,1.21,2000-2002,2,5-9 years,2.1,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",0,Age,1,5-9 years,1.21,2003-2005,3,5-9 years,2.1,4.3,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-9 years,1.21,2006-2008,4,5-9 years,2.1,4.9,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-9 years,1.21,2007-2009,5,5-9 years,2.1,4.7,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",0,Age,1,5-9 years,1.21,2008-2010,6,5-9 years,2.1,5.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-9 years,1.21,2009-2011,7,5-9 years,2.1,5.0,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-9 years,1.21,2010-2012,8,5-9 years,2.1,5.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-9 years,1.21,2011-2013,9,5-9 years,2.1,5.0,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-9 years,1.21,2012-2014,10,5-9 years,2.1,5.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-9 years,1.21,2013-2015,11,5-9 years,2.1,5.4,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-9 years,1.21,2014-2016,12,5-9 years,2.1,5.2,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-9 years,1.21,2015-2017,13,5-9 years,2.1,5.3,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,5-9 years,1.21,2016-2018,14,5-9 years,2.1,5.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,10-17 years,1.22,1997-1999,1,10-17 years,2.2,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,10-17 years,1.22,2000-2002,2,10-17 years,2.2,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,10-17 years,1.22,2003-2005,3,10-17 years,2.2,5.6,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,10-17 years,1.22,2006-2008,4,10-17 years,2.2,5.7,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,10-17 years,1.22,2007-2009,5,10-17 years,2.2,6.0,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,10-17 years,1.22,2008-2010,6,10-17 years,2.2,6.2,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,10-17 years,1.22,2009-2011,7,10-17 years,2.2,6.3,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,10-17 years,1.22,2010-2012,8,10-17 years,2.2,6.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,10-17 years,1.22,2011-2013,9,10-17 years,2.2,5.8,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,10-17 years,1.22,2012-2014,10,10-17 years,2.2,5.6,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,10-17 years,1.22,2013-2015,11,10-17 years,2.2,5.9,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,10-17 years,1.22,2014-2016,12,10-17 years,2.2,5.9,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Age,1,10-17 years,1.22,2015-2017,13,10-17 years,2.2,5.9,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",0,Age,1,10-17 years,1.22,2016-2018,14,10-17 years,2.2,6.0,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Male,2.1,1997-1999,1,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Male,2.1,2000-2002,2,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Male,2.1,2003-2005,3,Under 18 years,0.0,6.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Male,2.1,2006-2008,4,Under 18 years,0.0,6.9,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Male,2.1,2007-2009,5,Under 18 years,0.0,6.9,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Male,2.1,2008-2010,6,Under 18 years,0.0,7.2,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Male,2.1,2009-2011,7,Under 18 years,0.0,7.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",0,Sex,2,Male,2.1,2010-2012,8,Under 18 years,0.0,7.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Male,2.1,2011-2013,9,Under 18 years,0.0,6.8,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Male,2.1,2012-2014,10,Under 18 years,0.0,6.9,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Male,2.1,2013-2015,11,Under 18 years,0.0,7.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Male,2.1,2014-2016,12,Under 18 years,0.0,7.2,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Male,2.1,2015-2017,13,Under 18 years,0.0,7.2,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Male,2.1,2016-2018,14,Under 18 years,0.0,7.0,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Female,2.2,1997-1999,1,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Female,2.2,2000-2002,2,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Female,2.2,2003-2005,3,Under 18 years,0.0,4.1,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Female,2.2,2006-2008,4,Under 18 years,0.0,3.8,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Female,2.2,2007-2009,5,Under 18 years,0.0,4.0,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Female,2.2,2008-2010,6,Under 18 years,0.0,4.3,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Female,2.2,2009-2011,7,Under 18 years,0.0,4.4,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Female,2.2,2010-2012,8,Under 18 years,0.0,4.4,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",0,Sex,2,Female,2.2,2011-2013,9,Under 18 years,0.0,4.1,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Female,2.2,2012-2014,10,Under 18 years,0.0,3.9,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Female,2.2,2013-2015,11,Under 18 years,0.0,4.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Female,2.2,2014-2016,12,Under 18 years,0.0,4.0,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Female,2.2,2015-2017,13,Under 18 years,0.0,4.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Sex,2,Female,2.2,2016-2018,14,Under 18 years,0.0,4.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Race,3,White only,3.1,1997-1999,1,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Race,3,White only,3.1,2000-2002,2,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Race,3,White only,3.1,2003-2005,3,Under 18 years,0.0,5.1,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Race,3,White only,3.1,2006-2008,4,Under 18 years,0.0,5.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Race,3,White only,3.1,2007-2009,5,Under 18 years,0.0,5.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Race,3,White only,3.1,2008-2010,6,Under 18 years,0.0,5.5,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",0,Race,3,White only,3.1,2009-2011,7,Under 18 years,0.0,5.7,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4,"Percent of children, crude",1,Race,3,White only,3.1,2010-2012,8,Under 18 years,0.0,5.7,0.2,*
