country,quartervalue,yearend,te_veneers,orgcode,cl_veneers,cl_endodontic,num_radiographs
England,1,2012,0.0,5HX,0.0,1.0,6224.0
England,1,2012,29.0,5NR,28.0,227.0,1479.0
England,4,2012,31.0,5A7,29.0,831.4096077,14188.7406
England,4,2013,3.0,5L1,3.0,32.0,1054.0
England,3,2012,0.0,5QF,0.0,6.0,1580.0
England,2,2013,6.0,5QM,4.0,43.0,1598.0
England,4,2011,0.0,5ND,0.0,1.0,93.0
England,4,2011,4.0,TAP,3.0,7.0,30.0
England,3,2011,14.0,5GC,14.0,186.0,1508.0
England,4,2013,0.0,5PK,0.0,0.0,102.0
England,3,2012,67.05874616,5J6,50.04384042,154.1350285,1478.295046
England,2,2011,1.000197844,5MX,1.000197844,408.0807202,5694.126323
England,3,2012,0.0,5HX,0.0,0.0,75.0
England,1,2012,96.00011811,5NK,82.00011811,989.0407464,18069.52746
England,4,2013,65.0,5C4,53.0,734.0470822,13999.71788
England,3,2013,0.0,5KM,0.0,345.0,4829.0
England,2,2012,0.0,5A9,0.0,0.0,95.0
England,2,2011,0.0,5LG,0.0,0.0,8142.0
England,2,2012,0.0,5LQ,0.0,2.004894078,6212.164301
England,4,2012,0.0,5PC,0.0,0.0,84.0
England,2,2013,0.0,5K3,0.0,40.0,545.0
England,1,2011,0.0,5PN,0.0,0.0,2435.0
England,3,2013,0.0,5QQ,0.0,0.0,1901.0
England,3,2013,0.0,5P9,0.0,2.0,222.0
England,3,2012,1.0,5PY,1.0,93.0,1942.691814
England,3,2012,7.0,5P6,6.0,16.0,112.0
England,1,2012,0.0,5K8,0.0,27.0,488.0
England,4,2013,7.0,5PD,7.0,18.0,88.0
England,3,2013,68.0,5NG,58.0,1163.041404,21472.48865
England,2,2013,16.0,5N1,12.0,110.0,4841.0
England,4,2011,55.0,5HY,43.0,419.0,4392.0
England,4,2013,0.0,5MX,0.0,48.0,796.0
England,2,2011,23.0,5FE,21.0,111.0,955.0
England,1,2013,0.0,5NA,0.0,59.0,842.0
England,4,2012,5.0,5L3,5.0,74.02930089,1963.110271
England,3,2012,0.0,TAC,0.0,0.0,5784.842967
England,1,2013,0.0,5M6,0.0,0.0,602.0
England,2,2012,4.0,5P5,4.0,124.0962975,5778.08909
England,4,2013,20.0,5M8,18.0,618.0,12176.0
England,4,2013,0.0,5P9,0.0,0.0,200.0
England,1,2013,0.0,5K3,0.0,22.0,332.0
England,3,2012,0.0,5LD,0.0,0.0,346.0
England,1,2013,21.0,5P8,19.0,201.0,1464.0
England,3,2011,87.04690027,5NY,76.04097035,236.1272237,1999.077089
England,2,2011,3.0,5FE,3.0,2.0,10.0
England,3,2013,0.0,5QK,0.0,12.00158898,1084.143538
England,2,2012,44.14736842,5EM,39.13062201,357.1923445,2412.051675
England,1,2013,0.0,5LA,0.0,0.0,3484.0
England,1,2011,27.04530201,5QT,21.0352349,110.1845638,531.8909396
England,1,2011,33.0,5M8,27.0,622.0,9715.0
England,4,2013,0.0,5NF,0.0,0.0,8071.0
England,2,2013,0.0,5QH,0.0,88.02337938,1364.36238
England,4,2011,50.03097254,5QE,48.02973364,1534.438862,36403.29808
England,2,2012,0.0,5C2,0.0,11.0,691.0
England,2,2012,0.0,5QT,0.0,2.00039374,1857.365587
England,4,2011,0.0,5CQ,0.0,10.0,363.0
England,4,2011,0.0,5NT,0.0,27.0,3001.0
England,2,2011,0.0,5M7,0.0,0.0,6454.352254
England,4,2011,1.0,5H8,1.0,542.0,6674.0
England,1,2013,0.0,5KM,0.0,10.0,412.0
England,2,2012,1.0,5P2,1.0,3.0,1500.0
England,4,2011,0.0,5QF,0.0,90.0,1476.0
England,3,2013,0.0,5LC,0.0,4.0,1082.0
England,1,2011,0.0,5PQ,0.0,0.0,16183.0
England,2,2011,52.00819543,5PQ,48.00756501,2147.205526,41473.77903
England,3,2013,0.0,5M3,0.0,8.0,649.0
England,3,2013,89.0,5JE,75.0,140.0,1605.0
England,3,2011,9.0,5N4,6.0,9.0,46.0
England,4,2011,0.0,5AT,0.0,480.0,7217.0
England,1,2013,0.0,5K8,0.0,19.0,70.0
England,3,2012,2.000553136,5P1,2.000553136,753.2082556,7199.990735
England,2,2011,0.0,5K3,0.0,2.0,232.0
England,2,2013,0.0,5L1,0.0,0.0,2469.0
England,4,2013,0.0,5K5,0.0,9.0,1811.0
England,4,2011,96.0,5N6,81.0,416.0,3203.0
England,2,2012,61.04502953,5QJ,55.04060039,355.2620571,2439.799705
England,4,2012,0.0,TAL,0.0,3.0,593.0
England,1,2011,0.0,5PR,0.0,0.0,3153.0
England,1,2012,0.0,5K5,0.0,4.0,150.0
England,4,2012,7.0,5QP,6.0,96.03437653,2796.104932
England,2,2012,16.03574088,5QT,14.03127327,432.0783558,5447.41222
England,3,2012,0.0,5NA,0.0,3.0,69.0
England,1,2013,0.0,TAL,0.0,0.0,399.0
England,2,2012,0.0,5NT,0.0,3.015558163,9253.742817
England,3,2012,0.0,5JX,0.0,120.0,1179.0
England,3,2011,0.0,5QJ,0.0,1.0,8035.0
England,1,2013,0.0,5K3,0.0,0.0,162.0
England,3,2013,3.0,5EF,3.0,58.0,412.0
England,1,2013,0.0,5PC,0.0,0.0,548.0
England,2,2011,0.0,5C9,0.0,9.0,942.0
England,4,2013,0.0,5L1,0.0,0.0,2805.0
England,4,2012,0.0,5KG,0.0,31.01074896,815.2825936
England,4,2011,0.0,5QD,0.0,1.000260575,10480.73031
England,1,2013,0.0,5PG,0.0,48.0,817.0
England,2,2012,0.0,5HP,0.0,3.0,285.0
England,4,2011,63.01221404,5PT,44.00853044,353.0684374,3193.619038
England,2,2013,3.0,5NN,3.0,35.0,1234.0
England,1,2012,0.0,5CQ,0.0,1.0,82.0
England,4,2013,0.0,5QD,0.0,3.0,1763.0
England,2,2012,0.0,5QL,0.0,24.0,1698.0
England,4,2013,0.0,5J6,0.0,1.0,63.0
England,4,2013,0.0,5FE,0.0,30.0,564.0
England,4,2013,0.0,5EF,0.0,15.0,214.0
England,3,2013,0.0,5L3,0.0,48.0,1030.0
England,3,2013,0.0,5QW,0.0,0.0,800.0
England,2,2011,0.0,5N1,0.0,1374.040592,16281.48099
England,3,2013,0.0,5PA,0.0,3.0,110.0
England,2,2012,46.05293441,5LH,41.04718067,854.3214156,14117.9742
England,2,2013,0.0,5LC,0.0,464.0,7249.0
England,2,2012,21.092257,TAK,19.08347062,440.6345715,10156.72916
England,4,2012,5.0,5HP,4.0,3.0,27.0
England,2,2013,0.0,5PR,0.0,6.0,1574.0
England,1,2011,0.0,5KM,0.0,385.0,3633.0
England,2,2011,140.0,5ND,102.0,284.0,2386.0
England,2,2012,61.11693291,5NE,44.08434505,1243.365166,21502.10348
England,1,2011,6.0,5PR,5.0,38.0,869.0
England,2,2012,0.0,5P6,0.0,2.003414023,18417.38511
England,4,2011,0.0,5PP,0.0,0.0,13498.54725
England,2,2013,0.0,TAN,0.0,0.0,2914.226841
England,4,2013,3.0,5C5,3.0,25.0,100.0
England,3,2011,0.0,5N4,0.0,1167.122451,13508.41726
England,3,2011,7.0,5JX,7.0,10.0,90.0
England,3,2013,44.0,5PJ,33.0,106.0,1434.0
England,4,2012,3.0,5QM,3.0,4.0,12.0
England,2,2011,0.0,5J2,0.0,0.0,364.0
England,4,2012,0.0,5NJ,0.0,839.1521949,7921.436691
England,2,2013,0.0,5MX,0.0,39.0,838.0
England,3,2011,0.0,5N8,0.0,4.0,1830.0
England,2,2011,0.0,5A5,0.0,0.0,43.0
England,2,2012,0.0,5QN,0.0,700.1227246,6905.073052
England,3,2011,0.0,5N3,0.0,0.0,7704.513036
England,3,2013,38.0,5PA,34.0,347.0,2847.0
England,3,2012,115.0769746,5NM,99.06626506,355.2376171,2223.487283
England,2,2013,0.0,5NG,0.0,54.0,974.0
England,3,2012,0.0,5QL,0.0,85.04757907,1440.806045
England,1,2012,0.0,5C5,0.0,744.0,8055.0
England,4,2012,0.0,5QH,0.0,0.0,131.0
England,3,2013,1.0,5NC,1.0,48.0,1212.0
England,1,2012,0.0,5HG,0.0,0.0,5744.0
England,3,2011,0.0,5A7,0.0,11.0,910.0
England,2,2011,0.0,5NY,0.0,1.0,1553.0
England,3,2011,0.0,5HG,0.0,2.0,660.0
England,4,2011,6.0,5J5,6.0,87.0,1780.0
England,1,2011,1.0,5EM,1.0,592.0,5591.0
England,3,2011,0.0,5KL,0.0,0.0,505.7012266
England,2,2011,42.0,5NR,39.0,213.0,1768.0
England,3,2013,2.0,5NR,2.0,51.0,1367.0
England,2,2012,32.06645898,5L3,30.0623053,305.6334372,2213.587747
England,2,2012,3.0,5A4,2.0,17.0,46.0
England,1,2013,0.0,5N2,0.0,0.0,1814.0
England,1,2011,0.0,5PH,0.0,0.0,3617.0
England,4,2013,21.0,5QF,18.0,1104.0,27500.0
England,1,2012,0.0,5N7,0.0,319.0293766,3558.327655
England,3,2011,0.0,5K7,0.0,48.0,601.0
England,3,2013,0.0,5QQ,0.0,63.0,3706.0
England,2,2012,33.02260274,5QK,28.01917808,223.1527397,1680.15
England,1,2012,38.0,5QE,35.0,196.0,2527.0
England,2,2012,0.0,5NR,0.0,1.0,71.0
England,4,2011,22.0,5QM,19.0,166.0,1115.0
England,1,2013,73.0,5KM,58.0,102.0,954.0
England,1,2011,11.0,5KF,8.0,6.0,24.0
England,2,2012,1.001484506,5NR,1.001484506,486.7214697,5604.307293
England,3,2013,2.0,5PA,2.0,22.0,1828.0
England,3,2011,0.0,5N4,0.0,1.0,138.0
England,2,2011,9.0,5QL,9.0,8.0,63.0
England,4,2011,0.0,5PD,0.0,0.0,959.2134669
England,3,2012,0.0,5CN,0.0,0.0,338.1100619
England,4,2011,0.0,5NP,0.0,0.0,1123.0
England,3,2011,69.0,5NF,47.0,956.0,16569.0
England,3,2012,0.0,5N3,0.0,754.705126,9718.079666
England,3,2012,0.0,5L1,0.0,0.0,2964.754647
England,1,2011,71.0,5NX,65.0,182.0,1886.0
England,2,2012,0.0,5KM,0.0,0.0,62.0
England,4,2011,0.0,5QJ,0.0,22.0,1433.0
England,1,2011,3.0,5D8,3.0,23.0,599.0
England,3,2013,1.0,5C9,1.0,701.0,8576.0
England,4,2013,70.0,5N2,62.0,362.0,3314.0
England,4,2011,0.0,5JE,0.0,1.0,2730.0
England,2,2012,2.0,5PV,2.0,11.0,41.0
England,3,2013,0.0,5CN,0.0,0.0,324.0
England,3,2011,0.0,5N4,0.0,0.0,823.0
England,4,2012,0.0,5NA,0.0,57.02317073,755.3069106
England,2,2013,0.0,5M1,0.0,0.0,499.0
England,4,2011,0.0,5PY,0.0,807.0,9025.0
England,1,2011,0.0,5NL,0.0,670.0,10178.0
England,3,2011,0.0,5K3,0.0,1.0,17.0
England,4,2012,0.0,5QN,0.0,1.0,88.0
England,4,2012,1.000927386,5M2,1.000927386,1.000927386,4962.597978
England,4,2013,0.0,5P8,0.0,3.0,822.0
England,1,2012,2.0,5J5,1.0,67.0,1499.0
England,1,2012,6.0,5K5,6.0,113.0,1446.0
England,4,2013,0.0,5P7,0.0,0.0,655.0
England,2,2012,20.11049724,5NL,14.07734807,91.29718237,3394.25329
England,4,2012,0.0,5QP,0.0,2.0,95.0
England,4,2012,0.0,5J4,0.0,32.0241966,622.4703214
England,2,2013,6.0,5NE,4.0,51.0,2617.0
England,4,2012,0.0,5F5,0.0,557.9863962,6904.205103
England,1,2011,0.0,5A9,0.0,50.0,925.0
England,4,2013,0.0,5LH,0.0,0.0,86.0
England,3,2013,0.0,5.00E+01,0.0,8.0,20.0
England,1,2013,0.0,5QF,0.0,591.0,9244.0
England,2,2011,0.0,5L1,0.0,0.0,3150.0
England,2,2011,0.0,5.00E+01,0.0,1.0,82.0
England,2,2011,7.0,5A4,6.0,6.0,34.0
England,1,2011,66.0,5JX,56.0,623.0554848,9600.563057
England,1,2012,0.0,TAP,0.0,0.0,330.0
England,1,2011,5.0,5CQ,4.0,1.0,17.0
England,4,2013,0.0,5GC,0.0,511.0,8063.0
England,3,2012,0.0,5C3,0.0,0.0,3504.369429
England,4,2013,0.0,5QG,0.0,0.0,111.0
England,2,2011,0.0,5NV,0.0,0.0,151.0
England,4,2013,0.0,5K9,0.0,8.0,1520.0
England,2,2013,0.0,5HQ,0.0,30.0,829.0
England,4,2013,0.0,5JX,0.0,0.0,3519.0
England,3,2012,1.0,5C5,1.0,118.0947137,1589.404382
England,1,2013,2.0,TAP,2.0,34.0,875.0
England,4,2012,0.0,5LH,0.0,3.0,69.0
England,4,2013,4.0,5KF,4.0,6.0,36.0
England,2,2011,0.0,5NG,0.0,50.00542535,1371.148763
England,4,2011,0.0,5NW,0.0,0.0,601.0
England,4,2011,8.0,5HY,7.0,30.0,209.0
England,2,2011,8.0,TAP,6.0,4.0,17.0
England,2,2012,0.0,5QH,0.0,907.5407813,9771.356213
England,3,2013,0.0,5M3,0.0,0.0,259.0
England,1,2012,78.0,5LF,69.0,705.0,3984.0
England,4,2011,98.0,5F5,86.0,827.0,13076.0
England,3,2011,2.0,5K3,2.0,5.0,37.0
England,1,2013,0.0,5NQ,0.0,0.0,33.0
England,2,2011,0.0,5NY,0.0,64.00715964,1515.169482
England,3,2013,28.0,5NA,25.0,369.0,2494.0
England,4,2012,0.0,5PH,0.0,37.03385178,517.4730101
England,4,2013,0.0,5N6,0.0,0.0,118.0
England,1,2012,0.0,5H1,0.0,26.0,457.0
England,2,2012,9.069230769,5QD,7.053846154,66.16122547,2452.922017
England,4,2012,10.0,5N6,6.0,91.04670742,2894.598573
England,3,2013,0.0,5F1,0.0,29.0,614.0
England,4,2011,0.0,5N9,0.0,12.0,2451.0
England,1,2013,0.0,5JE,0.0,3.0,845.0
England,1,2011,0.0,5PM,0.0,863.0,10002.0
England,2,2011,10.0,5N8,8.0,91.00085179,1991.088586
England,1,2012,0.0,5KM,0.0,3.0,430.0
England,2,2011,0.0,TAN,0.0,0.0,136.0
England,4,2012,0.0,5K7,0.0,0.0,60.0
England,1,2012,2.0,5HQ,2.0,3.0,32.0
England,4,2012,6.0,5QG,4.0,23.0,121.0
England,2,2012,45.04669019,5QP,42.04357751,392.4067234,3025.135505
England,3,2013,0.0,5N1,0.0,1433.0,21678.0
England,2,2013,0.0,5QW,0.0,1.001682369,637.0699865
England,2,2012,2.014881576,5J6,2.014881576,458.3855586,5279.99717
England,1,2012,0.0,5LG,0.0,4.000341676,8171.697959
England,3,2012,0.0,5LQ,0.0,3.002322472,5908.570624
England,2,2013,0.0,5QL,0.0,0.0,1352.0
England,4,2013,0.0,5AT,0.0,38.0,990.0
England,1,2011,93.0,5NV,72.0,1827.002096,40138.68426
England,3,2011,0.0,5NX,0.0,0.0,4700.662843
England,3,2013,19.0,5PG,13.0,84.0,1685.0
England,3,2012,0.0,5C9,0.0,1.0,69.0
England,4,2011,82.00008741,5PM,58.0000437,1195.03623,27063.01032
England,4,2012,0.0,5C9,0.0,0.0,763.1098632
England,3,2013,0.0,5HY,0.0,16.0,140.0
England,2,2012,84.10191552,5N2,74.08963654,1239.344443,28642.14327
England,1,2013,0.0,5N3,0.0,0.0,880.0
England,3,2012,2.0,5NT,2.0,123.0989946,3010.597967
England,4,2012,0.0,5PT,0.0,0.0,21592.0775
England,4,2012,10.0,5NV,8.0,118.0576105,5367.000888
England,3,2013,12.0,5QV,11.0,179.0,6823.0
England,4,2011,0.0,5LG,0.0,0.0,354.0
England,1,2012,0.0,5QV,0.0,144.0084626,2538.149154
England,4,2011,0.0,5PW,0.0,0.0,126.0
England,3,2013,1.0,5MK,1.0,32.0,1112.0
England,2,2012,0.0,5NF,0.0,60.15856237,969.5554968
England,1,2013,31.0,5P2,25.0,1279.0,26219.0
England,1,2012,0.0,5HQ,0.0,4.0,538.0
England,1,2013,0.0,5EF,0.0,4.0,31.0
England,1,2011,0.0,5QV,0.0,2.000107341,31031.66539
England,1,2011,0.0,5PV,0.0,0.0,381.0
England,4,2011,0.0,5M2,0.0,40.02155172,538.2898707
England,3,2013,0.0,5P7,0.0,0.0,6422.0
England,2,2012,0.0,5EF,0.0,0.0,2060.508126
England,2,2012,0.0,5ND,0.0,66.27522053,1374.708741
England,4,2012,0.0,5CQ,0.0,1.000965929,3181.069723
England,4,2012,4.0,5D9,3.0,6.0,24.0
England,4,2012,3.0,TAN,3.0,1.0,12.0
England,2,2012,5.0,5HX,5.0,75.08317043,2016.166903
England,1,2011,0.0,5N5,0.0,0.0,406.0
England,1,2013,0.0,5P5,0.0,1.0,25646.0
England,2,2011,77.0,5QP,49.0,1528.04932,24124.45589
England,2,2011,1.0,5M8,1.0,23.0,753.0
England,3,2012,0.0,5P8,0.0,0.0,41.0
England,1,2012,26.0,5HY,26.0,920.0,18507.0
England,4,2013,6.0,5NF,5.0,5.0,40.0
England,3,2013,5.0,5NW,5.0,38.0,1412.0
England,1,2013,0.0,5PM,0.0,41.0,794.0
England,4,2013,2.0,5LD,2.0,58.0,1413.0
England,2,2012,0.0,5QN,0.0,0.0,1438.0
England,2,2013,0.0,5QT,0.0,0.0,1880.0
England,3,2011,121.0170159,5NT,110.015469,638.0897202,4046.568978
England,3,2011,0.0,5P2,0.0,3.0,1483.0
England,2,2011,46.00007922,5M2,39.00007922,677.0408278,10828.54108
England,4,2011,32.0,5L3,30.0,254.0,2121.0
England,4,2012,0.0,5NC,0.0,1.0,60.0
England,2,2012,0.0,5L3,0.0,10.0,1277.0
England,2,2011,5.0,5L3,5.0,57.0,1902.0
England,4,2013,9.0,5N1,8.0,27.0,137.0
England,1,2013,3.0,5QG,2.0,18.0,87.0
England,1,2013,38.0,5LD,34.0,907.0,18742.0
England,1,2011,1.0,5NT,1.0,9.0,2590.0
England,4,2011,0.0,5PJ,0.0,437.0709531,5682.922552
England,4,2011,0.0,5FL,0.0,29.0,369.0
England,1,2011,0.0,5D7,0.0,565.0420857,7385.550093
England,3,2013,0.0,5NR,0.0,2.0,1008.0
England,2,2013,0.0,5QL,0.0,84.0,1346.0
England,2,2011,0.0,5H8,0.0,1.0,53.0
England,1,2012,20.0,5AT,17.0,662.0,15738.0
England,2,2011,148.034523,5NY,101.0235596,302.0704455,2412.562631
England,1,2012,20.0,5ET,19.0,44.0,539.0
England,2,2013,0.0,5M7,0.0,545.0,8581.0
England,4,2013,0.0,5P8,0.0,1.00185027,3499.462995
England,2,2013,0.0,5PE,0.0,2.0,538.0
England,4,2011,71.04100491,5NH,59.0340745,291.1680624,2500.443257
England,3,2011,0.0,5PX,0.0,5.0,1141.0
England,1,2013,0.0,5NE,0.0,21.0,1214.0
England,4,2012,57.03822083,5PW,49.0328565,1093.546704,23029.75805
England,2,2011,7.0,5QP,6.0,120.0007396,2511.179902
England,4,2011,0.0,5FL,0.0,4.0,614.0
England,2,2013,0.0,5PR,0.0,0.0,4572.0
England,4,2011,0.0,TAP,0.0,33.0,515.0
England,2,2012,42.04221106,5NW,34.03417085,832.6365689,17200.3002
England,2,2011,0.0,TAK,0.0,0.0,501.0754859
England,4,2011,10.0,5NT,8.0,143.0,2982.0
England,4,2011,0.0,5J5,0.0,70.0,896.0
England,4,2011,0.0,5PV,0.0,0.0,6557.491051
England,1,2013,0.0,5N1,0.0,8.0,2306.0
England,3,2012,0.0,5NN,0.0,1.001120257,6383.14276
England,4,2011,58.0,5PD,46.0,516.0,3684.0
England,3,2013,66.0000302,5N6,57.0000302,1538.035036,33494.47277
England,3,2011,0.0,5NE,0.0,0.0,1030.058084
England,2,2012,19.03259937,5HY,18.03088362,376.6451244,3353.744352
England,3,2011,0.0,5K3,0.0,38.0,228.0
England,3,2011,0.0,5GC,0.0,24.0,655.0
England,4,2013,0.0,5QV,0.0,137.0,3031.0
England,4,2013,10.0,5J4,9.0,36.0,1393.0
England,3,2013,5.0,5J4,4.0,37.0,1209.0
England,4,2011,0.0,5QL,0.0,102.0,1400.0
England,1,2012,0.0,5PC,0.0,46.0,667.0
England,2,2013,0.0,5P8,0.0,1.0,642.0
England,4,2012,0.0,5K6,0.0,0.0,426.1545999
England,1,2012,45.01513114,5NE,39.01311365,1159.066241,19638.52589
England,3,2011,0.0,5N3,0.0,0.0,790.0
England,4,2013,0.0,5QE,0.0,1496.0,19795.0
England,2,2013,0.0,5NR,0.0,0.0,58.0
England,4,2011,5.0,5PR,4.0,1.0,10.0
England,1,2011,0.0,5QE,0.0,1091.700827,13425.61869
England,4,2013,0.0,5NH,0.0,852.0,13242.0
England,4,2013,0.0,5LA,0.0,8.0,246.0
England,4,2011,8.0,5EM,7.0,75.0,1171.0
England,1,2011,0.0,5N3,0.0,2.0,6766.0
England,1,2012,24.0,5J9,18.0,262.0,5020.0
England,1,2011,0.0,5PC,0.0,1.0,74.0
England,1,2011,4.0,5NA,4.0,67.00988649,1190.11699
England,3,2013,1.0,5PQ,1.0,10.0,4806.0
England,3,2013,0.0,5HX,0.0,714.0,9739.0
England,1,2011,71.03179084,5QC,62.02771167,2256.212143,43604.88852
England,2,2011,0.0,5CQ,0.0,0.0,194.0
England,3,2011,1.000235423,5HQ,1.000235423,533.1254807,5992.410421
England,4,2013,0.0,5CQ,0.0,29.0,414.0
England,4,2012,2.0,5C3,2.0,9.0,81.0
England,2,2012,2.0,5PD,2.0,24.0,101.0
England,2,2012,0.0,5PQ,0.0,1.0,245.0
England,2,2012,0.0,5PN,0.0,0.0,256.0702911
England,4,2011,0.0,5F7,0.0,0.0,661.0
England,4,2011,49.0,5QW,40.0,348.1080482,8704.765447
England,3,2012,6.0,5M2,6.0,43.01986577,1197.363647
England,4,2013,11.0,5NH,10.0,101.0,3136.0
England,3,2013,0.0,5C4,0.0,8.0,1475.0
England,4,2012,9.0,5J2,8.0,31.0,883.0
England,1,2011,0.0,5QV,0.0,2.0,2759.0
England,4,2013,17.0,5C2,14.0,902.0,14150.0
England,1,2011,0.0,5J9,0.0,1.0,24.0
England,4,2012,0.0,5M8,0.0,0.0,90.0
England,2,2012,4.0,5PC,4.0,6.0,43.0
England,1,2012,90.0,5MD,85.0,695.0,4530.0
England,4,2013,0.0,5QT,0.0,302.0,2731.0
England,1,2013,1.0,5P2,1.0,13.0,1682.0
England,4,2013,0.0,5K8,0.0,356.0,6444.0
England,1,2012,28.0,5L3,27.0,781.0,15346.0
England,1,2011,0.0,5NL,0.0,1.0,143.0
England,2,2013,109.0,5QV,97.0,3243.08703,81236.23829
England,1,2012,0.0,5HQ,0.0,48.0,748.0
England,2,2013,0.0,5PP,0.0,1152.0,13038.0
England,3,2011,0.0,5A7,0.0,441.0547282,4875.604989
England,2,2012,0.0,5PM,0.0,0.0,843.5477583
England,3,2012,71.0339064,5N2,53.02531041,379.1809933,3226.540115
England,3,2013,0.0,5NA,0.0,51.0,855.0
England,1,2013,7.0,5QJ,5.0,93.0,2000.0
England,3,2012,0.0,5QR,0.0,2.0,563.0
England,3,2013,0.0,5MD,0.0,1.0,639.0
England,3,2011,0.0,5M2,0.0,0.0,4405.0
England,1,2011,0.0,5NH,0.0,687.0476026,9653.668861
England,4,2013,0.0,5P2,0.0,0.0,883.3566476
England,2,2012,5.0,5F7,4.0,48.03569747,1410.884987
England,4,2013,45.0,5QW,35.0,352.0,8859.0
England,4,2011,13.0,5PD,10.0,19.0,90.0
England,3,2011,11.0,5N5,8.0,41.0,1178.0
England,4,2012,0.0,5QW,0.0,0.0,63.0
England,1,2012,1.0,5M1,1.0,0.0,343.0
England,4,2013,0.0,5HP,0.0,1.0,81.0
England,4,2011,0.0,5D8,0.0,13.0,383.0
England,4,2013,0.0,5PK,0.0,53.0,1058.0
England,3,2011,26.0,5PC,25.0,629.0,11753.0
England,1,2012,0.0,5N6,0.0,77.0,1468.0
England,1,2012,0.0,5ET,0.0,25.0,195.0
England,3,2012,10.0,5P5,7.0,23.0,112.0
England,1,2011,1.0,5J5,1.0,554.0,6237.0
England,4,2013,0.0,5P7,0.0,726.0,7512.0
England,1,2013,0.0,5ET,0.0,0.0,15.0
England,1,2013,1.0,5EM,1.0,657.0,5923.0
England,2,2011,0.0,5PQ,0.0,106.0124224,1336.156569
England,4,2011,5.0,5L1,3.0,60.0,1346.0
England,1,2011,0.0,5PH,0.0,0.0,282.0
England,3,2012,0.0,5N3,0.0,0.0,8804.744989
England,2,2012,91.30159705,5F5,70.53378378,717.5523392,10623.43979
England,1,2012,0.0,5PF,0.0,4.0,75.0
England,2,2013,0.0,5N5,0.0,613.0,7346.0
England,2,2013,0.0,5PK,0.0,1.0,9514.0
England,1,2013,56.0,5PX,54.0,1347.0,26494.0
England,1,2012,44.0,5LH,40.0,940.0,14735.0
England,4,2012,0.0,5P9,0.0,4.0,2068.0
England,3,2013,1.0,5D9,1.0,4.0,27.0
England,1,2013,0.0,5NR,0.0,494.0,5572.0
England,2,2012,0.0,5KL,0.0,618.8463003,7367.982046
England,2,2013,0.0,5PN,0.0,0.0,3789.0
England,4,2011,0.0,5F5,0.0,0.0,70.0
England,1,2011,0.0,5QT,0.0,2.0,1338.0
England,4,2013,0.0,5KL,0.0,643.0,8800.0
England,2,2013,0.0,5NR,0.0,0.0,575.0
England,3,2012,0.0,5NL,0.0,0.0,1304.753322
England,3,2012,0.0,5LF,0.0,2.001833853,5945.446543
England,4,2013,0.0,5NW,0.0,0.0,734.0
England,1,2012,0.0,5PY,0.0,78.0,765.0
England,2,2013,0.0,5QW,0.0,0.0,39.09176471
England,1,2011,3.0,5NW,3.0,52.0,1456.0
England,4,2011,0.0,TAL,0.0,0.0,39.0
England,2,2013,0.0,5NT,0.0,4.000156881,7973.312704
England,2,2013,0.0,5NC,0.0,0.0,4495.0
England,3,2011,3.0,5F1,3.0,5.0,30.0
England,3,2011,0.0,5M8,0.0,1.0,56.0
England,1,2011,0.0,5A7,0.0,1.0,889.0
England,1,2011,0.0,5PT,0.0,4.0,156.0
England,2,2012,0.0,5N4,0.0,1116.886718,13168.03425
England,4,2012,0.0,5NH,0.0,0.0,1167.235061
England,2,2011,18.0,5PG,17.0,15.0,81.0
England,4,2013,2.0,5KG,1.0,42.0,1283.0
England,2,2013,0.0,5PQ,0.0,0.0,1306.0
England,4,2012,0.0,5PT,0.0,86.04747447,1183.65305
England,3,2011,14.0,5J9,12.0,233.0,4724.0
England,1,2011,0.0,5EM,0.0,4.0,4347.0
England,1,2012,6.0,5NQ,5.0,41.0,934.0
England,2,2013,1.0,5M6,1.0,7.0,14.0
England,1,2011,1.0,5M8,1.0,29.00862069,720.0971485
England,1,2013,3.0,5HX,3.0,23.0,100.0
England,1,2012,0.0,5MD,0.0,0.0,463.0
England,2,2011,49.0,5H1,46.0,778.0,15883.0
England,2,2011,11.0,5P7,10.0,5.0,29.0
England,3,2011,0.0,5QA,0.0,1125.0,12723.0
England,3,2013,9.0,5PT,7.0,83.0,2746.0
England,2,2013,31.0,5K8,30.0,672.0,17114.0
England,1,2011,0.0,5LQ,0.0,5.0,1221.0
England,2,2013,0.0,5PL,0.0,0.0,892.1371253
England,1,2012,44.0,5D8,35.0,104.0,1086.0
England,2,2013,0.0,5A8,0.0,6.0,1214.0
England,4,2012,0.0,5CN,0.0,0.0,2955.819526
England,3,2013,37.0,5C5,36.0,972.0,15149.0
England,1,2011,1.0,5H1,1.0,38.0,823.0
England,2,2013,27.0,5QD,24.0,969.0,24644.0
England,2,2011,0.0,5QJ,0.0,13.0,91.0
England,3,2013,0.0,5LC,0.0,0.0,41.0
England,1,2011,37.01347338,5C3,36.01310396,654.1703581,10161.30016
England,2,2011,0.0,5NN,0.0,0.0,92.0
England,4,2012,0.0,5NV,0.0,2.0,185.0
England,4,2011,0.0,5PF,0.0,10.0,780.0
England,2,2011,2.0,5J9,1.0,16.0,438.0
England,3,2012,0.0,5L3,0.0,17.0,1473.0
England,3,2013,49.0,5D8,38.0,191.0,1740.0
England,3,2013,1.0,5A8,1.0,13.0,1340.0
