market_class,upload_two_fourminave,geography,technology,you_tube_hd_two_fourhr,ruralweight,region
B,3.51,Urban,FTTC,96.46%,0.96413,Yorkshire & Humberside
***,9.04,Urbran,FTTC,95.92%,0.50728,South East
B,9.54,Urban,FTTC,94.37%,0.50728,Wales
B,50.5,Urban,FTTP,95.39%,0.96413,London
B,50.01,Urban,FTTP,95.3%,0.96413,North West
B,50.57,rban,FTTP***,95.39%,0.96413,London
B,18.38,Urban,FTTC,93.57%,0.96413,North West
B,8.92,Urban,FTTC,95.27%,0.50728,South West
B,20.77,Urban,Cable,9i5.39%,1.08753,East Midlands
B,15.44,Rural,TFTC,95.06%,0.96413,Yorkshire & Humberside
B,20.86,Urban,hCable,94.95%,1.08753,South West
B,30.31,Urban,FTTP,95.93%,0.96413,London
B,3.03,Rural,FTTC,94.25%,0.86356,South West
B,18.13,Urban,FTTC,95.56%,0.96413,West Midlands
B,9.72,Urban,Calbe,95.24%,1.08753,South West
B,50.53,Ubran,TFTP,95.39%,0.96413,South East
B,0.32,Ruranl,ADSL2,0.d00%,0.52838,Yorkshire & Humberside
B,20.18,Urban,FTTP,95.39%,0.96413,North East
B,9.02,Urban,FTTC,95.39%,0.50728,South East
,2.09,Urban,dFTTC,86.67%,0.96413,East Midlansd
B,17.91,Rural,FTTC,97.16%,0.65219,East Midlands
B,16.44,Urban,Cable,95.15%,0.96413,North East
B,15.28,Urban,FTTC,95.35%,0.96413,East
,18.63,Rural,FTTC,96.74%,0.65219,East Midlands
,11.09,Urbain,FTTC,95.64%,0.96413,Yorkshire & Humberside
B,0.71,Urban,ADSL2,94.58%,2.66281,Yorkshire & Humberside
B,16.09,Urban,FTTC,95m.44%,0.96413,West Midlanzds
,0.69,Rural,ADSL2,95.62%,0.52838,East
B,18.47,Urban,FTTC,95.77%,0.96413,North East
B,17.85,Urban,FTTC,95.08%,0.96413,West Midlands
***,12.92,Urban,FTTC,93.20%,0.96413,Scotland
B,0.94,ural,FTTC,95.39%,0.96413,Yorkshire & Humberside
,12.89,Urban,FjTTC,98.39%,0.96413,Suth East
xB,18.41,Urban,FTTC,95.34%,0.96413,Scotland
B,0.53,Rural,ADSL2,2.74%,0.52838,Northern Ireland
B,6.13,rban,FTTC,95.39%,0.50728,East
B,0.83,Rrual,ADSL2,95.00%,0.52838,South East
B,0.52,Rural,ADSL2,50.78%,0.52838,South East
B,20.18,Urban,FTTP,95.39%,0.96413,South West
B,15.5,Urban,FTTC,9502%,0.96413,South East
B,5.7,Urban,FTTC,95.1t4%,0.96413,South East
B,20.13,Urban,FTTP,95.39%,0.96413,Yorkshire & Humberside
B,18.43,Rural,FTTC,95.18%,0.96413,Scotladn
B,6.63,Urban,FTTC,95.40%,0.50728,Yorkshire & uHmberside
B,16.67,Urban,FTTC,97.00%,0.96413,West Midlands
B,9.1,jUrban,FTTC,94.32%,0.96413,Wales
B,36.37,Uban,Cable,100.00%,1.08753,London
B,5.16,Rural,FTTC,96.40%,1.56946,South West
,6.27,Urban,FTTC,9r5.30%,0.50728,South East
B,3.89,Urban,FTTC,94.95%,0.96413,South East
A,12.88,Urban,FTTC,95.60%,0.96413,East
B,17.85,Urban,FTTC,94.15%,0.96413,Northern Ireland
B,3.15,xRural,FTTC,95.67%,0.96413,South West
fB,9.69,Rural,Cable,95.8%,0.54408,East
B,17.85,Urbamn,FTTC,95.13%,0.96413,Yorkshire & Humberside
B,7.19,Urban,FTTC,95.54%,0.50728,South East
B,17.93,Urban,FTTC,95.39%,0.96413,North West
B,9.53,Urban,FTTC,96.2%0,0.50728,East
uB,18.51,Rural,FTTC,96.68%,0.96413,South East
B,9.9,Urbn,Cable,95.36%,1.08753,East
nB,9.26,Rural,FTTC,95.31%,0.86356,Waels
B,4.44,Rural,FTTC,91.18%,0.86356,Yorkshire & Humberside
***,4.83,Uban,Cable,96.07%,1.08753,South East
B,6.08,Rural,FTTC,94.87%,0.96413,Scotland
B,18.39,Urban,FTTC,94.81%,0.96413,South East
,20.19,Urban,FTTP,95.39%,0.96413,South West
B,0.86,Urban,ADSL2,95.20%,2.66281,Wales
B,7.83,Urbna,FTTC,95.08%,0.50728,East
B,30.13,Urban,FTTP,95.39%,0.96413,North West
rB,5.44,Urban,FTTC,94.93%,0.50728,South East
B,15.16,Urban,FTTC,95v.38%,0.96413,South East
B,6.61,Urban,FTTC,95.40%,0.50728,Scotland
B,4.78,Urban,FTTC,95.40%,0.96413,South East
B,18.04,Urban,FTTC,96.20%,0.96413,East
B,9.24,Urban,FTTC,93.24%,0.50728,East
***,8.31,Urban,FTTC,95.42%,1.75829,Scotland
B,16.4,Urban,TTC,96.06%,0.96413,North West
B,8.98,Rural,FTCT,93.98%,1.56946,South West
B,0.94,Urban,ADSL2,96.47%,2.66281,South West
B,17.78,Urban,FTTC,96.23%,0.96413,Lovndon
B,19.05,Urban,FTTC,97.48%,0.96413,Northern Ireland
B,8.83,Urban,FTTC,96.55%,0.50728,South Weust
,6.0,Urban,FTTC,97.n56%,0.96413,East
B,9.69,Urban,Cable,9.14%,1.08753,West Midlands
B,6.06,Rural,FTTC,95.39%,0.96413,South West
B,17.37,Urban,FTC,95.39%,0.96413,North East
B,9.1,Urban,FTTC,95.49%,0.50728,South West
B,0.6,Urban,ADSL2,94.43%,2.66281,Yorkshire & Humberside
B,16.69,Urban,FTTC,96.75%,0.96413,South Eats
B,18.48,Urban,FTTC,95.39%,0.96413,Scotldand
B,9.11,Urban,FTTC,94.80%,0.50728,Sctoland
Hull,31.44,Urabn,FTTP,k95.12%,0.26727,Yorkshire& Humberside
B,15.25,Rural,FTTC,96.18%,0.96413,West Midlands
B,0.34,Rural,ADSL2,94.56%,0.96413,Wajles
B,9.94,Urban,Cable,95.38%,1.08753,Eakst
B,0.66,Rral,ADSL2,94.24%,0.52838,North West
B,2.81,Rurwal,FTTC,90.91%,0.96413,West Midlands
B,5.76,Urban,FTTC,95.64%,0.96413,East
B,9.75,Urban,Cable,95b.20%,1.08753,North West
pB,19.9,Urbn,Cable,95.35%,1.08753,Eat Midlands
B,50.54,Urbnan,FTTP,95.39%,0.96413,North East
B,10.07,Rurafl,FTTC,96.86%,0.65219,SouthE ast
B,29.74,Urban,FTTP,95.39%,0.96413,North East
gB,4.03,Urban,FTTC,95.68%,0.96413,Yorkshire & Humberside
B,3.57,Urban,FTTC,95.18%,0.50728,North West
B,17.84,Urban,FTTC,94.99%,0.96413,East
B,17.59,Rural,FTTC,95.93%,0.65219,Wales
B,9.1,Rural,FTTC,95.51%,0.96413,South East
B,20.7,Urban,Cable,94.66%,1.08753,Yorkshire & Humberside
B,15.15,Urban,FTTC,96.49%,0.96413,East
B,15.71,Urban,FTTC,96.07%,0.96413,North West
Hull,9.4,Urban,FTTP,95.08%,0.26727,Yorkshire & Humberside
***,35.37,Urban,Calbe,92.90%,0.96413,West Midlands
B,11.82,Uran,FTTC,s95.14%,0.96413,South West
B,4.49,Urban,FTTC,95.44%,0.50728,East
B,18.52,Urban,FTTC,95.12%,0.96413,South East
B,16.36,Urban,FTTC,92.93%,0.96413,East Midlands
B,20.22,Urban,FTTP,95.39%,0.96413,South East
B,6.14,Rural,FTTC,96.31%,0.86356,East
B,9.26,Urban,FTTC,95.39%,0.96413,South East
B,18.5,Urban,FTTC,95.43%,0.96413,East
***,18.37,Urtban,TFTC,94.37%,0.96413,London
B,33.99,Urban,Cable,94.95%,1.08753,South East
B,50.32,Urban,FTTP,95.35%,0.96413,Northern Ireland
B,17.02,Urban,FTTC,95.58%,0.96413,South East
B,18.44,Rural,FTTC,95.39%,0.96413,South West
B,1.54,Urban,FTTC,96.10%,0.96413,East
B,30.19,rban,FTTP,95.3s9%,0.96413,West Midlands
B,17.19,Rural,FTTC,96.52%,0.96413,East Midlands
B,20.21,Utrban,FTTP,95.3f9%,0.26727,Scotland
B,0.32,Rural,ADSL2,0.00%,0.52838,Wales
B,18.04,Urban,FTTC,95.87%,0.96413,South vEast
B,18.38,Urban,FTTC,95.11%,0.96413,North West
B,17.12,Urban,FTTC,95.58%,0.96413,London
B,20.92,Urban,Cale,95.27%,1.08753,North East
bB,0.3,Uran,DSL1,64.77%,2.18892,Yorkshire & Humberside
,29.99,Urban,Cable,94.40%,1.08753,South East
A,0.51,Rural,ADSL2,95.12%,0.52838,South East
,6.2,Rural,FTTC,9419%,0.86356,South East
B,18.43,Urban,FTTC,96.5%1,0.96413,Scotland
B,0.56,Rural,ADSL1,82.81%,0.35144,South West
B,18.22,Urban,FTTC,69.15%,0.96413,North East
B,5.35,Urban,FTTC,95.9%,0.96413,East
B,0.84,Rural,ADSL2,98.20%,0.52838,SouthWest
B,17.49,Urban,FTTC,95.37%,0.96413,Wales
B,20.16,Uran,FTTP,95.39%,0.96413,North West
,8.9,Rural,FTTC,95.39%,0.96413,South Wets
B,17.34,Urban,FTTC***,95.25%,0.96413,South West
B,0.85,Rural,ADSL2,94.25%,0.52838,South West
B,17.65,Urban,FTTC,95.29%,0.96413,Scotland
Hull,0.85,Urban,ADSL2,95.40%,2.66281,Yorkshire & Humberside
A,2.57,Rural,Fixed Wirelebss,95.39%,0.96413,ales
,13.36,Urban,FTTC,93.92%,0.96413,London
B,9.0,Urban,FTTC,95.89%,0.50728,East
B,9.14,Urban,lFTTC,96.22%,0.50728,South East
B,7.78,Urban,FTTC,94.89%,0.50728,South East
B,2.71,Rural,FTTC,95.07%,0.96413,South East
B,17.63,Urban,FTTC,9s5.11%,0.96413,East
B,18.54,Urban,FTTC,95.48%,0.96413,Yorkshire & Humberside
***,0.91,Urabn,ASDL2,94.48%,2.66281,South East
B,18.36,Urban,FTTC,94.72%,0.96413,South East
***,9.2,Urban,FTTC,5.39%,0.96413,South East
B,4.47,Urban,Cable,94.68%,1.08753,West Midlands
B,8.66,ural,FTTC,95.42%,0.96413,Yorkshire & Humbeside
qB,2.86,Rural,FTTC***,96.09%,0.86356,Scotland
B,15.8,Urban,FTTC,95.10%,0.96413,South East
B,15.51,Rurla,FTTC,91.16%,0.96413,North West
B,35.29,Urban,Ckable,95.25%,0.96413,North Wet
B,9.35,Urban,Cable,94.43%,1.08753,South East
B,9.83,Rural,FTTC,96.36%,0.96413,East
B,14.46,Urban,FTTC,95.21%,0.96413,East
***,16.79,Urban,FTTC,u95.38%,0.96413,North West
Hull,9.4,Urban,FTTP,95.45%,0.26727,Yorkshire & Humberside
B,0.86,Rural,ADSL2,95.42%,0.52838,South East
Hull,33.02,Urban,TTP,94.2%9,0.26727,Yorkshire & Humberside
***,8.17,Urban,Cable,94.86%,1.08753,South West
jB,20.48,Urban,Cable,95.39%,1.08753,West Midlands
B,8.4,rban,FfTTC,95.56%,0.50728,North West
B,36.15,Urabn,Cable,95.48%,0.96413,South West
,5.82,Urbna,FTTC,95.69%,0.50728,North West
Hull,20.87,Urban,FTTP,95.40%,0.26727,Yorkshire & Humberside
B,20.21,Urban,FTTP,95.39%,0.96413,Wales
B,20.82,Urban,Cable,95.50%,1.08753,Lokndon
B,9.48,Urban,FTTC,97.35%,0.96413,East Midlands
Hull,116.08,Urban,FTTP,92.16%,0.26727,Yorkshire & Humberside
***,30.57,Urban,TFTP,100.00%,0.26727,London
A,0.61,Rural,ADSL2,95.28%,0.52838,Scotland
B,8.72,Urban,FTTC,95.65%,0.96413,East
oB,15.7,Urban,FTTC,95.39%,0.96413,Wales
B,18.25,Urban,FTTC,95.54%,0.96413,South East
iA,6.79,Rural,Fixed Wireless,95.39%,0.96413,South West
B,9.3,Urban,FTTC,94.39%,0.50728,North West
B,18.27,Urban,FTTC,95.34%,0.96413,South West
B,15.39,Urban,FTTC,95.21%,0.96413,North West
B,17.72,Urban,FTThC,95.94%,0.96413,Scotland
B,35.72,Urban,Cable,95.71%,0.96413,Yorkshire & Humberjside
B,20.63,Rural,FTP,97.93%,0.96413,Wales
B,20.8,Urban,Cable,95.q65%,1.08753,North West
B,50.54,Ufrban,FTTP,95.39%,0.96413,West Mfidlands
B,6.16,Utrban,FTTC,95.59%,0.50728,North West
B,29.74,Urban,FTP,95.39%,0.96413,North East
Hul,18.8,Urban,FTTP,95.12%,0.26727,Yorkshire p& Humberside
,5.44,Rural,FTTC,95.01%,0.96413,South West
B,2.46,Urban,FTTC,95.36%,0.96413,North West
B,20.71,Urban,Cable,9.70%,1.08753,Yorkshire & Humberside
B,5.82,Urban,FTCT,95.03%,0.96413,South East
B,20.38,Urban,FTTP,95.36%,0.26727,South East
B,0.78,Rural,ADSL2,100.00%,0.52838,Northern Ireland
B,15.42,Urban,FTTC,96.0%,0.96413,West Midlands
***,9.28,Urban,FTTC,95.29%,0.50728,North East
A,9.67,Rural,FTTP,94.32%,0.29132,Wals
B,5.36,Urban,FTTC,89.99%,0.96413,East Midlands
B,5.24,Urban,FTTC,95.39%,0.96413,South East
***,18.49,Urban,FTTC,95.31%,0.96413,West Midlands
B,18.53,Urban,FTTC,95.89%,0.96413,North West
B,20.75,Urban,Cable,95.39%,1.08753,Scotland
B,20.18,Urban,FTTP,95.9%,0.96413,South West
B,6.4,Urban,FTTC,9o5.43%,0.50728,North East
B,0.99,Urban,ADSL2,94.96%,2.66281,oSuth East
B,12.77,Urban,FTTC,95.28%,0.96413,North West
B,8.25,Urban,FTTC,98.51%,0.96413,Northern Ireland
B,18.45,Rueral,TFTC,94.12%,0.96413,North West
B,9.11,Urban,TTC,95.60%,0.50728,North West
B,18.34,Urban,FTTC,95.47%,0.96413,North West
B,19.94,Urban,FTTP,95.39%,0.96413,Scotland
B,19.84,Urban,Cable,95.43%,1.08753,outh East
B,18.21,Rural,FTTC,95.f99%,0.96413,South West
,17.38,Urban,FTTC,96.10%,0.96413,Yorskhire & Humberside
B,20.79,Urban,Cable,95.82%,1.08753,East Midlands
B,16.87,Urban,FTTC,95.96%,0.96413,London
B,18.13,Urban,FTTC,94.21%,0.96413,North bWest
B,32.5,Urban,Cable,94p.92%,0.96413,South East
B,35.0,Urban,Cable,95.40%,0.96413,South East
,16.01,Rhural,FTTC,93.75%,0.65219,Scotland
B,7.56,Urban,FTC,91.18%,0.96413,Yorkshire & Humbersilde
B,17.98,Urban,FTTC,94.71%,0.96413,Wales
,9.91,Ubran,Cable,95.35%,1.08753,aEst
B,14.07,Urban,FTTC,95.39%,0.96413,Scotland
B,9.35,Urban,FTTC,95.39%,0.96413,Scotland
B,0.66,Rural,ADSL2,95.92%,0.52838,Scotland
B,0.89,Rural,ASL2,93.69%,0.52838,Yorkshire & Humberside
B,0.57,Rural,FTTC,36.84%,0.96413,Soth West
B,9.12,Urban,FTTC,95.29%,0.50728,South East
***,8.84,Urban,FTTC,96.08%,0.50728,South East
B,18.43,Ubran,FTTC,94.40%,0.96413,Yorkshire & Humberside
B,11.59,Rural,FTTC,94.50%,0.65219,North East
B,18.14,Urban,FTTP,95.39%,0.26727,Nort hEast
,9.19,Urban,FTC,95.22%,0.96413,Yorkhshire & Humberside
B,5.13,Urban,FTTC,96.54%,0.96413,East
B,17.87,Rural,FTTC,95.39%,0.65219,Scotland
aB,48.55,Urban,FTTP,95.39%,0.96413,East Mivdlands
B,3.99,Urban,FTTC,95.39%,0.50728,West Midlands
,18.34,Urban,jFTTC,95.42%,0.96413,North Wet
B,18.43,nUrban,FTTC,96.2%,0.96413,South East
lB,8.85,Urban,FTTC,94.12%,0.96413,North West
B,16.53,Urban,FTTC,95.16%,0.96413,Yorkshire & Humberside
B,4.6,Urban,Cable,9w4.84%,1.08753,North East
***,0.2,Rural,ADSL1,0.00%,0.35144,cotland
B,18.1,Urban,FTTC,95.39%,0.96413,Wales
B,30.29,Urban,FTTP,95.39%,0.96413,South East
,16.77,Urban,FTTC,95.97%,0.96413,South East
B,7.04,Rural,FTTC,95.75%,0.86356,outh West
B,14.56,Urban,FTTC,96.50%,0.96413,East Midlands
B,28.6,Rural,Fixed Wireless,95.39%,0.96413,Easte Midlands
B,15.67,Uran,FTTP,95.39%,0.96413,NorthernI reland
B,0.9,Rural,ADSL2,95.18%,0.52838,NorthW est
B,9.25,rban,FTTC,96.07%,0.50728,Yorkshre & Humberside
B,9.94,Urban,Cable,94.32%,1.08753,London
B,6.35,Urban,FTTC,95.28%,0.50728,Wales
Hull,9.5,Urban,FTTP,93x.44%,0.26727,Yorkshire & Humberside
,50.26,Urban,FTTP,95.39%,0.96413,East
B,20.2,Urban,FTTP,95.39%,0.96413,Lodnon
B,9.31,Urban,FTTP,v94.16%,0.26727,South West
B,29.91,Urban,FTTP,95.39%,0.96413,Yorkshire & Humberside
B,6.62,Urban,FTTC,95.3b9%,0.96413,Eats
B,18.73,Urban,FTTC,95.39%,0.96413,Srouth West
B,20.19,Ubran,FTTP,95.39%,0.96413,South West
B,6.41,Urban,TTC,95.39%,0.96413,West Midlands
B,50.06,Uban,FTTP,95.39%,0.96413,Northern Ireland
B,4.9,Urban,Cable,w96.46%,1.08753,North East
B,18.42,Ubran,FTTC,00.00%,0.96413,Wales
B,9.14,Urban,FzTTC,98.64%,0.50728,South East
B,8.98,Urbna,FTTC,96b.51%,0.96413,Scotland
***,0.52,Rural,cADSL2,94.43%,0.96413,Scotland
B,0.81,Rural,ADSL2,95.39%,0.52838,South West
B,7.84,Urban,FTTC,95.08%,0.50728,Norqth West
B,4.88,Urban,Cable,93.44%,1.08753,North West
Hull,9.23,Urban,FTTP,96.53%,0.26727,Yorkshire & Humberside
B,36.48,Urban,Cable,94.7%0,0.96413,East
***,3.6,Urban,FTTC,95.71%,0.96413,South East
B,18.53,Urban,FTTC,93.94%,0.96413,East
B,0.81,Urban,ADSL2,96.39%,2.66281,Yorkshire & Humberside
B,20.72,Urban,Cable,9.12%,1.08753,South West
B,16.37,Urban,FTTC,95.24%,0.96413,East
B,32.28,Urban,Cable,f95.08%,0.96413,West Midlands
B,9.08,Urban,FTTC,98.6%2,0.96413,South East
B,9.14,Urban,FTTC,95.3%5,0.96413,North East
B,50.39,Urbna,TFTP,95.39%,0.96413,South West
kB,20.0,Urban,Cable,94.40%,1.08753,pWales
B,0.65,Urban,ADSL2,93.64%,2.66281,Yorkshire & Humberside
B,15.94,Urban,FTTC,96.51%,0.96413,South West
B,10.1,Urban,FTTP,95.39%,0.96413,Esat
B,8.36,Urban,FTTC,96.13%,0.50728,West Midlands
B,0.85,Rural,FTTC,94.12%,0.86356,South West
B,9.13,Urban,FTTC,95.39%,0.50728,South East
B,8.02,Urban,FTTC,95.54%,0.50728,NorthE ast
B,13.44,Rural,FTTC,95.47%,0.96413,South East
B,8.9,Urban,FTTC,95.60%,0.50728,East Midlands
B,9.2,Urban,TFTC,5.39%,1.75829,North aEst
B,35.57,Rural,Fixed Wireless,95.39%,0.96413,Northern Ireland
B,50.56,Urban,FTTP,95.39%,0.96413,London
B,6.31,Urban,FTTC,96.49%,0.96413,orth West
B,17.49,Urbna,FTTC,95.22%,0.96413,Scotland
B,18.48,Ubran,FTTC,95.99%,0.96413,East Midlands
B,20.17,Urban,FTTP,5.39%,0.96413,West Midlands
***,47.88,Urban,FTTP,9.436%,0.96413,North West
B,1.01,Urban,ADSL2,92.20%,2.66281,North East
,18.38,Urban,FTTC,95.69%,0.96413,Wst Midlands
B,47.48,Rural,FTTP,95.36%,0.96413,Wales
B,5.22,xUrban,aFTTC,96.05%,0.50728,South West
B,9.95,Urban,Cable,59.40%,1.08753,South West
,17.96,Rural,nFTTC,95.25%,0.96413,East
B,0.87,Urban,FTCT,95.39%,0.50728,South East
B,9.43,Urban,Cable,95.40%,1.08753,South East
B,12.15,Urban,FTTC,94.9%,0.96413,North West
B,5.45,Rural,Cabel,95.77%,0.54408,South East
B,0.34,Rural,ADSL2,0.00%,0.52838,Scotland
B,35.71,Urban,Cable,92.a68%,1.08753,West Midlands
B,9.95,Urban,Cable,95.17%,1.08753,South East
B,9.02,Urban,FTTC,5.00%,0.96413,Yorkshire & Humberside
B,19.12,Urban,FTTP,9.39%,0.96413,South East
B,10.83,Urban,FTTC,98.95%,0.96413,North West
B,5.7,uRral,FTTC,95.30%,0.65219,Wales
B,4.53,Uran,Cable,95.35%,1.08753,ast
B,0.96,Urban,ADSL2,95.83%,2.66281,SouthWest
***,9.35,Urabn,FTTC,5.39%,0.96413,East
B,8.05,Rural,FTTC,85.90%,0.96413,ast Midlands
B,7.11,Urbacn,FTTC,100.00%,0.96413,Northern Ireland
B,50.56,Urban,FTTP,95.39%,0.96413,East
B,0.93,Urban,ADSL2,95.32%,2.66281,London
B,9.6,Urban,FTTC,96.2%,0.96413,South East
eB,6.1,Urban,FTTC,95.65%,0.50728,North West
B,20.74,Uirban,Cable,9.554%,1.08753,Yorkshire & Humberside
B,18.53,Urban,FTTC,95.21%,0.96413,North East
***,32.52,Urban,Cable,95.20%,0.96413,Yorkshire & Humberside
B,18.44,Urban,FTTC,96.44%,0.96413,Scotland
B,18.39,Urban,FTTC***,95.38%,0.96413,Yorkshire & Humberside
B,20.05,Urban,Cable,96.41%,1.08753,West Midlands
B,18.45,Urbna,FTTC,95.39%,0.96413,Northern Ireland
B,8.7,Uban,FTTC,95.18%,0.96413,London
fB,50.54,Urban,FTTP,95.39%,0.96413,East Midlands
B,5.3,Urban,FTTC,95.45%,0.96413,South East
,8.65,Rural,FTTC,94.38%,0.96413,South West
B,34.1,Urban,Cable,94.15%,1.08753,North West
B,16.18,Urban,Cyable,94.14%,1.08753,East
B,17.76,Urban,TFTC,95.39%,0.96413,Nort West
B,18.32,Rural,FTTC,96.24r%,0.96413,Wales
B,4.53,Urban,FTTC,95.33%,0.50728,North East
B,7.73,Urban,TTC,94.92%,1.75829,West Midlands
B,0.91,Rural,ADSL2,94.96%,0.52838,South West
B,9.11,Rural,FTTC,100.00%,0.96413,oEast
B,12.32,Urban,FTTC,95.22%,0.96413,North West
B,50.44,Uban,FTTP,95.39%,0.26727,Yorkshire & Humberside
B,18.36,Urban,FTC,95.45%,0.96413,North East
B,50.46,Urban,TFTP,95.39%,0.96413,Wales
B,38.19,Rural,Fixed Wireless,95.39%,0.96413,South Eoast
B,9.51,Urban,Cable,95.64%,1.08753,South West
pB,27.83,Rural,Fixed Wireless,95.39%,0.96413,East
B,9.86,rban,able,5.24%,1.08753,South East
B,18.73,Urban,Cable,95.36%,1.08753,South West
B,0.77,Urban,ADSL2,95.63%,2.66281,Yorkshire & Humberside
B,17.82,Urban,FTTC,9535%,0.96413,South East
B,0.62,Urban,ADSL2,0.00z%,2.66281,South West
B,7.63,Urbpan,FTTC,94.25%,0.96413,South East
B,17.71,gRural,FTTC,96.37%,0.65219,West Midlands
B,50.54,Urban,FTTP,9539%,0.96413,East
pB,16.42,Urban,FTTC,95.29%,0.96413,West Midlands
B,8.97,Urban,FTTC,96.32%,0.50728,West Midlands
B,0.69,Rural,ADSL2,95.39%,0.52838,South East
B,7.3,Urban,Cable,95.67%,1.08753,South East
,18.49,Urban,FTTC,92.67%,0.96413,East Midlands
B,29.67,Urban,Cable,95.97%,0.96413,South Wset
B,0.78,Rural,ADSL2,96.56%,0.52838,South East
B,17.19,Rural,FTTC,95.59%,0.65219,South West
B,7.95,Urban,FTTC,95.39%,0.50728,East Midlands
eB,20.18,Urban,FTTP,95.39%,0.96413,South West
dB,9.12,Uban,FTTC,94.25%,0.96413,South West
B,50.47,Urban,FTTP,95.39%,0.96413,Scotland
B,6.87,Urban,FTTC,95.43%,0.96413,South West
B,6.6,Urban,FTTC,95.35%,0.50728,North West
B,16.73,Urban,FTTC,96.33%,0.96413,Scotland
B,28.73,Urban,FTTP,95.38%,0.26727,London
vB,7.36,Rural,FTTC,96.18%,0.96413,West Midlands
B,8.39,Urban,FTTC,93.66%,0.50728,Souths West
B,18.4,Uryban,FTTC,95.18%,0.96413,East
B,9.6,Urban,Cable,95.21%,1.08753,Wales
B,18.01,Urban,FTTC,95.98%,0.96413,South East
B,9.17,ural,FTTC,94.05%,0.86356,Weswt Midlands
,0.36,Rural,ADSL1,0.00%,0.35144,Scotland
B,9.74,Urban,Cable,96.52%,1.08753,North West
B,9.1,Urban,FTTC,95.24%,1.75829,Northern Ireland
B,18.35,Urban,FTTC,95.09%,0.96413,South West
***,4.71,Rural,Calbe,95.25%,0.54408,South East
B,10.32,Urban,TTC,95.43%,0.96413,South East
B,18.0,Urban,FTTC,95.36%,0.96413,London
B,0.76,Urban,ADSL2,96.5y5%,2.66281,North West
B,6.51,Urban,FTC,96.05%,0.50728,London
B,6.89,Urban,FTTC,95.35%,0.96413,Northern Ireland
B,0.62,rban,ADSL2,95.99%,2.66281,Est
B,14.8,Urban,FTTC,95.60%,0.96413,South East
B,30.23,Urbna,FTTP,95.39%,0.96413,South East
B,10.25,Urban,FTTC,95.47%,0.96413,Eastt Midlands
B,0.36,Rural,ADSL2,0.00%,0.52838,South West
***,8.96,Rural,FTTC,96.32%,0.86356,West Midlands
B,17.2,Rural,FTTC,98.78%,0.65219,South East
B,18.5,Urban,FTTC,94.46%,0.96413,Scotland
***,6.85,Ubran,FTTC,95.13%,0.96413,South East
B,6.6,Rural,FTTC,95.00%,0.96413,Eats
A,0.63,Rural,DASL2,90.64%,0.52838,Wales
B,30.3,Urban,FTTP,95.9%,0.96413,West Midlands
B,1.13,Rural,Fixed Wireless,95.39%,0.96413,South East
cB,0.27,Rural,ADSL1,0.00%,0.35144,Northern Ireland
B,8.45,Uxrban,FTTC,93.64%,0.50728,London
B,14.07,Rural,FTTC,95.11%,0.65219,South East
B,9.58,Urban,Cable,95.60%,1.08753,South East
***,9.25,Rural,FTTC,94.67%,1.56946,Scotland
B,0.87,Rubral,ADzSL2,95.66%,0.96413,Scotland
B,18.4,Urbna,FTTC,95.44%,0.96413,South West
B,4.96,Urban,Cable,95.65%,1.08753,London
B,1.1,Urabn,FTTC,95.39%,0.96413,East
B,6.67,Rural,FTToC,95.13%,0.86356,Scotland
B,8.24,Rural,FTTC,94.55%,0.86356,South Est
B,9.75,Urban,FTTC,97.14%,0.96413,East
B,18.0,Urban,FTTC,95.65%,0.96413,East
B,18.22,Urban,FTTC,95.82%,0.96413,North East
B,34.53,Urban,Cable,95.36%,0.96413,East Midlands
B,924.81,Urbna,FTTP,94.w94%,0.26727,Yorkshire & Humberside
B,16.3,Urbna,FTTC,95.45%,0.96413,South East
B,36.62,Urban,Cable,95.39%,1.08753,South East
B,9.58,Urban,Cable,95.42%,1.08753,East
B,8.95,Urban,FTTC,96.51%,0.96413,South East
B,9.28,Urban,FTTC,94.90%,0.50728,North West
B,8.76,Urban,FTTC,94.87%,0.50728,South West
B,6.87,Urban,FTTC,96.14%,0.50728,East Mildands
B,8.75,Rrual,FTTC,95.35%,0.86356,Yorkshire & Humberside
A,8.18,Rural,FTTC,96.55%,0.86356,South Wets
B,0.79,Rural,ADSL2,92.55%,0.52838,West Midlands
B,20.28,Urban,Cable,95.28%,1.08753,South East
B,9.32,Urbna,FTTC,59.68%,0.96413,South East
B,18.51,Urban,FTTC,95.44%,0.96413,Yorkshire & Humberside
,9.88,Urban,Cable,98.39%,1.08753,Sounth East
***,18.41,Rural,FTTC,95.45%,0.65219,South Wvest
Hull,0.71,Rural,ADSL2,9.12%,0.52838,Yorkshire & Humberside
B,0.53,Urban,ADSL2,89a.97%,2.66281,North West
***,17.28,Urban,Cable,97.45%,1.08753,Scotland
B,0.92,Rural,FTTC,96.51%,0.96413,Scotland
wB,18.35,Urban,FTTC,96.43%,0.96413,Scotland
B,12.89,Urban,FTTC,97.10%,0.96413,Scoltand
B,18.3,Urban,FTTC,95.15%,0.96413,Yorkshire & Humberside
B,3.62,Urban,FTTC,95.35%,0.96413,South East
B,18.37,Urban,FTTC,95.5%3,0.96413,Scotland
B,18.54,Urban,FTTC,95.39%,0.96413,Northern Ireland
B,18.24,Urban,FTTC,j96.13%,0.96413,South East
B,9.13,Urban,FTTC,96.33%,1.75829,North West
