crimeid,monthvalue,reportedby,outcometype,latitude,fallswithin,locationvalue
fb93ffac8eec72311b75f078654390c10507f7a9d4768a664ca47f15455dab75,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.705457,Gloucestershire Constabulary,On or near Beyon Close
fb93ffac8eec72311b75f078654390c10507f7a9d4768a664ca47f15455dab75,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.915587,Gloucestershire Constabulary,On or near Waldrist Close
0a916ffc0207a139b5b814de594184a2ab31b08719ca7c491c2b57545fd2cea9,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,On or near
b987ed2cb196862f2e17203a92dfddfaae0abe4f330709edfdf14d2d4a7d939c,2023-05,Gloucesterhsire Constabulary,Further action is not in the public interest,51.930079,Gloucestershire Constabulary,On or near Eastview Close
214303a5e85a8d530b7389fa14d65271458460e8ee2fbed3fb98fc2458025175,2023-05,Glgoucestershire Constabulary,Investigation complete; no suspect identified,51.710008,Gloucestershire Constabulary,On or near Mount Street
f39e2541dad3cbe974967e5da6365ace96623054f86ca8eb2123c3e5effbc942,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.710008,Gloucestershire Constabulary,On or near Mount Street
6f954b5a4335c3590c75e52ba953864bcf311a28c3ef94b9d7612655435f3670,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.74719,Gloucestershire Constabulary,On or near High Street
0e8b2cd080ccf81d4636bdd772104912618192b559ff71c0fed8cadeb65b4d00,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect dentified,51.723129,Gloucestershire Constabulary,On or near Riddle Street
a4d5eb38e89c2b19e0a6f2f957fdb5cdb2d57790e4ae0e0c81ee49b88814731c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucesetrshire Constabulary,No location
d840fcfe8c0a38ddaaa473cd4eda3158f27c18df25c52040cf76757ee211df7c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.63906,Glopucestershire Constabulary,On or near Buttington Road
f39e2541dad3cbe974967e5da6365ace96623054f86ca8eb2123c3e5effbc942,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.867471,Gloucestershire Constabulary,On or near Wellington Parade
6f954b5a4335c3590c75e52ba953864bcf311a28c3ef94b9d7612655435f3670,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.871241,Gloucestershire Constabulary,On or near Willowleaze
fb93ffac8eec72311b75f078654390c10507f7a9d4768a664ca47f15455dab75,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.908676,Gloucestershire Constabulary,Ohn or near Folly Lane
0544e0f44c67af1989a941711b0c1710a9f89caeae9201ff5c1fb18a40b727f9,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.709781,Gloucestershire Constabulary,On or near Stepstairs Lane
d5f070536ae963a64764c55b484b94080abd83ee673005969d5996d6b306279f,2023-05,Gloucesteirshire Constabulary,Unable to prosecute suspect,51.852796,Gloucestershire Constabulary,On or near Quayside Way
fb93ffac8eec72311b75f078654390c10507f7a9d4768a664ca47f15455dab75,2023-05,lGoucestershire Constabulary,Unable to prosecute suspect,51.624563,Gloucestershire Constabulary,On or near Orchard Walk
d8b9b1f0d82f151a3c39d0bf90df5436ae27265546bdc226df1c3886835f9086,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.634434,Gloucestershire Constabulary,On or near LOCOMBE PLACE
745877742b2f688e3eaff17aa17081693cf176dca499611a4b24674759d54494,2023-05,Gloucestershire Constabulary,Unable to prosecute suspecxt,51.709781,Gloucestershire Constabulary,On or near Stepstairs Lane
a4d5eb38e89c2b19e0a6f2f957fdb5cdb2d57790e4ae0e0c81ee49b88814731c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
3ea5e870781153552bf11cd4deb9f45d7ef3a176486a155875977ff7c9d277e4,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.833647,Gloucestershire Constabulary,On or near Gatmeres Road
c2e1050dcfce09e486a262d6be52e383153078d2dcbe6d24deb05a7d70e4a246,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.927876,Gloucestershire Constabulary,On or near
e839c5e370716f8e2778e01a313011d9934adf952ac1fdd579666263e20c5a9a,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,52.055252,Gloucestershire Constabulary,On or near Maurice Gardens
b987ed2cb196862f2e17203a92dfddfaae0abe4f330709edfdf14d2d4a7d939c,2023-05,Gloucestershire Constabulary,Local resolution,51.744391,Gloucestershire Constabulary,On or nearJohn Street
baf3c1222c6796cabcfc6c4aac91cf8f3bd3b2acc50e18d5be11303f1a7f1e4f,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.922274,Gloucestershire Constabulary,On or near Manor Court
a4d5eb38e89c2b19e0a6f2f957fdb5cdb2d57790e4ae0e0c81ee49b88814731c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
fb93ffac8eec72311b75f078654390c10507f7a9d4768a664ca47f15455dab75,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.637849,Gloucestershire Constabulary,On or near Saxon Place
3ffd066d3366c811070b87705a7a9ae361fd98b7f7bb4e0349c371c5d5dcff3e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.640596,Gloucestershire Constabulary,On or near Beachley Road
c77f6d3e955b242eae9024cd9f0994f4e6e1652b65df067a2f81d47455003f93,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.794546,Gloucestershire Constabulary,On or near Victoria Road
214303a5e85a8d530b7389fa14d65271458460e8ee2fbed3fb98fc2458025175,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.792805,Gloucestershire Constabulary,On or near Phoenix Court
214303a5e85a8d530b7389fa14d65271458460e8ee2fbed3fb98fc2458025175,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.792805,Gloucestershire Constabulary,On or near Phoenix Court
d840fcfe8c0a38ddaaa473cd4eda3158f27c18df25c52040cf76757ee211df7c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.831301,Gloucestershire Constabulary,On or near Bazeley Road
f39e2541dad3cbe974967e5da6365ace96623054f86ca8eb2123c3e5effbc942,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.91065,Gloucestershire Constabulary,On or near Moors Avenue
f39e2541dad3cbe974967e5da6365ace96623054f86ca8eb2123c3e5effbc942,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.899858,Gloucestershire Constabulary,On or near Pinewood Drive
111d5a295c5fdfdb9f594a7d789760fa4ffa302ff2eebc7a2af6d5df7f94ccc5,023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.91065,Gloucestershire Constabulary,On or near Moors Avenue
e4c2c218b977e5e96f4e9ea5a293c56e19089e6b7a9e2dc15ff31413c9f3b17a,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.707742,Gloucestershire Constabulary,On or near Chesterton Grove
886614d843fe47fd8f1526fd02a3e3db1b30c9ad1c7e186bf70ec282df52da80,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.707742,Gloucestershire Constabulary,On or near Chesterton Grove
111d5a295c5fdfdb9f594a7d789760fa4ffa302ff2eebc7a2af6d5df7f94ccc5,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.867471,Gloucestershire Constabulary,On or near Wellington Paradxe
b987ed2cb196862f2e17203a92dfddfaae0abe4f330709edfdf14d2d4a7d939c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.863933,Gloucestershire Constabulary,On or near Russell Street
a4d5eb38e89c2b19e0a6f2f957fdb5cdb2d57790e4ae0e0c81ee49b88814731c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
3ffd066d3366c811070b87705a7a9ae361fd98b7f7bb4e0349c371c5d5dcff3e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.808281,Gloucestershire Constabulary,On or near
745877742b2f688e3eaff17aa17081693cf176dca499611a4b24674759d54494,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.852424,Gloucestershire Constabulary,On or near Churchill Road
b987ed2cb196862f2e17203a92dfddfaae0abe4f330709edfdf14d2d4a7d939c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.9105,Gloucestershire Constabulary,On or near Cheviot Road
54096d9aeca058a74450e9e94a3a4e42736787af9d1a1d77d9202ad43d74a685,2023-05,Gloucestershire Constabularuy,Unable to prosecute suspect,51.9105,Gloucestershire Constabulary,On or near Cheviot Road
9f5665e2e6f50e7155e12cb43488901b7ebd15b8e109c5b381583f0fa96c2a19,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.9105,Gloucestershire Constabulary,On or near Cheviot Road
3ffd066d3366c811070b87705a7a9ae361fd98b7f7bb4e0349c371c5d5dcff3e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.861051,Gloucestershire Constabulary,On or near Colwell School Close
111d5a295c5fdfdb9f594a7d789760fa4ffa302ff2eebc7a2af6d5df7f94ccc5,2023-05,Gloucestershire Constabulary,Unable to prosecuhte suspect,51.749041,Gloucestershire Constabulary,On or near Jac kRussell Close
9f5665e2e6f50e7155e12cb43488901b7ebd15b8e109c5b381583f0fa96c2a19,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.901774,Gloucestershire Constabulary,On or near
3ffd066d3366c811070b87705a7a9ae361fd98b7f7bb4e0349c371c5d5dcff3e,023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.865989,Gloucestershire Constabulary,On or near Pillowell Drive
b987ed2cb196862f2e17203a92dfddfaae0abe4f330709edfdf14d2d4a7d939c,20230-5,Gloucestershire Constabulary,Local resolution,51.857538,Gloucestershire Constabulary,On or near St James Street
c82ffe622d0b6e2d49dfec72affce0cd360dae33884e2f9d4b5e4529128f6fd5,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.901788,Gloucestershire Constabulary,On or near
3ffd066d3366c811070b87705a7a9ae361fd98b7f7bb4e0349c371c5d5dcff3e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.716065,Gloucestershire Constabulary,On or near
f39e2541dad3cbe974967e5da6365ace96623054f86ca8eb2123c3e5effbc942,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.917151,Gloucestershire Constabulary,On or near Limber Hill
aa9c11ec404e40f93de36b1ad32d2df483099078f275e62bd33eb2c69120cffb,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.842776,Gloucaestershire Constabulary,On or near Langley Road
d840fcfe8c0a38ddaaa473cd4eda3158f27c18df25c52040cf76757ee211df7c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.851906,Gloucestershire Constabulary,On or near Pineholt Gate
3ffd066d3366c811070b87705a7a9ae361fd98b7f7bb4e0349c371c5d5dcff3e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.726395,Gloucestershire Constabulary,On or near Meadow View
54096d9aeca058a74450e9e94a3a4e42736787af9d1a1d77d9202ad43d74a685,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.659834,Gloucestershire Constabulary,On or near
3e43b867accb9cf90f28e5e0dd7a2b33400319ccf55715ddaa33227f54d75733,2023-05,Gloucestershire Constabulary,Action to be taken by another organisation,51.668081,Gloucestershire Constabulary,On or near
886614d843fe47fd8f1526fd02a3e3db1b30c9ad1c7e186bf70ec282df52da80,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.883275,Gloucestershire Constabulary,On or near Grove Road
f39e2541dad3cbe974967e5da6365ace96623054f86ca8eb2123c3e5effbc942,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.98902,Gloucestershire Constabulary,On or near Hornes Place
111d5a295c5fdfdb9f594a7d789760fa4ffa302ff2eebc7a2af6d5df7f94ccc5,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.797545,Glucestershire Constabulary,On or near Inwood Drive
fb93ffac8eec72311b75f078654390c10507f7a9d4768a664ca47f15455dab75,2023-05,Glocestershire Constabulary,Unable to prosecute suspect,51.928346,Gloucestershire Constabulary,On or near Back Walls
e4c2c218b977e5e96f4e9ea5a293c56e19089e6b7a9e2dc15ff31413c9f3b17a,2023-05,Gloucestershikre Constabulary,Unable to prosecute suspect,51.866348,Gloucestershire Constabulary,On or near
465b6deeab5c419dfdf19da4720a78defc01aa159aa179b683279a0755fee7fa,2023-05,Gloucestershire Constabulary,Suspect charged,51.866348,Gloucestershire Constabulary,On or near
745877742b2f688e3eaff17aa17081693cf176dca499611a4b24674759d54494,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.884687,Gloucestershire Constabulary,On or near School Road
745877742b2f688e3eaff17aa17081693cf176dca499611a4b24674759d54494,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.857085,Gloucestershire Constabulary,On or near Regent Street
fb93ffac8eec72311b75f078654390c10507f7a9d4768a664ca47f15455dab75,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.852313,Gloucestershire Constabulary,On or near Vestry Gardens
aa9c11ec404e40f93de36b1ad32d2df483099078f275e62bd33eb2c69120cffb,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.898397,Gloucestershire Constabulary,On or near Hillfield
b987ed2cb196862f2e17203a92dfddfaae0abe4f330709edfdf14d2d4a7d939c,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.638572,Gloucestershire Constabulary,On or near Bear Street
886614d843fe47fd8f1526fd02a3e3db1b30c9ad1c7e186bf70ec282df52da80,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.710149,Gloucestershire Constabulary,On or near Church Street
b987ed2cb196862f2e17203a92dfddfaae0abe4f330709edfdf14d2d4a7d939c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.659504,Gloucestershire Constabulary,On or near
e4c2c218b977e5e96f4e9ea5a293c56e19089e6b7a9e2dc15ff31413c9f3b17a,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.9857,Gloucestershire Constabulary,On or near Warwick Place
a4d5eb38e89c2b19e0a6f2f957fdb5cdb2d57790e4ae0e0c81ee49b88814731c,2023-05,Gloucestershire Constabulary,Suspetc charged,51.864813,Gloucestershire Constabulary,No location
3ffd066d3366c811070b87705a7a9ae361fd98b7f7bb4e0349c371c5d5dcff3e,2023-05,Gloucsetershire Constabulary,Unable to prosecute suspect,51.954552,Gloucestershire Constabulary,On or near Sawpit Lane
9f5665e2e6f50e7155e12cb43488901b7ebd15b8e109c5b381583f0fa96c2a19,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,53.392649,Gloucestershire Constabulary,On or near
9f5665e2e6f50e7155e12cb43488901b7ebd15b8e109c5b381583f0fa96c2a19,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.902652,Gloucestershire Constabulary,On or near Joyford Passage
3ffd066d3366c811070b87705a7a9ae361fd98b7f7bb4e0349c371c5d5dcff3e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.842647,Gloucestershire Constabulary,On or near Penhill Road
1a8ded191121aa59bc9e87388154c44b5bbb21225e3eca1b3df46f0af6b339d4,2023-05,Gloucestershire Constabulary,Unable to projsecute suspect,51.83882,Gloucestershire Constabulary,On or near Winsley Road
214303a5e85a8d530b7389fa14d65271458460e8ee2fbed3fb98fc2458025175,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.8915,Gloucestershire Constabulary,On or near Sandford Road
f39e2541dad3cbe974967e5da6365ace96623054f86ca8eb2123c3e5effbc942,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,52.002954,Gloucestershire Constabulary,On or near Steward Road
3ffd066d3366c811070b87705a7a9ae361fd98b7f7bb4e0349c371c5d5dcff3e,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.909566,Gloucestershire Constabulayr,On or near Chiltern Road
0544e0f44c67af1989a941711b0c1710a9f89caeae9201ff5c1fb18a40b727f9,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.900129,Gloucestershire Constabulary,On or near County Court Road
3ea5e870781153552bf11cd4deb9f45d7ef3a176486a155875977ff7c9d277e4,2023-05,Gluocestershire Constabulary,Investigation complete; no suspect identified,51.91065,Gloucestershire Constabulary,On or near Moors Avenue
f39e2541dad3cbe974967e5da6365ace96623054f86ca8eb2123c3e5effbc942,2023l-05,Gloucestershire Constabulary,nable to prosecute suspect,51.75241,Gloucestershire Constabulary,On or near Glenthorne Close
d840fcfe8c0a38ddaaa473cd4eda3158f27c18df25c52040cf76757ee211df7c,2023-05,Gloucestershire Constabulary,Suspect charged,51.882295,GloucestershireC onstabulary,On or near Woodlands Road
d5f070536ae963a64764c55b484b94080abd83ee673005969d5996d6b306279f,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.900357,Gloucestershire Constabulary,On or near Camobridge Avenue
3ffd066d3366c811070b87705a7a9ae361fd98b7f7bb4e0349c371c5d5dcff3e,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.717002,Gloucestershire Constabulary,On or near
745877742b2f688e3eaff17aa17081693cf176dca499611a4b24674759d54494,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.987007,Gloucestershire Constabulary,On or near Abbey View
c2e1050dcfce09e486a262d6be52e383153078d2dcbe6d24deb05a7d70e4a246,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.900129,Gloucestershire Constabulary,On or near County Court Road
026ca536e9a4f2864db7fa7bd480fa9e7b51ea3f9b69e824d97c72603902984c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.900129,Gloucestershire Constabulary,On or near County Court Road
111d5a295c5fdfdb9f594a7d789760fa4ffa302ff2eebc7a2af6d5df7f94ccc5,2023-05,Gloucestershire Constabulary,Local resolution,51.718347,Gloucestershire Constabulary,On or near Victoria Road
214303a5e85a8d530b7389fa14d65271458460e8ee2fbed3fb98fc2458025175,2203-05,Gloucestershire Constabulary,Unable to prosecute susepct,51.900129,Gloucestershire Constabulary,On or near County Court Road
0e8b2cd080ccf81d4636bdd772104912618192b559ff71c0fed8cadeb65b4d00,023-05,Gloucestershire Constabulary,Investigation complet; no suspect identified,51.894546,Gloucestershire Constabulary,On or near Cedar Court Road
745877742b2f688e3eaff17aa17081693cf176dca499611a4b24674759d54494,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.855855,Gloucestershire Constabulary,On or near Albany Street
1a8ded191121aa59bc9e87388154c44b5bbb21225e3eca1b3df46f0af6b339d4,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.866152,Gloucestershire Constabulary,On or near Windfall Way
aa9c11ec404e40f93de36b1ad32d2df483099078f275e62bd33eb2c69120cffb,2023-05,Gloucestershire Constabulary,Suspect charged,51.715564,Gloucestershire Constabulary,On or near Cricklade Street
0e8b2cd080ccf81d4636bdd772104912618192b559ff71c0fed8cadeb65b4d00,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.898005,Gloucestershire Constabulary,On or near
a4d5eb38e89c2b19e0a6f2f957fdb5cdb2d57790e4ae0e0c81ee49b88814731c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
b987ed2cb196862f2e17203a92dfddfaae0abe4f330709edfdf14d2d4a7d939c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.855678,Gloucestershire Constabulary,On or near LLANDILO STREET
d840fcfe8c0a38ddaaa473cd4eda3158f27c18df25c52040cf76757ee211df7c,2023-05,Gloucestershire Constabulary,Local resolution,51.810265,Gloucestershire Constabulary,On or near Villa Close
e05a5f016e4dfce221d460b0c3fc786de8c462be10d7e4cfb895217c47cd3e30,20m23-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.922274,Gloucestershire Constabulary,On or nar Manor Court
3ea5e870781153552bf11cd4deb9f45d7ef3a176486a155875977ff7c9d277e4,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.716994,Gloucestershire Constabulary,On or near
0544e0f44c67af1989a941711b0c1710a9f89caeae9201ff5c1fb18a40b727f9,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.744327,Gloucestershire Constabulary,On or near Cotteswold Rise
54096d9aeca058a74450e9e94a3a4e42736787af9d1a1d77d9202ad43d74a685,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.902669,Gloucestershire Constabulary,On or near New Street
d5f070536ae963a64764c55b484b94080abd83ee673005969d5996d6b306279f,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.718347,Gloucestershire Constabulary,On or near Victoria Road
e05a5f016e4dfce221d460b0c3fc786de8c462be10d7e4cfb895217c47cd3e30,2023-05,Gloucestershire Constabulary,Suspect charged,51.894546,Gloucestershire Constabulary,On or near Cedar Court Road
0544e0f44c67af1989a941711b0c1710a9f89caeae9201ff5c1fb18a40b727f9,2023-05,Glouestershire Constabulary,Local resolution,51.92568,Gloucestershire Constabulary,On or near Manor Road
0544e0f44c67af1989a941711b0c1710a9f89caeae9201ff5c1fb18a40b727f9,2203-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,52.052587,Gloucestershire Constabulary,On or near The Stables
e839c5e370716f8e2778e01a313011d9934adf952ac1fdd579666263e20c5a9a,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,52.052587,Gloucestershire Constabulary,On or near The Stables
f39e2541dad3cbe974967e5da6365ace96623054f86ca8eb2123c3e5effbc942,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.634826,Gloucestershire Constabulary,On or near Fountain Crescent
fb93ffac8eec72311b75f078654390c10507f7a9d4768a664ca47f15455dab75,023-05,Gloucestershire Constabulary,Unabzle to prosecute suspect,51.867347,Gloucestershire Constabulary,On or near Lcower Quay Street
3ffd066d3366c811070b87705a7a9ae361fd98b7f7bb4e0349c371c5d5dcff3e,2023-05,Gloucestershire Constabulary,Unalble to prosecute suspect,51.867347,Gloucestershire Constabulary,On or near Lower Quay Street
3ea5e870781153552bf11cd4deb9f45d7ef3a176486a155875977ff7c9d277e4,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.867347,Gloucestershire Constabulary,On or near Lower Quay Street
1a8ded191121aa59bc9e87388154c44b5bbb21225e3eca1b3df46f0af6b339d4,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.694051,Glouacestershire Constabulary,On or near Springfield
a4d5eb38e89c2b19e0a6f2f957fdb5cdb2d57790e4ae0e0c81ee49b88814731c,2023-05,GloucestershireConstabulary,Unable to prosecute suspect,51.864813,Gloucestershire Constabulary,No location
e4c2c218b977e5e96f4e9ea5a293c56e19089e6b7a9e2dc15ff31413c9f3b17a,20f23-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.899768,Glucestershire Constabulary,On or near Westdown Gardens
0544e0f44c67af1989a941711b0c1710a9f89caeae9201ff5c1fb18a40b727f9,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.745244,Gloucestershire Constabulary,On or near Aldergate Street
3ea5e870781153552bf11cd4deb9f45d7ef3a176486a155875977ff7c9d277e4,2023-05,Gloucestershire Constabulary,Offender given a caution,51.99305,Gloucestershire Constabulary,On or near Roundhouse Mews
e4c2c218b977e5e96f4e9ea5a293c56e19089e6b7a9e2dc15ff31413c9f3b17a,2023-05,Gloucestershire Constabulary,Formal action is not in the public interest,51.705728,Gloucestershire Constabulary,On or near Somerford Road
54096d9aeca058a74450e9e94a3a4e42736787af9d1a1d77d9202ad43d74a685,2023-05,Gloucestershire Constabulary,Suspect charged,51.894546,Gloucestershire Constabulary,On or near Cedar Court Road
214303a5e85a8d530b7389fa14d65271458460e8ee2fbed3fb98fc2458025175,2023-05,Gloucestershire Constabulary,Suspect charged,51.894546,Gloucestershire Constabulary,On or near Cedar Court Road
80f4c06e92c213b3e34aa64a8992de368fef782b238139210ea1604dcb13fc13,2023-05,Gloucestershire Constabulary,Suspect charged,51.894546,Gloucestershire Constabulary,On or near Cedar Court Road
3ffd066d3366c811070b87705a7a9ae361fd98b7f7bb4e0349c371c5d5dcff3e,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.748897,Gloucestershire Constabulary,On or near Midland Road
111d5a295c5fdfdb9f594a7d789760fa4ffa302ff2eebc7a2af6d5df7f94ccc5,2023-05,Gloucestershire Constabualry,Unable to prosecute suspect,51.748897,Gloucestershire Constabulary,On or near Midland Road
0544e0f44c67af1989a941711b0c1710a9f89caeae9201ff5c1fb18a40b727f9,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.748897,Gloucestershire Constabulary,On or near Midland Road
e839c5e370716f8e2778e01a313011d9934adf952ac1fdd579666263e20c5a9a,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.724455,Gloucestershire Constabulary,On or near The Whiteway
fb93ffac8eec72311b75f078654390c10507f7a9d4768a664ca47f15455dab75,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.724455,Gloucestershrie Constabulary,On or near The Whiteway
c77f6d3e955b242eae9024cd9f0994f4e6e1652b65df067a2f81d47455003f93,2023-05,Gloucestershire Constabulary,Suspect charged,51.86121,Gloucestershire Constabulary,On or near
fb93ffac8eec72311b75f078654390c10507f7a9d4768a664ca47f15455dab75,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.71373,Gloucestershire Constabulary,On or near St Peters Road
111d5a295c5fdfdb9f594a7d789760fa4ffa302ff2eebc7a2af6d5df7f94ccc5,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.714855,Gloucestershire Constabulary,On or near Station Road
0e8b2cd080ccf81d4636bdd772104912618192b559ff71c0fed8cadeb65b4d00,2023-05,Gloucestershire Cnstabulary,Unable to prosecute suspect,51.898763,Gloucestershire Constabulary,On or near Rodney Road
3ffd066d3366c811070b87705a7a9ae361fd98b7f7bb4e0349c371c5d5dcff3e,2023-05,Gloucestershire Constabulary,Further action is not in the public interest,51.698947,Gloucestershire Constabulary,On or near Gassons Road
214303a5e85a8d530b7389fa14d65271458460e8ee2fbed3fb98fc2458025175,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.761689,Gloucestershire Constabulary,On or near Highview Road
e05a5f016e4dfce221d460b0c3fc786de8c462be10d7e4cfb895217c47cd3e30,2023-05,Gloucestershire Constabulary,Formal action is not in the public interest,52.003279,Gloucestershire Constabulary,On or near Oak Drive
c2e1050dcfce09e486a262d6be52e383153078d2dcbe6d24deb05a7d70e4a246,2023-05,Gloucestershire Constabulary,Suspect charged as part of anothe rcase,51.694143,Glougcestershire Constabulary,On or near
aa9c11ec404e40f93de36b1ad32d2df483099078f275e62bd33eb2c69120cffb,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.91141,Gloucestershire Constabulary,On or near Lipson Road
0544e0f44c67af1989a941711b0c1710a9f89caeae9201ff5c1fb18a40b727f9,2023-05,Gloucestershire Constabulary,Formal action is not in the public interest,51.822568,Gloucestershire Constabulary,On or near Lakenheath
aa9c11ec404e40f93de36b1ad32d2df483099078f275e62bd33eb2c69120cffb,2023-05,Gloucestershire Constabulary,Investigation complete; no suspect identified,51.805411,Gloucestershire Constabulary,On ornear Bath Road
d840fcfe8c0a38ddaaa473cd4eda3158f27c18df25c52040cf76757ee211df7c,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.926827,Gloucestershire Constabuljary,On or near Bullock Way
d5f070536ae963a64764c55b484b94080abd83ee673005969d5996d6b306279f,2023-05,Gloucestershire Constabulary,Unable to prosecute suspect,51.69876,Gloucestershire Constabulary,On or near A361
