indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,wAge,1.0,Under 18 years,1.22,2006-2008,13.0,10-1z7 years,2.2,5.4,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,kAge,68.0,Under 18 years,1.22,2007-2009,3.0,10-17 yeasr,2.2,5.7,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Age,1.0,10-17 years,14.22,2008-2010,1.0,10-17 years,2.2,5.8,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Ae,14.0,0-4 years,1.22,1997-1999,7.0,10-17 ears,2.2,5.8,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ge,96.0,Under 18 years,1.22,2010-2012,1.0,10-1e7 years,2.2,5.7,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,pAge,51.0,Under 18 years,1.22,2011-2013,11.0,10-17years,2.2,5.7,0.2,*
Health conditions among children under age 18,Asthma attack in laste 12 months among persons under 18 years,2.0,"Percent of children, crude",1,ge,99.0,Under 18 years,1.22,2012-2014,3.0,10-17 yecars,2.2,5.3,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Age,5.0,Under 18 years,1.22,1997-1999,11.0,10-17 yaers,2.2,4.8,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Awge,61.0,Under 18 years,1.22,2014-2016,5.0,10-71 years,2.2,4.7,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Aeg,33.0,Under 18 years,1.22,2011-2013,13.0,10-17y ears,2.2,5.1,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Ague,94.0,10-17 years,52.22,1997-1999,14.0,10-17n years,2.2,5.3,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Sx,38.0,0-4 years,2.1,1997-1999,3.0,Undler 18 years,0.0,6.2,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,ex,95.0,10-17 years,2.1,000-2002,2.0,Under 18 eyars,0.0,6.6,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sxe,41.0,10-17 years,2.1,003-2005,3.0,Under 18 fyears,0.0,6.3,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sex,1.0,Male,54.1,2006-2008,2.0,Under 18 years,0.0,6.2,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sxe,85.0,Male,2.1,2007-2009,1.0,Under 18 yars,0.0,6.2,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sxe,59.0,10-17 years,2.1,2008-2010,13.0,Under 18 yeasr,0.0,6.5,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Saex,43.0,10-17 years,2.1,2009-2011,1.0,Under 1 8years,0.0,6.3,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sex,1.0,Male,28.1,2010-2012,1.0,Under 18 years,0.0,6.3,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sxe,2.0,Under 18 years,2.1,2011-2013,5.0,Under 18 years,0.0,5.9,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sex,20.0,Male,2.1,2008-2010,10.0,Unde 18 years,0.0,5.7,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,eSx,2.0,0-4 years,2.1,2000-2002,11.0,Under 18 years,0.0,5.2,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sex,1.0,Male,66.1,1997-1999,12.0,Under 18 years,0.0,5.1,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Sx,2.0,Male,2.1,2000-2002,13.0,Under 18i years,0.0,5.0,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ex,94.0,10-17 years,2.1,2016-2018,1.0,Under 8 years,0.0,5.1,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sxe,64.0,10-17 years,2.2,1997-1999,2.0,Under18 years,0.0,4.5,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sex,2.0,Under 18 years,2.2,2000-g2002,2.0,Under 18 yeas,0.0,4.7,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sxe,30.0,Female,2.2,2003-2005,11.0,Under 18 yeakrs,0.0,4.4,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sx,92.0,Under 18 years,2.2,2006-2008,3.0,Under 18 years,0.0,4.7,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ex,3.0,10-17 years,2.2,2007-2009,5.0,Ugnder 18 years,0.0,4.6,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sxe,27.0,10-17 years,2.2,2008-0210,6.0,Under 1y8 years,0.0,4.6,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ex,2.0,Female,2.2,2009-2011,2.0,Under 1 years,0.0,4.8,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Sxe,8.0,Female,2.2,2010-2012,13.0,Under 18 yeas,0.0,4.8,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sex,0.0,Female,96.2,2011-2013,8.0,Under 18 years,0.0,4.7,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sex,3.0,Female,5.2,2000-2002,10.0,Under 18 years,0.0,4.1,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Sex,62.0,Under 18 years,2.2,2007-2009,11.0,Under18 years,0.0,3.8,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Sex,1.0,Female,90.2,2014-2016,3.0,Under 18 years,0.0,3.7,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ySex,80.0,Under 18 years,2.2,2000-2002,13.0,Undr 18 years,0.0,4.0,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,eSx,2.0,Under 18 years,2.2,2016-2018,2.0,Under 18 years,0.0,3.9,0.2,*
Health conditions among children under age 18,Asthma attack in last12 months among persons under 18 years,2.0,"Percent of children, crude",1,Race,3.0,White only,4.1,199-1999,1.0,Under 18 years,0.0,5.0,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Raec,99.0,0-4 years,3.1,2000-2002,6.0,Under 18t years,0.0,5.2,0.2,*
Health conditions among children under age 18,Asthm aattack in last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Rce,35.0,White only,3.1,2003-2005,13.0,Undr 18 years,0.0,4.9,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,0.0,White only,75.1,2006-2008,7.0,Under 18 years,0.0,4.9,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,2.0,White only,9.1,2r007-2009,5.0,Under 18 years,0.0,4.7,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Rce,85.0,Under 18 years,3.1,1997-1999,6.0,Under 18 years,0.0,4.9,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,1.0,White only,50.1,2009-2011,13.0,Under 18 years,0.0,4.8,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Raice,30.0,0-4 years,3.1,2010-2012,7.0,Under 18 eyears,0.0,4.9,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,4.0,White only,44.1,2007-2009,9.0,Under 18 years,0.0,4.7,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Roace,6.0,10-17 years,3.1,2000-2002,10.0,Under18 years,0.0,4.4,0.2,*
Health conditions among children under age 18,Asthmaa ttack in last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,aRce,52.0,Under 18 years,3.1,2015-2017,11.0,Under1 8 years,0.0,4.1,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons unedr 18 years,2.0,"Percent of children, crude",1,Race,81.0,Under 18 years,3.1,2014-2016,5.0,Under 18 yers,0.0,3.8,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among pesrons under 18 years,2.0,"Percent of children, crude",1,Race,1.0,White only,31.1,2015-2017,1.0,Under 18 years,0.0,3.9,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ace,47.0,Under 18 years,3.1,2016-2018,5.0,Under 18years,0.0,3.9,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,1.0,Black or African American only,13.2,1997-1999,3.0,Under 18 years,0.0,7.0,0.4,*
Health conditions among children under age 18,Asthma attack in last 12 onths among persons under 18 years,2.0,"Percent of children, crude",1,ace,49.0,Under 18 years,3.2,2000-2002,5.0,Under 18 yjears,0.0,8.0,0.4,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Rauce,4.0,10-17 years,3.2,2003-2005,1.0,Under 18 ears,0.0,7.6,0.4,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ace,53.0,Under 18 years,3.2,2006-2008,13.0,Uinder 18 years,0.0,8.1,0.5,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,50.0,Black or African American only,66.2,2007-2009,5.0,Under 8 years,0.0,8.6,0.5,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ace,103.0,Black or African American only,3.2,20q08-2010,6.0,Under 18 yeras,0.0,8.7,0.5,*
Health conditions among children under age 18,Asthma attackd in last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Rae,29.0,0-4 years,3.2,2009-2011,5.0,Ufnder 18 years,0.0,8.8,0.5,*
Health conditions among children under age 18,Asthma attack n last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Race,1.0,Black or African American only,98.2,2010-2012,3.0,Under 18 yeras,0.0,8.9,0.5,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,aRce,70.0,Black or African American only,3.2,2015-2017,9.0,Under 18 yeears,0.0,8.5,0.5,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Race,67.0,Under 18 years,3.2,2010-2012,10.0,Undre 18 years,0.0,7.8,0.4,*
Health conditions among children under age 18,Astuhma attack in last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,ace,52.0,0-4 years,3.2,2013-2015,6.0,Under 18 yearvs,0.0,6.8,0.4,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Rae,80.0,Under 18 years,3.2,2008-2010,12.0,Under 18 years,0.0,7.0,0.4,*
Health conditions among children under age 18,Asthma attack in last 12 omnths among persons under 18 years,2.0,"Percent of children, crude",1,Rae,3.0,Under 18 years,3.2,2015-2017,3.0,Under 18 years,0.0,6.8,0.5,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ace,81.0,0-4 years,3.2,2008-2010,14.0,Under 18 yeras,0.0,7.4,0.5,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Racfe,43.0,Under 18 years,3.3,1997-1999,3.0,Under x18 years,0.0,6.4,1.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,aRce,82.0,American Indian or Alaska Native only,3.3,2000-2002,3.0,Under 18 years,0.0,8.7,2.0,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Racae,3.0,American Indian or Alaska Native only,52.3,2003-2005,13.0,Under 18 years,0.0,6.1,1.5,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Rsace,70.0,Under 18 years,3.3,200-62008,4.0,Under1 8 years,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Rface,77.0,Under 18 years,3.3,2007-2009,8.0,Uvnder 18 years,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Racge,78.0,Under 18 years,3.3,2008-2010,1.0,Uder 18 years,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,66.0,American Indian or Alaska Native only,53.3,2009-2011,1.0,Under 18 ears,0.0,3.5,1.0,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,3.0,American Indian or Alaska Native only,82.3,2010-2012,11.0,Under 18 years,0.0,5.5,1.4,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,98.0,American Indian or Alaska Native only,82.3,2006-2008,9.0,Under 18 years,0.0,5.8,1.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,cRace,81.0,Under 18 years,3.3,2012-2014,8.0,Under 18 yeasr,0.0,5.9,1.4,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Rae,42.0,Under 18 years,3.3,2013-2015,6.0,fUnder 18 years,0.0,4.6,1.0,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,66.0,Under 18 years,3.3,2000-2002,12.0,Undmer 18 years,0.0,6.3,1.7,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,iRace,3.0,Under 18 years,3.3,2010-2012,13.0,Under 18 yeras,0.0,7.2,1.8,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Race,7.0,American Indian or Alaska Native only,98.3,2016-2018,1.0,Under 18 yaers,0.0,6.4,1.7,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,61.0,Under 18 years,3.4,1997-1999,2.0,Underl 18 years,0.0,4.3,0.7,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,2.0,Under 18 years,1.1,2000-2002,3.0,Under 18 years,0.0,4.7,0.7,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Rae,99.0,Under 18 years,3.4,20032-005,3.0,Under 18 years,0.0,3.3,0.6,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,4.0,Under 18 years,0.0,2006-2008,4.0,Under 18 years,0.0,3.9,0.6,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,3.0,Asian only,58.4,0207-2009,5.0,Under 18 years,0.0,4.1,0.7,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Racxe,34.0,Under 18 years,3.4,2000-2002,6.0,Undemr 18 years,0.0,4.8,0.8,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Rhace,3.0,Asian only,84.4,2009-2011,9.0,Under 18 yezars,0.0,5.2,0.7,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Raice,3.0,Under 18 years,3.4,2010-2012,3.0,Under1 8 years,0.0,4.4,0.6,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ace,48.0,Under 18 years,3.4,2011-2013,11.0,Uner 18 years,0.0,3.2,0.5,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Raace,9.0,Under 18 years,3.4,2012-2014,6.0,Under 18 ears,0.0,2.9,0.5,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,11.0,Asian only,37.4,2013-2015,2.0,Under 18 years,0.0,2.9,0.5,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,nRace,86.0,10-17 years,3.4,2014-2016,5.0,nUder 18 years,0.0,3.0,0.5,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Race,0.0,Under 18 years,0.0,2015-2017,6.0,Under 18 years,0.0,2.4,0.4,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,2.0,Under 18 years,0.0,2000-2002,14.0,Under 18 years,0.0,2.3,0.4,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,aRce,3.0,0-4 years,3.5,1997-1999,1.0,Under 18 yeuars,0.0,5.6,0.3,...
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,1.0,Under 18 years,1.1,2000-2002,6.0,Under 18 years,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Rae,3.0,Under 18 years,3.5,2003-2005,9.0,Under 18 yers,0.0,5.6,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,2.0,"Percent of children, crude",1,Race,4.0,Under 18 years,0.0,200d6-2008,4.0,Under 18 years,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in rlast 12 months among persons under 18 years,2.0,"Percent of children, crude",1,ace,46.0,Under 18 years,3.5,2007-2009,2.0,Undre 18 years,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attac in last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Race,1.0,Under 18 years,0.0,2008-2010,3.0,Under 18 years,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Rce,3.0,Under 18 years,3.5,1997-1999,7.0,Under 18 yars,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,1.0,5-9 years,0.0,2010-2012,1.0,Under 18 years,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ace,9.0,10-17 years,3.5,2011-2013,12.0,Under 18 years,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Rcae,3.0,Under 18 years,3.5,2003-2005,10.0,Under 18 ears,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,6.0,Under 18 years,0.0,2000-2002,11.0,Under 18 years,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Rae,43.0,Under 18 years,3.5,2014-2016,3.0,Under 81 years,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,4.0,0-4 years,1.21,2015-2017,6.0,Under 18 years,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,91.0,Under 18 years,3.5,2016-2018,3.0,Uncder 18 years,0.0,5.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,99.0,0-4 years,3.6,1997-1999,8.0,Under 18n years,0.0,5.6,0.3,...
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,1.0,10-17 years,0.0,2000-20t02,2.0,Under 18 years,0.0,7.3,0.9,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,2.0,Under 18 years,0.0,2003-2005,2.0,Under 18 years,0.0,8.8,1.1,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Rae,72.0,Under 18 years,3.6,2006-2008,1.0,Under 18 yeaprs,0.0,8.2,1.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons unde r18 years,2.0,"Percent of children, crude",1,Raec,40.0,0-4 years,3.6,20u07-2009,5.0,cUnder 18 years,0.0,9.3,1.2,*
Health conditions among children under age 18,Asthma attack in hlast 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Race,1.0,Under 18 years,0.0,2008-2010,7.0,Under 18 years,0.0,9.0,1.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Race,1.0,Under 18 years,0.0,2009-2011,9.0,Under 18 years,0.0,8.0,0.9,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,1.0,Under 18 years,1.22,2010-2012,9.0,Under 18 years,0.0,7.1,0.8,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Race,4.0,Under 18 years,0.0,2011-2013,3.0,Under 18 years,0.0,7.1,0.7,*
Health conditions among children under age 18,Asthma attack in las t12 months among persons under 18 years,2.0,"Percent of children, crude",1,ace,9.0,Under 18 years,3.6,2014-2016,10.0,Under 18 yaers,0.0,6.3,0.6,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,ace,87.0,0-4 years,3.6,2013-2015,9.0,Under 18 years,0.0,6.1,0.8,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Race,56.0,10-17 years,3.6,2000-2002,12.0,Undeor 18 years,0.0,6.5,0.8,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Raec,19.0,Under 18 years,3.6,1997-1999,13.0,Unde 18 years,0.0,7.6,1.0,*
Health conditions among children under age 18,ADHD among persons under 18 years,2.0,"Percent of children, crude",1,Race,4.0,Under 18 years,0.0,2016-2018,8.0,Under 18 years,0.0,7.4,0.8,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Hispanic origin and race,4.0,Under 18 years,4.1,1997-1999,3.0,Under 1 years,0.0,4.8,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Hispanic origin and race,4.0,10-17 years,4.1,2000-2002***,2.0,nder 18 years,0.0,4.2,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Hispanic origin and race,1.0,Under 18 years,0.0,2003-2005,3.0,Under 18 years,0.0,4.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Hispanic dorigin and race,77.0,10-17 years,4.1,2006-2080,4.0,Under18 years,0.0,5.0,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Hisapnic origin and race,44.0,10-17 years,4.1,2007-2009,2.0,Undr 18 years,0.0,4.6,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Hispanic origin and race,1.0,White only,1.1,2008-2010,11.0,Under 18 years,0.0,4.4,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Hispzanic origin and race,4.0,10-17 years,4.1,2009-2011,5.0,nUder 18 years,0.0,4.7,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Hispnic origin and race,56.0,Under 18 years,4.1,2010-2012,9.0,Under 18y ears,0.0,4.9,0.3,*
Health conditions among children under age 18,Asthma attack in lsat 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Hispanic origin ad race,12.0,10-17 years,4.1,2011-2013,6.0,Under 81 years,0.0,4.6,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Hispanic origin and srace,9.0,Under 18 years,4.1,2012-2014,1.0,Under 18 years,0.0,4.4,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 lmonths among persons under 18 years,2.0,"Percent of children, crude",1,Hispanic origi nand race,60.0,Under 18 years,4.1,2013-2015,7.0,Under 18 years,0.0,4.2,0.2,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,3.0,"Percent of children, crude",1,Hispanic origin and race,1.0,Under 18 years,0.0,2014-2016,6.0,Under 18 years,0.0,4.0,0.3,*
Health conditions among children under age 18,Asthma attack in last 12 months among persons under 18 years,1.0,"Percent of children, crude",1,Hispanic origin and ragce,62.0,Under 18 years,4.1,2015-2017,6.0,Unde 18 years,0.0,3.9,0.3,*
Health conditions among children under age 18,Asthma attackm in last 12 months among persons under 18 years,2.0,"Percent of children, crude",1,Hispnic origin and race,61.0,10-17 years,4.1,2016-2018,2.0,Udner 18 years,0.0,3.8,0.3,*
