peoplewithcontactwithinreviewperiod,clusterdays,maxcontactstoinitialclusterassignment,mindaysinendedclusterepisodes,maxdaystoinitialclusterassignment,dischargesfromhospitalnetfollowedupwithin_sevendays,oncpa,clusterepisodesendednetwith_ho_nos
*,1280,*,*,*,*,*,*
10,605,*,1,*,*,58.8,15
65,2750,*,*,*,*,*,*
20,945,*,*,*,*,29,*
5,195,*,9,*,*,*,5
*,30,*,*,*,*,*,*
10,305,*,*,*,*,*,*
10,300,*,*,*,*,70,*
-,25,*,*,*,*,*,*
570,17430,9,2,180,*,76.4,30
20,720,10,1,13,*,32.1,*
*,*,*,*,*,*,*,*
25,1035,*,9,*,*,51.5,*
*,30,*,*,*,*,*,*
5,180,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,340,*,*,*,*,*,*
*,*,*,*,*,*,*,*
10,785,*,1,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
50,2990,18,1,4,*,32,15
15,645,*,*,*,*,60,*
*,30,*,*,*,*,*,*
10,345,*,*,*,*,*,*
*,45,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
50,2475,*,29,*,*,32.5,*
*,30,*,*,*,*,*,*
65,2110,*,*,*,*,72.5,*
30,900,*,*,*,*,30,*
*,15,*,*,*,*,*,*
*,5,*,*,*,*,*,*
20,570,*,*,*,*,*,*
*,140,*,*,*,*,*,*
880,38750,50,1,287,5,10.7,10
125,3840,7,19,42,*,*,5
*,270,*,1,*,*,55.6,*
60,1945,3,1,88,*,71.2,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,310,*,*,*,*,80,*
*,50,*,*,*,*,*,*
*,30,*,*,*,*,*,*
1750,56200,22,-,132,15,43.8,65
*,30,*,*,*,*,*,*
-,15,*,*,*,*,*,*
40,2625,*,*,*,*,12.6,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
15,590,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,85,*,*,*,*,*,*
125,3840,*,*,*,*,89.1,*
855,26855,44,1,548,5,62.5,60
5,245,-,*,-,*,*,*
*,30,*,*,*,*,*,*
35,1390,*,1,*,*,*,5
*,30,*,*,*,*,*,*
80,2570,*,1,*,*,6,*
10,440,*,*,*,*,38.5,*
*,*,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,90,*,*,*,*,*,*
65,1890,*,8,*,*,9.4,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
330,10440,*,*,*,*,2,*
240,8390,*,13,*,*,32.9,15
*,30,*,*,*,*,*,*
40,3955,2,9,1,*,55,*
-,*,*,*,*,*,*,*
235,7195,*,47,*,10,58.1,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,5,*,*,*,*,*,*
1010,34235,4,1,895,*,8.5,40
25,765,*,*,*,*,42.3,*
415,14520,118,1,243,5,21.6,10
*,30,*,*,*,*,*,*
75,2565,4,1,1,*,49.4,55
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,150,*,*,*,*,*,*
*,*,*,*,*,*,*,*
10,285,*,*,*,*,100,*
*,210,*,*,*,*,*,*
5,180,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
940,28840,25,-,219,15,79.6,75
25,810,*,4,*,*,18.5,*
*,30,*,*,*,*,*,*
*,30,-,*,-,*,*,*
*,995,*,*,*,*,27.3,*
*,40,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
5,190,*,*,*,*,*,*
*,30,*,*,*,*,*,*
54231,1756668,253,1,795,282,36.8,972
540,20370,4,5,192,*,1.3,30
*,300,*,*,*,*,*,*
20,505,*,*,*,*,83.3,*
*,30,*,*,*,*,*,*
*,25,*,*,*,*,*,*
1325,91490,11,-,481,15,30,60
-,*,*,*,*,*,*,*
55,1945,13,1,216,*,*,5
-,*,*,*,*,*,*,*
820,23990,46,1,287,*,16.3,30
*,265,*,1,*,*,62.5,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
25,1065,*,*,*,*,46.2,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,85,*,*,*,*,*,*
190,6240,*,13,*,*,56.4,*
300,9135,9,1,108,*,55.8,20
*,30,*,*,*,*,*,*
95,6460,*,*,*,*,32.1,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,125,*,*,*,*,*,*
*,45,*,*,*,*,*,*
*,20,*,*,*,*,*,*
340,10205,25,21,167,*,10.7,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
45,1275,*,*,*,*,88.4,*
*,30,*,*,*,*,*,*
255,8575,11,37,150,*,6.4,15
10,470,*,16,*,*,*,5
*,30,*,*,*,*,*,*
65,2375,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,150,*,*,*,*,*,*
230,7035,*,46,*,*,71.2,10
3195,102585,67,-,402,5,36.8,15
105,3360,*,6,*,*,50.9,5
1925,63685,72,-,132,20,41.4,45
5,150,*,*,*,*,100,*
*,80,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,5,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,400,-,*,-,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
95,3605,*,13,*,*,64,*
10,410,*,3,*,*,60,*
*,115,*,*,*,*,*,*
10,350,*,*,*,*,81.8,*
*,*,*,*,*,*,*,*
10,200,*,*,*,*,75,*
*,30,*,*,*,*,*,*
5,180,*,*,*,*,*,*
*,30,*,*,*,*,*,*
980,44550,4,14,262,*,0.8,30
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
295,9145,*,116,*,*,59,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,20,*,*,*,*,*,*
40,3780,1,9,344,*,*,10
10,610,*,1,*,*,*,*
*,10,*,*,*,*,*,*
10,345,*,1,*,*,*,*
205,6245,43,2,38,*,72.2,10
*,15,*,*,*,*,*,*
*,*,*,*,*,*,*,*
5,210,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
-,*,*,*,*,*,*,*
510,15535,*,4,*,*,29.2,10
*,60,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
10,240,*,*,*,*,*,*
5,150,*,*,*,*,*,*
*,215,*,*,*,*,87.5,*
*,40,*,*,*,*,*,*
*,60,*,*,*,*,*,*
80,3680,*,24,*,*,34.2,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
25,1440,*,32,*,*,31.3,*
*,*,*,*,*,*,*,*
10,420,*,*,*,*,*,*
*,110,*,*,*,*,*,*
*,45,*,*,*,*,*,*
30,895,5,*,71,*,81.3,*
15,440,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,150,*,*,*,*,*,*
40,1380,*,*,*,*,88.9,*
20,725,*,4,*,*,*,*
170,6740,*,*,*,*,54.3,*
260,7695,94,42,237,*,92.3,*
*,*,*,*,*,*,*,*
2120,65945,15,-,385,20,27.8,145
*,15,*,*,*,*,*,*
25,1445,*,60,*,*,*,*
*,*,*,*,*,*,*,*
165,5185,4,1,1,*,25.7,15
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,90,*,*,*,*,*,*
295,8975,13,1,88,15,68.1,20
700,23700,27,-,934,10,10.6,*
*,30,*,*,*,*,*,*
*,55,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,10,*,*,*,*,*,*
*,120,*,*,*,*,*,*
-,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
-,25,*,*,*,*,*,*
*,50,*,*,*,*,*,*
*,30,-,*,-,*,*,*
*,95,*,*,*,*,*,*
190,5765,4,36,70,*,68.2,5
*,5,*,*,*,*,*,*
1260,42670,20,1,507,*,*,30
115,4455,4,32,27,*,33.8,5
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,205,*,1,*,*,*,*
*,60,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
430,13830,5,1,637,*,*,10
580,18160,*,*,*,*,19.5,*
*,30,*,*,*,*,*,*
*,110,*,*,*,*,*,*
70,2080,*,*,*,*,94.2,*
*,*,*,*,*,*,*,*
*,180,*,*,*,*,*,*
65,2500,49,5,776,5,39.7,*
10,270,-,*,-,*,*,*
95,3610,*,201,*,*,64.1,*
*,30,*,*,*,*,*,*
1850,64390,107,-,712,15,22.1,5
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
5,150,*,*,*,*,*,*
-,10,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,35,*,*,*,*,*,*
-,10,*,*,*,*,*,*
1720,53015,14,-,561,10,36.3,80
1585,49260,17,1,795,5,33.1,30
-,5,*,*,*,*,*,*
*,60,*,*,*,*,*,*
25,1365,*,*,*,*,40.9,*
*,*,*,*,*,*,*,*
165,4980,*,1,*,*,90.6,*
*,95,*,*,*,*,*,*
*,*,*,*,*,*,*,*
20,590,*,*,*,*,25,*
210,6555,7,1,90,*,65.4,5
95,2970,*,*,*,*,57.6,*
30,950,38,5,19,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,75,*,*,*,*,*,*
5,185,*,*,*,*,*,*
*,*,*,*,*,*,*,*
85,2625,*,109,*,*,75.9,5
*,30,*,*,*,*,*,*
200,5955,50,30,231,*,85.6,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,390,*,*,*,*,*,*
15,515,*,*,*,*,*,*
*,30,*,*,*,*,*,*
140,4700,15,27,29,*,6.8,5
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
60,1840,*,5,*,*,96.7,*
85,6515,46,1,124,5,10.7,*
285,8600,*,5,*,*,6.3,10
*,*,*,*,*,*,*,*
*,440,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
1855,75810,26,-,819,35,36.1,25
*,30,*,*,*,*,*,*
*,100,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,470,*,*,*,*,*,*
95,3010,*,92,*,*,84.7,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
160,9105,33,1,22,*,7.4,*
*,*,*,*,*,*,*,*
3230,102780,54,-,672,20,37.6,20
40,1255,*,8,*,*,*,5
15,950,*,3,*,*,46.7,*
*,10,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,35,*,*,*,*,*,*
*,30,*,*,*,*,*,*
220,8755,-,81,-,*,10.1,10
2200,71885,28,-,895,35,43.3,90
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
55,2010,7,1,142,*,19.7,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
80,4345,*,2,*,*,42.4,*
*,85,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
205,6235,*,174,*,*,18.8,*
255,8100,6,1,105,*,21,10
*,150,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,180,*,*,*,*,100,*
80,2580,*,13,*,*,68.7,15
*,150,*,*,*,*,*,*
40,1360,*,*,*,*,59.1,*
65,1840,*,*,*,*,81.5,*
875,34675,13,71,344,*,14.3,25
270,8160,*,*,*,*,64.7,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
10,255,*,*,*,*,100,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
45,1490,*,*,*,*,34,*
*,95,*,*,*,*,*,*
*,55,*,*,*,*,*,*
*,105,*,*,*,*,*,*
*,35,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,120,*,*,*,*,*,*
5,180,*,*,*,*,*,*
*,30,*,*,*,*,*,*
25,865,*,*,*,*,40,*
10,255,*,*,*,*,50,*
-,15,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
95,3535,*,12,*,*,74.1,10
10,385,*,*,*,*,81.8,*
-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,720,*,*,*,*,*,*
10,390,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
50,1720,*,38,*,*,98.1,5
*,30,-,*,-,*,*,*
*,235,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,30,*,*,*,*,*,*
70,2125,*,*,*,*,64.8,*
5,170,*,*,*,*,100,*
*,150,-,*,-,*,*,*
15,505,*,1,*,*,63.2,5
*,145,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
25,2230,*,*,*,*,66.7,*
*,30,*,*,*,*,*,*
475,14635,3,1,165,*,42.3,5
10,255,*,*,*,*,100,*
*,30,*,*,*,*,*,*
180,6840,*,38,*,*,3.5,5
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
105,4115,5,1,759,*,12.8,*
95,4520,*,5,*,*,56.3,*
*,*,*,*,*,*,*,*
10,370,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
405,13170,23,1,174,*,66,*
35,1075,*,39,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,15,*,*,*,*,*,*
*,30,*,*,*,*,*,*
125,4605,20,5,132,*,29.2,5
15,415,*,*,*,*,78.6,*
*,20,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,180,*,*,*,*,*,*
55,2640,*,14,*,10,83.6,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
35,1635,*,*,*,*,*,*
*,55,*,*,*,*,*,*
*,60,*,*,*,*,*,*
30,855,*,*,*,*,25.8,*
25,760,38,5,19,*,*,*
1140,79560,37,-,280,*,21.9,15
*,130,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
15,2715,*,1,*,*,*,*
*,*,*,*,*,*,*,*
*,150,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,345,*,1,*,*,66.7,*
*,*,*,*,*,*,*,*
20,720,*,99,*,*,47.8,*
10,425,*,54,*,*,69.2,*
280,8485,*,36,*,*,32.7,5
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
355,11600,*,1,*,5,46.2,15
*,30,*,*,*,*,*,*
35,2290,*,*,*,*,*,*
*,*,*,*,*,*,*,*
25,1145,*,*,*,*,35.9,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
10,470,*,11,*,*,86.7,10
1420,46855,*,1,*,*,40,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,210,*,*,*,*,85.7,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,30,*,*,*,*,*,*
180,7185,*,99,*,*,91.1,5
820,26950,23,1,483,*,12.1,20
5,150,-,*,-,*,*,*
1695,55485,31,1,404,20,36.9,*
*,30,*,*,*,*,*,*
200,6340,*,*,*,*,30,*
100,3645,*,9,*,*,33.6,*
*,50,*,*,*,*,*,*
*,120,*,*,*,*,*,*
*,25,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,125,-,*,-,*,*,*
*,15,*,*,*,*,*,*
*,140,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
70,2105,6,*,60,*,9.2,*
10,1195,*,*,*,*,*,*
*,*,*,*,*,*,*,*
5,565,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,10,*,*,*,*,*,*
190,6000,16,1,254,*,7.3,30
*,30,*,*,*,*,*,*
310,16600,6,1,115,*,2.3,*
1685,55115,72,1,641,10,7.9,150
*,15,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,10,*,*,*,*,*,*
*,30,*,*,*,*,*,*
505,15110,2,2,45,*,37.6,5
5,200,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
30,1400,*,17,*,*,87.2,*
*,30,*,*,*,*,*,*
285,10075,*,20,*,15,31.9,*
*,185,*,*,*,*,*,*
150,4635,*,11,*,*,74,5
130,3850,*,*,*,*,63.6,*
105,21955,8,1,274,*,1.9,*
115,5090,*,1,*,5,16.1,*
225,6975,9,1,17,*,43,20
*,*,*,*,*,*,*,*
-,15,*,*,*,*,*,*
25,1135,*,*,*,*,*,*
*,30,*,*,*,*,*,*
495,14720,24,1,132,*,30.2,10
90,2830,*,2,*,*,10.6,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
115,3785,4,1,21,*,8.2,15
*,30,*,*,*,*,*,*
-,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
30,1555,*,30,*,*,*,5
*,70,*,*,*,*,*,*
5,200,*,*,*,*,*,*
*,60,*,*,*,*,*,*
165,5335,1,4,0,5,44.1,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
40,1575,106,5,186,15,32.6,15
5,160,*,*,*,*,*,*
530,16260,*,3,*,5,73.2,15
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
5,185,*,*,*,*,*,*
*,120,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,35,*,*,*,*,*,*
245,9820,3,15,92,*,89.6,10
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,125,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
10,325,*,*,*,*,*,*
10,255,*,1,*,*,*,*
*,90,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,110,*,*,*,*,*,*
*,50,*,*,*,*,*,*
3945,137285,92,-,443,45,23.9,*
165,4930,*,*,*,*,48.8,*
*,30,*,*,*,*,*,*
5,265,*,8,*,*,*,*
15,740,1,3,0,*,42.9,*
25,810,*,*,*,*,65.4,*
*,145,*,*,*,*,*,*
10,275,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,30,*,*,*,*,*,*
30,885,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
20,830,*,-,*,*,26.9,*
*,120,*,*,*,*,*,*
1040,31895,25,1,160,10,68.8,*
*,*,*,*,*,*,*,*
5,210,*,*,*,*,*,*
*,30,*,*,*,*,*,*
1010,37955,*,5,*,*,3.1,*
20,655,5,2,63,*,*,*
*,85,*,*,*,*,*,*
815,24600,16,1,567,20,43.7,30
*,30,*,*,*,*,*,*
320,10260,6,1,128,*,6.3,*
330,10045,*,93,*,*,76,*
*,90,*,*,*,*,*,*
5,130,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,360,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
90,3675,*,131,*,*,6.5,5
20,1230,*,52,*,*,13.5,*
495,14875,*,1,*,5,55.4,10
*,95,*,*,*,*,*,*
140,5455,9,18,6,*,7.7,*
15,1210,*,*,*,*,31,*
*,*,*,*,*,*,*,*
245,7950,39,5,805,*,6.8,10
*,*,*,*,*,*,*,*
5,150,*,*,*,*,*,*
-,10,*,*,*,*,*,*
*,20,*,*,*,*,*,*
140,4310,*,17,*,*,40.1,5
*,30,*,*,*,*,*,*
580,28345,*,9,*,*,15.1,*
790,42605,4,1,43,*,71.6,40
*,120,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
15,480,*,*,*,*,52.9,*
50,1530,*,*,*,*,12,*
*,30,*,*,*,*,*,*
-,15,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,90,*,*,*,*,*,*
30,1010,*,*,*,*,47.1,*
190,5730,*,*,*,*,79.1,*
60,1870,*,1,*,*,12.9,5
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
180,7135,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
85,2695,*,*,*,*,59.8,*
*,35,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,140,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,120,*,*,*,*,*,*
-,15,*,*,*,*,*,*
*,75,*,*,*,*,*,*
20,610,*,*,*,*,80,*
*,*,*,*,*,*,*,*
-,25,*,*,*,*,*,*
*,75,*,*,*,*,*,*
*,*,*,*,*,*,*,*
495,22630,4,2,50,*,4.1,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
10,255,*,*,*,*,66.7,*
*,*,*,*,*,*,*,*
5,190,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,-,*,-,*,*,*
175,5620,13,1,325,*,4.9,5
160,4810,*,*,*,*,65.5,*
*,30,*,*,*,*,*,*
270,8275,*,25,*,*,60.4,*
*,*,*,*,*,*,*,*
*,60,*,*,*,*,*,*
30,2840,*,*,*,*,63.8,*
1070,32800,*,1,*,10,8.7,15
*,30,*,*,*,*,*,*
90,2970,*,*,*,*,84,*
125,4525,6,41,889,*,*,10
*,30,*,*,*,*,*,*
25,1185,28,1,19,*,16.2,*
*,30,*,*,*,*,*,*
15,510,-,*,-,*,*,*
*,210,*,*,*,*,*,*
*,30,-,*,-,*,*,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
330,10290,*,*,*,*,46.4,*
*,*,*,*,*,*,*,*
45,2625,*,10,*,10,30.2,10
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,15,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,15,*,*,*,*,*,*
*,90,*,*,*,*,*,*
-,*,*,*,*,*,*,*
105,3315,*,1,*,*,*,5
190,5585,3,1,385,*,17,15
*,*,*,*,*,*,*,*
*,65,*,*,*,*,*,*
*,10,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,175,-,1,-,*,*,*
220,6775,3,17,1,*,25.8,15
*,30,*,*,*,*,*,*
10,630,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,60,*,*,*,*,*,*
140,4425,*,10,*,*,*,*
150,4545,*,1,*,*,8.6,*
10,510,*,1,*,*,47.1,*
170,6380,5,99,8,*,3.3,*
120,4155,30,1,350,*,33.3,*
*,30,*,*,*,*,*,*
90,2810,*,61,*,*,*,*
80,3170,*,42,*,*,33,*
*,*,*,*,*,*,*,*
100,3235,*,2,*,*,51.5,*
*,30,*,*,*,*,*,*
*,90,*,*,*,*,*,*
3030,95275,10,-,641,25,17.6,210
395,12200,*,13,*,*,32.9,15
*,10,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,10,*,*,*,*,*,*
*,45,*,*,*,*,*,*
*,30,*,*,*,*,*,*
25,970,3,4,20,*,*,10
*,30,*,*,*,*,*,*
*,30,-,*,-,*,*,*
*,30,*,*,*,*,*,*
10,430,-,*,-,*,*,*
95,3015,35,9,33,*,21.6,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,5,*,*,*,*,*,*
*,90,*,*,*,*,*,*
210,6270,*,*,*,*,91.4,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
185,6150,*,8,*,*,90.4,5
415,12710,3,10,82,5,28.7,*
*,60,*,*,*,*,*,*
20,720,*,14,*,*,36.4,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
5,270,*,*,*,*,66.7,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
550,17120,155,-,341,*,70.4,*
*,*,*,*,*,*,*,*
*,225,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
100,3280,*,70,*,*,31.1,*
-,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
15,470,*,*,*,*,*,*
5,185,*,*,*,*,85.7,*
490,16125,39,1,125,*,11.7,15
20,630,*,*,*,*,95.2,*
*,30,*,*,*,*,*,*
215,12245,2,7,217,*,6.1,10
*,30,*,*,*,*,*,*
85,2525,*,*,*,*,83.3,*
*,30,*,*,*,*,*,*
-,*,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,30,*,*,*,*,*,*
435,13915,*,10,*,*,57.2,10
*,180,*,*,*,*,*,*
30,1795,*,33,*,*,12.1,*
10,300,*,*,*,*,*,*
5,180,*,*,*,*,*,*
*,60,*,*,*,*,*,*
*,30,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,85,*,*,*,*,*,*
5,240,*,*,*,*,62.5,*
*,115,*,*,*,*,*,*
*,90,*,*,*,*,*,*
*,40,*,*,*,*,*,*
*,*,*,*,*,*,*,*
*,30,*,*,*,*,*,*
25,985,*,76,*,*,21.2,*
15,490,*,*,*,*,50,*
25,1070,3,1,18,*,*,*
1170,37635,72,3,152,*,16.2,25
25,1395,*,*,*,*,25.5,*
*,30,*,*,*,*,*,*
*,60,*,*,*,*,*,*
5,130,*,*,*,*,*,*
85,2750,*,6,*,*,*,*
345,17270,6,95,58,*,13.9,5
10,340,*,*,*,*,*,*
