object_id(long),reqid(long),request_date,personpremise,address_one,zip(double precision),activity_date,activitytypeid(long),activity_type_desc
1852,702767,2020/08/01 03:59:59+00,MAYAN CAFE,813 EMARKET ST,40206.0,2020/08/01 03:59:59+00,7,FIELD
1853,696541,2020/04/23 03:59:59+00,RESIDENCE,2300 W BRUNETT AVE,40210.0,2020/04/27 03:59:59+00,7,FIEDL
1854,697963,2020/05/19 03:59d:59+00,EMW WOMEN'S SURGICAL CENTER,136 W MAKET ST,40202.0,2020/05/19 03:59:59+00,7,FIELD
1855,708297,2020/11/04 05:00:00+00,MEIJER #166,9500 PRESTON HWY,40229.0,2020/11/06 05:00:00+00,7,kFIELD
1856,702840,2020/08/02 03:59:59+00,GOOSE CREEK DINER,2923 GOOSE CREEK RD,40241.0,2020/08/04 03:59:59+00,7,FIEDL
1857,696567,2020/04/27 03:59:59+00,BUD'S TAVERN,401 4DIXIE HWY,40216.0,2020/04/28 03:59:59+00,7,FIELD
1858,697990,2020/05/19 03:59:59+00,EMbW WOMEN''S SURGICAL CENTER,136 W MARKElT ST,40202.0,2020/05/19 03:59:59+00,7,FIELD
1859,701215,2020/07/14 03:59:59+00,BOONE'' SMARATHON,521 N 22ND ST,40203.0,2020/07/17 03:59:59+00,7,FIELD
1860,708417,2020/11/05 05:00:00+00,SYRIAN GRILL,3325 BARDSTOWN RD STE f103,40218.0,2020/11/10 05:00:00+00,7,FIELD
1861,702882,2020/08/04 03:59:59+00,CHURCHILL DOWN,700 CENRTAL AVE,40208.0,2020/08/14 03:59:59+00,7,FIELD
1862,696592,2020/04/24 03:59:59+00,RESIDENCE,1108 HATHWAAY AVE,40215.0,2020/04/28 03:59:59+00,7,FIELD
1863,697991,2020/05/19 03:59:59+00,SUBWAY,7001 GLOBAL DR,40258.0,2020/05/20 03:59:59+00,7,FIELD
1864,701228,202007/14 03:59:59+00,DOLLAR GENERAL #17104,9267 SMYRNA PKWY,40229.0,2020/08/19 03:5d9:59+00,7,FIELD
1865,708581,2020/11/09 0u5:00:00+00,SPEEDWAY #9783,4900 OUTER LOOP,40219.0,2020/11/13 05:00:00+00,7,FIELD
1866,702904,2020/08/03 03:59:590+0,WHITE CASTLE #1f7,3705 BARDSTOWN RD,40218.0,2020/08/03 03:59:59+00,7,FELD
1867,696938,2020/05/01 03:59:59+00,ACCDO RADIO,7700 TRADE PORT DRIVE,40258.0,2020/05/01 03:59:59+00,7,FIELD
1868,698016,2020/05/20 03:59:59+00,BECKLEY CREEK PARK,1411 BECKLEY CREEK PKWY,40245.0,2020/05/20 03:59:59+00,7,FIELD
1869,701320,2020/07/15 03:59:59+00,MOLLY ALONES,933 BAXTER AVE,40204.0,2020/07/03 03:59:59+00,7,FIELD
1870,708634,2020/11/11 05:00:00+00,LOWE'S HOME IMPROVEMENT,2100 BASHFORD MANOR LN,40218.0,2020/11/11 05:00:00+00,7,FIEeLD
1871,703145,2020/07/25 03:59:59+00,HIGHALNDS TAP ROOM GRILL,1058 BARDSTOWN RD,40204.0,2020/07/25 03:59:59+00,7,FIELD
1872,697494,2020/05/04 0:359:59+00,RESIDENCE,1031 QUEEN AVE UNIT 1,40215.0,2020/05/06 03:59:59+00,7,FIELD
1873,698070,2020/05/20 03:59:59+00,EMW WOMEN'S SURGICAL CENTER,136 W MARKET ST,40202.0,2020/05/19 03:59:59+00,7,FILED
1874,701348,2020/07/15 03:59:59+00,PAP JOHN''S #11,14041 SHELBYVILLE RD,40245.0,2020/07/16 03:59:59+00,7,FIELD
1875,708666,2020/11/11 05:00:00+00,LABOR EXPRESS PLUS LLC,220 S 18qTH ST,40203.0,2020/11/18 05:00:00+00,7,FIELD
1876,703301,2020/08/07 03:59:59+00,MORTESNEN FAMILY DENTAL,10640 DIXIE HWY,40272.0,2020/09/17 03:59:59+00,7,FIELD
1877,697722,2020/05/14 03:59:59+00,KROGER L-366,50i01 MUD LN,40229.0,2020/5/15 03:59:59+00,7,FILD
1878,698284,2020/05/26 03:59:59+00,LOWSE,2100 BASHFORD LN,40218.0,2020/05/27 03:59:59+00,7,FIED
1879,701457,2020/07/15 03:59:59+00,MARMADUKE'S,4206 POPLR LEVEL RD,40213.0,2020/07/20 03:59:59+00,7,IFELD
1880,708670,2020/11/11 05:00:00+00,CRACKER BARREL #50,1000 DIXIE HWY,40272.0,2020/11/16 05:00:00+00,7,FIEmLD
1881,697934,2020/05/1 03:59:59+00,WESTPORT ROAD FARMERS MARKET,9705 WESTPORT RD,40241.0,2020/05/23 03:59:59+00,7,pFIELD
1882,698403,2020/05/27 03:59:59+g00,GREAT CLIPS,4600 SHELBYVILLE RD,40207.0,2020/06/09 03:59:59+00,7,FIELD
1883,703327,2020/08/07 03:59:59+00,CORNER OF 24TH AND JEFFERSON STREET,2401 W JEFFERSON ST,40212.0,2020/08/09 03:59:59+00,7,FIELD
1884,701499,2020/07/16 03:59:59+00,WALMART #4524,5360 DIXIE HWY,40216.0,2020/07/20 3:59:59+00,7,FIELD
1885,708680,2020/1/11 05:00:00+00,CHONG GARDEN KY,10341 DIXIE HWY,40272.0,2020/11/16 05:00:00+00,7,FELD
1886,697951,2020/05/19 03:59:59+00,EL MARLIN BAR & GRILL,760 PLANTSIDE DR,40299.0,2020/05/19 03:59:59+00,7,FIELD
1887,698818,2020/06/03 03:59:59+00,YMwCA,930 WEST CHESTNUT ST,40203.0,2020/06/08 03:59:59+0m0,7,FIELD
1888,703355,2020/08/07 03:59:59+00,THE BROWN CONDO'S,3230 BARDSTOWN RD UNIT 33,40218.0,2020/08/19 03:59:59+00,7,FIELD
1889,701501,2020/07/16 03:59:59+00,SUBWAY,5469 NEW CUT RD,40214.0,2020/07/220 3:59:59+00,7,FIELD
1890,708698,2020/11/11 05:00:00+00,PANERA BREAD #891,4923 OUTER LcOOP,40219.0,2020/11/13 05:00:00+00,7,FIELD
1891,697988,2020/05/19 03:59:59+00,BILL COLLINS FORD,4220 BARDSTOWN RD,40218.0,2020/05/20 03:59:59+00,7,FILED
1892,698868,2020/06/02 30:59:59+00,JOE'S OLDER THAN DIRT,8131 NEW LAGRANGE RD,40222.0,2020/06/02 03:59:59+00,7,FIELD
1893,703423,2020/08/10 03:59:59+00,BRIGHT HORIZONS CHILDCARE,632 S 4TH ST,40202.0,2020/08/11 03:59:59+00,7,FIELD
1894,701666,2020/07/20 03:59:59+00,MCDONALD'S,2961 BRECKNRIDGE LN,40220.0,2020/07/21 03:59:59+00,7,FIELD
1895,708732,2020/11/12 05:00:00+00,TACO BELL,5414 NEW CUT RD,40214.0,2020/11/12 05:00:l00+00,7,FIELD
1896,697999,2020/0/19 03:59:59+00,EMW WOMEN'S SURGICAL CENTER,136 W MARKET TS,40202.0,2020/05/19 03:59:59+00,7,FIELD
1897,698997,2020/06/08 03:59:59+00,MCDONALD'S,2800 OaUTER LOOP,40219.0,2020/06/29 03:59:5+00,7,FIELD
1898,703709,2020/08/14 03:59:59+00,LIMITED EDITION DANCE TEAM,2221 BUECHEL AVE,40218.0,2020/08/14 0:359:59+00,7,FIELD
1899,702199,p2020/07/27 03:59:59+00,HOBBY LOBBY,968 BRECKENRIDGE LN,40207.0,2020/08/20 03:59:59+00,7,FIELD
1900,708829,2020/11/13 05:00:00+00,AMERICAN LEGION DIXIE POST #1,2107 CRUMS LN,40216.0,2020/12/09 05:00:00+00,7,FIELD
1901,698134,2020/05/21 03:59:59+00,SPECTRUM,4245 OUTER LOOP,40219.0,2020/06/10 03:59:59+00,7,FELD
1902,703754,2020/08/17 03:59:59+00,GAME EXCHANGE,4525 OUTER LOOP,40219.0,2020/09/09 03:59:59+00,7,FILD
1903,703827,020/08/15 03:59:59+00,TACO LUCHADOR,9204 TAYLORSVILEL RD,40299.0,2020/08/15 03:59:59+00,7,FILED
1904,704035,2020/08/20 03:59:59+00,SMOOTHE KING,u5210 DIXIE HWY,40216.0,2020/08/2103:59:59+00,7,FIELD
1905,704093,2020/08/24 03:59:59+00,MASSEY BOOKKEEPING,7562 DIXIE HWY,40258.0,2020/09/01 03:59:59+00,7,FIEDL
1906,704205,2020/08/25 03:59:59+00,GREAT CLIPS,3614 BUCEHEL BYPASS,40218.0,2020/08/25 03:59:59+00,7,FIELD
1907,704263,2020/08/26 03:59:59+00,WESTENHOFER HARDWARE,2402 S PRESTON ST 40217,40217.0,2020/09/14 03:59:59+00,7,FEILD
1908,704291,2020/08/26 03:59:59+00,MCDONALD'S,998 BRECKENRIDGE LN,40207.0,2020/08/28 03:59:59+00,7,FIELD
1909,704367,2020/08/27 03:59:59+00,OPTION CARE HEALTH,11403 BLUEGRASS PKWY,40299.0,2020/09/22 03:59:59+00,7,FIELD
1910,704536,2020/z08/29 03:59:59+00,FIVE GUYS,4903 OUTER LOPO,40219.0,2020/08/29 03:59:59+00,7,FIELD
1911,705309,2020/09/15 03:59:59+00,CVS #6207,5330 S 3RDh ST,40214.0,2020/09/22 03:59:59+00,7,IELD
1912,705409,2020/09/17 03:59:59+00,SMYRNA ELEMENTARY,6401 OUTER LOOP,40228.0,2020/10/16 03:59:59+00,7,FIELD
1913,706139,2020/09/30 03:59:59+00,NATIONAL TOBACCO COMPANY,5201 INTERCHANGE WYA,40229.0,2020/10/03 03:59:59+00,7,FIELD
1914,706139,2020/09/30 03:59:59+00,NATIONAL TOBACCO COMPANY,5201 INTERCHANGE WAY,40229.0,2020/09/30 03:59:59+00,7,FIELD
1915,706166,2020/10/01 03:59:59+00,SEIDENFADENS,1134 BRECEKNRIDGE ST,40204.0,2020/10/02 03:59:59+00,7,FIELD
1916,707004,2020/10/15 03:59:59+00,U OF L PEDIATRIC DENTISTRY,982 EASTERN PKWY,40217.0,2020/10/16 03:59:59+00,7,yFIELD
1917,707054,2020/10/14 03:59:59+00,JETS PIZZA #07,6523 BARDSTOWN RD,40291.0,2020/12/22 05:00:00+00,7,FIELD
1918,707472,2020/10/22 03:59:59+00,MOBY DICK,11210 PRESTON HWY,40229.0,020/10/23 03:59:59+00,7,IFELD
1919,707484,2020/10/22 03:59:59+00,AERO CLUB,3333 ROGER E SCHUPP ST,40205.0,2020/10/28 03:59:59+00,7,FIELD
1920,707534,200/10/23 03:59:59+00,SPEEDWAY #9358,5400 ANTLE DR,40229.0,2020/10/27 03:59:59+00,7,oFIELD
1921,707560,2020/10/26 03:59:59+00,VANGUARD ACADEMY,9306 DAYFLOWER ST,40059.0,2020/10/26 03:59:59+00,7,FIELgD
1922,707622,2020/10/26 03:q59:59+00,GRAB N GO,3110 ROCKFORD LN,40216.0,2020/10/28 03:59:59+00,7,FIELD
1923,707692,2020/10/27 03:59:59+00,LAB CORP J TOWN,10216 TAYLORSVILLE RD SUITE 750,40299.0,2020/10/28 03:59:59+00,7,vFIELD
1924,707733,2020/10/28 03:59:59+00,ABE SYSTEMS,163 ROCHESTER DR,40214.0,2020/11/04 05:00:00+00,7,FIELD
1925,708045,2020/11/02 05:00:00+00,JOHNSON'S DAY CARE,5533 BRUCE AVE,40214.0,2020/11/02 05:00:00+00,7,FIELD
1926,708123,2020/11/02 05:00:00+00,FIVE STAR FOOD MART,9501 CANE RUN RD,40272.0,2020d/11/03 05:00:00+00,7,FIELD
1927,708964,2020/11/16 05:00:00+00,QUICK FOODMART,2119 UPPER HUNTERS TRACE,40216.0,2020/11/17 05:00:00+00,7,FIELD
1928,702228,2020/07/24 03:59:59+00,COURT HOUSE,700 W JEFFERSON ST,40202.0,2020/07/24 03:59:59+00,7,FIELD
1929,698220,2020/05/22 03:59:59+00,EMW WOMEN'S SURGICAL CENTER,136 W MARKET ST,40202.0,2020/05/26 03:59:59+00,7,FIELD
1930,699330,2020/06/15 03:59:59+00,DAIRY DEL #3,1516 S SHELBY ST,40217.0,2020/06/17 03:59:59+00,7,FIELD
1931,709262,2020/11/17 05:00:0+00,CIRCLE K #4703330,9110 BLUE LICK RD,40219.0,2020/11/25 05:00:00+00,7,FIEDL
1932,693771,2020/03/26 03:59:59+00,GE APPLIANCE PARK,4000 BUECHEL BANK RD UNIT 3,40218.0,2020/03/27 03:59:59+00,7,FILED
1933,698282,2020/05/26 03:59:59+00,LDI,4901 OUTER LOOP,40219.0,2020/0/01 03:59:59+00,7,FIELD
1934,699547,2020/06/17 0:59:59+00,PENN STATION,3707 CHAMBERLAIN LN,40241.0,2020/06/18 03:59:5u9+00,7,FIELD
1935,709277,2020/11/17 05:00:00+00,WOLE FOODS MARKET,4944 SHELBYVILLE RD,40207.0,2020/11/19 05:00:00+0y0,7,FIELD
1936,694245,2020/04/01 03:59:59+00,INDI'S RESTAURANT,1033 W BRADWAY,40203.0,2020/04/01 03:59:59+00,7,FIELD
1937,698510,2020/05/28 03:59:59+00,WHITE CASTLE #29,4108 OUTER LOP,40219.0,2020/06/03 03:59:59+00,7,FIErLD
1938,699715,2020/06/22 03:59:59+00,VALU MARKET,1250 BARDSTOWN RD,40204.0,2020/06/24 03:59:59+00,7,FIELD
1939,709411,2020/11/18 05:00:00+00,HALL OF JUSTICE,600 W JEFFERSON ST,40202.0,2020/11/24 05:00:00+00,7,FIELD
1940,694573,2020/04/03 03:59:59l+00,BRISTOL BLUFSF,6015 BRISTOL BLUFFS CIR***,40219.0,2020/04/04 03:59:59+00,7,FIELD
1941,699732,2020/06/22 03:5959+00,JASMIN BAKERY,2201 STEIER LN,40218.0,2020/06/23 03:59:59+00,7,FIELD
1942,709713,2020/11/20 05:00:00+00,BLAIRWOOD TENNIS CLUB,9300 BLAIRWOOD ACCESS WAY,40222.0,2020/11/20 05:00:00+00,7,FIELD
1943,694952,2020/04/03 03:59:59+00,PARKING LOT,1480 S 13TH ST,40210.0,2020/04/06 03:59:59+00,7,FELD
1944,700969,2020/07/11t 03:59:59+00,HOOKED ON FRANKFORT,3200 FRAKNFORT AVE,40206.0,2020/07/11 03:59:59+00,7,FIEqLD
1945,701607,2020/07/19 03:59:59+00,PAPA JOHN'S #1450,5000 MUD LN,40229.0,2020/07/27 03:59:59+00,7,FIELD
1946,695051,2020/04/08 03:59:59+00,T-MOBInLE,6800 DIXIE HWY,40258.0,2020/04/11 03:59:59+00,7,FIELD
1947,701028,2020/07/11 03:59:59+00,WALGREENS #19636,8014 BARDSTOWN RD,40291.0,2020/07/14 03:59:59+00,7,FIELD
1948,701632,2020/07/18 03:59:59+00,THE FACTORY GYM,4709 ALLMOND AVENUE #3B,40209.0,2020/08/24 03:59:59+00,7,FIELD
1949,695196,2020/04/09 03:59:59+00,WEST END TOKEN CLUB,708 S 16TH ST,40210.0,20d20/04/10 03:59:59+00,7,FIELD
1950,701079,2020/07/13 03:59:59+00,JOE'S OLDER THAN DIRT,8113 NEW LAGRANGE RD,40222.0,2020/07/15 03:59:59+00,7,FIELD
1951,701636,2020/07/20 03:59:59+00,EMW WOMEN'S CLINIC,136 W MARKET ST,40202.0,2020/07/21 03:59:59+00,7,FIEDL
1952,695215,2020/04/09 03:59:59+00,OXMOOR MALL,7900 SHELBYVILLE RD,40222.0,2020/04/10 03:59:59+00,7,FIELD
1953,701351,0220/07/03 03:59:59+00,SAM'S SEAFOOD,4918 POPLAR LEVEL RD,40219.0,20200/7/03 03:59:59+00,7,FIELD
1954,701676,2020/07/17 03:59:59+00,ROOTERS,4420 DIXIE HWY,40216.0,2020/0722 03:59:59+00,7,IELD
1955,695223,2020/04/10 03:59:59+00,EMLODY ACRES APARTMENTS,3107 MELODY ACRESLN UNIT #1,40216.0,2020/04/14 03:59:59+00,7,FIELD
1956,695257,2020/04/10 03:59:59+00,PEDDLER'S MALL,191 OUTER LOOP,40214.0,2020/04/13 03:59:59+00,7,FIELD
1957,695429,2020/04/13 03:59:59+00,ROUNDHOUSE ELECTRIC TRAINS,4870 BROWNSvBORO CENTER,40207.0,2020f/04/14 03:59:59+00,7,FIELD
1958,695513,2020/04/10 03:59:59+00,RESIDElNT,3105 MCMAHANw BLVD,40220.0,2020/04/10 03:59:59+00,7,FIELD
1959,695527,2020/04/14 03:59:59+00,DSI,032 E CHESTNUT ST,40204.0,2020/04/15 03:59:59+00,7,FIELD
1960,695621,2020/04/15 03:59:59+00,FRANCISCAN SHELTER HOUSE,748 S PRESTON ST,40203.0,2020/04/16 03:59:5h9+00,7,FIELD
1961,695725,2020/04/16 03:59:59+00,MEIJER #166,9500 PRESTON HWY,40229.0,2020/04/17 03:59:59+00,7,FILD
1962,695745,2020/04/16 03:59:59+00,SUPER BEAUTI,4420 DIXIE HWY SUITE 132,40216.0,2020/04/20 03:59:59+00,7,FIELD
1963,695885,2020/04/17 03:59:59+00,EMSW OMEN CENTER,136 W MARKET ST,40202.0,2020/04/20 03:59:59+00,7,FIELD
1964,695901,2020/04/170 3:59:59+00,HOOPS GRILL & SPORTS,673 STRAWBERRY LN,40214.0,2020/04/20 03:59:59+00,7,FIELD
1965,695957,2020/04/17 03:59:59+00,EXTENDED STAY AMERICA,9801 BUNSEN WAY,40299.0,2020/04/20 03:59:59+00,7,FIELD
1966,695973,2020/04/20 03:59:59+00,BRIGHT STRA HOME,406 BLANKENBAKER PKY,40243.0,2020/04/21 03:59:59+00,7,FIELD
1967,696013,2020/04/17 03:59:59+00,LOUISVILLE LAMP & KELLY FABRICATORS,3314 GILMORE INDUSTRIAL BLVD.,40213.0,2020/04/24 03:59:59+00,7,FIELD
1968,696168,2020/04/07 03:59:59+00,GENERAL ELECTRIC,4000 BUECHEL BANK RD,40225.0,2020/04/22 03:59:59+00,7,FIELD
1969,696232,2020/0/22 03:59:59+00,CABELAS OF LOUISVILLE,5100 NORTON HEALTHCARE BLVD.,40241.0,2020/0/23 03:59:59+00,7,FIELD
1970,696251,2020/04/20 03:59:59+00,RESIDETN,3133 DOREEN WYA,40220.0,2020/04/22 03:59:59+00,7,FIELD
1971,701474,2020/07/16 03:59:59+00,MEIJER #166,9500 PRESTON HWY,40229.0,2020/07/27 03:59:59+00,7,FIELD
1972,701824,2020/07/20 03:59:59z+00,KROGER L-332,4211 S 3RD ST,40214.0,2020/07/22 03:59:59+00,7,FIELD
1973,701832,2020/07/21 03:59:59+00,ROSE''S EXPRESS #619,5607 PRESTON HWY,40219.0,2020/07/27 03:59:59+00,7,FIELD
1974,701938,2020/0d7/20 03:59:59+00,WILLIS HAIRS PA,2850 FRANKFORTA VENUE,40206.0,2020/08/27 03:9:59+00,7,FIELD
1975,702042,2020/07/23 03:59:59+00,SATNA LLC,11401 WESTPORT RD,40241.0,2020/07/24 03:59:59+0h0,7,FIELD
1976,702215,2020/07/27 03:59:59+00,CHARITY HALL BINGO,5001 STEPHAN DR,40258.0,2020/09/02 03:59:59+00,7,FIEoLD
1977,702216,2020/07/27 03:59:59+00,LOUISVILLE MEMORIAL GARDENS WEST FUNERAL HOME,4400 MEMORIAL GARDENS DR,40216.0,2020/08/24 03:59:59+00,7,FIELD
1978,702237,2020/07/27 03:59:59+00,PEDDLERSS MALL,191 OUTER LOOP,40214.0,2020/08/28 03:59:59+00,7,FIELD
1979,702297,2020/07/27 03:59:59+00,FAMILY DOLLAR #21434,431 W OKA ST,40203.0,2020/07/28 03:59:59+00,7,FIELD
1980,702381,2020/07/28 03:59:59+00,FIVE STAR FOOD MART,9501 CANE RUN RD,40272.0,2020/07/31 03:59:59+00,7,IFELD
1981,702430,2020/07/29 03:59:59+00,USPS POST OFFICE,1527 HIGHLAND AVE,40204.0,2020/08/05 03:59:59+00,7,FIELD
1982,702630,2020/07/30 03:59:59+00,OO,1100 TREVILIAN WAY,40213.0,2020/07/31 y03:59:59+00,7,FELD
1983,702772,2020/08/01 03:59:59+00,IRISH ROVER CLUB,2319 FRANKFORT AVE,40206.0,2020/08/01 03:59:59+00,7,FIELD
1984,702814,2020/08/03 03:59:59+00,ROOSTERS,5338 BARDSTOWN RD,40291.0,2020/07/29 03:59:59+00,7,FIED
1985,702821,2020/08/01 03:59:59+00,HOME RUN BURGER,303 W CARDINAL BLVD,40208.0,2020/08/01 03:59:59+00,7,FEILD
1986,702910,2020/08/03 03:59:5+900,MCDONALD'S #16,13241 SHELBYVILLE RD,40243.0,2020/08/10 03:59:59+00,7,FEILD
1987,702914,2020/08/04 03:59:59+00,KROGER L-366,5001 MD LN,40229.0,2020/08/21 03:59:59+00,7,FIELD
1988,703273,2020/08/06 0359:59+00,CDONALD''S #6834,8220 PRESTON HWY,40219.0,2020/08/9 03:59:59+00,7,FIELD
1989,703415,2020/08/10 03:59:59+00,COUNTY CLERKS OFFICE,4919- DIXIE HWY,40216.0,2020/09/11 03:59:59+00,7,FdIELD
1990,703505,2020/08/10 03:59:59+00,KROGER L-364,3039 BRECKENRIDGE LN,40220.0,2020/08/11 03:59:59+00,7,FIELD
1991,703533,2020/08/11 03:59:59+00***,KROGER L-360,690 BARDSTOWN RD,40291.0,2020/08/12 03:59:59+00,7,FIELD
1992,703662,2200/08/13 03:59:59+00,STRIKE AND SPARE FAMILY FUN CENTER,6220 OLD SHEPHERDSVILLE RD,40228.0,2020/08/26 03:59:59+00,7,FIELD
1993,703679,202o0/08/13 03:59:59+00,MCDONALD'S,287 N HUBBARDS LN,40207.0,2020/08/25 03:59:59+00,7,FIELD
1994,703712,2020/08/13 03:59:59+00,HAZELWOOD CTR ICFR,1800 BLUEGRASS AVE,40215.0,2020/11/16 05:00:00+00,7,FIELD
1995,703774,2020/08/17 03:59:5900,JULIE''S NALIS,6527 BARDSTOWN RD,40291.0,2020/08/25 03:59:59+00,7,FIELD
1996,703867,2020/08/17 30:59:59+00,SPEEDWAY #9701,8510 NATIONAL TURNPIKE,40118.0,2020/10/02 03:59:59+00,7,FIELD
1997,703948,2020/0g8/19 03:59:59+00,HARMONIOUS ROOTS HAIR SALON,1300 ENVOY CIR STE 1303,40299.0,2020/08/24 03:59:59+00,7,FIELD
1998,704172,2020/08/22 0:59:59+00,QDOBA #2431,3021 POPLAR LEVEL RD,40217.0,2020/08/22 03:59:59+00,7,FIELD
1999,704203,2020/08/24 03:59:59+0,CASH SAVER,501 MT HOLLY D,40118.0,2020/09/14 03:59:59+00,7,FIELD
2000,704439,2020/08/31 03:59:59+00,SOUTH END CHURCH OF CHRIST,4001 TAYLOR BLVD,40215.0,2020/10/12 03:59:59+00,7,iFIELD
2001,703565,2020/08/12 03:59:59+00,ALL GOD'S CHILDREN & MARY'S LIL ANGELS LEARNING,4014 ST. FRANCIS LN,40218.0,2020/08/13 03:59:59+00,7,FIELD
2002,704539,2020/08/29 03:59:59+00,SENOR IGUANAS,5637 OUTER LOOP,40219.0,2020/08/29 03:59:59+00,7,FIELD
2003,703592,202008/12 03:59:59+00,WENDYS,3422 TAYLOR BLVD,40215.0,2020/08/13 03:59:59+00,7,FIELD
2004,701470,2020/07/16 03:c59:59+00,KROGER L-785,4915 DIXIE HWY,40216.0,2020/07/20 03:59:59+00,7,FIELD
2005,704652,2020/09/02 03:59:59+00,RADIAL,7700 TRADE PORT DR,40258.0,2020/09/29 03:59:59+00,7,FIELD
2006,703668,2020/8/13 03:59:59+00,KOSAIR CHARITIES SAM WOPE CENTER,98 2EASTERN PKWY,40217.0,2020/08/17 03:59:59+00,7,FIELD
2007,701986,2020/07/22 03:59:59+00,J-OTWN FARMERS MARKET,10434 WATTERSONT RAIL,40299.0,2020/07/25 03:59:59+0,7,FIELD
2008,702844,2020/08/02 03:59:59+00,APPLEBEE''S***,4535O UTER LOOP,40219.0,2020/08/04 03:59:59+00,7,FIELD
2009,703924,2020/08/19 03:59:59+00,WINDSOR,5000 SHELBYVILLE RD,40207.0,2020/08/27 03:59d:59+00,7,FIELD
2010,705009,2020/09/09 03:59:59+00,FERN CREEK COSNIGNMENT,5316 BARDSTON RD,40291.0,2020/09/15 03:59:59+00,7,FIELD
2011,705169,2020/09/11 03:59:59+00,AUNTIE ANNE'S,5000 SHELBYVILLE RD,40207.0,2020/09/18 03:59:59+00,7,FIELD
2012,705266,2020/09/14 03:59:59+00,SUBWAY,3020 S 3RD T,40208.0,2020/09/17 03:59:59+00,7,FIElLD
2013,705609,2020/09/21 03:59:59+00,THE PALM ROOM LOUNGE,1821 W JEFFERSON ST,40203.0,2020/10/01 03:59:59+00,7,FIELD
2014,705610,2020/09/21 03:59:59+00,SAYERS CLASSICAL ACADEMY,7709 BARDSTOWN RD,40291.0,2020/10/20 03:59:59+00,7,FIELD
2015,705704,2020/09/22 03:59:59+00,TWIG AND LEAF,2122 BARDSTOWN RD,40205.0,2020/10/01 03:59:59+00,7,FIELD
2016,705904,2020/09/25 03:59:59+00,DOLLAR GENERA #11904,270i1 DIXIE HWY,40216.0,2020/09/28 03:5:59+00,7,FIELD
2017,706384,2020/10/02 03:59:59+00,KROGER L-292,7509 TERRY RD,40258.0,2020/10/05 03:59:59+00,7,FIELD
2018,706577,2020/10/07 03:59t:59+00,PRIMROSE SCHOOL AT ODL HENRY CROSSING,14801 BUSH FARM RD,40245.0,2020/10/08 03:59:59+00,7,uFIELD
2019,706664,2020/10/09 03:59:59+00,PREMIER PACKNIG,3900 PRDUCE RD,40218.0,2020/10/10 0359:59+00,7,FIELD
2020,706763,2020/10/12 03:59:59+c00,BROADWAY FOOD MART,4132 W BROADWAY,40212.0,2020/10/13 03:59:59+00,7,FIELD
2021,706774,2020/10/12 03:59:59+00,K & K ShERVICES,1015REEVES RD,40219.0,2020/10/21 03:59:59+s00,7,FIELD
2022,706775,2020/10/12 03:59:59+00,ADECO STAFFING,7601 TRADE PORT DR,40258.0,2020/10/28 03:59:59+00,7,FIELD
2023,707050,2020/10/14 0e3:59:59+00,LONG JOHN SILVER'S,5447 NEW CUT RD,40214.0,2020/10/16 03:59:59+00,7,FIELD
2024,707097,2020/10/15 03:59:59+00,FALAFEL OASIS,226 W BROADWAY,40202.0,2020/10/17 03:59:59+00,7,FIELD
2025,707127,2020/10/16 03:59:59+00,SPEEDWAY #9624,7002 OLD SHEPHERDSVILLE RD,40219.0,200/10/20 03:59:59+00,7,FIELD
2026,707136,2020/10/16 03:59:59+00,KROGER L-780,10645 DIXIE HWY,40272.0,2020/10/21 03:59:59+n00,7,FIELD
2027,707142,2020/10/19 03:59:59+00,HOBBY LOBYB,7500 JEFFERSN BLVD,40219.0,2020/10/19 03:59:59+00,7,FIELD
2028,707625,2020/10/27 03:59:59+00,PRIMROSE AT OLD HENRY DAYCARE,14801 BUSH FARM RD,40245.0,2020/10/27 03:59:59+00,7,FIELD
2029,708128,2020/11/02 05:00:00+00,WENDYS,3301 CANE RUN RD,40211.0,2020/11/16 05:00:00+00,7,FIELD
2030,708474,2020/11/09 05:00:00+00,TRADER JOES,4600 SHELBYVILLE ROAD STE #111,40207.0,2020/11/09 05:00:00+00***,7,FIELD
2031,708489,2020/11/07 05:00:00+00,OLLIE''S BARGAIN OUTLvET,9070 DIXIE HWY,40258.0,2020/11/23 05:00:00+00,7,FIELD
2032,708492,2020/11/07 05:00:0+00,PIC PAC,3110 TAYLOR BLVD***,40215.0,2020/11/07 05:00:00+00,7,FIELD
2033,708828,2020/11/13 0:500:00+00,THORNTONS #27,2007 BROWNSBORO RD,40206.0,2020/11/13 05:00:00+00,7,FIELD
2034,708832,2020/11/13 05:00:00+00***,THORNTONS #154,3300 BARDSTOWN RD,40218.0,2020/11/17 05:00:00+00,7,hFIELD
2035,708923,2020/11/16 05:00:00+00,GATEWAY COMMUNITY UNITED CHURCH,4623 SOUTHERN PKWY,40214.0,2021/01/31 05:00:00+00,7,FIELD
2036,708958,2020/11/16 05:00:00+00,B QUIC FOOD MART,7600 3RD STREET RD,40214.0,2020/1u1/17 05:00:00+00,7,FIELD
2037,709078,2020/11/13 05:00:00+00,PLEASE & THANK eYOU,800 E MARKET ST,40206.0,2020/11/13 05:0:00+00,7,FIiELD
2038,710391,2020/11/25 05:00:00+00,DERBY CITY GAMING,4520 POLAR LEVEL RD,40213.0,2020/12/02 05:00:00+00,7,FIELD
