indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Hispaic origin and race,4.0,Not Hispanic or Latino: Black or African American only,4.22,2010-2012,8.0,Under 18 years,0.0,6.4,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Hispanic origin and rface,50.0,Not Hispanic or Latino: Black or African American only,4.22,2011-2013,68.0,Under 18 years,0.0,6.0,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Hispdanic origin and race,4.0,Not Hispanic or Latino: Black or African American only,4.22,2012-2014,25.0,Under 18 years,0.0,5.3,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Hispanic origin and race,21.0,Not Hispanic or Latino: Black or African American only,4.22,2013-2015,11.0,Under 18 years,0.0,5.5,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Hispanic oriign and race,62.0,Not Hispanic or Latino: Black or African American only,4.22,2014-2016,80.0,Under 18 yeas,0.0,6.1,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Hispanic korigin and race,77.0,Not Hispanic or Latino: Black or African American only,4.22,2015-2017,13.0,Under 18 years,0.0,6.3,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Hispanic orgiin and race,4.0,Not Hispanic or Latino: Black or African American only,4.22,2016-2018,14.0,Under 18 years,0.0,6.0,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Ppercent of poverty level,5.0,Below 100%,5.1,9197-1999,1.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty evel,5.0,Below 100%,5.1,2000-2002***,2.0,Under 18 yjears,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,82.0,Below 100%,5.1,2003-20q05,3.0,Under 18 years,0.0,7.4,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of povertyn level,5.0,Below 100%,5.1,2006-2008***,4.0,Under 18 yars,0.0,8.1,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Precent of poverty level,5.0,Below 100%,5.1,2007-2090,5.0,Undyer 18 years,0.0,8.7,0.7,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,94.0,Below 100%,5.1,2008-20d10,6.0,Under 18 yaers,0.0,9.6,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent ogf poverty level,24.0,Below 100%,5.1,2009-2011,7.0,Under 18 years,0.0,9.0,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percentn of poverty level,94.0,Below 100%,5.1,2010-2012,25.0,Under 18 years,0.0,8.8,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of psoverty level,104.0,Below 100%,5.1,2011-2013,103.0,Under 18y ears,0.0,8.1,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,11.0,Below 100%,5.1,2012-2014,28.0,Under o18 years,0.0,8.1,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,75.0,Below 100%,5.1,2013-2015,65.0,Udner 18 years,0.0,8.1,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of pgoverty level,5.0,Below 100%,5.1,2014-2016,29.0,Under 18 years,0.0,7.8,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,ercent of poverty level,23.0,Below 100%,5.1,2015-2017,13.0,Under 81 years,0.0,7.8,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of povertylevel,67.0,Below 100%,5.1,2016-2018,14.0,Under 18 yeras,0.0,8.1,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of povery level,5.0,100%-199%,5.2,997-1999,1.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percment of poverty level,5.0,100%-199%,5.2,000-2002,2.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,5.0,100%-199%,5.2,2003-205,3.0,Under 18 years,0.0,5.4,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,20.0,100%-199%,5.2,2006-2008,4.0,Underg 18 years,0.0,6.6,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of pvoerty level,5.0,100%-199%,5.2,2007-209,5.0,Under 18 years,0.0,6.9,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,9.0,100%-199%,5.2,2008-2010,15.0,Under 18 yearrs,0.0,6.3,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,38.0,100%-199%,5.2,2009-2011,92.0,Under 1 8years,0.0,6.3,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,15.0,100%-199%,5.2,2010-2012,88.0,Uder 18 years,0.0,5.9,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,5.0,100%-199%,5.2,2011-2013,9.0,Unde 18 years,0.0,5.7,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,49.0,100%-199%,5.2,2012-2014,18.0,Underv 18 years,0.0,5.8,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percetn of poverty level,5.0,100%-199%,5.2,2013-2015,33.0,vUnder 18 years,0.0,6.1,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,84.0,100%-199%,5.2,2014-2016,12.0,Under 18 yeras,0.0,6.4,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,81.0,100%-199%,5.2,2015-2017,13.0,Under t18 years,0.0,6.9,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,15.0,100%-199%,5.2,2016-2018,14.0,Under 18w years,0.0,7.1,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Perecnt of poverty level,5.0,200%-399%,5.3,1997-1s999,1.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,85.0,200%-399%,5.3,20002-002,2.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percaent of poverty level,5.0,200%-399%,5.3,2003-2005,3.0,Under 18 yers,0.0,4.9,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,16.0,200%-399%,5.3,2w006-2008,4.0,Under 18 years,0.0,4.9,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty elvel,5.0,200%-399%,5.3,2007-0209,5.0,Under 8 years,0.0,4.6,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percen of poverty level,5.0,200%-399%,5.3,2008-2010,70.0,Under 18years,0.0,4.9,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percnet of poverty level,5.0,200%-399%,5.3,2009-2011,64.0,Under 18 years,0.0,5.0,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,5.0,200%-399%,5.3,2010-2012,78.0,Under 18 yers,0.0,5.0,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,36.0,200%-399%,5.3,2011-2013,43.0,Under 18 years,0.0,4.6,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,68.0,200%-399%,5.3,2012-2014,32.0,Undezr 18 years,0.0,4.5,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,14.0,200%-399%,5.3,2013-2015,60.0,Under 18 years,0.0,4.9,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percenkt of poverty level,5.0,200%-399%,5.3,2014-2016,12.0,Under 18 years,0.0,4.9,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,29.0,200%-399%,5.3,2015-2017,13.0,Under 18 yeras,0.0,5.0,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,17.0,200%-399%,5.3,2016-2018,14.0,Under 81 years,0.0,4.7,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of povearty level,5.0,400% or more,5.4,997-1999,1.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,5.0,400% or more,5.4,2000-202,2.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,39.0,400% or more,5.4,203-2005,3.0,Under 18 years,0.0,3.7,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,5.0,400% or more,5.4,200-62008,4.0,Unedr 18 years,0.0,3.3,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Petrcent of poverty level,5.0,400% or more,5.4,2007-2090,5.0,Under 18 yeahrs,0.0,3.3,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,39.0,400% or more,5.4,2008-2010,6.0,Under 18 yaers,0.0,3.6,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,56.0,400% or more,5.4,2009-2011,105.0,Under1 8 years,0.0,3.9,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty llevel,5.0,400% or more,5.4,2010-2012,73.0,Under 18 years,0.0,4.2,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percen tof poverty level,5.0,400% or more,5.4,2011-2013,100.0,Under 18 ysears,0.0,4.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent f poverty level,5.0,400% or more,5.4,2012-2014,89.0,Under 18 years,0.0,4.0,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,35.0,400% or more,5.4,2013-2015,11.0,Under 18 years,0.0,4.3,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,78.0,400% or more,5.4,2014-2016,64.0,Under 18 years,0.0,4.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,80.0,400% or more,5.4,2015-2017,13.0,Under 18 yers,0.0,4.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Percent of poverty level,41.0,400% or more,5.4,2016-2018,14.0,Under 18years,0.0,4.0,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,6.0,Insured,6.1,1997-999,1.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,6.0,Insured,6.1,2000a-2002,2.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of intervqiew,6.0,Insured,6.1,2003-2050,3.0,Under 18 years,0.0,5.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,6.0,Insured,6.1,2006-2008***,4.0,Under 18 years,0.0,5.6,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,pHealth insurance status at the time of interview,6.0,Insured,6.1,2007p-2009,5.0,Under 18 years,0.0,5.6,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of intervew,6.0,Insured,6.1,2008-2010,72.0,Under 18 years,0.0,6.0,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Healthinsurance status at the time of interview,6.0,Insured,6.1,2009-2011,71.0,Under 18 years,0.0,5.9,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,6.0,Insured,6.1,2010-2012,96.0,Under 18 years,0.0,5.9,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health ginsurance status at the time of interview,6.0,Insured,6.1,2011-2013,43.0,Under 18 years,0.0,5.6,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at thel time of interview,6.0,Insured,6.1,2012-2014,77.0,Under 18 years,0.0,5.6,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance statu at the time of interview,6.0,Insured,6.1,2013-2015,48.0,Under 18 years,0.0,5.8,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,52.0,Insured,6.1,2014-2016,12.0,Under 18 years,0.0,5.7,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time o interview,6.0,Insured,6.1,2015-2017,13.0,Under 18 years,0.0,5.9,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance stauts at the time of interview,6.0,Insured,6.1,2016-2018,14.0,Under 18 years,0.0,5.8,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,74.0,Insured: Private,6.11,9197-1999,1.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,51.0,Insured: Private,6.11,2000-c2002,2.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insuranc estatus at the time of interview,6.0,Insured: Private,6.11,003-2005,3.0,Under 18 years,0.0,4.1,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,53.0,Insured: Private,6.11,0206-2008,4.0,Under 18 years,0.0,4.1,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,6.0,Insured: Private,6.11,20072-009,5.0,Under 18 years,0.0,3.9,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status a the time of interview,6.0,Insured: Private,6.11,2008-2010,42.0,Under 18 years,0.0,4.1,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Hqealth insurance status at the time of interview,6.0,Insured: Private,6.11,2009-2011,95.0,Under 18 years,0.0,4.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance staus at the time of interview,6.0,Insured: Private,6.11,2010-2012,40.0,Under 18 years,0.0,4.1,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,18.0,Insured: Private,6.11,2011-2013,48.0,Under 18 years,0.0,4.0,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,54.0,Insured: Private,6.11,2012-2014,17.0,Under 18 years,0.0,4.0,0.2,*
Health conditions among children under age 18,Food allergy among persons under 18 years,5.0,"Percent of children, crude",1,Awge,35.0,0-4 years,1.1,2008-2s010,6.0,0-4 yeas,1.0,5.2,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance statu at the time of interview,6.0,Insured: Private,6.11,2013-2015,59.0,Under 18 years,0.0,4.3,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of niterview,6.0,Insured: Private,6.11,2014-2016,16.0,Under 18 years,0.0,4.0,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,20.0,Insured: Private,6.11,2015-2017,13.0,Under 18 years,0.0,4.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status ta the time of interview,6.0,Insured: Private,6.11,2016-2018,14.0,Under 18 years,0.0,4.0,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,62.0,Insured: Medicaid,6.12,1997-p1999,1.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,85.0,Insured: Medicaid,6.12,2000-2002***,2.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,103.0,Insured: Medicaid,6.12,2003-2h005,3.0,Under 18 years,0.0,8.5,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurancestatus at the time of interview,6.0,Insured: Medicaid,6.12,20062-008,4.0,Under 18 years,0.0,8.9,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,6.0,Insured: Medicaid,6.12,2007-200k9,5.0,Under 18 years,0.0,9.1,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,93.0,Insured: Medicaid,6.12,2008-2010,66.0,Under 18 years,0.0,9.6,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Healthinsurance status at the time of interview,6.0,Insured: Medicaid,6.12,2009-2011,10.0,Under 18 years,0.0,9.1,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,56.0,Insured: Medicaid,6.12,2010-2012,8.0,Under 18 years,0.0,8.9,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurannce status at the time of interview,6.0,Insured: Medicaid,6.12,2011-2013,30.0,Under 18 years,0.0,8.1,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time ofi nterview,6.0,Insured: Medicaid,6.12,2012-2014,10.0,Under 18 years,0.0,8.0,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,42.0,Insured: Medicaid,6.12,2013-2015,66.0,Under 18 years,0.0,8.2,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insusrance status at the time of interview,6.0,Insured: Medicaid,6.12,2014-2016,12.0,Under 18 years,0.0,8.3,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,47.0,Insured: Medicaid,6.12,2015-2017,13.0,Under 18 years,0.0,8.4,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of idnterview,6.0,Insured: Medicaid,6.12,2016-2018,14.0,Under 18 years,0.0,8.6,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,88.0,Uninsured,6.2,19x97-1999,1.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,13.0,Uninsured,6.2,2o000-2002,2.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Heath insurance status at the time of interview,6.0,Uninsured,6.2,2003-0205,3.0,Under 18 years,0.0,4.6,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the timeo f interview,6.0,Uninsured,6.2,2k006-2008,4.0,Under 18 years,0.0,3.6,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Healthi nsurance status at the time of interview,6.0,Uninsured,6.2,200-72009,5.0,Under 18 years,0.0,4.2,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health einsurance status at the time of interview,6.0,Uninsured,6.2,2008-2010,73.0,Under 18 years,0.0,3.7,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the tisme of interview,6.0,Uninsured,6.2,2009-2011,92.0,Under 18 years,0.0,4.4,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,7.0,Uninsured,6.2,2010-2012,76.0,Under 18 years,0.0,4.1,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurance status at the time of interview,95.0,Uninsured,6.2,2011-2013,9.0,Under 18 years,0.0,4.2,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurnace status at the time of interview,6.0,Uninsured,6.2,2012-2014,68.0,Under 18 years,0.0,3.6,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Heallth insurance status at the time of interview,6.0,Uninsured,6.2,2013-2015,47.0,Under 18 years,0.0,3.8,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insurangce status at the time of interview,6.0,Uninsured,6.2,2014-2016,12.0,Under 18 years,0.0,3.5,0.6,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health insuranec status at the time of interview,6.0,Uninsured,6.2,2015-2017,13.0,Under 18 years,0.0,2.9,0.5,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,4.0,"Percent of children, crude",1,Health infsurance status at the time of interview,6.0,Uninsured,6.2,2016-2018,14.0,Under 18 years,0.0,3.4,0.6,*
Health conditions among children under age 18,Food allergy among persons under 18 years,5.0,"Percent of children, crude",1,Totla,0.0,Under 18 years,46.0,1997-1c999,1.0,Under 18 years,0.0,3.4,0.1,*
Health conditions among children under age 18,Food allergy among persons under 18 years,18.0,"Percent of children, crude",1,otal,0.0,Under 18 years,54.0,2000-20r02,2.0,Under 18 years,0.0,3.6,0.1,*
Health conditions among children under age 18,Food allergy among persons under 18 years,5.0,"Percent of children, crude",1,Total,0.0,Under 18 years,15.0,j2003-2005,3.0,Under 18 years,0.0,3.8,0.1,*
Health conditions among children under age 18,Food allergy among persons under 18 years,45.0,"Percent of children, crude",1,Totahl,0.0,Under 18 years,52.0,u2006-2008,4.0,Under 18 years,0.0,4.3,0.2,*
Health conditions among children under age 18,Food allergy among persons under 18 years,47.0,"Percent of children, crude",1,Ttal,0.0,Under 18 years,12.0,2007-209,5.0,Under 18 years,0.0,4.6,0.2,*
Health conditions among children under age 18,Food allergy among persons under 18 years,5.0,"Percent of children, crude",1,Total,0.0,Under 18 years,38.0,2008-2010,6.0,Under 18 years,0.0,4.8,0.2,*
Health conditions among children under age 18,Food allergy among persons under 18 years,31.0,"Percent of children, crude",1,Total,0.0,Under 18 years,12.0,2009-2011,60.0,Under 18 years,0.0,5.1,0.2,*
