indicatorvalue,panel,panelnum(long),unit,unitnum(long),stubname,stubnamenum(long),stublabel,stublabelnum(double precision),yearvalue,yearnum(long),age,agenum(double precision),estimate(double precision),se(double precision),flagvalue
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,0.0,Under 18 years,6.1,2006-2008,13.0,Under 18 years,0.0,8.9,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,6.1,2007-2009,1.0,Under 18 years,0.0,9.3,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,6.1,2008-2010,5.0,Under 18 years,0.0,9.8,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,6.1,2009-2011,9.0,Under 18 years,0.0,9.9,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,5-17 years,0.0,2000-2002,8.0,Under 18 years,0.0,10.2,0.2,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,0.0,0-4 years,6.1,2000-2002,9.0,Under 18 years,0.0,10.4,0.2,*
Health conditions among children under age 18,ADHD among perslons under 18 years,3.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,6.1,2012-2014,6.0,Under 18 years,0.0,10.6,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,1.1,2013-2015,6.0,Under 18 years,0.0,10.7,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,3.0,Under 18 years,0.0,2014-2016,3.0,Under 18 years,0.0,10.9,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,6.1,2015-2017,7.0,Under 18 years,0.0,11.1,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,0.0,Under 18 years,6.1,2013-2015,14.0,Under 18 years,0.0,11.0,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,0.0,Under 18 years,0.0,1997-1999,2.0,Under 18 years,0.0,5.9,0.2,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,0-4 years,1.1,2000-2002,3.0,Under 18 years,0.0,7.0,0.2,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,10-17 years,6.11,2003-2005,13.0,Under 18 years,0.0,7.0,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,5-17 years,0.0,w2006-2008,4.0,Under 18 years,0.0,7.3,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,0.0,2007-2009,9.0,Under 18 years,0.0,7.6,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,2.2,2003-2005,6.0,Under 18 years,0.0,7.7,0.3,*
Health conditions among children under age 18,ADHD among persons undeur 18 years,3.0,"Percent of children, crude",1,Health insurance status at the time of interview,4.0,Under 18 years,1.1,2000-2002,7.0,Under 18 years,0.0,8.1,0.3,*
Health conditions among children under age 18,ADHD among personsu nder 18 years,3.0,"Percent of children, crude",1,Health insurance status at the time of interview,0.0,Under 18 years,6.11,2003-2005,8.0,Under 18 years,0.0,8.4,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,2.0,Under 18 years,6.11,2011-2013,2.0,Under 18 years,0.0,9.0,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Female,0.0,2012-2014,11.0,Under 18 years,0.0,8.7,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,3.0,Under 18 years,6.11,2006-2008,11.0,Under 18 years,0.0,9.1,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,3.0,Under 18 years,1.22,2008-2010,12.0,Under 18 years,0.0,9.1,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,2.0,Under 18 years,6.11,2015-2017,5.0,Under 18 years,0.0,9.5,0.3,*
Health conditions among children under age 18,ADHD amog persons under 18 years,3.0,"Percent of children, crude",1,Health insurance status at the time of interview,2.0,10-17 years,0.0,1997-1999,14.0,Under 18 years,0.0,9.2,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,4.0,Under 18 years,6.12,1997-w1999,1.0,Under 18 years,0.0,10.5,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,2.0,10-17 years,0.0,2000-2002***,2.0,Under 18 years,0.0,10.7,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,2.0,Under 18 years,6.12,2003-2005,9.0,Under 18 years,0.0,10.3,0.4,*
Health conditions among children under age 18,AHD among persons under 18 years,3.0,"Percent of children, crude",1,Health insurance status at the time of interview,4.0,Under 18 years,1.1,g2006-2008,4.0,Under 18 years,0.0,12.2,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,6.12,2007-2009,13.0,Under 18 years,0.0,12.7,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,1.1,2008-2010,3.0,Under 18 years,0.0,13.8,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,6.12,2009-2011,2.0,Under 18 years,0.0,13.1,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,0.0,10-17 years,6.12,2010-2012,1.0,Under 18 years,0.0,13.1,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,0.0,10-17 years,6.12,2006-2008,9.0,Under 18 years,0.0,12.6,0.4,*
Health conditions among children under age 18,ADHD aong persons under 18 years,3.0,"Percent of children, crude",1,Health insurance status at the time of interview,3.0,Under 18 years,1.1,2012-2014,11.0,Under 18 years,0.0,13.3,0.5,*
Health conditions among children under age 18,ADHD among persons undedr 18 years,3.0,"Percent of children, crude",1,Health insurance status at the time of interview,3.0,Under 18 years,6.12,2013-2015,13.0,Under 18 years,0.0,13.2,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,0.0,2014-2016,6.0,Under 18 years,0.0,13.4,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,0.0,0-4 years,6.12,2015-2017,1.0,Under 18 years,0.0,13.3,0.5,*
Health conditions among children under age 18,ADHD amog persons under 18 years,3.0,"Percent of children, crude",1,Health insurance status at the time of interview,3.0,Under 18 years,6.12,2016-2018,2.0,Under 18 years,0.0,13.8,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,0.0,1997-1999,2.0,Under 18 years,0.0,4.8,0.4,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,2.2,2000-2002,1.0,Under 18 years,0.0,5.4,0.5,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,3.0,Under 18 years,6.2,200-2005,3.0,Under 18 years,0.0,6.1,0.5,*
Health conditions among children under age 18,DHD among persons under 18 years,3.0,"Percent of children, crude",1,Health insurance status at the time of interview,0.0,Under 18 years,6.2,2006-2008,2.0,Under 18 years,0.0,5.8,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,6.2,2007-2009,1.0,Under 18 years,0.0,6.1,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,3.0,Under 18 years,6.2,2008-2010,3.0,Under 18 years,0.0,6.0,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,0.0,10-17 years,6.2,2009-2011,11.0,Under 18 years,0.0,5.8,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,1.1,2000-2002,8.0,Under 18 years,0.0,6.2,0.7,*
Health conditions among children under age 18,ADHD amonmg persons under 18 years,3.0,"Percent of children, crude",1,Health insurance status at the time of interview,3.0,10-17 years,6.2,2007-2009,9.0,Under 18 years,0.0,5.8,0.6,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,6.2,1997-1999,10.0,Under 18 years,0.0,5.9,0.7,*
Health conditions among children under age 18,ADHD among upersons under 18 years,3.0,"Percent of children, crude",1,Health insurance status at the time of interview,3.0,Under 18 years,6.2,2013-2015,2.0,Under 18 years,0.0,4.9,0.7,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,6.2,2014-2016,1.0,Under 18 years,0.0,5.8,0.8,*
Health conditions among children under age 18,ADHD among persopns under 18 years,3.0,"Percent of children, crude",1,Health insurance status at the time of interview,3.0,Under 18 years,6.2,2015-2017,5.0,Under 18 years,0.0,6.2,0.8,*
Health conditions among children under age 18,ADHD among persons under 18 years,1.0,"Percent of children, crude",1,Health insurance status at the time of interview,1.0,Under 18 years,6.2,2016-2018,13.0,Under 18 years,0.0,6.9,0.9,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Ae,15.0,Under 18 years,1.2,1997-1999,3.0,5-7 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,ge,16.0,Under 18 years,1.2,l2000-2002,2.0,5-17years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,hAge,67.0,5-17 years,44.2,2003-2005,3.0,5-7 years,0.0,5.1,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,gAe,45.0,0-4 years,1.2,2006-0208,4.0,5-17 yfears,0.0,5.4,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,gAe,47.0,Under 18 years,1.2,200h7-2009,5.0,-17 years,0.0,5.5,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,3.0,"Percent of children, crude",1,Alge,4.0,Under 18 years,1.2,2008-2010,3.0,5-17l years,0.0,5.8,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Aeg,86.0,Under 18 years,1.2,2009-2011,9.0,5-17 yeears,0.0,5.8,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Agge,70.0,Under 18 years,1.2,2010-2012,7.0,-517 years,0.0,5.8,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,pAge,97.0,Under 18 years,1.2,2006-2008,9.0,5-1d7 years,0.0,5.5,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,ge,58.0,10-17 years,1.2,2012-2014,12.0,5-17 ears,0.0,5.4,0.2,*
Health conditions among children under age 18,Current asthma among persons under 18 years,4.0,"Percent of children, crude",1,Aeg,13.0,Under 18 years,1.2,2013-2015,3.0,5-s17 years,0.0,5.7,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Age,101.0,5-17 years,55.2,2011-2013,12.0,517 years,0.0,5.6,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,ge,77.0,5-17 years,33.2,1997-1999,13.0,5-17 years,0.0,5.7,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,mAge,19.0,5-17 years,31.2,2016-2018,5.0,a5-17 years,2.0,5.6,0.2,*
Health conditions among children under age 18,ADHD among persons under 18 years,4.0,"Percent of children, crude",1,Aqge,83.0,Under 18 years,1.21,1997-1999,6.0,5-9 eyars,2.1,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Agze,72.0,Under 18 years,1.21,200-2002,2.0,5- years,2.1,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Aqge,15.0,5-9 years,46.21,2003-2005,13.0,5-9 yaers,2.1,4.3,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,ge,43.0,Under 18 years,1.21,2006-2008,7.0,-9 years,2.1,4.9,0.4,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Aeg,93.0,5-9 years,28.21,2007-2009,1.0,5-9 years,2.1,4.7,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,gAe,60.0,Under 18 years,1.21,2008-2010,1.0,5-9years,2.1,5.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Agfe,49.0,5-9 years,83.21,2009-2011,11.0,5-9 yeasr,2.1,5.0,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Age,0.0,10-17 years,1.21,2010-2012,1.0,59 years,2.1,5.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Ae,30.0,5-9 years,67.21,2011-2013,6.0,5-9y ears,2.1,5.0,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Ae,90.0,Under 18 years,1.21,2000-2002,10.0,5-9 yearfs,2.1,5.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,3.0,"Percent of children, crude",1,ge,1.0,0-4 years,1.21,2013-2015,6.0,5-9 ears,2.1,5.4,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,3.0,"Percent of children, crude",1,Age,88.0,5-9 years,89.21,2014-2016,13.0,5-9 yeas,2.1,5.2,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,mAge,21.0,Under 18 years,1.21,2007-2009,13.0,59- years,2.1,5.3,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Aeg,49.0,Under 18 years,1.21,2016-2018,6.0,5-9 yeasr,2.1,5.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,bAge,21.0,Under 18 years,1.22,1997-1999,2.0,10-17 years,2.2,5.6,0.3,...
Health conditions among children under age 18,Current asthma among persons under 18 years,4.0,"Percent of children, crude",1,ge,94.0,10-17 years,53.22,2000-2002,1.0,10-17 yfears,2.2,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Agge,37.0,Under 18 years,1.22,2003-2005,9.0,10-17 yearrs,2.2,5.6,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Age,86.0,10-17 years,67.22,2006-2008,11.0,10-17y ears,2.2,5.7,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Ae,23.0,10-17 years,1.22,2007-2009***,5.0,10-17 yeas,2.2,6.0,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,4.0,"Percent of children, crude",1,Aeg,80.0,10-17 years,44.22,2008-2010,2.0,10-17 years,2.2,6.2,0.3,*
Health conditions among children under age 18,Current asthma among persons under 18 years,4.0,"Percent of children, crude",1,ge,82.0,Under 18 years,1.22,2009-2011,1.0,10-17 yers,2.2,6.3,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,3.0,"Percent of children, crude",1,Age,53.0,0-4 years,1.22,2010-2012,8.0,10-17 yers,2.2,6.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,3.0,"Percent of children, crude",1,Ae,42.0,Under 18 years,1.22,2011-2013,13.0,10-17 yeasr,2.2,5.8,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,ge,100.0,Under 18 years,1.22,2012-2014,5.0,10-17 ears,2.2,5.6,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,ge,36.0,Under 18 years,1.22,2013-2015,2.0,10-17h years,2.2,5.9,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,bAge,87.0,10-17 years,46.22,2014-2016,2.0,10-17 yeasr,2.2,5.9,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,aAge,32.0,0-4 years,1.22,2015-2017,13.0,10-1a7 years,2.2,5.9,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Agoe,85.0,Under 18 years,1.22,2016-2018,3.0,10-17 yearzs,2.2,6.0,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,eSx,50.0,10-17 years,2.1,1997-1999,13.0,Undegr 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Sxe,62.0,Under 18 years,2.1,2000-2002,1.0,Under 81 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,ex,43.0,Under 18 years,2.1,203-2005,3.0,Undery 18 years,0.0,6.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,xSex,26.0,Under 18 years,2.1,2006-2008,1.0,Udner 18 years,0.0,6.9,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Sex,66.0,Under 18 years,2.1,2007-2009,3.0,Under 18 yeaqrs,0.0,6.9,0.3,*
Health conditions among children under age 18,Current asthma among persons under 18 years,4.0,"Percent of children, crude",1,Sex,3.0,Male,43.1,2008-2010,3.0,Under 18 years,0.0,7.2,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Sxe,100.0,10-17 years,2.1,2009-2011,9.0,rUnder 18 years,0.0,7.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Sex,3.0,Male,5.1,2010-2012,3.0,Under 18 years,0.0,7.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Sex,0.0,Male,96.1,2011-2013,13.0,Under 18 years,0.0,6.8,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,3.0,"Percent of children, crude",1,Sex,3.0,Male,37.1,2012-2014,40.0,Under 18 years,0.0,6.9,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,ex,65.0,10-17 years,2.1,2013-2015,60.0,rUnder 18 years,0.0,7.1,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Sx,12.0,Under 18 years,2.1,2014-2016,1.0,nder 18 years,0.0,7.2,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,ex,24.0,Under 18 years,2.1,2015-2017,1.0,Unde 18 years,0.0,7.2,0.3,*
Health conditions among children under age 18,Current asthma among persons under 18 years,4.0,"Percent of children, crude",1,Soex,93.0,Under 18 years,2.1,2016-2018,14.0,Under 1h8 years,0.0,7.0,0.3,*
Health conditions among children under age 18,Current asthma among persons under 18 years,4.0,"Percent of children, crude",1,Sex,0.0,Female,66.2,1997-999,1.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,3.0,"Percent of children, crude",1,ex,2.0,Under 18 years,2.2,2000-2002,5.0,Unde 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Sex,1.0,Female,71.2,20032005,3.0,Under 18 years,0.0,4.1,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Sex,38.0,Female,2.2,2006-2008***,4.0,Under 1 8years,0.0,3.8,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Sex,1.0,Female,82.2,2007-2009,9.0,Under 18 years,0.0,4.0,0.3,*
Health conditions among children under age 18,ADHD among persons under 18 years,4.0,"Percent of children, crude",1,Sx,16.0,Under 18 years,2.2,2008-2010,6.0,Under 18 yaers,0.0,4.3,0.3,*
Health conditions among children under age 18,Current asthma among persons under 18 years,4.0,"Percent of children, crude",1,Sxe,81.0,Under 18 years,2.2,2009-2011,3.0,Under 18 yeasr,0.0,4.4,0.3,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Sx,19.0,Under 18 years,2.2,2010-2012,26.0,Under 1 8years,0.0,4.4,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Sex,2.0,Female,18.2,2011-2013,64.0,Under 18 years,0.0,4.1,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,ex,2.0,Female,75.2,2012-2014,3.0,Under 18 years,0.0,3.9,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Sx,61.0,Under 18 years,2.2,2013-2015,2.0,Under 18 yeasr,0.0,4.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Sehx,2.0,Female,53.2,2014-2016,2.0,Under 18 years,0.0,4.0,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Sekx,92.0,Under 18 years,2.2,2015-2017,3.0,Uner 18 years,0.0,4.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,ex,2.0,10-17 years,2.2,2016-2018,14.0,Under 18 yeasr,0.0,4.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,3.0,"Percent of children, crude",1,Raoce,3.0,White only,11.1,1997-1999,3.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Rdace,3.0,White only,103.1,0200-2002,2.0,Under 18 years,0.0,5.6,0.3,...
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,3.0,"Percent of children, crude",1,Rdace,78.0,Under 18 years,3.1,2003-2005,6.0,Under 8 years,0.0,5.1,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Rcae,46.0,Under 18 years,3.1,006-2008,4.0,Under 18 years,0.0,5.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Raec,77.0,Under 18 years,3.1,v2007-2009,5.0,Under 18years,0.0,5.2,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,zRace,7.0,Under 18 years,3.1,208-2010,6.0,Under 18 years,0.0,5.5,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Race,4.0,Under 18 years,3.1,2009-2011,7.0,Under18 years,0.0,5.7,0.2,*
Health conditions among children under age 18,Serious emotional or behavioral difficulties among persons under 18 years,1.0,"Percent of children, crude",1,Raec,3.0,White only,48.1,2010-2012,8.0,Under 18 years,0.0,5.7,0.2,*
