Id,Name,Year,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,FilmingLocations
tt0066093,Monte Walsh,1970,"Lee Marvin,Jeanne Moreau,Jack Palance","Lee Marvin,Jeanne Moreau,Jack Palance,Mitchell Ryan,Jim Davis,G.D. Spradlin,John Hudkins,Raymond Guth,John McKee,Michael Conrad,Tom Heaton,Ted Gehring,Bo Hopkins,John McLiam,Allyn Ann McLerie",English,USA,106 min,7.1,"1,612","30 user,24 critic","Circle Z Ranch - 1476 Highway 82, Patagonia, Arizona, USA"
tt0071249,Bring Me the Head of Alfredo Garcia,1974,"Warren Oates,Isela Vega,Robert Webber","Warren Oates,Isela Vega,Robert Webber,Gig Young,Helmut Dantine,Emilio Fernández,Kris Kristofferson,Chano Urueta,Donnie Fritts,Jorge Russek,Chalo González,Don Levy,Enrique Lucero,Janine Maldonado,Tamara Garina","English,Spanish","USA,Mexico",112 min,7.6,"12,692","113 user,101 critic","Chalco, Mexico City, Distrito Federal, Mexico"
tt0071338,Cockfighter,1974,"Warren Oates,Richard B. Shull,Harry Dean Stanton","Warren Oates,Richard B. Shull,Harry Dean Stanton,Ed Begley Jr.,Laurie Bird,Troy Donahue,Warren Finnerty,Robert Earl Jones,Patricia Pearcy,Millie Perkins,Steve Railsback,Tom Spratley,Charles Willeford,Pete Munro,Kermit Echols",English,USA,83 min,7.3,"1,416","24 user,33 critic","Juliette, Georgia, USA"
tt0054930,Girl on the Run,1953,"Richard Coogan,Rosemary Pettit,Frank Albertson","Richard Coogan,Rosemary Pettit,Frank Albertson,Harry Bannister,Edith King,Charles Bolender,George Marsh,Renee De Milo,Scott Hale,John Krollers,Marlow,Mike O'Dowd,Joseph Sullivan",English,USA,64 min,5.2,52,"7 user,4 critic","New York City, New York, USA"
tt0057517,Soldier in the Rain,1963,"Steve McQueen,Jackie Gleason,Tuesday Weld","Jackie Gleason,Steve McQueen,Tuesday Weld,Tony Bill,Tom Poston,Ed Nelson,Lew Gallo,Rockne Tarkington,Paul Hartman,John Hubbard,Chris Noel,Sam Flint,Lewis Charles,Adam West",English,USA,88 min,6.9,"1,061","53 user,10 critic","Fort Ord, California, USA"
tt0059037,The Cincinnati Kid,1965,"Steve McQueen,Ann-Margret,Edward G. Robinson","Steve McQueen,Ann-Margret,Karl Malden,Tuesday Weld,Edward G. Robinson,Joan Blondell,Rip Torn,Jack Weston,Cab Calloway,Jeff Corey,Theodore Marcuse,Milton Selzer,Karl Swenson,Émile Genest,Ron Soble",English,USA,102 min,7.3,"10,949","91 user,37 critic","New Orleans, Louisiana, USA"
tt0067334,Le Mans,1971,"Steve McQueen,Siegfried Rauch,Elga Andersen","Steve McQueen,Siegfried Rauch,Elga Andersen,Ronald Leigh-Hunt,Fred Haltiner,Luc Merenda,Christopher Waite,Louise Edlind,Angelo Infanti,Jean-Claude Bercq,Michele Scalera,Gino Cassani,Alfred Bell,Carlo Cecchi,Richard Rüdiger","English,French,Italian,German",USA,106 min,6.7,"5,826","66 user,33 critic","Le Mans, Sarthe, France"
tt0060472,Grand Prix,1966,"James Garner,Eva Marie Saint,Yves Montand","James Garner,Eva Marie Saint,Yves Montand,Toshirô Mifune,Brian Bedford,Jessica Walter,Antonio Sabato,Françoise Hardy,Adolfo Celi,Claude Dauphin,Enzo Fiermonte,Geneviève Page,Jack Watson,Donald O'Brien,Jean Michaud","English,French,Italian,Portuguese,Japanese",USA,176 min,7.2,"5,578","103 user,40 critic","Farnborough Hall, Warwickshire"
tt0059825,The Train,1964,"Burt Lancaster,Paul Scofield,Jeanne Moreau","Burt Lancaster,Paul Scofield,Jeanne Moreau,Suzanne Flon,Michel Simon,Wolfgang Preiss,Albert Rémy,Charles Millot,Richard Münch,Jacques Marin,Paul Bonifas,Jean Bouchaud,Donald O'Brien,Jean-Pierre Zola,Arthur Brauss","English,German","France,Italy,USA",133 min,7.9,"9,432","124 user,62 critic","Acquigny, Calvados, France"
young_savages,The Young Savages,1960 1961 1962,"Burt Lancaster,Dina Merrill,Edward Andrews","Burt Lancaster,Dina Merrill,Edward Andrews,Vivian Nathan,Shelley Winters,Larry Gates,Telly Savalas,Pilar Seurat,Jody Fair,Roberta Shore,Milton Selzer,Robert Burton,David J. Stewart,Stanley Kristien,John Davis Chandler","English,Italian,Spanish",USA,1 hr. 50 min.,6/10,"1,300","28 user,12 critic","East Harlem, Manhattan, New York City, New York, USA"
tt0063557,The Scalphunters,1968,"Burt Lancaster,Shelley Winters,Telly Savalas","Burt Lancaster,Shelley Winters,Telly Savalas,Ossie Davis,Dabney Coleman,Paul Picerni,Dan Vadis,Armando Silvestre,Nick Cravat,Tony Epper,Chuck Roberson,John Epper,Jack Williams",English,USA,102 min,6.9,"2,145","30 user,15 critic","Durango, Mexico"
tt0069436,Ulzana's Raid,1972,"Burt Lancaster,Bruce Davison,Jorge Luke","Burt Lancaster,Bruce Davison,Jorge Luke,Richard Jaeckel,Joaquín Martínez,Lloyd Bochner,Karl Swenson,Douglass Watson,Dran Hamilton,John Pearce,Gladys Holland,Margaret Fairchild,Aimée Eccles,Richard Bull,Otto Reichow","English,Apache languages",USA,103 min,7.1,"3,467","59 user,20 critic","Tucson, Arizona, USA"
tt0044683,Hangman's Knot,1952,"Randolph Scott,Donna Reed,Claude Jarman Jr.","Randolph Scott,Donna Reed,Claude Jarman Jr.,Frank Faylen,Glenn Langan,Richard Denning,Lee Marvin,Jeanette Nolan,Clem Bevans,Ray Teal,Guinn 'Big Boy' Williams,Monte Blue,John Call",English,USA,81 min,6.8,826,"26 user,6 critic","Alabama Hills, Lone Pine, California, USA"
tt0046426,Thunder Over the Plains,1953,"Randolph Scott,Lex Barker,Phyllis Kirk","Randolph Scott,Lex Barker,Phyllis Kirk,Charles McGraw,Henry Hull,Elisha Cook Jr.,Hugh Sanders,Lane Chandler,James Brown,Fess Parker,Mark Dana",English,USA,82 min,6.4,464,"16 user,6 critic","Dijon Street, Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA"
tt0038213,The Valley of Decision,1945,"Greer Garson,Gregory Peck,Donald Crisp","Greer Garson,Gregory Peck,Donald Crisp,Lionel Barrymore,Preston Foster,Marsha Hunt,Gladys Cooper,Reginald Owen,Dan Duryea,Jessica Tandy,Barbara Everest,Marshall Thompson,Geraldine Wall,Evelyn Dockson,John Warburton",English,USA,119 min,7.4,"1,234","29 user,7 critic","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA"
tt0082766,Mommie Dearest,1981,"Faye Dunaway,Diana Scarwid,Steve Forrest","Faye Dunaway,Diana Scarwid,Steve Forrest,Howard Da Silva,Mara Hobel,Rutanya Alda,Harry Goz,Michael Edwards,Jocelyn Brando,Priscilla Pointer,Joe Abdullah,Gary Allen,Selma Archerd,Adrian Aron,Xander Berkeley",English,USA,129 min,6.6,"9,818","156 user,70 critic","417 Amapola Lane, Bel Air, Los Angeles, California, USA"
tt0058620,Strait-Jacket,1964,"Joan Crawford,Diane Baker,Leif Erickson","Joan Crawford,Diane Baker,Leif Erickson,Howard St. John,John Anthony Hayes,Rochelle Hudson,George Kennedy,Edith Atwater,Mitchell Cox",English,USA,93 min,6.8,"3,009","75 user,49 critic",
tt0019290,The Power of the Press,1928,"Douglas Fairbanks Jr.,Jobyna Ralston,Mildred Harris","Douglas Fairbanks Jr.,Jobyna Ralston,Mildred Harris,Philo McCullough,Wheeler Oakman,Robert Edeson,Edwards Davis,Dell Henderson,Charles Clary,Spottiswoode Aitken,Frank Fanning",English,USA,62 min,6.6,122,"5 user,2 critic",
tt0019152,The Mating Call,1928,"Thomas Meighan,Evelyn Brent,Renée Adorée","Thomas Meighan,Evelyn Brent,Renée Adorée,Alan Roscoe,Gardner James,Helen Foster,Luke Cosgrave,Cyril Chadwick",English,USA,72 min,7.0,239,"19 user,3 critic",
tt1969062,Infinitely Polar Bear,2014,"Mark Ruffalo,Zoe Saldana,Imogene Wolodarsky","Zoe Saldana,Mark Ruffalo,Keir Dullea,Wallace Wolodarsky,Imogene Wolodarsky,Ashley Aufderheide,Mary O'Rourke,Brianne Brozey,William Xifaras,Georgia Lyman,Adam W. Mayerson,Christopher Alan,Chris Papavasiliou,Beth Dixon,Liam McNeill",English,USA,90 min,7.1,"1,584","19 user,72 critic","Providence, Rhode Island, USA"
tt1502712,Fantastic Four,2015,"Miles Teller,Kate Mara,Michael B. Jordan","Miles Teller,Michael B. Jordan,Kate Mara,Jamie Bell,Toby Kebbell,Reg E. Cathey,Tim Blake Nelson,Joshua Montes,Dan Castellaneta,Owen Judge,Kylen Davis,Evan Hannemann,Chet Hanks,Mary-Pat Green,Tim Heidecker",English,"USA,Germany,UK,Canada",100 min,4.1,"56,945","519 user,319 critic","Raleigh Studios Baton Rouge, Celtic Media Centre, Baton Rouge, Louisiana, USA"
tt0238321,Ivansxtc,2000,"Danny Huston,Peter Weller,James Merendino","Danny Huston,Peter Weller,James Merendino,Adam Krentzman,Lisa Enos,Alison Taylor,Joanne Duckman,Robert Graham,Caroleen Feeney,Sarah Danielle Goldberg,Morgan Walsh,Jay Lavender,Carol Rose,Steve Dickman,Wendy Rhoads",English,"UK,USA",93 min,6.7,"1,044","24 user,27 critic","Los Angeles, California, USA"
tt0111252,Spanking the Monkey,1994,"Jeremy Davies,Alberta Watson,Elizabeth Newett","Jeremy Davies,Elizabeth Newett,Benjamin Hendrickson,Alberta Watson,Carla Gallo,Liberty Jean,Archer Martin,Matthew Puckett,Zak Orth,Josh Philip Weinstein,Judah Domke,Nancy Fields,Judette Jones,Carmine Paolini,Neil Connie Wallace",English,USA,100 min,6.3,"4,920","67 user,34 critic","Pawling, New York, USA"
tt0840361,The Town,2010,"Ben Affleck,Rebecca Hall,Jon Hamm","Ben Affleck,Rebecca Hall,Jon Hamm,Jeremy Renner,Blake Lively,Slaine,Owen Burke,Titus Welliver,Pete Postlethwaite,Chris Cooper,Dennis McLaughlin,Corena Chase,Brian Scannell,Kerri Dunbar,Tony V.",English,USA,125 min,7.6,"263,441","409 user,371 critic","Boston, Massachusetts, USA"
tt0408839,The Heartbreak Kid,2007,"Ben Stiller,Michelle Monaghan,Malin Akerman","Ben Stiller,Malin Akerman,Michelle Monaghan,Jerry Stiller,Rob Corddry,Carlos Mencia,Scott Wilson,Polly Holliday,Danny McBride,Roy Jenkins,Stephanie Courtney,Amy Sloan,Jerry Sherman,Lauren Bowles,Nicholas Kromka","English,Spanish",USA,116 min,5.8,"67,925","167 user,171 critic","Santa Clarita, California, USA"
tt0765443,Eastern Promises,2007,"Naomi Watts,Viggo Mortensen,Armin Mueller-Stahl","Josef Altin,Mina E. Mina,Aleksandar Mikic,Sarah-Jeanne Labrosse,Lalita Ahmed,Badi Uzzaman,Naomi Watts,Doña Croll,Raza Jaffrey,Sinéad Cusack,Jerzy Skolimowski,Tatiana Maslany,Viggo Mortensen,Vincent Cassel,Armin Mueller-Stahl","English,Russian,Turkish,Ukrainian,Urdu","USA,UK,Canada",100 min,7.7,"180,652","394 user,348 critic","Broadway Market, Hackney, London, England, UK"
tt0286106,Signs,2002,"Mel Gibson,Joaquin Phoenix,Rory Culkin","Mel Gibson,Joaquin Phoenix,Rory Culkin,Abigail Breslin,Cherry Jones,M. Night Shyamalan,Patricia Kalember,Ted Sutton,Merritt Wever,Lanny Flaherty,Marion McCorry,Michael Showalter,Kevin Pires,Clifford David,Rhonda Overby","English,Portuguese",USA,106 min,6.7,"257,100","2,321 user,208 critic","Bensalem Township, Pennsylvania, USA"
tt0120780,Out of Sight,1998,"George Clooney,Jennifer Lopez,Ving Rhames","George Clooney,Jennifer Lopez,Jim Robinson,Mike Malone,Ving Rhames,Don Cheadle,Donna Frenzel,Catherine Keener,Manny Suárez,Dennis Farina,Keith Hudson,Steve Zahn,Albert Brooks,Luis Guzmán,Paul Soileau",English,USA,123 min,7.1,"68,776","305 user,154 critic","Angola, Louisiana, USA"
tt0110478,Maverick,1994,"Mel Gibson,Jodie Foster,James Garner","Mel Gibson,Jodie Foster,James Garner,Graham Greene,Alfred Molina,James Coburn,Dub Taylor,Geoffrey Lewis,Paul L. Smith,Dan Hedaya,Dennis Fimple,Denver Pyle,Clint Black,Max Perlich,Art LaFleur",English,USA,127 min,7.0,"77,466","113 user,38 critic","Lee's Ferry, Arizona, USA"
tt1542344,127 Hours,2010,"James Franco,Amber Tamblyn,Kate Mara","James Franco,Kate Mara,Amber Tamblyn,Sean Bott,Koleman Stinger,Treat Williams,John Lawrence,Kate Burton,Bailee Michelle Johnson,Parker Hadley,Clémence Poésy,Fenton Quinn,Lizzy Caplan,Peter Joshua Hull,Pieter Jan Brugge","English,Italian","USA,UK",94 min,7.6,"258,437","439 user,444 critic","Moab, Utah, USA"
tt0080928,Inside Moves,1980,"John Savage,David Morse,Diana Scarwid","John Savage,David Morse,Diana Scarwid,Amy Wright,Tony Burton,Bill Henderson,Steve Kahan,Jack O'Leary,Bert Remsen,Harold Russell,Pepe Serna,Harold Sylvester,Arnold Williams,George Brenlin,Gerri Dean",English,USA,113 min,7.5,"1,070","34 user,15 critic","Echo Park, Los Angeles, California, USA"
tt0338466,Stuck on You,2003,"Matt Damon,Greg Kinnear,Eva Mendes","Matt Damon,Greg Kinnear,Eva Mendes,Wen Yann Shih,Pat Crawford Brown,Ray 'Rocket' Valliere,Tommy Songin,Terence Bernie Hines,Cher,Jackie Flynn,Seymour Cassel,Griffin Dunne,Bridget Tobin,Danny Murphy,Malcolm G. Chace Jr.",English,USA,118 min,5.8,"42,533","152 user,123 critic","Cape Cod, Massachusetts, USA"
tt0134119,The Talented Mr. Ripley,1999,"Matt Damon,Gwyneth Paltrow,Jude Law","Matt Damon,Gwyneth Paltrow,Jude Law,Cate Blanchett,Philip Seymour Hoffman,Jack Davenport,James Rebhorn,Sergio Rubini,Philip Baker Hall,Celia Weston,Fiorello,Stefania Rocca,Ivano Marescotti,Anna Longhi,Alessandro Fabrizi","English,Italian",USA,139 min,7.3,"128,005","693 user,198 critic","Cafe Florian, Piazza San Marco 56-59, Venice, Veneto, Italy"
tt0875034,Nine,2009,"Daniel Day-Lewis,Marion Cotillard,Penélope Cruz","Daniel Day-Lewis,Sandro Dori,Nicole Kidman,Marion Cotillard,Penélope Cruz,Judi Dench,Sophia Loren,Kate Hudson,Fergie,Ricky Tognazzi,Giuseppe Cederna,Elio Germano,Roberto Nobile,Andrea Di Stefano,Romina Carancini","English,Italian,French","USA,Italy",118 min,5.9,"36,160","232 user,203 critic","Anguillara Sabazia, Rome, Lazio, Italy"
tt0062741,The Blood of Fu Manchu,1968,"Christopher Lee,Richard Greene,Howard Marion-Crawford","Christopher Lee,Richard Greene,Howard Marion-Crawford,Götz George,Maria Rohm,Ricardo Palacios,Loni von Friedl,Frances Khan,Tsai Chin,Isaura de Oliveira,Shirley Eaton,David de Keyser,Robert Rietty",English,"Spain,West Germany,UK,USA",92 min,4.5,804,"21 user,20 critic","Madrid, Spain"
tt0032420,Drums of Fu Manchu,1940,"Henry Brandon,William Royle,Robert Kellard","Henry Brandon,William Royle,Robert Kellard,Gloria Franklin,Olaf Hytten,Tom Chatterton,Luana Walters,Lal Chand Mehra,George Cleveland,John Dilson,John Merton,Dwight Frye,Wheaton Chambers,George Pembroke,Guy D'Ennery",English,USA,269 min,7.3,216,"11 user,9 critic","Corriganville, Ray Corrigan Ranch, Simi Valley, California, USA"
tt0045064,Radar Men from the Moon,1952,"George Wallace,Aline Towne,Roy Barcroft","George Wallace,Aline Towne,Roy Barcroft,William Bakewell,Clayton Moore,Peter Brocco,Robert R. Stephenson,Don Walters,Tom Steele,Dale Van Sickel,Wilson Wood,Noel Cravat,Baynes Barron,Paul McGuire,Ted Thorpe",English,USA,167 min,4.5,594,"23 user,8 critic","Iverson Ranch - 1 Iverson Lane, Chatsworth, Los Angeles, California, USA"
tt0053593,The Amazing Transparent Man,1960,"Marguerite Chapman,Douglas Kennedy,James Griffith","Marguerite Chapman,Douglas Kennedy,James Griffith,Ivan Triesault,Boyd 'Red' Morgan,Cormel Daniel,Edward Erwin,Jonathan Ledford,Norman Smith,Patrick Cranshaw,Kevin Kelly,Denis Adams,Stacy Morgan",English,USA,58 min,3.7,"1,617","56 user,33 critic","Berkshire Mountains, Massachusetts, USA"
tt1211956,Escape Plan,2013,"Sylvester Stallone,Arnold Schwarzenegger,50 Cent","Sylvester Stallone,Arnold Schwarzenegger,Jim Caviezel,Faran Tahir,Amy Ryan,Sam Neill,Vincent D'Onofrio,Vinnie Jones,Matt Gerald,50 Cent,Caitriona Balfe,David Joseph Martinez,Alec Rayme,Christian Stokes,Graham Beckel","English,German,Arabic,Urdu",USA,115 min,6.8,"161,191","266 user,280 critic","Los Angeles, California, USA"
tt0462499,Rambo,2008,"Sylvester Stallone,Julie Benz,Matthew Marsden","Sylvester Stallone,Julie Benz,Matthew Marsden,Graham McTavish,Reynaldo Gallegos,Jake La Botz,Tim Kang,Maung Maung Khin,Paul Schulze,Cameron Pearson,Thomas Peterson,Tony Skarberg,James With,Kasikorn Niyompattana,Shaliew 'Lek' Bamrungbun","English,Burmese,Thai","USA,Germany",92 min,7.1,"169,343","709 user,274 critic","Arizona, USA"
tt0083944,First Blood,1982,"Sylvester Stallone,Brian Dennehy,Richard Crenna","Sylvester Stallone,Richard Crenna,Brian Dennehy,Bill McKinney,Jack Starrett,Michael Talbott,Chris Mulkey,John McLiam,Alf Humphreys,David Caruso,David L. Crowley,Don MacKay,Charles A. Tamburro,David Petersen,Craig Huston",English,USA,93 min,7.7,"159,465","358 user,136 critic","Golden Ears Provincial Park, British Columbia, Canada"
tt0118887,Cop Land,1997,"Sylvester Stallone,Harvey Keitel,Ray Liotta","Sylvester Stallone,Harvey Keitel,Ray Liotta,Robert De Niro,Peter Berg,Janeane Garofalo,Robert Patrick,Michael Rapaport,Annabella Sciorra,Noah Emmerich,Cathy Moriarty,John Spencer,Frank Vincent,Malik Yoba,Arthur J. Nascarella",English,USA,104 min,6.9,"65,340","199 user,129 critic","New Jersey, USA"
tt0110367,Little Women,1994,"Susan Sarandon,Winona Ryder,Kirsten Dunst","Winona Ryder,Gabriel Byrne,Trini Alvarado,Samantha Mathis,Kirsten Dunst,Claire Danes,Christian Bale,Eric Stoltz,John Neville,Mary Wickes,Susan Sarandon,Florence Paterson,Robin Collins,Corrie Clark,Rebecca Toolan","English,German,French","USA,Canada",115 min,7.3,"34,316","130 user,27 critic",Canada
tt3722118,God the Father,2014,"Tom Benedict Knight,Amanda Fernando Stevens,Robert Ashby","Tom Benedict Knight,Amanda Fernando Stevens,Robert Ashby,Owen Davis,Raffaello Degruttola,Michael Franzese,George Georgiou,Peter Ormond,Bashar Rahal",English,USA,101 min,5.7,461,"1 user,2 critic",
tt0096332,The Unbearable Lightness of Being,1988,"Daniel Day-Lewis,Juliette Binoche,Lena Olin","Daniel Day-Lewis,Juliette Binoche,Lena Olin,Derek de Lint,Erland Josephson,Pavel Landovský,Donald Moffat,Daniel Olbrychski,Stellan Skarsgård,Tomasz Borkowy,Bruce Myers,Pavel Slabý,Pascale Kalensky,Jacques Ciron,Anne Lonnberg",English,USA,171 min,7.4,"25,273","131 user,49 critic","Prague, Czech Republic"
tt1790885,Zero Dark Thirty,2012,"Jessica Chastain,Joel Edgerton,Chris Pratt","Jason Clarke,Reda Kateb,Jessica Chastain,Kyle Chandler,Jennifer Ehle,Harold Perrineau,Jeremy Strong,J.J. Kandel,Wahab Sheikh,Alexander Karim,Nabil Elouahabi,Aymen Hamdouchi,Simon Abkarian,Ali Marhyar,Parker Sawyers","English,Arabic",USA,157 min,7.4,"202,803","633 user,553 critic","Chandigarh, Punjab, India"
tt3224036,The Labyrinth,2015,"James Franco,Josh Peck,Jason Ritter","James Franco,Josh Peck,Jason Ritter,Matt Lucas,Jim Parrack,Beth Grant,Nicole LaLiberte,Mia Serafino,Carmen Argenziano,Livvy Stubenrauch,Flavor Flav,Masha Malinina,Dale Raoul,Gina Comparetto,Jessica Luza",English,USA,,,,,"Los Angeles, California, USA"
tt2735292,L.A. Slasher,2015,"Mischa Barton,Dave Bautista,Andy Dick","Mischa Barton,Dave Bautista,Andy Dick,Eric Roberts,Danny Trejo,Abigail Wright,Frank Collison,Marisa Lauren,Drake Bell,Tori Black,Brooke Hogan,Korrina Rico,Elizabeth Morris,Carlee Baker,Jamie Bernadette",English,"USA,UK",86 min,6.7,68,9 critic,
tt0276198,Horse Crazy,2001,"Michael Glauser,Brittany Armstrong,Jonathan Cronin","Michael Glauser,Brittany Armstrong,Jonathan Cronin,Scott Subiono,Dalin Christiansen,Arizona Taylor,Elizabeth Johnson,Marvin Payne,Craig Costello,Janet Bird,Kirk Smith,Kayla Armstrong,Hayley Hammond,Paul Robbins,Michael L. McDonough",English,USA,84 min,6.0,197,"11 user,1 critic","Littlefield, Arizona, USA"
tt1707386,Les Misérables,2012,"Hugh Jackman,Russell Crowe,Anne Hathaway","Hugh Jackman,Russell Crowe,Anne Hathaway,Amanda Seyfried,Sacha Baron Cohen,Helena Bonham Carter,Eddie Redmayne,Aaron Tveit,Samantha Barks,Daniel Huttlestone,Cavin Cornwall,Josef Altin,Dave Hawley,Adam Jones,John Barr",English,"USA,UK",158 min,7.6,"225,665","827 user,486 critic","Chatham Historic Dockyard, Chatham, Kent, England, UK"
tt1060277,Cloverfield,2008,"Mike Vogel,Jessica Lucas,Lizzy Caplan","Lizzy Caplan,Jessica Lucas,T.J. Miller,Michael Stahl-David,Mike Vogel,Odette Annable,Anjul Nigam,Margot Farley,Theo Rossi,Brian Klugman,Kelvin Yu,Liza Lapira,Lili Mirojnick,Ben Feldman,Elena Caruso","English,Russian",USA,85 min,7.1,"265,291","2,157 user,445 critic","Bloomingdale's - 1000 Third Avenue, Manhattan, New York City, New York, USA"
tt0096166,Stars and Bars,1988,"Daniel Day-Lewis,Harry Dean Stanton,Kent Broadhurst","Daniel Day-Lewis,Harry Dean Stanton,Kent Broadhurst,Maury Chaykin,Matthew Cowles,Joan Cusack,Keith David,Spalding Gray,Glenne Headly,Laurie Metcalf,Bill Moor,Deirdre O'Connell,Will Patton,Martha Plimpton,Rockets Redglare",English,USA,94 min,4.7,663,"12 user,3 critic","Clarkesville, Georgia, USA"
tt0011387,The Last of the Mohicans,1920,"Wallace Beery,Barbara Bedford,Alan Roscoe","Wallace Beery,Barbara Bedford,Alan Roscoe,Lillian Hall,Henry Woodward,James Gordon,George Hackathorne,Nelson McDowell,Harry Lorraine,Theodore Lorch,Jack McDonald,Sydney Deane,Joseph Singleton",English,USA,73 min,6.9,790,"21 user,3 critic","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA"
tt0022495,Trader Horn,1931,"Harry Carey,Edwina Booth,Duncan Renaldo","Harry Carey,Edwina Booth,Duncan Renaldo,Mutia Omoolu,Olive Carey,Bob Kortman,Marjorie Rambeau","English,Swahili",USA,122 min,6.5,638,"24 user,8 critic",Africa
tt0027869,The Last of the Mohicans,1936,"Randolph Scott,Binnie Barnes,Henry Wilcoxon","Randolph Scott,Binnie Barnes,Henry Wilcoxon,Bruce Cabot,Heather Angel,Phillip Reed,Robert Barrat,Hugh Buckler,Willard Robertson,William Stack,Lumsden Hare,Frank McGlynn Sr.,Will Stanton,William V. Mong,Art Dupuis",English,USA,91 min,6.9,781,"20 user,10 critic","Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA"
tt3487994,Bloodsucking Bastards,2015,"Fran Kranz,Pedro Pascal,Joey Kern","Fran Kranz,Pedro Pascal,Joey Kern,Joel Murray,Emma Fitzpatrick,Yvette Yates,Justin Ware,Marshall Givens,David F. Park,Neil W. Garguilo,Parvesh Cheena,Zabeth Russell,Sean Cowhig,Patricia Rae,Brian James O'Connell",English,USA,86 min,5.7,"1,277","11 user,28 critic",
tt0032285,Brother Orchid,1940,"Edward G. Robinson,Humphrey Bogart,Ann Sothern","Edward G. Robinson,Ann Sothern,Humphrey Bogart,Donald Crisp,Ralph Bellamy,Allen Jenkins,Charles D. Brown,Cecil Kellaway,Morgan Conway,Richard Lane,Paul Guilfoyle,John Ridgely,Joseph Crehan,Wilfred Lucas,Tom Tyler",English,USA,88 min,7.1,"1,657","22 user,15 critic","Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA"
tt0015059,Leatherstocking,1924,"Edna Murphy,Harold Miller,Whitehorse","Edna Murphy,Harold Miller,Whitehorse,Frank Lackteen,Ray Myers,James Pierce,Lillian Hall,Aline Goodwin,David Dunbar,Tom Tyler,Emily Barrye",English,USA,,,,,
tt0039554,Last of the Redmen,1947,"Jon Hall,Michael O'Shea,Evelyn Ankers","Jon Hall,Michael O'Shea,Evelyn Ankers,Julie Bishop,Buster Crabbe,Rick Vallin,Robert 'Buzz' Henry",English,USA,79 min,5.3,70,2 user,"Corriganville, Ray Corrigan Ranch, Simi Valley, California, USA"
tt2965466,Last Shift,2014,"Juliana Harkavy,Joshua Mikel,J. LaRose","Juliana Harkavy,Joshua Mikel,J. LaRose,Natalie Victoria,Sarah Sculco,Kathryn Kilger,Mary Lankford Poiley,Jeremy S. Brock,Amanda Defrance,Matt Doman,Jason Fusco,Lindsi Jeter,Randy Molnar,Mona Pirnot,Skyler Poiley",English,USA,90 min,5.5,"2,611","32 user,7 critic","Sanford, Florida, USA"
tt0414951,The Quiet,2005,"Camilla Belle,Elisha Cuthbert,Edie Falco","Elisha Cuthbert,Camilla Belle,Edie Falco,Martin Donovan,Shawn Ashmore,Katy Mixon,David Gallagher,Shannon Woodward,Maria Cash,Jo Baker,Steve Uzzell,Ken Thomas,Rudy Costa,Myrna Cabello,Diane Quest","English,American Sign Language",USA,96 min,6.4,"13,064","88 user,64 critic","Bowie High School - 4103 W. Slaughter Lane, Austin, Texas, USA"
tt0071115,Alice Doesn't Live Here Anymore,1974,"Ellen Burstyn,Kris Kristofferson,Mia Bendixsen","Mia Bendixsen,Ellen Burstyn,Alfred Lutter III,Billy Green Bush,Lelia Goldoni,Ola Moore,Harry Northup,Marty Brinton,Dean Casper,Murray Moston,Harvey Keitel,Lane Bradbury,Diane Ladd,Vic Tayback,Valerie Curtin",English,USA,112 min,7.4,"14,503","88 user,46 critic","Monterey Village. Tucson, Arizona, USA"
tt0119485,Kundun,1997,"Tenzin Thuthob Tsarong,Gyurme Tethong,Tulku Jamyang Kunga Tenzin","Tenzin Thuthob Tsarong,Gyurme Tethong,Tulku Jamyang Kunga Tenzin,Tenzin Yeshi Paichang,Tencho Gyalpo,Tenzin Topjar,Tsewang Migyur Khangsar,Tenzin Lodoe,Geshi Yeshi Gyatso,Losang Gyatso,Sonam Phuntsok,Gyatso Lukhang,Lobsang Samten,Jigme Tsarong,Tenzin Trinley","English,Tibetan,Mandarin",USA,134 min,7.0,"20,766","117 user,86 critic","Ait Benhaddou, Morocco"
tt0095497,The Last Temptation of Christ,1988,"Willem Dafoe,Harvey Keitel,Barbara Hershey","Willem Dafoe,Harvey Keitel,Paul Greco,Steve Shill,Verna Bloom,Barbara Hershey,Roberts Blossom,Barry Miller,Gary Basaraba,Irvin Kershner,Victor Argo,Michael Been,Paul Herman,John Lurie,Leo Burmester",English,"USA,Canada",164 min,7.6,"37,426","302 user,110 critic","Ait Benhaddou, Morocco"
tt0163988,Bringing Out the Dead,1999,"Nicolas Cage,Patricia Arquette,John Goodman","Nicolas Cage,Patricia Arquette,John Goodman,Ving Rhames,Tom Sizemore,Marc Anthony,Mary Beth Hurt,Cliff Curtis,Nestor Serrano,Aida Turturro,Sonja Sohn,Cynthia Roman,Afemo Omilami,Cullen O. Johnson,Arthur J. Nascarella",English,USA,121 min,6.8,"51,021","381 user,160 critic","Manhattan, New York City, New York, USA"
